site_no,spot_no,year,date,coral_cover,bleaching_all,bleaching_acropora,mortality_all,mortality_acropora
5,18,2022,2022-12-21,70.0,1.5,45.0,1.5,45.0
5,18,2023,2023-09-05,70.0,0.0,0.0,0.0,0.0
5,18,2024,2024-09-13,60.0,80.0,80.0,3.0,5.0
5,19,2020,2020-09-17,50.0,0.0,0.0,0.0,0.0
5,19,2021,2021-10-05,60.0,0.0,0.0,0.0,0.0
5,19,2022,2022-12-21,70.0,0.0,0.0,0.0,0.0
5,19,2023,2023-09-05,60.0,0.0,0.0,0.0,0.0
5,19,2024,2024-09-13,50.0,80.0,90.0,5.0,10.0
5,20,2020,2020-09-17,60.0,0.0,0.0,0.0,0.0
5,20,2021,2021-10-05,70.0,0.0,0.0,0.0,0.0
5,20,2022,2022-12-21,80.0,0.0,0.0,0.0,0.0
5,20,2023,2023-09-05,70.0,0.0,0.0,0.0,0.0
5,20,2024,2024-09-13,40.0,90.0,90.0,50.0,70.0
5,21,2020,2020-10-28,50.0,0.5,50.0,0.0,0.0
5,21,2021,2021-12-12,50.0,0.0,0.0,0.0,0.0
5,21,2022,2022-11-13,60.0,0.0,0.0,0.0,0.0
5,21,2023,2023-09-09,40.0,0.0,0.0,0.0,0.0
5,21,2024,2024-09-02,60.0,90.0,90.0,10.0,20.0
5,23,2020,2020-10-28,60.0,0.0,0.0,0.0,0.0
5,23,2021,2021-12-12,70.0,0.0,0.0,0.0,0.0
5,23,2022,2022-11-13,80.0,0.0,0.0,0.0,0.0
5,23,2023,2023-09-09,70.0,0.0,0.0,0.0,0.0
5,23,2024,2024-09-02,70.0,70.0,70.0,5.0,5.0
5,24,2020,2020-09-29,30.0,0.0,0.0,0.0,0.0
5,24,2021,2021-10-16,30.0,0.0,0.0,0.0,0.0
5,24,2022,2022-10-09,30.0,2.0,50.0,0.5,0.5
5,24,2023,2023-09-18,30.0,0.0,0.0,0.0,0.0
5,24,2024,2024-09-05,30.0,70.0,90.0,10.0,3.0
5,25,2020,2020-09-29,60.0,0.0,0.0,0.0,0.0
5,25,2021,2021-10-16,60.0,0.0,0.0,0.0,0.0
5,25,2022,2022-10-09,60.0,4.0,7.5,1.5,0.0
5,25,2023,2023-09-18,60.0,0.0,0.0,0.0,0.0
5,25,2024,2024-09-05,70.0,90.0,90.0,3.0,3.0
5,26,2020,2020-09-29,50.0,0.0,0.0,0.0,0.0
5,26,2021,2021-10-16,50.0,0.0,0.0,0.0,0.0
5,26,2022,2022-10-09,20.0,3.0,45.0,0.0,5.0
5,26,2023,2023-09-18,40.0,0.0,0.0,0.0,0.0
5,26,2024,2024-09-05,40.0,10.0,95.0,3.0,90.0
5,27,2020,2020-09-29,70.0,0.0,0.0,0.0,0.0
5,27,2021,2021-10-16,70.0,0.0,0.0,0.0,0.0
5,27,2022,2022-10-09,80.0,5.0,30.0,7.5,10.0
5,27,2023,2023-09-18,80.0,0.0,0.0,0.0,0.0
5,27,2024,2024-09-05,70.0,90.0,90.0,5.0,10.0
5,28,2020,2020-09-29,40.0,1.5,65.0,0.5,0.0
5,28,2021,2021-10-16,50.0,0.0,0.0,0.0,0.0
5,28,2022,2022-10-09,40.0,25.0,85.0,15.0,50.0
5,28,2023,2023-09-18,40.0,0.0,0.0,0.0,0.0
5,28,2024,2024-09-22,30.0,40.0,95.0,10.0,90.0
5,29,2020,2020-09-29,80.0,0.0,0.0,0.0,0.0
5,29,2021,2021-10-16,80.0,0.0,0.0,0.0,0.0
5,29,2022,2022-10-09,80.0,3.0,50.0,0.0,0.0
5,29,2023,2023-09-18,80.0,0.0,0.0,0.0,0.0
5,29,2024,2024-09-22,50.0,80.0,90.0,40.0,50.0
5,30,2022,2022-12-27,70.0,0.0,0.0,0.0,0.0
5,31,2020,2020-09-27,50.0,0.5,0.0,0.0,0.0
5,31,2021,2021-11-21,40.0,0.0,0.0,0.0,0.0
5,31,2022,2022-11-03,50.0,2.5,2.5,4.0,50.0
5,31,2023,2023-09-12,30.0,0.0,0.0,0.0,0.0
5,31,2024,2024-10-16,30.0,90.0,90.0,50.0,70.0
5,32,2020,2020-09-08,20.0,35.0,5.0,1.5,0.5
5,32,2021,2021-09-25,30.0,0.0,0.0,0.0,0.0
5,32,2022,2022-12-28,30.0,2.5,25.0,0.5,0.5
5,32,2023,2023-11-15,30.0,0.0,0.0,0.0,0.0
5,32,2024,2024-09-11,20.0,80.0,90.0,10.0,80.0
5,33,2020,2020-09-08,20.0,2.5,5.0,0.5,0.5
5,33,2021,2021-10-09,30.0,0.0,0.0,0.0,0.0
5,33,2022,2022-12-28,30.0,2.5,25.0,2.5,2.5
5,33,2023,2023-11-15,20.0,0.0,0.0,0.0,0.0
5,33,2024,2024-09-11,20.0,90.0,90.0,30.0,50.0
5,40,2020,2020-10-28,40.0,0.0,0.0,0.0,0.0
5,40,2021,2021-11-21,50.0,0.0,0.0,0.0,0.0
5,40,2022,2022-10-22,50.0,1.5,0.0,0.0,0.0
5,40,2023,2023-11-10,60.0,0.0,0.0,0.0,0.0
5,40,2024,2024-10-16,,90.0,90.0,80.0,80.0
5,43,2020,2020-09-08,20.0,0.5,60.0,0.5,0.5
5,43,2021,2021-09-25,20.0,0.5,0.0,0.0,0.0
5,43,2022,2023-01-14,20.0,3.0,3.0,26.5,3.0
5,43,2023,2023-09-06,20.0,0.0,0.0,0.0,0.0
5,43,2024,2024-09-05,20.0,80.0,90.0,10.0,3.0
5,44,2020,2021-01-21,30.0,10.0,45.0,0.5,2.5
5,44,2021,2021-10-09,40.0,0.0,0.0,0.0,0.0
5,44,2022,2022-10-22,50.0,1.5,0.0,0.0,0.0
5,45,2020,2021-01-14,70.0,0.0,0.0,0.0,0.0
5,45,2021,2021-11-21,60.0,0.0,0.0,0.0,0.0
5,45,2022,2022-11-03,70.0,0.0,0.0,0.0,0.0
5,45,2023,2023-11-10,70.0,0.0,0.0,0.0,0.0
5,45,2024,2024-10-16,60.0,50.0,50.0,30.0,40.0
5,46,2022,2023-01-21,50.0,0.0,0.0,0.0,0.0
5,46,2023,2023-09-05,50.0,0.0,0.0,0.0,0.0
5,46,2024,2024-09-13,40.0,90.0,90.0,20.0,30.0
5,48,2021,2021-11-16,70.0,1.5,50.0,1.5,50.0
5,48,2022,2022-12-27,70.0,35.0,90.0,85.0,80.0
5,48,2023,2023-09-12,70.0,1.5,45.0,1.5,1.5
5,48,2024,2024-10-07,,90.0,100.0,80.0,90.0
5,49,2023,2023-09-18,70.0,0.0,0.0,0.0,0.0
5,49,2024,2024-09-22,50.0,70.0,80.0,50.0,60.0
5,51,2021,2021-10-05,70.0,0.0,0.0,0.0,0.0
5,51,2023,2023-09-05,70.0,0.0,0.0,0.0,0.0
5,51,2024,2024-09-13,60.0,80.0,90.0,5.0,10.0
5,52,2021,2021-10-16,70.0,0.0,0.0,0.0,0.0
5,52,2024,2024-09-05,70.0,90.0,90.0,20.0,30.0
5,53,2022,2022-11-03,70.0,0.0,0.0,0.0,0.0
5,54,2022,2022-11-03,40.0,0.0,0.0,0.0,0.0
5,55,2022,2022-10-22,50.0,1.5,0.0,0.0,0.0
5,56,2022,2022-12-21,70.0,0.0,0.0,0.0,0.0
5,57,2022,2022-10-16,70.0,3.0,0.0,0.0,0.0
5,58,2022,2022-10-16,80.0,3.0,3.0,0.0,0.0
5,59,2022,2022-10-09,10.0,40.0,85.0,50.0,50.0
5,60,2022,2022-11-13,80.0,0.0,0.0,0.0,0.0
5,61,2023,2023-09-18,50.0,0.0,0.0,0.0,0.0
5,63,2024,2024-09-22,20.0,80.0,90.0,70.0,90.0
5,64,2024,2024-09-22,70.0,70.0,80.0,10.0,20.0
5,65,2024,2024-09-22,30.0,90.0,95.0,40.0,50.0
5,66,2024,2024-10-16,40.0,80.0,80.0,40.0,40.0
6,1,2020,2020-10-28,70.0,0.0,0.0,0.0,0.0
6,1,2021,2021-12-12,80.0,0.0,0.0,0.0,0.0
6,1,2022,2022-11-13,80.0,0.0,0.0,0.0,0.0
6,1,2023,2023-09-09,70.0,0.0,0.0,0.0,0.0
6,1,2024,2024-09-02,80.0,90.0,90.0,10.0,20.0
6,2,2020,2020-10-28,70.0,0.0,0.0,0.0,0.0
6,2,2021,2021-12-12,70.0,0.0,0.0,0.0,0.0
6,2,2022,2022-11-13,70.0,0.5,40.0,0.0,0.0
6,2,2023,2023-09-09,70.0,0.0,0.0,0.0,0.0
6,2,2024,2024-09-02,80.0,90.0,90.0,5.0,5.0
6,3,2020,2020-10-28,60.0,0.0,0.0,0.0,0.0
6,3,2021,2021-12-12,50.0,0.0,0.0,0.0,0.0
6,3,2023,2023-09-09,50.0,0.0,0.0,0.0,0.0
6,3,2024,2024-09-02,50.0,90.0,90.0,10.0,10.0
6,4,2020,2020-10-28,60.0,0.0,0.0,0.0,0.0
6,4,2021,2021-12-12,60.0,0.0,0.0,0.0,0.0
6,4,2022,2022-11-13,70.0,0.0,0.0,0.0,0.0
6,4,2023,2023-09-09,70.0,0.0,0.0,0.0,0.0
6,4,2024,2024-09-02,70.0,80.0,80.0,5.0,3.0
6,5,2020,2020-10-28,60.0,0.0,0.0,0.0,0.0
6,5,2021,2021-12-12,60.0,0.0,0.0,0.0,0.0
6,5,2022,2022-11-13,70.0,0.0,0.0,0.0,0.0
6,5,2023,2023-09-09,70.0,0.0,0.0,0.0,0.0
6,5,2024,2024-09-02,70.0,90.0,90.0,10.0,5.0
6,7,2021,2021-09-18,40.0,0.0,0.0,0.0,0.0
6,8,2021,2021-09-19,60.0,0.0,0.0,0.0,0.0
6,10,2021,2021-12-12,80.0,0.0,0.0,0.0,0.0
6,10,2022,2022-11-13,80.0,1.5,45.0,2.5,50.0
6,10,2023,2023-09-09,60.0,0.0,0.0,0.0,0.0
6,10,2024,2024-09-02,40.0,90.0,90.0,50.0,60.0
6,11,2021,2021-09-19,70.0,0.0,0.0,0.0,0.0
6,12,2022,2022-11-13,70.0,0.0,0.0,0.0,0.0
6,13,2024,2024-09-02,70.0,90.0,90.0,10.0,10.0
7,1,2020,2020-10-03,20.0,0.0,0.0,0.0,0.0
7,1,2021,2021-10-31,30.0,0.0,0.0,0.0,0.0
7,1,2022,2022-11-13,30.0,0.0,0.0,0.0,0.0
7,1,2023,2023-11-19,30.0,0.0,0.0,0.0,0.0
7,1,2024,2024-10-15,20.0,10.0,25.0,2.0,10.0
7,2,2020,2020-10-03,10.0,0.0,0.0,0.0,0.0
7,2,2021,2021-10-29,10.0,0.0,0.0,0.0,0.0
7,2,2022,2022-11-11,10.0,0.0,0.0,0.0,0.0
7,2,2023,2023-10-11,10.0,0.0,0.0,0.0,0.0
7,2,2024,2024-10-15,,10.0,100.0,5.0,100.0
7,3,2020,2020-10-04,30.0,0.0,0.0,0.0,0.0
7,3,2021,2021-10-30,40.0,0.0,0.0,0.0,0.0
7,3,2022,2022-11-12,40.0,,0.0,0.0,0.0
7,3,2023,2023-09-24,30.0,,0.0,0.0,0.0
7,3,2024,2024-10-18,,100.0,100.0,90.0,95.0
7,4,2020,2020-11-07,40.0,0.0,0.0,0.0,0.0
7,4,2021,2021-10-31,40.0,0.0,0.0,0.0,0.0
7,4,2022,2022-11-13,40.0,0.0,0.0,0.0,0.0
7,4,2023,2023-09-24,40.0,0.0,0.0,0.0,0.0
7,4,2024,2024-10-18,30.0,10.0,10.0,5.0,10.0
7,5,2020,2020-11-07,20.0,0.0,0.0,0.0,0.0
7,5,2021,2021-10-31,30.0,0.0,0.0,0.0,0.0
7,5,2022,2022-11-13,20.0,0.0,0.0,0.0,0.0
7,5,2023,2023-11-19,20.0,0.0,0.0,0.0,0.0
7,5,2024,2024-10-18,20.0,10.0,50.0,5.0,10.0
7,6,2020,2020-09-19,50.0,,0.0,0.0,0.0
7,6,2021,2021-10-30,60.0,0.0,0.0,0.0,0.0
7,6,2022,2022-11-12,50.0,0.0,0.0,0.0,0.0
7,6,2023,2023-11-20,50.0,0.0,0.0,0.0,0.0
7,6,2024,2024-10-12,50.0,5.0,10.0,3.0,2.0
7,7,2020,2020-11-07,50.0,0.0,0.0,0.0,0.0
7,7,2021,2021-11-05,40.0,0.0,0.0,0.0,0.0
7,7,2022,2022-11-04,30.0,,0.0,0.0,0.0
7,7,2023,2023-11-19,30.0,0.0,0.0,0.0,0.0
7,7,2024,2024-10-12,30.0,10.0,30.0,5.0,20.0
7,8,2020,2020-09-19,20.0,0.0,0.0,0.0,0.0
7,8,2021,2021-11-05,20.0,0.0,0.0,0.0,0.0
7,8,2022,2022-11-04,20.0,0.0,0.0,0.0,0.0
7,8,2023,2023-11-20,30.0,0.0,0.0,0.0,0.0
7,8,2024,2024-10-18,20.0,30.0,50.0,10.0,20.0
7,9,2020,2020-09-19,20.0,0.0,0.0,0.0,0.0
7,9,2021,2021-10-30,30.0,,0.0,0.0,0.0
7,9,2022,2022-11-12,20.0,0.0,0.0,0.0,0.0
7,9,2023,2023-09-24,30.0,0.0,0.0,0.0,0.0
7,9,2024,2024-10-12,20.0,10.0,30.0,0.0,10.0
7,10,2020,2020-10-04,20.0,0.0,0.0,0.0,0.0
7,10,2021,2021-10-30,30.0,0.0,0.0,0.0,0.0
7,10,2022,2022-11-12,30.0,0.0,0.0,0.0,0.0
7,10,2023,2023-11-20,20.0,0.0,0.0,0.0,0.0
7,10,2024,2024-10-12,20.0,10.0,10.0,5.0,10.0
7,11,2020,2020-10-03,30.0,,0.0,0.0,0.0
7,11,2021,2021-10-29,50.0,0.0,0.0,0.0,0.0
7,11,2022,2022-11-11,30.0,0.0,0.0,0.0,0.0
7,11,2023,2023-10-11,40.0,0.0,0.0,0.0,0.0
7,11,2024,2024-10-15,30.0,40.0,50.0,20.0,30.0
7,12,2020,2020-10-03,40.0,,0.0,0.0,0.0
7,12,2021,2021-10-29,50.0,0.0,0.0,0.0,0.0
7,12,2022,2022-11-11,30.0,0.0,0.0,0.0,0.0
7,12,2023,2023-10-11,30.0,0.0,0.0,0.0,0.0
7,12,2024,2024-10-15,30.0,30.0,40.0,10.0,10.0
8,1,2022,2022-06-17,10.0,0.0,0.0,0.0,0.0
8,2,2022,2022-06-17,10.0,0.0,0.0,0.0,0.0
8,3,2022,2022-06-18,20.0,0.0,0.0,0.0,0.0
8,4,2022,2022-06-20,,0.0,0.0,0.0,0.0
8,5,2022,2022-06-18,,0.0,0.0,0.0,0.0
8,6,2022,2022-06-18,,0.0,0.0,0.0,0.0
8,7,2022,2022-06-20,10.0,0.0,0.0,0.0,0.0
8,8,2022,2022-06-18,,0.0,0.0,0.0,0.0
8,10,2022,2022-06-17,20.0,10.0,0.0,0.0,0.0
8,11,2022,2022-06-19,,0.0,0.0,1.0,0.0
8,12,2022,2022-06-19,,0.0,0.0,0.0,0.0
8,13,2022,2022-06-19,,0.0,0.0,0.0,0.0
8,14,2022,2022-06-19,,0.0,0.0,0.0,0.0
8,15,2022,2022-06-19,,0.0,0.0,0.0,0.0
8,17,2022,2022-06-18,20.0,50.0,50.0,1.0,1.0
8,18,2022,2022-06-18,,0.0,0.0,0.0,0.0
9,1,2020,2020-11-22,40.0,0.0,0.0,0.0,0.0
9,1,2021,2021-11-06,50.0,0.0,0.0,0.0,0.0
9,1,2022,2022-12-27,50.0,10.0,10.0,,
9,1,2023,2023-11-05,40.0,0.0,0.0,0.0,0.0
9,1,2024,2024-12-01,10.0,70.0,70.0,70.0,70.0
9,2,2020,2020-09-19,40.0,0.0,0.0,0.0,0.0
9,2,2021,2021-12-20,60.0,0.0,0.0,0.0,0.0
9,2,2022,2022-12-27,60.0,10.0,10.0,10.0,10.0
9,2,2023,2023-11-05,60.0,0.0,0.0,0.0,0.0
9,2,2024,2024-12-01,40.0,40.0,40.0,40.0,40.0
9,3,2020,2020-09-19,10.0,,,,
9,3,2021,2022-01-15,20.0,0.0,0.0,0.0,0.0
9,3,2022,2023-01-11,,90.0,100.0,90.0,100.0
9,3,2023,2023-11-23,,0.0,0.0,0.0,0.0
9,3,2024,2024-12-02,,60.0,90.0,60.0,90.0
9,4,2020,2020-12-19,40.0,0.0,0.0,0.0,0.0
9,4,2021,2021-11-13,50.0,0.0,0.0,0.0,0.0
9,4,2022,2023-01-21,50.0,,,,
9,4,2023,2023-11-19,40.0,0.0,0.0,0.0,0.0
9,4,2024,2024-12-21,40.0,,,,
9,5,2020,2020-10-04,10.0,10.0,20.0,0.0,0.0
9,5,2021,2021-12-29,10.0,0.0,0.0,0.0,0.0
9,5,2022,2023-01-10,,,,,
9,5,2023,2024-01-06,20.0,0.0,0.0,0.0,0.0
9,5,2024,2025-01-19,10.0,60.0,80.0,60.0,80.0
9,6,2020,2020-10-04,20.0,0.0,0.0,0.0,0.0
9,6,2021,2021-12-29,20.0,0.0,0.0,0.0,0.0
9,6,2022,2023-01-10,20.0,,10.0,,10.0
9,6,2023,2024-01-06,30.0,0.0,0.0,0.0,0.0
9,6,2024,2025-01-19,10.0,70.0,95.0,70.0,95.0
9,7,2020,2020-10-04,20.0,5.0,10.0,,
9,7,2021,2021-12-29,20.0,0.0,0.0,0.0,0.0
9,7,2022,2023-01-10,10.0,30.0,40.0,30.0,40.0
9,7,2023,2024-01-06,20.0,0.0,0.0,0.0,0.0
9,7,2024,2025-01-19,10.0,30.0,90.0,30.0,90.0
9,8,2020,2020-12-19,20.0,,0.0,0.0,0.0
9,8,2021,2022-01-15,30.0,0.0,0.0,0.0,0.0
9,8,2022,2022-11-23,20.0,20.0,60.0,10.0,60.0
9,8,2023,2023-11-19,30.0,0.0,0.0,0.0,0.0
9,8,2024,2024-12-21,30.0,,0.0,0.0,0.0
9,9,2020,2020-09-19,30.0,,,,
9,9,2022,2022-12-27,30.0,40.0,40.0,40.0,40.0
9,9,2023,2023-11-05,40.0,0.0,0.0,0.0,0.0
9,9,2024,2024-12-01,10.0,,,95.0,95.0
9,10,2020,2020-09-19,50.0,0.0,0.0,0.0,0.0
9,10,2022,2022-12-27,40.0,20.0,20.0,20.0,20.0
9,10,2023,2023-11-05,60.0,0.0,0.0,0.0,0.0
9,10,2024,2024-12-01,30.0,,,60.0,60.0
10,1,2020,2020-11-22,10.0,0.0,0.0,0.0,0.0
10,1,2021,2021-10-16,10.0,0.0,0.0,0.0,0.0
10,1,2022,2022-12-28,10.0,,,,
10,1,2023,2023-11-23,20.0,0.0,0.0,0.0,0.0
10,1,2024,2024-12-02,10.0,70.0,70.0,70.0,70.0
10,2,2020,2020-11-22,30.0,0.0,0.0,0.0,0.0
10,2,2021,2021-10-16,40.0,0.0,0.0,0.0,0.0
10,2,2022,2022-12-28,40.0,20.0,20.0,20.0,20.0
10,2,2023,2023-11-23,50.0,0.0,0.0,0.0,0.0
10,2,2024,2024-12-02,30.0,50.0,50.0,50.0,50.0
10,3,2020,2020-11-22,20.0,0.0,0.0,0.0,0.0
10,3,2021,2021-10-16,20.0,0.0,0.0,0.0,0.0
10,3,2022,2022-12-28,20.0,,,,
10,3,2023,2023-11-23,10.0,0.0,0.0,0.0,0.0
10,3,2024,2024-12-02,,90.0,95.0,90.0,95.0
10,4,2020,2020-11-22,10.0,0.0,0.0,0.0,0.0
10,4,2021,2021-10-16,20.0,0.0,0.0,0.0,0.0
10,4,2022,2022-12-28,30.0,,,,
10,4,2023,2023-11-23,30.0,0.0,0.0,0.0,0.0
10,4,2024,2024-12-02,10.0,60.0,60.0,60.0,60.0
11,1,2020,2020-10-05,10.0,0.0,0.0,0.0,0.0
11,1,2021,2021-09-22,10.0,0.0,0.0,0.0,0.0
11,1,2022,2022-09-15,5.0,30.0,70.0,,
11,1,2023,2023-09-06,,0.0,0.0,0.0,0.0
11,1,2024,2025-01-18,,0.0,0.0,0.0,0.0
11,2,2020,2020-10-05,30.0,0.0,0.0,0.0,0.0
11,2,2021,2021-09-22,30.0,0.0,0.0,0.0,0.0
11,2,2022,2022-09-15,30.0,70.0,100.0,,5.0
11,2,2023,2023-09-06,30.0,0.0,0.0,0.0,0.0
11,2,2024,2025-01-18,30.0,10.0,20.0,5.0,20.0
11,3,2020,2020-10-05,,0.0,0.0,0.0,0.0
11,3,2021,2021-09-22,2.5,0.0,0.0,0.0,0.0
11,3,2022,2022-09-15,,20.0,0.0,,0.0
11,3,2023,2023-09-06,,0.0,0.0,0.0,0.0
11,3,2024,2025-01-18,,0.0,0.0,0.0,0.0
11,4,2020,2020-10-05,,0.0,0.0,0.0,0.0
11,4,2021,2021-09-22,2.5,0.0,0.0,0.0,0.0
11,4,2022,2022-09-15,,30.0,80.0,,20.0
11,4,2023,2023-09-06,,0.0,0.0,0.0,0.0
11,4,2024,2025-01-18,,,0.0,,0.0
11,5,2020,2020-10-05,60.0,0.0,0.0,0.0,0.0
11,5,2021,2021-09-22,60.0,0.0,0.0,0.0,0.0
11,5,2022,2022-09-15,60.0,20.0,60.0,5.0,20.0
11,5,2023,2023-09-06,60.0,0.0,0.0,0.0,0.0
11,5,2024,2025-01-18,60.0,10.0,20.0,10.0,20.0
11,6,2020,2020-10-05,60.0,0.0,0.0,0.0,0.0
11,6,2021,2021-09-22,60.0,0.0,0.0,0.0,0.0
11,6,2022,2022-09-15,60.0,10.0,60.0,,20.0
11,6,2023,2023-09-06,60.0,0.0,0.0,0.0,0.0
11,6,2024,2025-01-18,60.0,,10.0,,10.0
11,7,2020,2020-10-05,30.0,0.0,0.0,0.0,0.0
11,7,2021,2021-09-22,40.0,0.0,0.0,0.0,0.0
11,7,2022,2022-09-15,40.0,30.0,60.0,,20.0
11,7,2023,2023-09-06,40.0,0.0,0.0,0.0,0.0
11,7,2024,2025-01-18,40.0,0.0,0.0,0.0,0.0
11,8,2020,2020-10-05,40.0,0.0,0.0,0.0,0.0
11,8,2021,2021-09-22,40.0,0.0,0.0,0.0,0.0
11,8,2022,2022-09-15,40.0,5.0,90.0,,30.0
11,8,2023,2023-09-06,40.0,0.0,0.0,0.0,0.0
11,8,2024,2025-01-18,40.0,0.0,0.0,0.0,0.0
11,9,2020,2020-10-05,10.0,0.0,0.0,0.0,0.0
11,9,2021,2021-09-22,10.0,0.0,0.0,0.0,0.0
11,9,2022,2022-09-16,20.0,30.0,50.0,,5.0
11,9,2023,2023-09-08,20.0,0.0,0.0,0.0,0.0
11,9,2024,2025-01-08,10.0,0.0,0.0,0.0,0.0
11,10,2020,2020-11-02,10.0,0.0,0.0,0.0,0.0
11,10,2021,2021-09-23,10.0,0.0,0.0,0.0,0.0
11,10,2022,2022-09-16,5.0,30.0,50.0,,5.0
11,10,2023,2023-09-08,10.0,0.0,0.0,0.0,0.0
11,10,2024,2025-01-08,10.0,0.0,0.0,0.0,0.0
11,11,2020,2020-11-02,,0.0,0.0,0.0,0.0
11,11,2021,2021-09-23,0.5,0.0,0.0,0.0,0.0
11,11,2022,2022-09-16,,20.0,100.0,,90.0
11,11,2023,2023-09-08,,0.0,0.0,0.0,0.0
11,11,2024,2025-01-08,,0.0,0.0,0.0,0.0
11,12,2020,2020-11-02,40.0,0.0,0.0,0.0,0.0
11,12,2021,2021-09-23,40.0,0.0,0.0,0.0,0.0
11,12,2022,2022-09-16,30.0,90.0,100.0,10.0,40.0
11,12,2023,2023-09-08,30.0,0.0,0.0,0.0,0.0
11,12,2024,2025-01-08,20.0,0.0,0.0,0.0,0.0
11,13,2020,2020-11-02,20.0,0.0,0.0,0.0,0.0
11,13,2021,2021-09-23,40.0,0.0,0.0,0.0,0.0
11,13,2022,2022-09-16,50.0,90.0,100.0,15.0,20.0
11,13,2023,2023-09-08,10.0,0.0,0.0,0.0,0.0
11,13,2024,2025-01-08,10.0,0.0,0.0,0.0,0.0
11,14,2020,2020-11-02,,0.0,0.0,0.0,0.0
11,14,2021,2021-09-23,10.0,0.0,0.0,0.0,0.0
11,14,2022,2022-09-16,5.0,70.0,100.0,5.0,70.0
11,14,2023,2023-09-08,,0.0,0.0,0.0,0.0
11,14,2024,2025-01-08,,0.0,0.0,0.0,0.0
11,15,2020,2020-11-02,,0.0,0.0,0.0,0.0
11,15,2021,2021-09-23,0.5,0.0,0.0,0.0,0.0
11,15,2022,2022-09-16,,70.0,,5.0,
11,15,2023,2023-09-08,,0.0,0.0,0.0,0.0
11,15,2024,2025-01-08,,0.0,0.0,0.0,0.0
11,16,2020,2020-11-02,20.0,0.0,0.0,0.0,0.0
11,16,2021,2021-09-23,20.0,0.0,0.0,0.0,0.0
11,16,2022,2022-09-16,20.0,80.0,100.0,10.0,50.0
11,16,2023,2023-09-08,10.0,0.0,0.0,0.0,0.0
11,16,2024,2025-01-08,20.0,0.0,0.0,0.0,0.0
11,17,2020,2020-11-02,70.0,0.0,0.0,0.0,0.0
11,17,2021,2021-09-23,70.0,0.0,0.0,0.0,0.0
11,17,2022,2022-09-16,70.0,40.0,50.0,,20.0
11,17,2023,2023-09-08,70.0,0.0,0.0,0.0,0.0
11,17,2024,2025-01-08,70.0,0.0,0.0,0.0,0.0
11,18,2020,2020-11-02,,0.0,0.0,0.0,0.0
11,18,2021,2021-09-23,10.0,0.0,0.0,0.0,0.0
11,18,2022,2022-09-16,10.0,80.0,90.0,10.0,40.0
11,18,2023,2023-09-08,10.0,0.0,0.0,0.0,0.0
11,18,2024,2025-01-08,,0.0,0.0,0.0,0.0
11,19,2020,2020-11-22,70.0,0.0,0.0,0.0,0.0
11,19,2021,2021-09-24,70.0,0.0,0.0,0.0,0.0
11,19,2022,2022-11-12,70.0,,50.0,,50.0
11,19,2023,2023-09-07,70.0,0.0,0.0,0.0,0.0
11,19,2024,2025-01-07,70.0,,0.0,,0.0
11,20,2020,2020-11-22,10.0,0.0,0.0,0.0,0.0
11,20,2021,2021-09-24,10.0,0.0,0.0,0.0,0.0
11,20,2022,2022-11-12,20.0,20.0,90.0,20.0,90.0
11,20,2023,2023-09-07,20.0,0.0,0.0,0.0,0.0
11,20,2024,2025-01-07,30.0,30.0,0.0,,0.0
11,21,2020,2020-11-22,10.0,0.0,0.0,,0.0
11,21,2021,2021-09-24,20.0,0.0,0.0,0.0,0.0
11,21,2022,2022-11-12,20.0,5.0,80.0,5.0,80.0
11,21,2023,2023-09-07,30.0,0.0,0.0,0.0,0.0
11,21,2024,2025-01-07,40.0,5.0,0.0,0.0,0.0
11,22,2020,2020-11-22,,0.0,0.0,0.0,0.0
11,22,2021,2021-09-24,2.5,0.0,0.0,0.0,0.0
11,22,2022,2022-11-12,,5.0,,5.0,
11,22,2023,2023-09-07,,0.0,0.0,0.0,0.0
11,22,2024,2025-01-07,,0.0,0.0,0.0,0.0
11,23,2020,2020-11-22,10.0,0.0,0.0,0.0,0.0
11,23,2021,2021-09-24,10.0,0.0,0.0,0.0,0.0
11,23,2022,2022-11-12,5.0,10.0,90.0,10.0,90.0
11,23,2023,2023-09-07,,0.0,0.0,0.0,0.0
11,23,2024,2025-01-07,,0.0,0.0,0.0,0.0
11,24,2020,2020-11-22,50.0,0.0,0.0,0.0,0.0
11,24,2021,2021-09-24,50.0,0.0,0.0,0.0,0.0
11,24,2022,2022-11-12,30.0,30.0,90.0,30.0,90.0
11,24,2023,2023-09-07,30.0,0.0,0.0,0.0,0.0
11,24,2024,2025-01-07,,0.0,0.0,0.0,0.0
11,25,2020,2020-11-22,20.0,0.0,0.0,0.0,0.0
11,25,2021,2021-09-24,20.0,0.0,0.0,0.0,0.0
11,25,2022,2022-11-12,20.0,20.0,,20.0,
11,25,2023,2023-09-07,20.0,0.0,0.0,0.0,0.0
11,25,2024,2025-01-07,10.0,0.0,0.0,0.0,0.0
11,26,2020,2020-11-22,10.0,0.0,0.0,0.0,0.0
11,26,2021,2021-09-24,20.0,0.0,0.0,0.0,0.0
11,26,2022,2022-11-12,,70.0,90.0,70.0,90.0
11,26,2023,2023-09-07,,0.0,0.0,0.0,0.0
11,26,2024,2025-01-07,,0.0,0.0,0.0,0.0
