中ブロック,サイトNo,サイト名,spotNo,地名,調査日,調査者,観察手段,観察時間,被度,白化率_全体,白化率_ミドリイシ,死滅率_全体,死滅率_ミドリイシ,生育型,年度,site_code,dhw_satellite
沖縄島西岸,5.0,恩納村～残波岬,32,水釜*,2021-09-25,長田智史,skin,15.0,30.0,0.0,0.0,0.0,0.0,多種混成型,2021,sesoko,0.7814285714285713
沖縄島西岸,5.0,恩納村～残波岬,33,水釜礁斜面*,2021-10-09,長田智史,skin,15.0,30.0,0.0,0.0,0.0,0.0,卓状ミドリイシ優占型,2021,sesoko,0.7814285714285713
沖縄島西岸,5.0,恩納村～残波岬,40,ジャナセ,2021-11-21,長田智史,skin,15.0,50.0,0.0,0.0,0.0,0.0,卓状ミドリイシ優占型,2021,sesoko,0.0
沖縄島西岸,5.0,恩納村～残波岬,43,真栄田岬西大礁池,2021-09-25,長田智史,skin,15.0,20.0,0.5,0.0,0.0,0.0,特定類優占型,2021,sesoko,0.7814285714285713
沖縄島西岸,5.0,恩納村～残波岬,44,砂辺*,2021-10-09,長田智史,skin,15.0,40.0,0.0,0.0,0.0,0.0,卓状ミドリイシ優占型,2021,sesoko,0.7814285714285713
沖縄島西岸,5.0,恩納村～残波岬,45,チービシ神山北,2021-11-21,長田智史,skin,15.0,60.0,0.0,0.0,0.0,0.0,特定類優占型,2021,sesoko,0.0
沖縄島西岸,5.0,恩納村～残波岬,48,糸満港クラントガイ北,2021-11-16,長田智史,skin,15.0,70.0,1.5,50.0,1.5,50.0,枝状ミドリイシ優占型,2021,sesoko,0.0
沖縄島西岸,5.0,恩納村～残波岬,51,恩納村恩納礁斜面,2021-10-05,長田智史,skin,15.0,70.0,0.0,0.0,0.0,0.0,特定類優占型,2021,sesoko,0.7814285714285713
沖縄島西岸,5.0,恩納村～残波岬,52,塩川港南礁斜面,2021-10-16,長田智史,skin,15.0,70.0,0.0,0.0,0.0,0.0,特定類優占型,2021,sesoko,0.7814285714285713
慶良間諸島,7.0,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,1,安室南,2021-10-31,豊島正彦,skin,15.0,30.0,0.0,0.0,0.0,0.0,多種混成型,2021,kerama,0.3342857142857142
慶良間諸島,7.0,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,2,座間味アゴノウラ,2021-10-29,豊島正彦,skin,15.0,10.0,0.0,0.0,0.0,0.0,特定類優占型（塊状ハマサンゴ優占）,2021,kerama,0.4428571428571425
慶良間諸島,7.0,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,3,座間味ニタ,2021-10-30,豊島正彦,skin,15.0,40.0,0.0,0.0,0.0,0.0,多種混成型,2021,kerama,0.3957142857142856
慶良間諸島,7.0,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,4,嘉比南,2021-10-31,豊島正彦,skin,15.0,40.0,0.0,0.0,0.0,0.0,多種混成型,2021,kerama,0.3342857142857142
慶良間諸島,7.0,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,5,阿嘉ニシハマ,2021-10-31,豊島正彦,skin,15.0,30.0,0.0,0.0,0.0,0.0,多種混成型,2021,kerama,0.3342857142857142
慶良間諸島,7.0,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,6,阿嘉クシバル,2021-10-30,豊島正彦,skin,15.0,60.0,0.0,0.0,0.0,0.0,多種混成型,2021,kerama,0.3957142857142856
慶良間諸島,7.0,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,7,阿嘉アグ,2021-11-05,豊島正彦,skin,15.0,40.0,0.0,0.0,0.0,0.0,多種混成型,2021,kerama,0.1714285714285713
慶良間諸島,7.0,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,8,阿嘉マエノハマ,2021-11-05,豊島正彦,skin,15.0,20.0,0.0,0.0,0.0,0.0,多種混成型,2021,kerama,0.1714285714285713
慶良間諸島,7.0,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,10,久場北西,2021-10-30,豊島正彦,skin,15.0,30.0,0.0,0.0,0.0,0.0,多種混成型,2021,kerama,0.3957142857142856
慶良間諸島,7.0,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,11,渡嘉敷アリガー,2021-10-29,豊島正彦,skin,15.0,50.0,0.0,0.0,0.0,0.0,多種混成型,2021,kerama,0.4428571428571425
慶良間諸島,7.0,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,12,渡嘉敷アハレン,2021-10-29,豊島正彦,skin,15.0,50.0,0.0,0.0,0.0,0.0,多種混成型,2021,kerama,0.4428571428571425
石垣島東岸,11.0,平久保～宮良湾,1,大浜小前,2021-09-22,吉田,skin,15.0,10.0,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.2285714285714286
石垣島東岸,11.0,平久保～宮良湾,2,宮良川河口,2021-09-22,吉田,skin,15.0,30.0,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.2285714285714286
石垣島東岸,11.0,平久保～宮良湾,3,宮良集落前,2021-09-22,吉田,skin,15.0,2.5,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.2285714285714286
石垣島東岸,11.0,平久保～宮良湾,4,白保集落前,2021-09-22,吉田,skin,15.0,2.5,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.2285714285714286
石垣島東岸,11.0,平久保～宮良湾,5,白保ｱｵｻﾝｺﾞ,2021-09-22,吉田,skin,15.0,60.0,0.0,0.0,0.0,0.0,特定類優占型（アオサンゴ）,2021,sekisei,2.2285714285714286
石垣島東岸,11.0,平久保～宮良湾,6,白保第１ﾎﾟｰﾙ,2021-09-22,吉田,skin,15.0,60.0,0.0,0.0,0.0,0.0,特定類優占型（ユビエダハマサンゴ）,2021,sekisei,2.2285714285714286
石垣島東岸,11.0,平久保～宮良湾,7,白保～轟川,2021-09-22,吉田,skin,15.0,40.0,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.2285714285714286
石垣島東岸,11.0,平久保～宮良湾,8,轟川河口,2021-09-22,吉田,skin,15.0,40.0,0.0,0.0,0.0,0.0,特定類優占型（塊状ハマサンゴ）,2021,sekisei,2.2285714285714286
石垣島東岸,11.0,平久保～宮良湾,9,モリヤマグチ,2021-09-22,吉田,skin,15.0,10.0,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.2285714285714286
石垣島東岸,11.0,平久保～宮良湾,10,スムジグチ,2021-09-23,吉田,skin,15.0,10.0,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.225714285714286
石垣島東岸,11.0,平久保～宮良湾,11,採石場前,2021-09-23,吉田,skin,15.0,0.5,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.225714285714286
石垣島東岸,11.0,平久保～宮良湾,12,通路川南,2021-09-23,吉田,skin,15.0,40.0,0.0,0.0,0.0,0.0,ソフトコーラル優占型,2021,sekisei,2.225714285714286
石垣島東岸,11.0,平久保～宮良湾,13,通路川水路北,2021-09-23,吉田,skin,15.0,40.0,0.0,0.0,0.0,0.0,卓状ミドリイシ優占型,2021,sekisei,2.225714285714286
石垣島東岸,11.0,平久保～宮良湾,14,野原崎,2021-09-23,吉田,skin,15.0,10.0,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.225714285714286
石垣島東岸,11.0,平久保～宮良湾,15,伊野田漁港前,2021-09-23,吉田,skin,15.0,0.5,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.225714285714286
石垣島東岸,11.0,平久保～宮良湾,16,大野牧場前,2021-09-23,吉田,skin,15.0,20.0,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.225714285714286
石垣島東岸,11.0,平久保～宮良湾,17,玉取崎南,2021-09-23,吉田,skin,15.0,70.0,0.0,0.0,0.0,0.0,特定類優占型（ユビエダハマサンゴ）,2021,sekisei,2.225714285714286
石垣島東岸,11.0,平久保～宮良湾,18,玉取崎東,2021-09-23,吉田,skin,15.0,10.0,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.225714285714286
石垣島東岸,11.0,平久保～宮良湾,19,伊原間牧場前,2021-09-24,吉田,skin,15.0,70.0,0.0,0.0,0.0,0.0,特定類優占型（エダハナガササンゴ）,2021,sekisei,2.2014285714285715
石垣島東岸,11.0,平久保～宮良湾,20,トムル崎南,2021-09-24,吉田,skin,15.0,10.0,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.2014285714285715
石垣島東岸,11.0,平久保～宮良湾,21,トムル崎,2021-09-24,吉田,skin,15.0,20.0,0.0,0.0,0.0,0.0,特定類優占型（枝状コモンサンゴ）,2021,sekisei,2.2014285714285715
石垣島東岸,11.0,平久保～宮良湾,22,ﾊﾟﾗﾜｰﾙﾄﾞ前,2021-09-24,吉田,skin,15.0,2.5,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.2014285714285715
石垣島東岸,11.0,平久保～宮良湾,23,明石～安良崎,2021-09-24,吉田,skin,15.0,10.0,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.2014285714285715
石垣島東岸,11.0,平久保～宮良湾,24,安良崎南,2021-09-24,吉田,skin,15.0,50.0,0.0,0.0,0.0,0.0,ソフトコーラル優占型,2021,sekisei,2.2014285714285715
石垣島東岸,11.0,平久保～宮良湾,25,安良崎,2021-09-24,吉田,skin,15.0,20.0,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.2014285714285715
石垣島東岸,11.0,平久保～宮良湾,26,安良グチ北,2021-09-24,吉田,skin,15.0,20.0,0.0,0.0,0.0,0.0,卓状ミドリイシ優占型,2021,sekisei,2.2014285714285715
石垣島東岸,11.0,平久保～宮良湾,27,岩崎南,2021-09-24,吉田,skin,15.0,80.0,0.0,0.0,0.0,0.0,特定類優占型（コモンサンゴ）,2021,sekisei,2.2014285714285715
石垣島東岸,11.0,平久保～宮良湾,28,岩崎,2021-09-24,吉田,skin,15.0,50.0,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.2014285714285715
石垣島東岸,11.0,平久保～宮良湾,29,岩崎～浦崎,2021-09-24,吉田,skin,15.0,50.0,0.0,0.0,0.0,0.0,特定類優占型（ユビエダハマサンゴ）,2021,sekisei,2.2014285714285715
石垣島東岸,11.0,平久保～宮良湾,30,浦崎沖,2021-09-08,吉田,skin,15.0,40.0,0.0,0.0,0.0,0.0,特定類優占型（コモンサンゴ）,2021,sekisei,2.1828571428571437
石垣島東岸,11.0,平久保～宮良湾,31,浦崎前,2021-09-08,吉田,skin,15.0,70.0,0.0,0.0,0.0,0.0,特定類優占型（枝状コモンサンゴ）,2021,sekisei,2.1828571428571437
石垣島東岸,11.0,平久保～宮良湾,32,平野集落前,2021-09-08,吉田,skin,15.0,30.0,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.1828571428571437
石垣島東岸,11.0,平久保～宮良湾,33,平久保灯台北,2021-09-08,吉田,skin,15.0,30.0,0.0,0.0,0.0,0.0,卓状ミドリイシ優占型,2021,sekisei,2.1828571428571437
石垣島西岸,12.0,川平～大崎,1,平久保灯台西,2021-09-08,吉田,skin,15.0,0.5,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.1828571428571437
石垣島西岸,12.0,川平～大崎,2,平久保川北,2021-09-08,吉田,skin,15.0,10.0,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.1828571428571437
石垣島西岸,12.0,川平～大崎,3,平久保集落南,2021-09-08,吉田,skin,15.0,20.0,0.0,0.0,0.0,0.0,枝状・卓状ミドリイシ混成型,2021,sekisei,2.1828571428571437
石垣島西岸,12.0,川平～大崎,4,嘉良川前,2021-09-08,吉田,skin,15.0,2.5,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.1828571428571437
石垣島西岸,12.0,川平～大崎,5,ダテフ崎北,2021-09-08,吉田,skin,15.0,80.0,0.0,0.0,0.0,0.0,枝状・卓状ミドリイシ混成型,2021,sekisei,2.1828571428571437
石垣島西岸,12.0,川平～大崎,6,ダテフ崎南,2021-09-08,吉田,skin,15.0,10.0,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.1828571428571437
石垣島西岸,12.0,川平～大崎,7,野底石崎,2021-09-07,吉田,skin,15.0,2.5,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.0628571428571436
石垣島西岸,12.0,川平～大崎,8,栄集落前,2021-09-07,吉田,skin,15.0,50.0,0.0,0.0,0.0,0.0,枝状・卓状ミドリイシ混成型,2021,sekisei,2.0628571428571436
石垣島西岸,12.0,川平～大崎,9,野底集落前,2021-09-07,吉田,skin,15.0,10.0,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.0628571428571436
石垣島西岸,12.0,川平～大崎,10,野底崎,2021-09-07,吉田,skin,15.0,30.0,0.0,0.0,0.0,0.0,ソフトコーラル優占型,2021,sekisei,2.0628571428571436
石垣島西岸,12.0,川平～大崎,11,伊土名北,2021-09-07,吉田,skin,15.0,30.0,0.0,0.0,0.0,0.0,枝状・卓状ミドリイシ混成型,2021,sekisei,2.0628571428571436
石垣島西岸,12.0,川平～大崎,12,伊土名南,2021-09-07,吉田,skin,15.0,80.0,0.0,0.0,0.0,0.0,卓状ミドリイシ優占型,2021,sekisei,2.0628571428571436
石垣島西岸,12.0,川平～大崎,13,浦底湾口北,2021-09-07,吉田,skin,15.0,70.0,0.0,0.0,0.0,0.0,枝状・卓状ミドリイシ混成型,2021,sekisei,2.0628571428571436
石垣島西岸,12.0,川平～大崎,14,浦底湾口西,2021-09-07,吉田,skin,15.0,60.0,0.0,0.0,0.0,0.0,卓状ミドリイシ優占型,2021,sekisei,2.0628571428571436
石垣島西岸,12.0,川平～大崎,15,富野集落前,2021-09-03,吉田,skin,15.0,80.0,0.0,0.0,0.0,0.0,卓状ミドリイシ優占型,2021,sekisei,1.8157142857142856
石垣島西岸,12.0,川平～大崎,16,米原ｷｬﾝﾌﾟ場,2021-09-29,吉田,skin,15.0,70.0,0.0,0.0,0.0,0.0,特定類優占型（枝状コモンサンゴ）,2021,sekisei,1.9328571428571435
石垣島西岸,12.0,川平～大崎,17,ヤマバレー前,2021-09-03,吉田,skin,15.0,50.0,0.0,0.0,0.0,0.0,枝状・卓状ミドリイシ混成型,2021,sekisei,1.8157142857142856
石垣島西岸,12.0,川平～大崎,18,ヤマバレー西,2021-09-09,吉田,skin,15.0,60.0,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.284285714285715
石垣島西岸,12.0,川平～大崎,19,川平小島東,2021-09-09,吉田,skin,15.0,40.0,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.284285714285715
石垣島西岸,12.0,川平～大崎,20,川平小島北,2021-09-09,吉田,skin,15.0,30.0,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.284285714285715
石垣島西岸,12.0,川平～大崎,21,川平水路東,2021-09-09,吉田,skin,15.0,10.0,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.284285714285715
石垣島西岸,12.0,川平～大崎,22,川平水路,2021-09-09,吉田,skin,15.0,10.0,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.284285714285715
石垣島西岸,12.0,川平～大崎,23,川平水路北西,2021-09-09,吉田,skin,15.0,0.5,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.284285714285715
石垣島西岸,12.0,川平～大崎,24,川平～石崎,2021-09-09,吉田,skin,15.0,60.0,0.0,0.0,0.0,0.0,特定類優占型（ユビエダハマサンゴ）,2021,sekisei,2.284285714285715
石垣島西岸,12.0,川平～大崎,25,ｸﾗﾌﾞﾒｯﾄﾞ前,2021-09-09,吉田,skin,15.0,40.0,0.0,0.0,0.0,0.0,卓状ミドリイシ優占型,2021,sekisei,2.284285714285715
石垣島西岸,12.0,川平～大崎,26,川平石崎北,2021-09-09,吉田,skin,15.0,0.5,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,2.284285714285715
石垣島西岸,12.0,川平～大崎,27,川平石崎南,2021-09-02,吉田,skin,15.0,60.0,0.0,0.0,0.0,0.0,枝状・卓状ミドリイシ混成型,2021,sekisei,1.768571428571429
石垣島西岸,12.0,川平～大崎,28,底地ビーチ沖,2021-09-03,吉田,skin,15.0,70.0,0.0,0.0,0.0,0.0,枝状・卓状ミドリイシ混成型,2021,sekisei,1.8157142857142856
石垣島西岸,12.0,川平～大崎,29,崎枝湾内,2021-09-02,吉田,skin,15.0,50.0,0.0,0.0,0.0,0.0,枝状ミドリイシ優占型,2021,sekisei,1.768571428571429
石垣島西岸,12.0,川平～大崎,30,崎枝湾口,2021-09-03,吉田,skin,15.0,40.0,0.0,0.0,0.0,0.0,枝状・卓状ミドリイシ混成型,2021,sekisei,1.8157142857142856
石垣島西岸,12.0,川平～大崎,31,崎枝～御神,2021-09-02,吉田,skin,15.0,50.0,0.0,0.0,0.0,0.0,卓状ミドリイシ優占型,2021,sekisei,1.768571428571429
石垣島西岸,12.0,川平～大崎,32,御神崎,2021-09-02,吉田,skin,15.0,30.0,0.0,0.0,0.0,0.0,卓状ミドリイシ優占型,2021,sekisei,1.768571428571429
石垣島西岸,12.0,川平～大崎,33,御神～屋良部,2021-09-02,吉田,skin,15.0,70.0,0.0,0.0,0.0,0.0,卓状ミドリイシ優占型,2021,sekisei,1.768571428571429
石垣島西岸,12.0,川平～大崎,34,屋良部崎北,2021-09-02,吉田,skin,15.0,20.0,0.0,0.0,0.0,0.0,卓状ミドリイシ優占型,2021,sekisei,1.768571428571429
石垣島西岸,12.0,川平～大崎,35,屋良部崎南,2021-09-02,吉田,skin,15.0,20.0,0.0,0.0,0.0,0.0,卓状ミドリイシ優占型,2021,sekisei,1.768571428571429
石垣島西岸,12.0,川平～大崎,36,屋良部～大崎,2021-09-01,吉田,skin,15.0,30.0,0.0,0.0,0.0,0.0,特定類優占型（パラオハマサンゴ）,2021,sekisei,1.7000000000000004
石垣島西岸,12.0,川平～大崎,37,名蔵保護水面,2021-09-01,吉田,skin,15.0,10.0,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,1.7000000000000004
石垣島西岸,12.0,川平～大崎,38,富崎小島前,2021-09-01,吉田,skin,15.0,10.0,0.0,0.0,0.0,0.0,枝状・卓状ミドリイシ混成型,2021,sekisei,1.7000000000000004
石垣島西岸,12.0,川平～大崎,39,観音崎,2021-09-01,吉田,skin,15.0,20.0,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,1.7000000000000004
石垣島西岸,12.0,川平～大崎,40,真栄里海岸前,2021-09-01,吉田,skin,15.0,70.0,0.0,0.0,0.0,0.0,特定類優占型（ユビエダハマサンゴ）,2021,sekisei,1.7000000000000004
石垣島西岸,12.0,川平～大崎,41,赤崎,2021-09-01,吉田,skin,15.0,20.0,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,1.7000000000000004
石垣島西岸,12.0,川平～大崎,42,名蔵川河口,2021-09-01,吉田,skin,15.0,20.0,0.0,0.0,0.0,0.0,特定類優占型（塊状ハマサンゴ）,2021,sekisei,1.7000000000000004
石垣島西岸,12.0,川平～大崎,43,明石西,2020-11-06,吉田,skin,15.0,10.0,0.0,0.0,0.0,0.0,多種混成型,2021,sekisei,0.5942857142857153
石垣島西岸,12.0,川平～大崎,44,伊原間湾口,2021-09-07,吉田,skin,15.0,70.0,0.0,0.0,0.0,0.0,卓状ミドリイシ優占型,2021,sekisei,2.0628571428571436
石西礁湖北部,13.0,小浜島周辺,27,小浜島東沖,2021-10-23,上野・川崎,skin,15.0,10.0,70.0,67.5,1.0,1.5,多種混成型,2021,sekisei,1.664285714285715
石西礁湖北部,13.0,小浜島周辺,28,嘉弥真島南岸礁縁,2021-10-23,上野・川崎,skin,15.0,50.0,60.5,60.0,0.0,0.0,多種混成型,2021,sekisei,1.664285714285715
石西礁湖北部,13.0,小浜島周辺,31,嘉弥真島南西岸礁池内,2021-10-23,上野・川崎,skin,15.0,60.0,68.5,72.5,1.5,1.5,枝状ミドリイシ優占型,2021,sekisei,1.664285714285715
石西礁湖北部,13.0,小浜島周辺,32,小浜島北東岸礁縁,2021-10-23,上野・川崎,skin,15.0,2.5,60.0,70.0,0.0,0.0,多種混成型,2021,sekisei,1.664285714285715
石西礁湖北部,13.0,小浜島周辺,35,ヨナラ水道南礁縁,2021-10-29,上野・川崎,skin,15.0,60.0,46.0,48.0,1.0,1.0,枝状ミドリイシ優占型,2021,sekisei,1.3485714285714288
石西礁湖北部,13.0,小浜島周辺,36,ヨナラ水道南①,2021-10-29,上野・川崎,skin,15.0,70.0,50.0,46.0,1.0,1.0,多種混成型,2021,sekisei,1.3485714285714288
石西礁湖北部,13.0,小浜島周辺,42,小浜島東沖礁湖内①,2021-11-14,上野・川崎,skin,15.0,30.0,80.0,75.0,1.0,1.0,特定類優占型（枝状アナサンゴモドキ）,2021,sekisei,0.457142857142857
石西礁湖北部,13.0,小浜島周辺,43,小浜島東沖礁湖内②,2021-11-14,上野・川崎,skin,15.0,20.0,72.5,70.0,1.0,1.0,多種混成型,2021,sekisei,0.457142857142857
石西礁湖北部,13.0,小浜島周辺,44,嘉弥真島東沖礁湖内,2021-11-15,上野・川崎,skin,15.0,10.0,40.5,50.5,1.0,2.5,多種混成型,2021,sekisei,0.3671428571428571
石西礁湖北部,13.0,小浜島周辺,49,竹富島西沖離礁礁縁,2021-11-01,上野・川崎,skin,15.0,10.0,25.0,25.5,1.0,1.5,多種混成型,2021,sekisei,1.1657142857142857
石西礁湖北部,13.0,小浜島周辺,50,竹富島西沖離礁外縁,2021-10-31,上野・川崎,skin,15.0,30.0,28.0,20.0,3.5,3.5,多種混成型,2021,sekisei,1.2114285714285715
石西礁湖北部,13.0,小浜島周辺,51,竹富島北岸礁外縁,2021-11-13,上野・川崎,skin,15.0,20.0,43.0,31.5,1.0,1.0,多種混成型,2021,sekisei,0.5485714285714286
石西礁湖北部,13.0,小浜島周辺,52,竹富島北東岸礁外縁,2021-11-13,上野・川崎,skin,15.0,20.0,46.0,35.5,1.0,1.0,多種混成型,2021,sekisei,0.5485714285714286
石西礁湖北部,13.0,小浜島周辺,53,竹富島北東沖礁縁,2021-11-13,上野・川崎,skin,15.0,20.0,39.0,35.0,1.0,1.5,多種混成型,2021,sekisei,0.5485714285714286
石西礁湖北部,13.0,小浜島周辺,62,ヨナラ水道南②,2021-10-29,上野・川崎,skin,15.0,60.0,38.5,46.0,1.5,1.5,枝状ミドリイシ優占型,2021,sekisei,1.3485714285714288
石西礁湖北部,13.0,小浜島周辺,63,ヨナラ水道南部,2021-10-29,上野・川崎,skin,15.0,50.0,40.0,37.5,1.0,1.0,枝状ミドリイシ優占型,2021,sekisei,1.3485714285714288
石西礁湖北部,13.0,小浜島周辺,64,ヨナラ水道中央部①,2021-10-29,上野・川崎,skin,15.0,50.0,42.5,42.5,1.5,2.0,多種混成型,2021,sekisei,1.3485714285714288
石西礁湖北部,13.0,小浜島周辺,65,ヨナラ水道北部,2021-10-30,上野・川崎,skin,15.0,70.0,60.5,56.0,2.0,3.5,枝状ミドリイシ優占型,2021,sekisei,1.2514285714285716
石西礁湖北部,13.0,小浜島周辺,67,小浜島東沖離礁①,2021-10-23,上野・川崎,skin,15.0,30.0,55.0,62.5,1.0,1.0,多種混成型,2021,sekisei,1.664285714285715
石西礁湖北部,13.0,小浜島周辺,68,嘉弥真島東沖礁内縁,2021-11-15,上野・川崎,skin,15.0,20.0,59.5,53.5,1.5,2.0,多種混成型,2021,sekisei,0.3671428571428571
石西礁湖北部,13.0,小浜島周辺,71,嘉弥真島東沖礁外縁,2021-10-31,上野・川崎,skin,15.0,70.0,24.0,18.0,1.0,1.0,多種混成型,2021,sekisei,1.2114285714285715
石西礁湖北部,13.0,小浜島周辺,72,嘉弥真島北岸礁外縁①,2021-10-31,上野・川崎,skin,15.0,50.0,24.0,15.5,1.0,1.0,多種混成型,2021,sekisei,1.2114285714285715
石西礁湖北部,13.0,小浜島周辺,73,嘉弥真島北岸礁外縁②,2021-10-31,上野・川崎,skin,15.0,40.0,31.0,23.0,1.0,1.0,多種混成型,2021,sekisei,1.2114285714285715
石西礁湖北部,13.0,小浜島周辺,74,小浜島北岸礁外縁,2021-10-31,上野・川崎,skin,15.0,40.0,23.0,15.5,1.0,1.0,枝状・卓状ミドリイシ混成型,2021,sekisei,1.2114285714285715
石西礁湖北部,13.0,小浜島周辺,75,ヨナラ水道中央部②,2021-10-30,上野・川崎,skin,15.0,40.0,34.5,30.0,1.5,2.0,多種混成型,2021,sekisei,1.2514285714285716
石西礁湖北部,13.0,小浜島周辺,110,小浜島東沖離礁②,2021-10-23,上野・川崎,skin,15.0,10.0,67.5,72.5,1.5,2.0,多種混成型,2021,sekisei,1.664285714285715
石西礁湖北部,13.0,小浜島周辺,112,タキドングチ海中公園地区,2021-11-14,上野・川崎,skin,15.0,30.0,56.0,50.5,1.0,1.0,特定類優占型（枝状アナサンゴモドキ）,2021,sekisei,0.457142857142857
石西礁湖北部,13.0,小浜島周辺,116,鵜離島前離礁,2021-10-31,上野・川崎,skin,15.0,60.0,30.5,23.0,1.0,1.0,多種混成型,2021,sekisei,1.2114285714285715
石西礁湖東部,14.0,カタグァー周辺,46,シモビシ海中公園地区,2021-11-01,上野・川崎,skin,15.0,10.0,77.5,77.5,1.5,1.0,多種混成型,2021,sekisei,1.1657142857142857
石西礁湖東部,14.0,カタグァー周辺,47,竹富島南西岸礁縁,2021-11-01,上野・川崎,skin,15.0,10.0,86.0,86.0,1.0,1.0,特定類優占型（枝状アナサンゴモドキ）,2021,sekisei,1.1657142857142857
石西礁湖東部,14.0,カタグァー周辺,54,竹富島東沖離礁,2021-11-13,上野・川崎,skin,15.0,10.0,48.5,56.0,1.0,1.0,特定類優占型（枝状アナサンゴモドキ）,2021,sekisei,0.5485714285714286
石西礁湖東部,14.0,カタグァー周辺,76,アーサーピー外縁,2021-11-13,上野・川崎,skin,15.0,10.0,56.5,43.0,1.0,0.5,特定類優占型（枝状アナサンゴモドキ）,2021,sekisei,0.5485714285714286
石西礁湖東部,14.0,カタグァー周辺,77,ウマノハピー礁内①,2021-11-03,上野・川崎,skin,15.0,10.0,76.5,72.5,1.0,1.0,多種混成型,2021,sekisei,0.9242857142857142
石西礁湖東部,14.0,カタグァー周辺,78,ウマノハピー礁内②,2021-11-03,上野・川崎,skin,15.0,2.5,46.0,40.0,1.0,1.0,多種混成型,2021,sekisei,0.9242857142857142
石西礁湖東部,14.0,カタグァー周辺,79,ウマノハピー礁内③,2021-11-03,上野・川崎,skin,15.0,2.5,41.0,40.5,1.0,1.0,多種混成型,2021,sekisei,0.9242857142857142
石西礁湖東部,14.0,カタグァー周辺,80,ウマノハピー内縁①,2021-11-03,上野・川崎,skin,15.0,10.0,70.0,68.5,1.0,1.0,多種混成型,2021,sekisei,0.9242857142857142
石西礁湖東部,14.0,カタグァー周辺,81,ウマノハピー内縁②,2021-11-03,上野・川崎,skin,15.0,2.5,53.5,54.0,1.0,1.0,多種混成型,2021,sekisei,0.9242857142857142
石西礁湖東部,14.0,カタグァー周辺,82,ウマノハピー内縁③,2021-11-01,上野・川崎,skin,15.0,20.0,54.0,31.5,1.5,1.0,多種混成型,2021,sekisei,1.1657142857142857
石西礁湖東部,14.0,カタグァー周辺,83,ウマノハピー内縁④,2021-11-01,上野・川崎,skin,15.0,2.5,40.0,28.5,1.0,1.0,多種混成型,2021,sekisei,1.1657142857142857
石西礁湖東部,14.0,カタグァー周辺,84,ウマノハピー外縁①,2021-10-26,上野・川崎,skin,15.0,30.0,61.5,46.5,1.5,1.5,多種混成型,2021,sekisei,1.5842857142857147
