プロット タイトル: site13_spot042_2022,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 21155732, SEN S/N: 21155732)",カプラー取り外し (LGR S/N: 21155732),カプラー取り付け (LGR S/N: 21155732),停止済み (LGR S/N: 21155732),ファイルの終わり (LGR S/N: 21155732)
1448,01/12/22 03:00:00 午後,23.497,,,,
1449,01/12/22 04:00:00 午後,23.545,,,,
1450,01/12/22 05:00:00 午後,23.593,,,,
1451,01/12/22 06:00:00 午後,23.521,,,,
1452,01/12/22 07:00:00 午後,23.497,,,,
1453,01/12/22 08:00:00 午後,23.448,,,,
1454,01/12/22 09:00:00 午後,23.4,,,,
1455,01/12/22 10:00:00 午後,23.352,,,,
1456,01/12/22 11:00:00 午後,23.28,,,,
1457,01/13/22 12:00:00 午前,23.232,,,,
1458,01/13/22 01:00:00 午前,23.112,,,,
1459,01/13/22 02:00:00 午前,23.088,,,,
1460,01/13/22 03:00:00 午前,23.112,,,,
1461,01/13/22 04:00:00 午前,23.088,,,,
1462,01/13/22 05:00:00 午前,23.04,,,,
1463,01/13/22 06:00:00 午前,22.968,,,,
1464,01/13/22 07:00:00 午前,22.92,,,,
1465,01/13/22 08:00:00 午前,23.232,,,,
1466,01/13/22 09:00:00 午前,23.376,,,,
1467,01/13/22 10:00:00 午前,23.448,,,,
1468,01/13/22 11:00:00 午前,23.497,,,,
1469,01/13/22 12:00:00 午後,23.497,,,,
1470,01/13/22 01:00:00 午後,23.424,,,,
1471,01/13/22 02:00:00 午後,23.352,,,,
1472,01/13/22 03:00:00 午後,23.256,,,,
1473,01/13/22 04:00:00 午後,23.232,,,,
1474,01/13/22 05:00:00 午後,23.112,,,,
1475,01/13/22 06:00:00 午後,23.064,,,,
1476,01/13/22 07:00:00 午後,22.968,,,,
1477,01/13/22 08:00:00 午後,23.04,,,,
1478,01/13/22 09:00:00 午後,23.04,,,,
1479,01/13/22 10:00:00 午後,22.944,,,,
1480,01/13/22 11:00:00 午後,22.824,,,,
1481,01/14/22 12:00:00 午前,22.705,,,,
1482,01/14/22 01:00:00 午前,22.537,,,,
1483,01/14/22 02:00:00 午前,22.226,,,,
1484,01/14/22 03:00:00 午前,22.345,,,,
1485,01/14/22 04:00:00 午前,22.298,,,,
1486,01/14/22 05:00:00 午前,22.13,,,,
1487,01/14/22 06:00:00 午前,22.154,,,,
1488,01/14/22 07:00:00 午前,21.748,,,,
1489,01/14/22 08:00:00 午前,22.776,,,,
1490,01/14/22 09:00:00 午前,23.064,,,,
1491,01/14/22 10:00:00 午前,23.136,,,,
1492,01/14/22 11:00:00 午前,23.184,,,,
1493,01/14/22 12:00:00 午後,23.256,,,,
1494,01/14/22 01:00:00 午後,23.376,,,,
1495,01/14/22 02:00:00 午後,23.4,,,,
1496,01/14/22 03:00:00 午後,23.328,,,,
1497,01/14/22 04:00:00 午後,23.28,,,,
1498,01/14/22 05:00:00 午後,23.28,,,,
1499,01/14/22 06:00:00 午後,23.208,,,,
1500,01/14/22 07:00:00 午後,23.352,,,,
1501,01/14/22 08:00:00 午後,23.304,,,,
1502,01/14/22 09:00:00 午後,23.304,,,,
1503,01/14/22 10:00:00 午後,23.304,,,,
1504,01/14/22 11:00:00 午後,23.232,,,,
1505,01/15/22 12:00:00 午前,23.184,,,,
1506,01/15/22 01:00:00 午前,23.064,,,,
1507,01/15/22 02:00:00 午前,22.992,,,,
1508,01/15/22 03:00:00 午前,23.016,,,,
1509,01/15/22 04:00:00 午前,23.016,,,,
1510,01/15/22 05:00:00 午前,22.968,,,,
1511,01/15/22 06:00:00 午前,22.968,,,,
1512,01/15/22 07:00:00 午前,22.896,,,,
1513,01/15/22 08:00:00 午前,22.824,,,,
1514,01/15/22 09:00:00 午前,22.537,,,,
1515,01/15/22 10:00:00 午前,23.136,,,,
1516,01/15/22 11:00:00 午前,23.4,,,,
1517,01/15/22 12:00:00 午後,23.497,,,,
1518,01/15/22 01:00:00 午後,23.593,,,,
1519,01/15/22 02:00:00 午後,23.737,,,,
1520,01/15/22 03:00:00 午後,23.689,,,,
1521,01/15/22 04:00:00 午後,23.593,,,,
1522,01/15/22 05:00:00 午後,23.424,,,,
1523,01/15/22 06:00:00 午後,23.232,,,,
1524,01/15/22 07:00:00 午後,23.088,,,,
1525,01/15/22 08:00:00 午後,22.992,,,,
1526,01/15/22 09:00:00 午後,23.112,,,,
1527,01/15/22 10:00:00 午後,23.016,,,,
1528,01/15/22 11:00:00 午後,22.992,,,,
1529,01/16/22 12:00:00 午前,23.016,,,,
1530,01/16/22 01:00:00 午前,22.992,,,,
1531,01/16/22 02:00:00 午前,22.92,,,,
1532,01/16/22 03:00:00 午前,22.92,,,,
1533,01/16/22 04:00:00 午前,22.896,,,,
1534,01/16/22 05:00:00 午前,22.824,,,,
1535,01/16/22 06:00:00 午前,22.705,,,,
1536,01/16/22 07:00:00 午前,22.681,,,,
1537,01/16/22 08:00:00 午前,22.729,,,,
1538,01/16/22 09:00:00 午前,22.753,,,,
1539,01/16/22 10:00:00 午前,22.753,,,,
1540,01/16/22 11:00:00 午前,22.848,,,,
1541,01/16/22 12:00:00 午後,22.968,,,,
1542,01/16/22 01:00:00 午後,23.448,,,,
1543,01/16/22 02:00:00 午後,23.833,,,,
1544,01/16/22 03:00:00 午後,23.809,,,,
1545,01/16/22 04:00:00 午後,23.641,,,,
1546,01/16/22 05:00:00 午後,23.448,,,,
1547,01/16/22 06:00:00 午後,23.16,,,,
1548,01/16/22 07:00:00 午後,22.944,,,,
1549,01/16/22 08:00:00 午後,22.92,,,,
1550,01/16/22 09:00:00 午後,22.968,,,,
1551,01/16/22 10:00:00 午後,22.944,,,,
1552,01/16/22 11:00:00 午後,22.968,,,,
1553,01/17/22 12:00:00 午前,23.016,,,,
1554,01/17/22 01:00:00 午前,23.04,,,,
1555,01/17/22 02:00:00 午前,23.04,,,,
1556,01/17/22 03:00:00 午前,22.944,,,,
1557,01/17/22 04:00:00 午前,22.896,,,,
1558,01/17/22 05:00:00 午前,22.872,,,,
1559,01/17/22 06:00:00 午前,22.872,,,,
1560,01/17/22 07:00:00 午前,22.8,,,,
1561,01/17/22 08:00:00 午前,22.753,,,,
1562,01/17/22 09:00:00 午前,22.824,,,,
1563,01/17/22 10:00:00 午前,23.04,,,,
1564,01/17/22 11:00:00 午前,23.569,,,,
1565,01/17/22 12:00:00 午後,23.761,,,,
1566,01/17/22 01:00:00 午後,23.785,,,,
1567,01/17/22 02:00:00 午後,23.833,,,,
1568,01/17/22 03:00:00 午後,23.833,,,,
1569,01/17/22 04:00:00 午後,23.809,,,,
1570,01/17/22 05:00:00 午後,23.785,,,,
1571,01/17/22 06:00:00 午後,23.737,,,,
1572,01/17/22 07:00:00 午後,23.737,,,,
1573,01/17/22 08:00:00 午後,23.713,,,,
1574,01/17/22 09:00:00 午後,23.641,,,,
1575,01/17/22 10:00:00 午後,23.497,,,,
1576,01/17/22 11:00:00 午後,23.424,,,,
1577,01/18/22 12:00:00 午前,23.424,,,,
1578,01/18/22 01:00:00 午前,23.352,,,,
1579,01/18/22 02:00:00 午前,23.256,,,,
1580,01/18/22 03:00:00 午前,23.136,,,,
1581,01/18/22 04:00:00 午前,23.088,,,,
1582,01/18/22 05:00:00 午前,23.136,,,,
1583,01/18/22 06:00:00 午前,23.16,,,,
1584,01/18/22 07:00:00 午前,23.088,,,,
1585,01/18/22 08:00:00 午前,23.04,,,,
1586,01/18/22 09:00:00 午前,22.896,,,,
1587,01/18/22 10:00:00 午前,22.92,,,,
1588,01/18/22 11:00:00 午前,22.968,,,,
1589,01/18/22 12:00:00 午後,23.376,,,,
1590,01/18/22 01:00:00 午後,23.448,,,,
1591,01/18/22 02:00:00 午後,23.448,,,,
1592,01/18/22 03:00:00 午後,23.424,,,,
1593,01/18/22 04:00:00 午後,23.376,,,,
1594,01/18/22 05:00:00 午後,23.28,,,,
1595,01/18/22 06:00:00 午後,23.256,,,,
1596,01/18/22 07:00:00 午後,23.208,,,,
1597,01/18/22 08:00:00 午後,23.184,,,,
1598,01/18/22 09:00:00 午後,23.112,,,,
1599,01/18/22 10:00:00 午後,23.064,,,,
1600,01/18/22 11:00:00 午後,22.944,,,,
1601,01/19/22 12:00:00 午前,22.92,,,,
1602,01/19/22 01:00:00 午前,22.992,,,,
1603,01/19/22 02:00:00 午前,22.992,,,,
1604,01/19/22 03:00:00 午前,22.848,,,,
1605,01/19/22 04:00:00 午前,22.633,,,,
1606,01/19/22 05:00:00 午前,22.633,,,,
1607,01/19/22 06:00:00 午前,22.657,,,,
1608,01/19/22 07:00:00 午前,22.561,,,,
1609,01/19/22 08:00:00 午前,22.633,,,,
1610,01/19/22 09:00:00 午前,22.537,,,,
1611,01/19/22 10:00:00 午前,22.465,,,,
1612,01/19/22 11:00:00 午前,22.513,,,,
1613,01/19/22 12:00:00 午後,22.489,,,,
1614,01/19/22 01:00:00 午後,22.561,,,,
1615,01/19/22 02:00:00 午後,23.16,,,,
1616,01/19/22 03:00:00 午後,23.184,,,,
1617,01/19/22 04:00:00 午後,23.184,,,,
1618,01/19/22 05:00:00 午後,23.16,,,,
1619,01/19/22 06:00:00 午後,22.776,,,,
1620,01/19/22 07:00:00 午後,22.992,,,,
1621,01/19/22 08:00:00 午後,22.393,,,,
1622,01/19/22 09:00:00 午後,22.202,,,,
1623,01/19/22 10:00:00 午後,22.178,,,,
1624,01/19/22 11:00:00 午後,22.489,,,,
1625,01/20/22 12:00:00 午前,22.13,,,,
1626,01/20/22 01:00:00 午前,22.345,,,,
1627,01/20/22 02:00:00 午前,22.274,,,,
1628,01/20/22 03:00:00 午前,22.25,,,,
1629,01/20/22 04:00:00 午前,22.011,,,,
1630,01/20/22 05:00:00 午前,22.106,,,,
1631,01/20/22 06:00:00 午前,21.843,,,,
1632,01/20/22 07:00:00 午前,21.891,,,,
1633,01/20/22 08:00:00 午前,21.772,,,,
1634,01/20/22 09:00:00 午前,21.557,,,,
1635,01/20/22 10:00:00 午前,21.485,,,,
1636,01/20/22 11:00:00 午前,21.795,,,,
1637,01/20/22 12:00:00 午後,21.724,,,,
1638,01/20/22 01:00:00 午後,21.939,,,,
1639,01/20/22 02:00:00 午後,22.106,,,,
1640,01/20/22 03:00:00 午後,22.13,,,,
1641,01/20/22 04:00:00 午後,22.681,,,,
1642,01/20/22 05:00:00 午後,22.729,,,,
1643,01/20/22 06:00:00 午後,22.705,,,,
1644,01/20/22 07:00:00 午後,22.154,,,,
1645,01/20/22 08:00:00 午後,21.939,,,,
1646,01/20/22 09:00:00 午後,21.604,,,,
1647,01/20/22 10:00:00 午後,21.533,,,,
1648,01/20/22 11:00:00 午後,21.461,,,,
1649,01/21/22 12:00:00 午前,21.676,,,,
1650,01/21/22 01:00:00 午前,21.342,,,,
1651,01/21/22 02:00:00 午前,21.39,,,,
1652,01/21/22 03:00:00 午前,21.39,,,,
1653,01/21/22 04:00:00 午前,21.27,,,,
1654,01/21/22 05:00:00 午前,21.151,,,,
1655,01/21/22 06:00:00 午前,21.127,,,,
1656,01/21/22 07:00:00 午前,21.294,,,,
1657,01/21/22 08:00:00 午前,21.199,,,,
1658,01/21/22 09:00:00 午前,21.199,,,,
1659,01/21/22 10:00:00 午前,21.342,,,,
1660,01/21/22 11:00:00 午前,21.151,,,,
1661,01/21/22 12:00:00 午後,21.103,,,,
1662,01/21/22 01:00:00 午後,21.199,,,,
1663,01/21/22 02:00:00 午後,22.681,,,,
1664,01/21/22 03:00:00 午後,22.968,,,,
1665,01/21/22 04:00:00 午後,22.992,,,,
1666,01/21/22 05:00:00 午後,22.968,,,,
1667,01/21/22 06:00:00 午後,22.896,,,,
1668,01/21/22 07:00:00 午後,22.681,,,,
1669,01/21/22 08:00:00 午後,22.585,,,,
1670,01/21/22 09:00:00 午後,22.011,,,,
1671,01/21/22 10:00:00 午後,21.557,,,,
1672,01/21/22 11:00:00 午後,21.27,,,,
1673,01/22/22 12:00:00 午前,21.39,,,,
1674,01/22/22 01:00:00 午前,21.461,,,,
1675,01/22/22 02:00:00 午前,21.7,,,,
1676,01/22/22 03:00:00 午前,21.963,,,,
1677,01/22/22 04:00:00 午前,22.034,,,,
1678,01/22/22 05:00:00 午前,21.485,,,,
1679,01/22/22 06:00:00 午前,21.652,,,,
1680,01/22/22 07:00:00 午前,21.581,,,,
1681,01/22/22 08:00:00 午前,21.27,,,,
1682,01/22/22 09:00:00 午前,21.103,,,,
1683,01/22/22 10:00:00 午前,21.318,,,,
1684,01/22/22 11:00:00 午前,21.342,,,,
1685,01/22/22 12:00:00 午後,21.342,,,,
1686,01/22/22 01:00:00 午後,21.342,,,,
1687,01/22/22 02:00:00 午後,21.246,,,,
1688,01/22/22 03:00:00 午後,21.199,,,,
1689,01/22/22 04:00:00 午後,21.246,,,,
1690,01/22/22 05:00:00 午後,21.223,,,,
1691,01/22/22 06:00:00 午後,21.652,,,,
1692,01/22/22 07:00:00 午後,22.13,,,,
1693,01/22/22 08:00:00 午後,21.342,,,,
1694,01/22/22 09:00:00 午後,21.199,,,,
1695,01/22/22 10:00:00 午後,21.724,,,,
1696,01/22/22 11:00:00 午後,21.915,,,,
1697,01/23/22 12:00:00 午前,22.058,,,,
1698,01/23/22 01:00:00 午前,22.106,,,,
1699,01/23/22 02:00:00 午前,21.819,,,,
1700,01/23/22 03:00:00 午前,21.891,,,,
1701,01/23/22 04:00:00 午前,21.795,,,,
1702,01/23/22 05:00:00 午前,21.843,,,,
1703,01/23/22 06:00:00 午前,21.843,,,,
1704,01/23/22 07:00:00 午前,21.939,,,,
1705,01/23/22 08:00:00 午前,22.178,,,,
1706,01/23/22 09:00:00 午前,22.106,,,,
1707,01/23/22 10:00:00 午前,22.417,,,,
1708,01/23/22 11:00:00 午前,22.561,,,,
1709,01/23/22 12:00:00 午後,22.585,,,,
1710,01/23/22 01:00:00 午後,22.729,,,,
1711,01/23/22 02:00:00 午後,22.896,,,,
1712,01/23/22 03:00:00 午後,22.824,,,,
1713,01/23/22 04:00:00 午後,22.92,,,,
1714,01/23/22 05:00:00 午後,22.92,,,,
1715,01/23/22 06:00:00 午後,22.896,,,,
1716,01/23/22 07:00:00 午後,22.872,,,,
1717,01/23/22 08:00:00 午後,22.896,,,,
1718,01/23/22 09:00:00 午後,22.848,,,,
1719,01/23/22 10:00:00 午後,22.872,,,,
1720,01/23/22 11:00:00 午後,22.848,,,,
1721,01/24/22 12:00:00 午前,22.824,,,,
1722,01/24/22 01:00:00 午前,22.824,,,,
1723,01/24/22 02:00:00 午前,22.848,,,,
1724,01/24/22 03:00:00 午前,22.8,,,,
1725,01/24/22 04:00:00 午前,22.8,,,,
1726,01/24/22 05:00:00 午前,22.753,,,,
1727,01/24/22 06:00:00 午前,22.729,,,,
1728,01/24/22 07:00:00 午前,22.657,,,,
1729,01/24/22 08:00:00 午前,22.681,,,,
1730,01/24/22 09:00:00 午前,22.705,,,,
1731,01/24/22 10:00:00 午前,22.729,,,,
1732,01/24/22 11:00:00 午前,22.776,,,,
1733,01/24/22 12:00:00 午後,22.824,,,,
1734,01/24/22 01:00:00 午後,22.968,,,,
1735,01/24/22 02:00:00 午後,22.992,,,,
1736,01/24/22 03:00:00 午後,23.04,,,,
1737,01/24/22 04:00:00 午後,23.112,,,,
1738,01/24/22 05:00:00 午後,23.136,,,,
1739,01/24/22 06:00:00 午後,23.232,,,,
1740,01/24/22 07:00:00 午後,23.304,,,,
1741,01/24/22 08:00:00 午後,23.184,,,,
1742,01/24/22 09:00:00 午後,22.896,,,,
1743,01/24/22 10:00:00 午後,22.92,,,,
1744,01/24/22 11:00:00 午後,22.848,,,,
1745,01/25/22 12:00:00 午前,22.8,,,,
1746,01/25/22 01:00:00 午前,22.753,,,,
1747,01/25/22 02:00:00 午前,22.705,,,,
1748,01/25/22 03:00:00 午前,22.681,,,,
1749,01/25/22 04:00:00 午前,22.705,,,,
1750,01/25/22 05:00:00 午前,22.753,,,,
1751,01/25/22 06:00:00 午前,22.896,,,,
1752,01/25/22 07:00:00 午前,22.872,,,,
1753,01/25/22 08:00:00 午前,22.824,,,,
1754,01/25/22 09:00:00 午前,22.537,,,,
1755,01/25/22 10:00:00 午前,22.537,,,,
1756,01/25/22 11:00:00 午前,22.609,,,,
1757,01/25/22 12:00:00 午後,22.633,,,,
1758,01/25/22 01:00:00 午後,22.776,,,,
1759,01/25/22 02:00:00 午後,22.872,,,,
1760,01/25/22 03:00:00 午後,22.968,,,,
1761,01/25/22 04:00:00 午後,23.208,,,,
1762,01/25/22 05:00:00 午後,23.689,,,,
1763,01/25/22 06:00:00 午後,23.617,,,,
1764,01/25/22 07:00:00 午後,23.521,,,,
1765,01/25/22 08:00:00 午後,23.448,,,,
1766,01/25/22 09:00:00 午後,23.304,,,,
1767,01/25/22 10:00:00 午後,23.304,,,,
1768,01/25/22 11:00:00 午後,23.352,,,,
1769,01/26/22 12:00:00 午前,23.328,,,,
1770,01/26/22 01:00:00 午前,23.136,,,,
1771,01/26/22 02:00:00 午前,23.064,,,,
1772,01/26/22 03:00:00 午前,23.04,,,,
1773,01/26/22 04:00:00 午前,23.04,,,,
1774,01/26/22 05:00:00 午前,23.256,,,,
1775,01/26/22 06:00:00 午前,23.112,,,,
1776,01/26/22 07:00:00 午前,22.824,,,,
1777,01/26/22 08:00:00 午前,22.776,,,,
1778,01/26/22 09:00:00 午前,22.824,,,,
1779,01/26/22 10:00:00 午前,22.944,,,,
1780,01/26/22 11:00:00 午前,23.16,,,,
1781,01/26/22 12:00:00 午後,23.232,,,,
1782,01/26/22 01:00:00 午後,23.016,,,,
1783,01/26/22 02:00:00 午後,22.824,,,,
1784,01/26/22 03:00:00 午後,22.776,,,,
1785,01/26/22 04:00:00 午後,22.872,,,,
1786,01/26/22 05:00:00 午後,22.944,,,,
1787,01/26/22 06:00:00 午後,23.088,,,,
1788,01/26/22 07:00:00 午後,23.256,,,,
1789,01/26/22 08:00:00 午後,23.184,,,,
1790,01/26/22 09:00:00 午後,22.92,,,,
1791,01/26/22 10:00:00 午後,22.92,,,,
1792,01/26/22 11:00:00 午後,23.016,,,,
1793,01/27/22 12:00:00 午前,22.8,,,,
1794,01/27/22 01:00:00 午前,22.753,,,,
1795,01/27/22 02:00:00 午前,22.561,,,,
1796,01/27/22 03:00:00 午前,22.393,,,,
1797,01/27/22 04:00:00 午前,22.345,,,,
1798,01/27/22 05:00:00 午前,22.609,,,,
1799,01/27/22 06:00:00 午前,22.465,,,,
1800,01/27/22 07:00:00 午前,22.585,,,,
1801,01/27/22 08:00:00 午前,22.513,,,,
1802,01/27/22 09:00:00 午前,22.609,,,,
1803,01/27/22 10:00:00 午前,22.585,,,,
1804,01/27/22 11:00:00 午前,22.657,,,,
1805,01/27/22 12:00:00 午後,22.705,,,,
1806,01/27/22 01:00:00 午後,22.657,,,,
1807,01/27/22 02:00:00 午後,22.729,,,,
1808,01/27/22 03:00:00 午後,22.729,,,,
1809,01/27/22 04:00:00 午後,22.753,,,,
1810,01/27/22 05:00:00 午後,22.848,,,,
1811,01/27/22 06:00:00 午後,22.824,,,,
1812,01/27/22 07:00:00 午後,22.848,,,,
1813,01/27/22 08:00:00 午後,22.896,,,,
1814,01/27/22 09:00:00 午後,22.92,,,,
1815,01/27/22 10:00:00 午後,22.92,,,,
1816,01/27/22 11:00:00 午後,22.8,,,,
1817,01/28/22 12:00:00 午前,22.8,,,,
1818,01/28/22 01:00:00 午前,22.8,,,,
1819,01/28/22 02:00:00 午前,22.729,,,,
1820,01/28/22 03:00:00 午前,22.681,,,,
1821,01/28/22 04:00:00 午前,22.657,,,,
1822,01/28/22 05:00:00 午前,22.681,,,,
1823,01/28/22 06:00:00 午前,22.681,,,,
1824,01/28/22 07:00:00 午前,22.633,,,,
1825,01/28/22 08:00:00 午前,22.657,,,,
1826,01/28/22 09:00:00 午前,22.776,,,,
1827,01/28/22 10:00:00 午前,23.04,,,,
1828,01/28/22 11:00:00 午前,23.256,,,,
1829,01/28/22 12:00:00 午後,23.376,,,,
1830,01/28/22 01:00:00 午後,23.136,,,,
1831,01/28/22 02:00:00 午後,23.184,,,,
1832,01/28/22 03:00:00 午後,23.016,,,,
1833,01/28/22 04:00:00 午後,22.944,,,,
1834,01/28/22 05:00:00 午後,22.92,,,,
1835,01/28/22 06:00:00 午後,23.232,,,,
1836,01/28/22 07:00:00 午後,23.521,,,,
1837,01/28/22 08:00:00 午後,23.304,,,,
1838,01/28/22 09:00:00 午後,23.28,,,,
1839,01/28/22 10:00:00 午後,23.256,,,,
1840,01/28/22 11:00:00 午後,23.184,,,,
1841,01/29/22 12:00:00 午前,23.184,,,,
1842,01/29/22 01:00:00 午前,23.16,,,,
1843,01/29/22 02:00:00 午前,23.16,,,,
1844,01/29/22 03:00:00 午前,23.208,,,,
1845,01/29/22 04:00:00 午前,23.16,,,,
1846,01/29/22 05:00:00 午前,23.208,,,,
1847,01/29/22 06:00:00 午前,23.184,,,,
1848,01/29/22 07:00:00 午前,23.088,,,,
1849,01/29/22 08:00:00 午前,23.088,,,,
1850,01/29/22 09:00:00 午前,23.208,,,,
1851,01/29/22 10:00:00 午前,23.256,,,,
1852,01/29/22 11:00:00 午前,23.304,,,,
1853,01/29/22 12:00:00 午後,23.328,,,,
1854,01/29/22 01:00:00 午後,23.376,,,,
1855,01/29/22 02:00:00 午後,23.352,,,,
1856,01/29/22 03:00:00 午後,23.352,,,,
1857,01/29/22 04:00:00 午後,23.328,,,,
1858,01/29/22 05:00:00 午後,23.28,,,,
1859,01/29/22 06:00:00 午後,23.232,,,,
1860,01/29/22 07:00:00 午後,23.352,,,,
1861,01/29/22 08:00:00 午後,23.424,,,,
1862,01/29/22 09:00:00 午後,23.424,,,,
1863,01/29/22 10:00:00 午後,23.4,,,,
1864,01/29/22 11:00:00 午後,23.352,,,,
1865,01/30/22 12:00:00 午前,23.28,,,,
1866,01/30/22 01:00:00 午前,23.04,,,,
1867,01/30/22 02:00:00 午前,23.136,,,,
1868,01/30/22 03:00:00 午前,23.136,,,,
1869,01/30/22 04:00:00 午前,23.112,,,,
1870,01/30/22 05:00:00 午前,23.016,,,,
1871,01/30/22 06:00:00 午前,22.896,,,,
1872,01/30/22 07:00:00 午前,22.753,,,,
1873,01/30/22 08:00:00 午前,23.232,,,,
1874,01/30/22 09:00:00 午前,23.256,,,,
1875,01/30/22 10:00:00 午前,23.256,,,,
1876,01/30/22 11:00:00 午前,23.256,,,,
1877,01/30/22 12:00:00 午後,23.232,,,,
1878,01/30/22 01:00:00 午後,23.256,,,,
1879,01/30/22 02:00:00 午後,23.232,,,,
1880,01/30/22 03:00:00 午後,23.208,,,,
1881,01/30/22 04:00:00 午後,23.136,,,,
1882,01/30/22 05:00:00 午後,23.064,,,,
1883,01/30/22 06:00:00 午後,23.064,,,,
1884,01/30/22 07:00:00 午後,23.064,,,,
1885,01/30/22 08:00:00 午後,23.088,,,,
1886,01/30/22 09:00:00 午後,23.064,,,,
1887,01/30/22 10:00:00 午後,22.992,,,,
1888,01/30/22 11:00:00 午後,22.872,,,,
1889,01/31/22 12:00:00 午前,22.681,,,,
1890,01/31/22 01:00:00 午前,22.513,,,,
1891,01/31/22 02:00:00 午前,22.298,,,,
1892,01/31/22 03:00:00 午前,22.25,,,,
1893,01/31/22 04:00:00 午前,22.369,,,,
1894,01/31/22 05:00:00 午前,22.25,,,,
1895,01/31/22 06:00:00 午前,22.178,,,,
1896,01/31/22 07:00:00 午前,22.011,,,,
1897,01/31/22 08:00:00 午前,21.772,,,,
1898,01/31/22 09:00:00 午前,22.776,,,,
1899,01/31/22 10:00:00 午前,22.896,,,,
1900,01/31/22 11:00:00 午前,22.92,,,,
1901,01/31/22 12:00:00 午後,22.944,,,,
1902,01/31/22 01:00:00 午後,22.92,,,,
1903,01/31/22 02:00:00 午後,22.92,,,,
1904,01/31/22 03:00:00 午後,22.848,,,,
1905,01/31/22 04:00:00 午後,22.705,,,,
1906,01/31/22 05:00:00 午後,22.705,,,,
1907,01/31/22 06:00:00 午後,22.705,,,,
1908,01/31/22 07:00:00 午後,22.681,,,,
1909,01/31/22 08:00:00 午後,22.609,,,,
1910,01/31/22 09:00:00 午後,22.537,,,,
1911,01/31/22 10:00:00 午後,22.441,,,,
1912,01/31/22 11:00:00 午後,22.441,,,,
1913,02/01/22 12:00:00 午前,22.489,,,,
1914,02/01/22 01:00:00 午前,22.393,,,,
1915,02/01/22 02:00:00 午前,22.226,,,,
1916,02/01/22 03:00:00 午前,22.058,,,,
1917,02/01/22 04:00:00 午前,22.082,,,,
1918,02/01/22 05:00:00 午前,22.106,,,,
1919,02/01/22 06:00:00 午前,22.082,,,,
1920,02/01/22 07:00:00 午前,22.106,,,,
1921,02/01/22 08:00:00 午前,21.581,,,,
1922,02/01/22 09:00:00 午前,21.867,,,,
1923,02/01/22 10:00:00 午前,22.082,,,,
1924,02/01/22 11:00:00 午前,22.13,,,,
1925,02/01/22 12:00:00 午後,22.705,,,,
1926,02/01/22 01:00:00 午後,23.16,,,,
1927,02/01/22 02:00:00 午後,23.304,,,,
1928,02/01/22 03:00:00 午後,23.424,,,,
1929,02/01/22 04:00:00 午後,23.064,,,,
1930,02/01/22 05:00:00 午後,23.112,,,,
1931,02/01/22 06:00:00 午後,22.633,,,,
1932,02/01/22 07:00:00 午後,22.178,,,,
1933,02/01/22 08:00:00 午後,21.915,,,,
1934,02/01/22 09:00:00 午後,21.939,,,,
1935,02/01/22 10:00:00 午後,21.987,,,,
1936,02/01/22 11:00:00 午後,21.963,,,,
1937,02/02/22 12:00:00 午前,21.843,,,,
1938,02/02/22 01:00:00 午前,21.867,,,,
1939,02/02/22 02:00:00 午前,21.843,,,,
1940,02/02/22 03:00:00 午前,21.772,,,,
1941,02/02/22 04:00:00 午前,21.748,,,,
1942,02/02/22 05:00:00 午前,21.867,,,,
1943,02/02/22 06:00:00 午前,21.939,,,,
1944,02/02/22 07:00:00 午前,21.987,,,,
1945,02/02/22 08:00:00 午前,22.034,,,,
1946,02/02/22 09:00:00 午前,21.987,,,,
1947,02/02/22 10:00:00 午前,21.987,,,,
1948,02/02/22 11:00:00 午前,23.424,,,,
1949,02/02/22 12:00:00 午後,23.641,,,,
1950,02/02/22 01:00:00 午後,23.761,,,,
1951,02/02/22 02:00:00 午後,23.93,,,,
1952,02/02/22 03:00:00 午後,23.978,,,,
1953,02/02/22 04:00:00 午後,24.002,,,,
1954,02/02/22 05:00:00 午後,24.002,,,,
1955,02/02/22 06:00:00 午後,23.905,,,,
1956,02/02/22 07:00:00 午後,23.857,,,,
1957,02/02/22 08:00:00 午後,23.761,,,,
1958,02/02/22 09:00:00 午後,23.16,,,,
1959,02/02/22 10:00:00 午後,23.04,,,,
1960,02/02/22 11:00:00 午後,23.088,,,,
1961,02/03/22 12:00:00 午前,23.689,,,,
1962,02/03/22 01:00:00 午前,23.737,,,,
1963,02/03/22 02:00:00 午前,23.713,,,,
1964,02/03/22 03:00:00 午前,23.665,,,,
1965,02/03/22 04:00:00 午前,23.617,,,,
1966,02/03/22 05:00:00 午前,23.545,,,,
1967,02/03/22 06:00:00 午前,23.545,,,,
1968,02/03/22 07:00:00 午前,23.521,,,,
1969,02/03/22 08:00:00 午前,23.232,,,,
1970,02/03/22 09:00:00 午前,23.064,,,,
1971,02/03/22 10:00:00 午前,23.112,,,,
1972,02/03/22 11:00:00 午前,23.569,,,,
1973,02/03/22 12:00:00 午後,24.026,,,,
1974,02/03/22 01:00:00 午後,24.05,,,,
1975,02/03/22 02:00:00 午後,24.002,,,,
1976,02/03/22 03:00:00 午後,24.002,,,,
1977,02/03/22 04:00:00 午後,23.954,,,,
1978,02/03/22 05:00:00 午後,23.881,,,,
1979,02/03/22 06:00:00 午後,23.833,,,,
