プロット タイトル: site12_spot040_2020,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20054373, SEN S/N: 20054373)",カプラー取り外し (LGR S/N: 20054373),ファイルの終わり (LGR S/N: 20054373)
2329,10/21/19 12:00:00 午後,23.93,,
2330,10/21/19 12:00:00 午後,23.93,,
2331,10/21/19 12:00:00 午後,23.905,,
2332,10/21/19 12:00:00 午後,23.881,,
2333,10/21/19 12:00:00 午後,23.905,,
2334,10/21/19 12:00:00 午後,23.785,,
2335,10/21/19 12:00:00 午後,23.785,,
2336,10/21/19 12:00:00 午後,23.785,,
2337,10/21/19 12:00:00 午後,23.785,,
2338,10/21/19 12:00:00 午後,23.761,,
2339,10/21/19 12:00:00 午後,23.713,,
2340,10/21/19 12:00:00 午後,23.665,,
2341,10/21/19 12:00:00 午後,23.545,,
2342,10/21/19 12:00:00 午後,23.448,,
2343,10/21/19 12:00:00 午後,23.328,,
2344,10/21/19 12:00:00 午後,23.136,,
2345,10/21/19 12:00:00 午後,23.016,,
2346,10/21/19 12:00:00 午後,22.968,,
2347,10/21/19 12:00:00 午後,22.729,,
2348,10/21/19 12:00:00 午後,22.92,,
2349,10/21/19 12:00:00 午後,23.112,,
2350,10/21/19 12:00:00 午後,23.112,,
2351,10/21/19 12:00:00 午後,23.16,,
2352,10/21/19 12:00:00 午後,23.136,,
2353,10/21/19 12:00:00 午後,23.232,,
2354,10/21/19 12:00:00 午後,23.28,,
2355,10/21/19 12:00:00 午後,23.352,,
2356,10/21/19 12:00:00 午後,23.304,,
2357,10/21/19 12:00:00 午後,23.064,,
2358,10/21/19 12:00:00 午後,22.968,,
2359,10/21/19 12:00:00 午後,22.298,,
2360,10/21/19 12:00:00 午後,22.8,,
2361,10/21/19 12:00:00 午後,23.04,,
2362,10/21/19 12:00:00 午後,23.064,,
2363,10/21/19 12:00:00 午後,22.992,,
2364,10/21/19 12:00:00 午後,22.872,,
2365,10/21/19 12:00:00 午後,22.633,,
2366,10/21/19 12:00:00 午後,22.321,,
2367,10/21/19 12:00:00 午後,21.676,,
2368,10/21/19 12:00:00 午後,21.581,,
2369,10/21/19 12:00:00 午後,21.294,,
2370,10/21/19 12:00:00 午後,21.437,,
2371,10/21/19 12:00:00 午後,21.461,,
2372,10/21/19 12:00:00 午後,21.724,,
2373,10/21/19 12:00:00 午後,22.705,,
2374,10/21/19 12:00:00 午後,22.872,,
2375,10/21/19 12:00:00 午後,22.944,,
2376,10/21/19 12:00:00 午後,22.896,,
2377,10/21/19 12:00:00 午後,22.298,,
2378,10/21/19 12:00:00 午後,22.393,,
2379,10/21/19 12:00:00 午後,22.489,,
2380,10/21/19 12:00:00 午後,22.537,,
2381,10/21/19 12:00:00 午後,22.465,,
2382,10/21/19 12:00:00 午後,22.417,,
2383,10/21/19 12:00:00 午後,21.891,,
2384,10/21/19 12:00:00 午後,22.011,,
2385,10/21/19 12:00:00 午後,22.896,,
2386,10/21/19 12:00:00 午後,22.992,,
2387,10/21/19 12:00:00 午後,22.968,,
2388,10/21/19 12:00:00 午後,22.729,,
2389,10/21/19 12:00:00 午後,22.369,,
2390,10/21/19 12:00:00 午後,21.963,,
2391,10/21/19 12:00:00 午後,21.533,,
2392,10/21/19 12:00:00 午後,21.151,,
2393,10/21/19 12:00:00 午後,20.889,,
2394,10/21/19 12:00:00 午後,20.936,,
2395,10/21/19 12:00:00 午後,20.936,,
2396,10/21/19 12:00:00 午後,21.151,,
2397,10/21/19 12:00:00 午後,22.106,,
2398,10/21/19 12:00:00 午後,22.872,,
2399,10/21/19 12:00:00 午後,23.04,,
2400,10/21/19 12:00:00 午後,22.944,,
2401,10/21/19 12:00:00 午後,22.681,,
2402,10/21/19 12:00:00 午後,22.034,,
2403,10/21/19 12:00:00 午後,21.7,,
2404,10/21/19 12:00:00 午後,21.748,,
2405,10/21/19 12:00:00 午後,21.533,,
2406,10/21/19 12:00:00 午後,21.485,,
2407,10/21/19 12:00:00 午後,21.199,,
2408,10/21/19 12:00:00 午後,21.223,,
2409,10/21/19 12:00:00 午後,22.489,,
2410,10/21/19 12:00:00 午後,22.8,,
2411,10/21/19 12:00:00 午後,22.8,,
2412,10/21/19 12:00:00 午後,22.681,,
2413,10/21/19 12:00:00 午後,22.298,,
2414,10/21/19 12:00:00 午後,21.724,,
2415,10/21/19 12:00:00 午後,21.127,,
2416,10/21/19 12:00:00 午後,21.056,,
2417,10/21/19 12:00:00 午後,20.913,,
2418,10/21/19 12:00:00 午後,20.65,,
2419,10/21/19 12:00:00 午後,20.103,,
2420,10/21/19 12:00:00 午後,20.103,,
2421,10/21/19 12:00:00 午後,20.174,,
2422,10/21/19 12:00:00 午後,21.724,,
2423,10/21/19 12:00:00 午後,22.585,,
2424,10/21/19 12:00:00 午後,22.92,,
2425,10/21/19 12:00:00 午後,22.968,,
2426,10/21/19 12:00:00 午後,22.513,,
2427,10/21/19 12:00:00 午後,22.082,,
2428,10/21/19 12:00:00 午後,22.274,,
2429,10/21/19 12:00:00 午後,22.011,,
2430,10/21/19 12:00:00 午後,21.652,,
2431,10/21/19 12:00:00 午後,21.294,,
2432,10/21/19 12:00:00 午後,21.223,,
2433,10/21/19 12:00:00 午後,19.865,,
2434,10/21/19 12:00:00 午後,21.581,,
2435,10/21/19 12:00:00 午後,22.345,,
2436,10/21/19 12:00:00 午後,22.393,,
2437,10/21/19 12:00:00 午後,22.298,,
2438,10/21/19 12:00:00 午後,21.724,,
2439,10/21/19 12:00:00 午後,20.293,,
2440,10/21/19 12:00:00 午後,19.746,,
2441,10/21/19 12:00:00 午後,19.698,,
2442,10/21/19 12:00:00 午後,19.532,,
2443,10/21/19 12:00:00 午後,19.27,,
2444,10/21/19 12:00:00 午後,19.341,,
2445,10/21/19 12:00:00 午後,19.127,,
2446,10/21/19 12:00:00 午後,20.77,,
2447,10/21/19 12:00:00 午後,22.011,,
2448,10/21/19 12:00:00 午後,22.345,,
2449,10/21/19 12:00:00 午後,22.465,,
2450,10/21/19 12:00:00 午後,22.609,,
2451,10/21/19 12:00:00 午後,22.178,,
2452,10/21/19 12:00:00 午後,21.963,,
2453,10/21/19 12:00:00 午後,21.963,,
2454,10/21/19 12:00:00 午後,21.652,,
2455,10/21/19 12:00:00 午後,21.294,,
2456,10/21/19 12:00:00 午後,21.175,,
2457,10/21/19 12:00:00 午後,20.698,,
2458,10/21/19 12:00:00 午後,20.889,,
2459,10/21/19 12:00:00 午後,21.891,,
2460,10/21/19 12:00:00 午後,22.274,,
2461,10/21/19 12:00:00 午後,22.298,,
2462,10/21/19 12:00:00 午後,22.202,,
2463,10/21/19 12:00:00 午後,21.963,,
2464,10/21/19 12:00:00 午後,21.342,,
2465,10/21/19 12:00:00 午後,20.936,,
2466,10/21/19 12:00:00 午後,20.507,,
2467,10/21/19 12:00:00 午後,20.579,,
2468,10/21/19 12:00:00 午後,20.507,,
2469,10/21/19 12:00:00 午後,20.507,,
2470,10/21/19 12:00:00 午後,20.531,,
2471,10/21/19 12:00:00 午後,22.058,,
2472,10/21/19 12:00:00 午後,22.609,,
2473,10/21/19 12:00:00 午後,23.088,,
2474,10/21/19 12:00:00 午後,23.184,,
2475,10/21/19 12:00:00 午後,23.569,,
2476,10/21/19 12:00:00 午後,23.184,,
2477,10/21/19 12:00:00 午後,22.705,,
2478,10/21/19 12:00:00 午後,22.417,,
2479,10/21/19 12:00:00 午後,22.082,,
2480,10/21/19 12:00:00 午後,21.987,,
2481,10/21/19 12:00:00 午後,21.724,,
2482,10/21/19 12:00:00 午後,21.557,,
2483,10/21/19 12:00:00 午後,21.175,,
2484,10/21/19 12:00:00 午後,22.393,,
2485,10/21/19 12:00:00 午後,22.609,,
2486,10/21/19 12:00:00 午後,22.633,,
2487,10/21/19 12:00:00 午後,22.585,,
2488,10/21/19 12:00:00 午後,22.298,,
2489,10/21/19 12:00:00 午後,21.915,,
2490,10/21/19 12:00:00 午後,21.318,,
2491,10/21/19 12:00:00 午後,20.817,,
2492,10/21/19 12:00:00 午後,20.841,,
2493,10/21/19 12:00:00 午後,20.936,,
2494,10/21/19 12:00:00 午後,20.984,,
2495,10/21/19 12:00:00 午後,20.984,,
2496,10/21/19 12:00:00 午後,22.681,,
2497,10/21/19 12:00:00 午後,23.184,,
2498,10/21/19 12:00:00 午後,23.545,,
2499,10/21/19 12:00:00 午後,23.593,,
2500,10/21/19 12:00:00 午後,23.064,,
2501,10/21/19 12:00:00 午後,22.872,,
2502,10/21/19 12:00:00 午後,22.992,,
2503,10/21/19 12:00:00 午後,22.705,,
2504,10/21/19 12:00:00 午後,22.537,,
2505,10/21/19 12:00:00 午後,22.513,,
2506,10/21/19 12:00:00 午後,22.178,,
2507,10/21/19 12:00:00 午後,22.106,,
2508,10/21/19 12:00:00 午後,21.604,,
2509,10/21/19 12:00:00 午後,22.489,,
2510,10/21/19 12:00:00 午後,22.753,,
2511,10/21/19 12:00:00 午後,22.824,,
2512,10/21/19 12:00:00 午後,22.848,,
2513,10/21/19 12:00:00 午後,22.729,,
2514,10/21/19 12:00:00 午後,22.585,,
2515,10/21/19 12:00:00 午後,22.465,,
2516,10/21/19 12:00:00 午後,21.867,,
2517,10/21/19 12:00:00 午後,21.843,,
2518,10/21/19 12:00:00 午後,21.939,,
2519,10/21/19 12:00:00 午後,21.939,,
2520,10/21/19 12:00:00 午後,21.867,,
2521,10/21/19 12:00:00 午後,23.28,,
2522,10/21/19 12:00:00 午後,23.809,,
2523,10/21/19 12:00:00 午後,24.026,,
2524,10/21/19 12:00:00 午後,24.074,,
2525,10/21/19 12:00:00 午後,24.026,,
2526,10/21/19 12:00:00 午後,23.448,,
2527,10/21/19 12:00:00 午後,23.16,,
2528,10/21/19 12:00:00 午後,22.896,,
2529,10/21/19 12:00:00 午後,22.872,,
2530,10/21/19 12:00:00 午後,22.872,,
2531,10/21/19 12:00:00 午後,22.513,,
2532,10/21/19 12:00:00 午後,22.345,,
2533,10/21/19 12:00:00 午後,22.25,,
2534,10/21/19 12:00:00 午後,22.298,,
2535,10/21/19 12:00:00 午後,22.513,,
2536,10/21/19 12:00:00 午後,22.657,,
2537,10/21/19 12:00:00 午後,22.681,,
2538,10/21/19 12:00:00 午後,22.633,,
2539,10/21/19 12:00:00 午後,22.513,,
2540,10/21/19 12:00:00 午後,22.321,,
2541,10/21/19 12:00:00 午後,22.034,,
2542,10/21/19 12:00:00 午後,22.011,,
2543,10/21/19 12:00:00 午後,22.226,,
2544,10/21/19 12:00:00 午後,22.968,,
2545,10/21/19 12:00:00 午後,23.713,,
2546,10/21/19 12:00:00 午後,23.713,,
2547,10/21/19 12:00:00 午後,23.809,,
2548,10/21/19 12:00:00 午後,23.761,,
2549,10/21/19 12:00:00 午後,23.617,,
2550,10/21/19 12:00:00 午後,23.569,,
2551,10/21/19 12:00:00 午後,23.448,,
2552,10/21/19 12:00:00 午後,23.376,,
2553,10/21/19 12:00:00 午後,23.256,,
2554,10/21/19 12:00:00 午後,23.256,,
2555,10/21/19 12:00:00 午後,23.112,,
2556,10/21/19 12:00:00 午後,23.04,,
2557,10/21/19 12:00:00 午後,22.944,,
2558,10/21/19 12:00:00 午後,22.657,,
2559,10/21/19 12:00:00 午後,22.417,,
2560,10/21/19 12:00:00 午後,22.705,,
2561,10/21/19 12:00:00 午後,22.824,,
2562,10/21/19 12:00:00 午後,22.872,,
2563,10/21/19 12:00:00 午後,22.848,,
2564,10/21/19 12:00:00 午後,22.776,,
2565,10/21/19 12:00:00 午後,22.561,,
2566,10/21/19 12:00:00 午後,22.537,,
2567,10/21/19 12:00:00 午後,22.633,,
2568,10/21/19 12:00:00 午後,22.489,,
2569,10/21/19 12:00:00 午後,22.106,,
2570,10/21/19 12:00:00 午後,22.776,,
2571,10/21/19 12:00:00 午後,23.04,,
2572,10/21/19 12:00:00 午後,22.968,,
2573,10/21/19 12:00:00 午後,22.92,,
2574,10/21/19 12:00:00 午後,22.824,,
2575,10/21/19 12:00:00 午後,22.633,,
2576,10/21/19 12:00:00 午後,22.465,,
2577,10/21/19 12:00:00 午後,22.369,,
2578,10/21/19 12:00:00 午後,22.25,,
2579,10/21/19 12:00:00 午後,21.915,,
2580,10/21/19 12:00:00 午後,21.939,,
2581,10/21/19 12:00:00 午後,21.604,,
2582,10/21/19 12:00:00 午後,21.437,,
2583,10/21/19 12:00:00 午後,21.7,,
2584,10/21/19 12:00:00 午後,21.39,,
2585,10/21/19 12:00:00 午後,22.465,,
2586,10/21/19 12:00:00 午後,22.489,,
2587,10/21/19 12:00:00 午後,22.226,,
2588,10/21/19 12:00:00 午後,21.891,,
2589,10/21/19 12:00:00 午後,21.533,,
2590,10/21/19 12:00:00 午後,21.581,,
2591,10/21/19 12:00:00 午後,21.724,,
2592,10/21/19 12:00:00 午後,22.154,,
2593,10/21/19 12:00:00 午後,22.848,,
2594,10/21/19 12:00:00 午後,23.208,,
2595,10/21/19 12:00:00 午後,23.232,,
2596,10/21/19 12:00:00 午後,23.136,,
2597,10/21/19 12:00:00 午後,23.064,,
2598,10/21/19 12:00:00 午後,22.872,,
2599,10/21/19 12:00:00 午後,22.8,,
2600,10/21/19 12:00:00 午後,22.681,,
2601,10/21/19 12:00:00 午後,22.585,,
2602,10/21/19 12:00:00 午後,22.441,,
2603,10/21/19 12:00:00 午後,22.274,,
2604,10/21/19 12:00:00 午後,22.082,,
2605,10/21/19 12:00:00 午後,21.891,,
2606,10/21/19 12:00:00 午後,21.772,,
2607,10/21/19 12:00:00 午後,21.724,,
2608,10/21/19 12:00:00 午後,21.485,,
2609,10/21/19 12:00:00 午後,22.609,,
2610,10/21/19 12:00:00 午後,22.776,,
2611,10/21/19 12:00:00 午後,22.824,,
2612,10/21/19 12:00:00 午後,22.848,,
2613,10/21/19 12:00:00 午後,22.872,,
2614,10/21/19 12:00:00 午後,22.872,,
2615,10/21/19 12:00:00 午後,22.776,,
2616,10/21/19 12:00:00 午後,22.8,,
2617,10/21/19 12:00:00 午後,23.016,,
2618,10/21/19 12:00:00 午後,23.448,,
2619,10/21/19 12:00:00 午後,23.376,,
2620,10/21/19 12:00:00 午後,23.569,,
2621,10/21/19 12:00:00 午後,23.4,,
2622,10/21/19 12:00:00 午後,23.256,,
2623,10/21/19 12:00:00 午後,23.112,,
2624,10/21/19 12:00:00 午後,22.992,,
2625,10/21/19 12:00:00 午後,22.848,,
2626,10/21/19 12:00:00 午後,22.8,,
2627,10/21/19 12:00:00 午後,22.657,,
2628,10/21/19 12:00:00 午後,22.226,,
2629,10/21/19 12:00:00 午後,22.058,,
2630,10/21/19 12:00:00 午後,22.058,,
2631,10/21/19 12:00:00 午後,22.034,,
2632,10/21/19 12:00:00 午後,21.867,,
2633,10/21/19 12:00:00 午後,21.676,,
2634,10/21/19 12:00:00 午後,21.843,,
2635,10/21/19 12:00:00 午後,22.465,,
2636,10/21/19 12:00:00 午後,22.513,,
2637,10/21/19 12:00:00 午後,22.441,,
2638,10/21/19 12:00:00 午後,21.963,,
2639,10/21/19 12:00:00 午後,21.127,,
2640,10/21/19 12:00:00 午後,20.936,,
2641,10/21/19 12:00:00 午後,20.913,,
2642,10/21/19 12:00:00 午後,20.984,,
2643,10/21/19 12:00:00 午後,21.27,,
2644,10/21/19 12:00:00 午後,20.579,,
2645,10/21/19 12:00:00 午後,21.891,,
2646,10/21/19 12:00:00 午後,22.609,,
2647,10/21/19 12:00:00 午後,22.585,,
2648,10/21/19 12:00:00 午後,22.441,,
2649,10/21/19 12:00:00 午後,22.321,,
2650,10/21/19 12:00:00 午後,21.819,,
2651,10/21/19 12:00:00 午後,21.485,,
2652,10/21/19 12:00:00 午後,20.889,,
2653,10/21/19 12:00:00 午後,20.936,,
2654,10/21/19 12:00:00 午後,21.056,,
2655,10/21/19 12:00:00 午後,20.817,,
2656,10/21/19 12:00:00 午後,20.507,,
2657,10/21/19 12:00:00 午後,20.484,,
2658,10/21/19 12:00:00 午後,20.865,,
2659,10/21/19 12:00:00 午後,21.795,,
2660,10/21/19 12:00:00 午後,22.345,,
2661,10/21/19 12:00:00 午後,22.537,,
2662,10/21/19 12:00:00 午後,22.489,,
2663,10/21/19 12:00:00 午後,21.819,,
2664,10/21/19 12:00:00 午後,21.557,,
2665,10/21/19 12:00:00 午後,21.628,,
2666,10/21/19 12:00:00 午後,21.461,,
2667,10/21/19 12:00:00 午後,21.366,,
2668,10/21/19 12:00:00 午後,21.437,,
2669,10/21/19 12:00:00 午後,20.079,,
2670,10/21/19 12:00:00 午後,22.13,,
2671,10/21/19 12:00:00 午後,22.729,,
2672,10/21/19 12:00:00 午後,22.705,,
2673,10/21/19 12:00:00 午後,22.729,,
2674,10/21/19 12:00:00 午後,22.585,,
2675,10/21/19 12:00:00 午後,22.106,,
2676,10/21/19 12:00:00 午後,21.27,,
2677,10/21/19 12:00:00 午後,20.77,,
2678,10/21/19 12:00:00 午後,20.96,,
2679,10/21/19 12:00:00 午後,20.936,,
2680,10/21/19 12:00:00 午後,20.746,,
2681,10/21/19 12:00:00 午後,20.531,,
2682,10/21/19 12:00:00 午後,20.722,,
2683,10/21/19 12:00:00 午後,20.77,,
2684,10/21/19 12:00:00 午後,22.106,,
2685,10/21/19 12:00:00 午後,22.441,,
2686,10/21/19 12:00:00 午後,22.513,,
2687,10/21/19 12:00:00 午後,22.561,,
2688,10/21/19 12:00:00 午後,21.772,,
2689,10/21/19 12:00:00 午後,22.489,,
2690,10/21/19 12:00:00 午後,22.681,,
2691,10/21/19 12:00:00 午後,22.441,,
2692,10/21/19 12:00:00 午後,22.465,,
2693,10/21/19 12:00:00 午後,22.417,,
2694,10/21/19 12:00:00 午後,22.202,,
2695,10/21/19 12:00:00 午後,22.8,,
2696,10/21/19 12:00:00 午後,22.776,,
2697,10/21/19 12:00:00 午後,22.705,,
2698,10/21/19 12:00:00 午後,22.633,,
2699,10/21/19 12:00:00 午後,22.537,,
2700,10/21/19 12:00:00 午後,22.274,,
2701,10/21/19 12:00:00 午後,21.963,,
2702,10/21/19 12:00:00 午後,21.652,,
2703,10/21/19 12:00:00 午後,21.581,,
2704,10/21/19 12:00:00 午後,21.437,,
2705,10/21/19 12:00:00 午後,21.246,,
2706,10/21/19 12:00:00 午後,21.151,,
2707,10/21/19 12:00:00 午後,21.27,,
2708,10/21/19 12:00:00 午後,21.867,,
2709,10/21/19 12:00:00 午後,22.417,,
2710,10/21/19 12:00:00 午後,22.585,,
2711,10/21/19 12:00:00 午後,22.681,,
2712,10/21/19 12:00:00 午後,22.489,,
2713,10/21/19 12:00:00 午後,22.034,,
2714,10/21/19 12:00:00 午後,22.202,,
2715,10/21/19 12:00:00 午後,22.058,,
2716,10/21/19 12:00:00 午後,21.915,,
2717,10/21/19 12:00:00 午後,21.987,,
2718,10/21/19 12:00:00 午後,21.987,,
2719,10/21/19 12:00:00 午後,22.058,,
2720,10/21/19 12:00:00 午後,22.705,,
2721,10/21/19 12:00:00 午後,22.729,,
2722,10/21/19 12:00:00 午後,22.705,,
2723,10/21/19 12:00:00 午後,22.657,,
2724,10/21/19 12:00:00 午後,22.537,,
2725,10/21/19 12:00:00 午後,22.25,,
2726,10/21/19 12:00:00 午後,22.154,,
2727,10/21/19 12:00:00 午後,22.082,,
2728,10/21/19 12:00:00 午後,22.034,,
2729,10/21/19 12:00:00 午後,21.939,,
2730,10/21/19 12:00:00 午後,21.843,,
2731,10/21/19 12:00:00 午後,21.772,,
2732,10/21/19 12:00:00 午後,22.154,,
2733,10/21/19 12:00:00 午後,22.753,,
2734,10/21/19 12:00:00 午後,22.848,,
2735,10/21/19 12:00:00 午後,22.92,,
2736,10/21/19 12:00:00 午後,22.968,,
2737,10/21/19 12:00:00 午後,23.328,,
2738,10/21/19 12:00:00 午後,23.617,,
2739,10/21/19 12:00:00 午後,23.881,,
2740,10/21/19 12:00:00 午後,23.881,,
2741,10/21/19 12:00:00 午後,23.833,,
2742,10/21/19 12:00:00 午後,23.737,,
2743,10/21/19 12:00:00 午後,23.881,,
2744,10/21/19 12:00:00 午後,23.352,,
2745,10/21/19 12:00:00 午後,23.208,,
2746,10/21/19 12:00:00 午後,23.208,,
2747,10/21/19 12:00:00 午後,23.208,,
2748,10/21/19 12:00:00 午後,23.16,,
2749,10/21/19 12:00:00 午後,23.112,,
2750,10/21/19 12:00:00 午後,23.04,,
2751,10/21/19 12:00:00 午後,22.992,,
2752,10/21/19 12:00:00 午後,22.92,,
2753,10/21/19 12:00:00 午後,22.848,,
2754,10/21/19 12:00:00 午後,22.776,,
2755,10/21/19 12:00:00 午後,22.776,,
2756,10/21/19 12:00:00 午後,22.729,,
2757,10/21/19 12:00:00 午後,23.112,,
2758,10/21/19 12:00:00 午後,23.208,,
2759,10/21/19 12:00:00 午後,23.4,,
2760,10/21/19 12:00:00 午後,23.545,,
2761,10/21/19 12:00:00 午後,23.905,,
2762,10/21/19 12:00:00 午後,24.267,,
2763,10/21/19 12:00:00 午後,24.339,,
2764,10/21/19 12:00:00 午後,24.702,,
2765,10/21/19 12:00:00 午後,24.968,,
2766,10/21/19 12:00:00 午後,24.726,,
2767,10/21/19 12:00:00 午後,24.581,,
2768,10/21/19 12:00:00 午後,24.508,,
2769,10/21/19 12:00:00 午後,23.593,,
2770,10/21/19 12:00:00 午後,23.448,,
2771,10/21/19 12:00:00 午後,23.424,,
2772,10/21/19 12:00:00 午後,23.424,,
2773,10/21/19 12:00:00 午後,23.424,,
2774,10/21/19 12:00:00 午後,23.4,,
2775,10/21/19 12:00:00 午後,23.4,,
2776,10/21/19 12:00:00 午後,23.376,,
2777,10/21/19 12:00:00 午後,23.376,,
2778,10/21/19 12:00:00 午後,23.328,,
2779,10/21/19 12:00:00 午後,23.28,,
2780,10/21/19 12:00:00 午後,23.232,,
2781,10/21/19 12:00:00 午後,23.304,,
2782,10/21/19 12:00:00 午後,23.448,,
2783,10/21/19 12:00:00 午後,23.569,,
2784,10/21/19 12:00:00 午後,23.785,,
2785,10/21/19 12:00:00 午後,23.857,,
2786,10/21/19 12:00:00 午後,24.122,,
2787,10/21/19 12:00:00 午後,24.605,,
2788,10/21/19 12:00:00 午後,24.968,,
2789,10/21/19 12:00:00 午後,25.137,,
2790,10/21/19 12:00:00 午後,24.944,,
2791,10/21/19 12:00:00 午後,24.847,,
2792,10/21/19 12:00:00 午後,24.702,,
2793,10/21/19 12:00:00 午後,24.219,,
2794,10/21/19 12:00:00 午後,23.737,,
2795,10/21/19 12:00:00 午後,23.689,,
2796,10/21/19 12:00:00 午後,23.689,,
2797,10/21/19 12:00:00 午後,23.665,,
2798,10/21/19 12:00:00 午後,23.641,,
2799,10/21/19 12:00:00 午後,23.617,,
2800,10/21/19 12:00:00 午後,23.641,,
2801,10/21/19 12:00:00 午後,23.641,,
2802,10/21/19 12:00:00 午後,23.617,,
2803,10/21/19 12:00:00 午後,23.593,,
2804,10/21/19 12:00:00 午後,23.497,,
2805,10/21/19 12:00:00 午後,23.448,,
2806,10/21/19 12:00:00 午後,23.689,,
2807,10/21/19 12:00:00 午後,23.833,,
2808,10/21/19 12:00:00 午後,24.074,,
2809,10/21/19 12:00:00 午後,24.267,,
2810,10/21/19 12:00:00 午後,24.388,,
2811,10/21/19 12:00:00 午後,24.702,,
2812,10/21/19 12:00:00 午後,25.065,,
2813,10/21/19 12:00:00 午後,25.355,,
2814,10/21/19 12:00:00 午後,25.331,,
2815,10/21/19 12:00:00 午後,25.21,,
2816,10/21/19 12:00:00 午後,25.089,,
2817,10/21/19 12:00:00 午後,24.774,,
2818,10/21/19 12:00:00 午後,24.122,,
2819,10/21/19 12:00:00 午後,23.978,,
2820,10/21/19 12:00:00 午後,24.002,,
2821,10/21/19 12:00:00 午後,23.978,,
2822,10/21/19 12:00:00 午後,23.954,,
2823,10/21/19 12:00:00 午後,23.93,,
2824,10/21/19 12:00:00 午後,23.905,,
2825,10/21/19 12:00:00 午後,23.905,,
2826,10/21/19 12:00:00 午後,23.881,,
2827,10/21/19 12:00:00 午後,23.857,,
2828,10/21/19 12:00:00 午後,23.833,,
2829,10/21/19 12:00:00 午後,23.857,,
2830,10/21/19 12:00:00 午後,23.954,,
2831,10/21/19 12:00:00 午後,23.978,,
2832,10/21/19 12:00:00 午後,23.905,,
2833,10/21/19 12:00:00 午後,23.833,,
2834,10/21/19 12:00:00 午後,23.785,,
2835,10/21/19 12:00:00 午後,23.641,,
2836,10/21/19 12:00:00 午後,23.545,,
2837,10/21/19 12:00:00 午後,23.4,,
2838,10/21/19 12:00:00 午後,23.136,,
2839,10/21/19 12:00:00 午後,22.92,,
2840,10/21/19 12:00:00 午後,22.681,,
2841,10/21/19 12:00:00 午後,22.537,,
2842,10/21/19 12:00:00 午後,22.345,,
2843,10/21/19 12:00:00 午後,21.724,,
2844,10/21/19 12:00:00 午後,21.246,,
2845,10/21/19 12:00:00 午後,22.465,,
2846,10/21/19 12:00:00 午後,22.896,,
2847,10/21/19 12:00:00 午後,22.968,,
2848,10/21/19 12:00:00 午後,22.848,,
2849,10/21/19 12:00:00 午後,22.657,,
2850,10/21/19 12:00:00 午後,21.843,,
2851,10/21/19 12:00:00 午後,21.39,,
2852,10/21/19 12:00:00 午後,21.581,,
2853,10/21/19 12:00:00 午後,21.676,,
2854,10/21/19 12:00:00 午後,20.889,,
2855,10/21/19 12:00:00 午後,19.318,,
2856,10/21/19 12:00:00 午後,22.345,,
2857,10/21/19 12:00:00 午後,22.8,,
2858,10/21/19 12:00:00 午後,22.8,,
2859,10/21/19 12:00:00 午後,22.681,,
2860,10/21/19 12:00:00 午後,22.226,,
2861,10/21/19 12:00:00 午後,21.891,,
2862,10/21/19 12:00:00 午後,20.984,,
2863,10/21/19 12:00:00 午後,20.293,,
2864,10/21/19 12:00:00 午後,19.912,,
2865,10/21/19 12:00:00 午後,19.722,,
2866,10/21/19 12:00:00 午後,19.532,,
2867,10/21/19 12:00:00 午後,19.103,,
2868,10/21/19 12:00:00 午後,18.771,,
2869,10/21/19 12:00:00 午後,18.319,,
2870,10/21/19 12:00:00 午後,18.723,,
2871,10/21/19 12:00:00 午後,20.674,,
2872,10/21/19 12:00:00 午後,21.27,,
2873,10/21/19 12:00:00 午後,21.867,,
2874,10/21/19 12:00:00 午後,22.011,,
2875,10/21/19 12:00:00 午後,21.819,,
2876,10/21/19 12:00:00 午後,21.413,,
2877,10/21/19 12:00:00 午後,20.841,,
2878,10/21/19 12:00:00 午後,20.555,,
2879,10/21/19 12:00:00 午後,19.127,,
