プロット タイトル: site12_spot040_2020,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20054373, SEN S/N: 20054373)",カプラー取り外し (LGR S/N: 20054373),ファイルの終わり (LGR S/N: 20054373)
7221,10/21/19 12:00:00 午後,30.041,,
7222,10/21/19 12:00:00 午後,30.091,,
7223,10/21/19 12:00:00 午後,30.343,,
7224,10/21/19 12:00:00 午後,30.596,,
7225,10/21/19 12:00:00 午後,31.001,,
7226,10/21/19 12:00:00 午後,31.23,,
7227,10/21/19 12:00:00 午後,31.331,,
7228,10/21/19 12:00:00 午後,32.073,,
7229,10/21/19 12:00:00 午後,31.714,,
7230,10/21/19 12:00:00 午後,31.331,,
7231,10/21/19 12:00:00 午後,31.103,,
7232,10/21/19 12:00:00 午後,30.9,,
7233,10/21/19 12:00:00 午後,30.798,,
7234,10/21/19 12:00:00 午後,31.026,,
7235,10/21/19 12:00:00 午後,30.874,,
7236,10/21/19 12:00:00 午後,30.824,,
7237,10/21/19 12:00:00 午後,30.773,,
7238,10/21/19 12:00:00 午後,30.748,,
7239,10/21/19 12:00:00 午後,30.697,,
7240,10/21/19 12:00:00 午後,30.596,,
7241,10/21/19 12:00:00 午後,30.318,,
7242,10/21/19 12:00:00 午後,30.268,,
7243,10/21/19 12:00:00 午後,30.243,,
7244,10/21/19 12:00:00 午後,30.217,,
7245,10/21/19 12:00:00 午後,30.217,,
7246,10/21/19 12:00:00 午後,30.117,,
7247,10/21/19 12:00:00 午後,30.217,,
7248,10/21/19 12:00:00 午後,30.596,,
7249,10/21/19 12:00:00 午後,30.874,,
7250,10/21/19 12:00:00 午後,31.23,,
7251,10/21/19 12:00:00 午後,31.561,,
7252,10/21/19 12:00:00 午後,31.561,,
7253,10/21/19 12:00:00 午後,32.175,,
7254,10/21/19 12:00:00 午後,31.382,,
7255,10/21/19 12:00:00 午後,31.103,,
7256,10/21/19 12:00:00 午後,30.798,,
7257,10/21/19 12:00:00 午後,30.697,,
7258,10/21/19 12:00:00 午後,30.874,,
7259,10/21/19 12:00:00 午後,30.95,,
7260,10/21/19 12:00:00 午後,30.824,,
7261,10/21/19 12:00:00 午後,30.773,,
7262,10/21/19 12:00:00 午後,30.722,,
7263,10/21/19 12:00:00 午後,30.646,,
7264,10/21/19 12:00:00 午後,30.545,,
7265,10/21/19 12:00:00 午後,30.52,,
7266,10/21/19 12:00:00 午後,30.343,,
7267,10/21/19 12:00:00 午後,30.243,,
7268,10/21/19 12:00:00 午後,30.217,,
7269,10/21/19 12:00:00 午後,30.243,,
7270,10/21/19 12:00:00 午後,30.369,,
7271,10/21/19 12:00:00 午後,30.545,,
7272,10/21/19 12:00:00 午後,30.9,,
7273,10/21/19 12:00:00 午後,31.281,,
7274,10/21/19 12:00:00 午後,31.663,,
7275,10/21/19 12:00:00 午後,31.893,,
7276,10/21/19 12:00:00 午後,32.021,,
7277,10/21/19 12:00:00 午後,32.175,,
7278,10/21/19 12:00:00 午後,32.846,,
7279,10/21/19 12:00:00 午後,31.484,,
7280,10/21/19 12:00:00 午後,31.204,,
7281,10/21/19 12:00:00 午後,31.001,,
7282,10/21/19 12:00:00 午後,30.976,,
7283,10/21/19 12:00:00 午後,30.874,,
7284,10/21/19 12:00:00 午後,30.748,,
7285,10/21/19 12:00:00 午後,30.798,,
7286,10/21/19 12:00:00 午後,30.748,,
7287,10/21/19 12:00:00 午後,30.697,,
7288,10/21/19 12:00:00 午後,30.646,,
7289,10/21/19 12:00:00 午後,30.545,,
7290,10/21/19 12:00:00 午後,30.419,,
7291,10/21/19 12:00:00 午後,30.444,,
7292,10/21/19 12:00:00 午後,30.419,,
7293,10/21/19 12:00:00 午後,30.469,,
7294,10/21/19 12:00:00 午後,30.571,,
7295,10/21/19 12:00:00 午後,30.722,,
7296,10/21/19 12:00:00 午後,30.925,,
7297,10/21/19 12:00:00 午後,31.204,,
7298,10/21/19 12:00:00 午後,31.433,,
7299,10/21/19 12:00:00 午後,31.586,,
7300,10/21/19 12:00:00 午後,31.689,,
7301,10/21/19 12:00:00 午後,31.714,,
7302,10/21/19 12:00:00 午後,31.791,,
7303,10/21/19 12:00:00 午後,31.637,,
7304,10/21/19 12:00:00 午後,31.179,,
7305,10/21/19 12:00:00 午後,30.925,,
7306,10/21/19 12:00:00 午後,30.773,,
7307,10/21/19 12:00:00 午後,30.722,,
7308,10/21/19 12:00:00 午後,30.824,,
7309,10/21/19 12:00:00 午後,30.824,,
7310,10/21/19 12:00:00 午後,30.824,,
7311,10/21/19 12:00:00 午後,30.773,,
7312,10/21/19 12:00:00 午後,30.697,,
7313,10/21/19 12:00:00 午後,30.621,,
7314,10/21/19 12:00:00 午後,30.343,,
7315,10/21/19 12:00:00 午後,30.369,,
7316,10/21/19 12:00:00 午後,30.419,,
7317,10/21/19 12:00:00 午後,30.444,,
7318,10/21/19 12:00:00 午後,30.52,,
7319,10/21/19 12:00:00 午後,30.672,,
7320,10/21/19 12:00:00 午後,30.798,,
7321,10/21/19 12:00:00 午後,30.9,,
7322,10/21/19 12:00:00 午後,30.798,,
7323,10/21/19 12:00:00 午後,30.722,,
7324,10/21/19 12:00:00 午後,30.621,,
7325,10/21/19 12:00:00 午後,30.52,,
7326,10/21/19 12:00:00 午後,30.469,,
7327,10/21/19 12:00:00 午後,30.318,,
7328,10/21/19 12:00:00 午後,30.369,,
7329,10/21/19 12:00:00 午後,30.318,,
7330,10/21/19 12:00:00 午後,30.243,,
7331,10/21/19 12:00:00 午後,30.217,,
7332,10/21/19 12:00:00 午後,30.167,,
7333,10/21/19 12:00:00 午後,30.117,,
7334,10/21/19 12:00:00 午後,30.066,,
7335,10/21/19 12:00:00 午後,29.966,,
7336,10/21/19 12:00:00 午後,29.89,,
7337,10/21/19 12:00:00 午後,29.916,,
7338,10/21/19 12:00:00 午後,29.966,,
7339,10/21/19 12:00:00 午後,30.016,,
7340,10/21/19 12:00:00 午後,29.991,,
7341,10/21/19 12:00:00 午後,30.016,,
7342,10/21/19 12:00:00 午後,29.991,,
7343,10/21/19 12:00:00 午後,29.966,,
7344,10/21/19 12:00:00 午後,29.916,,
7345,10/21/19 12:00:00 午後,29.865,,
7346,10/21/19 12:00:00 午後,29.84,,
7347,10/21/19 12:00:00 午後,29.79,,
7348,10/21/19 12:00:00 午後,29.665,,
7349,10/21/19 12:00:00 午後,29.64,,
7350,10/21/19 12:00:00 午後,29.765,,
7351,10/21/19 12:00:00 午後,29.79,,
7352,10/21/19 12:00:00 午後,29.74,,
7353,10/21/19 12:00:00 午後,29.74,,
7354,10/21/19 12:00:00 午後,29.765,,
7355,10/21/19 12:00:00 午後,29.715,,
7356,10/21/19 12:00:00 午後,29.715,,
7357,10/21/19 12:00:00 午後,29.64,,
7358,10/21/19 12:00:00 午後,29.59,,
7359,10/21/19 12:00:00 午後,29.464,,
7360,10/21/19 12:00:00 午後,29.414,,
7361,10/21/19 12:00:00 午後,29.315,,
7362,10/21/19 12:00:00 午後,29.215,,
7363,10/21/19 12:00:00 午後,29.315,,
7364,10/21/19 12:00:00 午後,29.315,,
7365,10/21/19 12:00:00 午後,29.24,,
7366,10/21/19 12:00:00 午後,29.065,,
7367,10/21/19 12:00:00 午後,29.015,,
7368,10/21/19 12:00:00 午後,28.841,,
7369,10/21/19 12:00:00 午後,28.766,,
7370,10/21/19 12:00:00 午後,28.642,,
7371,10/21/19 12:00:00 午後,28.816,,
7372,10/21/19 12:00:00 午後,28.891,,
7373,10/21/19 12:00:00 午後,28.916,,
7374,10/21/19 12:00:00 午後,28.667,,
7375,10/21/19 12:00:00 午後,27.899,,
7376,10/21/19 12:00:00 午後,27.677,,
7377,10/21/19 12:00:00 午後,27.407,,
7378,10/21/19 12:00:00 午後,27.53,,
7379,10/21/19 12:00:00 午後,27.677,,
7380,10/21/19 12:00:00 午後,27.751,,
7381,10/21/19 12:00:00 午後,27.85,,
7382,10/21/19 12:00:00 午後,28.221,,
7383,10/21/19 12:00:00 午後,28.245,,
7384,10/21/19 12:00:00 午後,28.221,,
7385,10/21/19 12:00:00 午後,28.245,,
7386,10/21/19 12:00:00 午後,28.221,,
7387,10/21/19 12:00:00 午後,28.221,,
7388,10/21/19 12:00:00 午後,28.122,,
7389,10/21/19 12:00:00 午後,28.221,,
7390,10/21/19 12:00:00 午後,28.543,,
7391,10/21/19 12:00:00 午後,28.766,,
7392,10/21/19 12:00:00 午後,28.916,,
7393,10/21/19 12:00:00 午後,29.04,,
7394,10/21/19 12:00:00 午後,29.315,,
7395,10/21/19 12:00:00 午後,29.49,,
7396,10/21/19 12:00:00 午後,29.615,,
7397,10/21/19 12:00:00 午後,29.715,,
7398,10/21/19 12:00:00 午後,29.615,,
7399,10/21/19 12:00:00 午後,29.464,,
7400,10/21/19 12:00:00 午後,29.389,,
7401,10/21/19 12:00:00 午後,29.14,,
7402,10/21/19 12:00:00 午後,29.115,,
7403,10/21/19 12:00:00 午後,29.09,,
7404,10/21/19 12:00:00 午後,29.04,,
7405,10/21/19 12:00:00 午後,29.015,,
7406,10/21/19 12:00:00 午後,28.99,,
7407,10/21/19 12:00:00 午後,28.965,,
7408,10/21/19 12:00:00 午後,28.916,,
7409,10/21/19 12:00:00 午後,28.866,,
7410,10/21/19 12:00:00 午後,28.791,,
7411,10/21/19 12:00:00 午後,28.593,,
7412,10/21/19 12:00:00 午後,28.593,,
7413,10/21/19 12:00:00 午後,28.766,,
7414,10/21/19 12:00:00 午後,28.99,,
7415,10/21/19 12:00:00 午後,29.24,,
7416,10/21/19 12:00:00 午後,29.414,,
7417,10/21/19 12:00:00 午後,29.59,,
7418,10/21/19 12:00:00 午後,29.79,,
7419,10/21/19 12:00:00 午後,29.966,,
7420,10/21/19 12:00:00 午後,30.167,,
7421,10/21/19 12:00:00 午後,30.444,,
7422,10/21/19 12:00:00 午後,30.672,,
7423,10/21/19 12:00:00 午後,30.874,,
7424,10/21/19 12:00:00 午後,30.318,,
7425,10/21/19 12:00:00 午後,29.665,,
7426,10/21/19 12:00:00 午後,29.49,,
7427,10/21/19 12:00:00 午後,29.365,,
7428,10/21/19 12:00:00 午後,29.29,,
7429,10/21/19 12:00:00 午後,29.24,,
7430,10/21/19 12:00:00 午後,29.215,,
7431,10/21/19 12:00:00 午後,29.19,,
7432,10/21/19 12:00:00 午後,29.19,,
7433,10/21/19 12:00:00 午後,29.165,,
7434,10/21/19 12:00:00 午後,29.115,,
7435,10/21/19 12:00:00 午後,29.115,,
7436,10/21/19 12:00:00 午後,29.115,,
7437,10/21/19 12:00:00 午後,29.19,,
7438,10/21/19 12:00:00 午後,29.34,,
7439,10/21/19 12:00:00 午後,29.515,,
7440,10/21/19 12:00:00 午後,29.69,,
7441,10/21/19 12:00:00 午後,29.715,,
7442,10/21/19 12:00:00 午後,29.765,,
7443,10/21/19 12:00:00 午後,29.89,,
7444,10/21/19 12:00:00 午後,30.016,,
7445,10/21/19 12:00:00 午後,30.016,,
7446,10/21/19 12:00:00 午後,30.016,,
7447,10/21/19 12:00:00 午後,30.041,,
7448,10/21/19 12:00:00 午後,29.84,,
7449,10/21/19 12:00:00 午後,29.49,,
7450,10/21/19 12:00:00 午後,29.265,,
7451,10/21/19 12:00:00 午後,29.215,,
7452,10/21/19 12:00:00 午後,29.19,,
7453,10/21/19 12:00:00 午後,29.215,,
7454,10/21/19 12:00:00 午後,29.265,,
7455,10/21/19 12:00:00 午後,29.265,,
7456,10/21/19 12:00:00 午後,29.265,,
7457,10/21/19 12:00:00 午後,29.24,,
7458,10/21/19 12:00:00 午後,29.215,,
7459,10/21/19 12:00:00 午後,29.165,,
7460,10/21/19 12:00:00 午後,29.165,,
7461,10/21/19 12:00:00 午後,29.215,,
7462,10/21/19 12:00:00 午後,29.215,,
7463,10/21/19 12:00:00 午後,29.365,,
7464,10/21/19 12:00:00 午後,29.365,,
7465,10/21/19 12:00:00 午後,29.59,,
7466,10/21/19 12:00:00 午後,29.69,,
7467,10/21/19 12:00:00 午後,29.515,,
7468,10/21/19 12:00:00 午後,29.464,,
7469,10/21/19 12:00:00 午後,29.54,,
7470,10/21/19 12:00:00 午後,29.565,,
7471,10/21/19 12:00:00 午後,29.54,,
7472,10/21/19 12:00:00 午後,29.464,,
7473,10/21/19 12:00:00 午後,29.34,,
7474,10/21/19 12:00:00 午後,29.165,,
7475,10/21/19 12:00:00 午後,29.04,,
7476,10/21/19 12:00:00 午後,29.04,,
7477,10/21/19 12:00:00 午後,29.115,,
7478,10/21/19 12:00:00 午後,29.09,,
7479,10/21/19 12:00:00 午後,29.09,,
7480,10/21/19 12:00:00 午後,29.065,,
7481,10/21/19 12:00:00 午後,29.04,,
7482,10/21/19 12:00:00 午後,29.015,,
7483,10/21/19 12:00:00 午後,28.99,,
7484,10/21/19 12:00:00 午後,28.99,,
7485,10/21/19 12:00:00 午後,29.015,,
7486,10/21/19 12:00:00 午後,29.165,,
7487,10/21/19 12:00:00 午後,29.34,,
7488,10/21/19 12:00:00 午後,29.64,,
7489,10/21/19 12:00:00 午後,30.066,,
7490,10/21/19 12:00:00 午後,30.293,,
7491,10/21/19 12:00:00 午後,30.167,,
7492,10/21/19 12:00:00 午後,29.84,,
7493,10/21/19 12:00:00 午後,29.715,,
7494,10/21/19 12:00:00 午後,29.715,,
7495,10/21/19 12:00:00 午後,29.665,,
7496,10/21/19 12:00:00 午後,29.565,,
7497,10/21/19 12:00:00 午後,29.59,,
7498,10/21/19 12:00:00 午後,29.615,,
7499,10/21/19 12:00:00 午後,29.64,,
7500,10/21/19 12:00:00 午後,29.414,,
7501,10/21/19 12:00:00 午後,29.165,,
7502,10/21/19 12:00:00 午後,29.14,,
7503,10/21/19 12:00:00 午後,29.165,,
7504,10/21/19 12:00:00 午後,29.165,,
7505,10/21/19 12:00:00 午後,29.165,,
7506,10/21/19 12:00:00 午後,29.165,,
7507,10/21/19 12:00:00 午後,29.165,,
7508,10/21/19 12:00:00 午後,29.165,,
7509,10/21/19 12:00:00 午後,29.19,,
7510,10/21/19 12:00:00 午後,29.315,,
7511,10/21/19 12:00:00 午後,29.715,,
7512,10/21/19 12:00:00 午後,30.117,,
7513,10/21/19 12:00:00 午後,30.394,,
7514,10/21/19 12:00:00 午後,30.722,,
7515,10/21/19 12:00:00 午後,31.484,,
7516,10/21/19 12:00:00 午後,30.798,,
7517,10/21/19 12:00:00 午後,30.469,,
7518,10/21/19 12:00:00 午後,30.394,,
7519,10/21/19 12:00:00 午後,30.369,,
7520,10/21/19 12:00:00 午後,30.419,,
7521,10/21/19 12:00:00 午後,30.52,,
7522,10/21/19 12:00:00 午後,30.016,,
7523,10/21/19 12:00:00 午後,29.916,,
7524,10/21/19 12:00:00 午後,29.916,,
7525,10/21/19 12:00:00 午後,29.865,,
7526,10/21/19 12:00:00 午後,29.84,,
7527,10/21/19 12:00:00 午後,29.84,,
7528,10/21/19 12:00:00 午後,29.941,,
7529,10/21/19 12:00:00 午後,29.665,,
7530,10/21/19 12:00:00 午後,29.59,,
7531,10/21/19 12:00:00 午後,29.515,,
7532,10/21/19 12:00:00 午後,29.49,,
7533,10/21/19 12:00:00 午後,29.515,,
7534,10/21/19 12:00:00 午後,29.69,,
7535,10/21/19 12:00:00 午後,30.016,,
7536,10/21/19 12:00:00 午後,30.343,,
7537,10/21/19 12:00:00 午後,30.646,,
7538,10/21/19 12:00:00 午後,30.722,,
7539,10/21/19 12:00:00 午後,31.077,,
7540,10/21/19 12:00:00 午後,31.484,,
7541,10/21/19 12:00:00 午後,30.419,,
7542,10/21/19 12:00:00 午後,29.966,,
7543,10/21/19 12:00:00 午後,29.815,,
7544,10/21/19 12:00:00 午後,29.79,,
7545,10/21/19 12:00:00 午後,30.142,,
7546,10/21/19 12:00:00 午後,30.142,,
7547,10/21/19 12:00:00 午後,30.243,,
7548,10/21/19 12:00:00 午後,30.243,,
7549,10/21/19 12:00:00 午後,30.318,,
7550,10/21/19 12:00:00 午後,29.389,,
7551,10/21/19 12:00:00 午後,29.515,,
7552,10/21/19 12:00:00 午後,29.54,,
7553,10/21/19 12:00:00 午後,29.54,,
7554,10/21/19 12:00:00 午後,29.49,,
7555,10/21/19 12:00:00 午後,29.464,,
7556,10/21/19 12:00:00 午後,29.389,,
7557,10/21/19 12:00:00 午後,29.365,,
7558,10/21/19 12:00:00 午後,29.414,,
7559,10/21/19 12:00:00 午後,29.515,,
7560,10/21/19 12:00:00 午後,29.64,,
7561,10/21/19 12:00:00 午後,29.615,,
7562,10/21/19 12:00:00 午後,29.69,,
7563,10/21/19 12:00:00 午後,29.69,,
7564,10/21/19 12:00:00 午後,29.615,,
7565,10/21/19 12:00:00 午後,29.515,,
7566,10/21/19 12:00:00 午後,29.49,,
7567,10/21/19 12:00:00 午後,29.439,,
7568,10/21/19 12:00:00 午後,29.365,,
7569,10/21/19 12:00:00 午後,29.29,,
7570,10/21/19 12:00:00 午後,29.265,,
7571,10/21/19 12:00:00 午後,29.215,,
7572,10/21/19 12:00:00 午後,29.165,,
7573,10/21/19 12:00:00 午後,29.09,,
7574,10/21/19 12:00:00 午後,29.09,,
7575,10/21/19 12:00:00 午後,29.09,,
7576,10/21/19 12:00:00 午後,29.015,,
7577,10/21/19 12:00:00 午後,29.015,,
7578,10/21/19 12:00:00 午後,28.965,,
7579,10/21/19 12:00:00 午後,28.891,,
7580,10/21/19 12:00:00 午後,29.04,,
7581,10/21/19 12:00:00 午後,29.065,,
7582,10/21/19 12:00:00 午後,28.941,,
7583,10/21/19 12:00:00 午後,28.891,,
7584,10/21/19 12:00:00 午後,28.891,,
7585,10/21/19 12:00:00 午後,28.866,,
7586,10/21/19 12:00:00 午後,28.816,,
7587,10/21/19 12:00:00 午後,28.866,,
7588,10/21/19 12:00:00 午後,28.816,,
7589,10/21/19 12:00:00 午後,28.816,,
7590,10/21/19 12:00:00 午後,28.816,,
7591,10/21/19 12:00:00 午後,28.841,,
7592,10/21/19 12:00:00 午後,28.841,,
7593,10/21/19 12:00:00 午後,28.866,,
7594,10/21/19 12:00:00 午後,28.791,,
7595,10/21/19 12:00:00 午後,28.866,,
7596,10/21/19 12:00:00 午後,28.766,,
7597,10/21/19 12:00:00 午後,28.717,,
7598,10/21/19 12:00:00 午後,28.692,,
7599,10/21/19 12:00:00 午後,28.667,,
7600,10/21/19 12:00:00 午後,28.593,,
7601,10/21/19 12:00:00 午後,28.841,,
7602,10/21/19 12:00:00 午後,28.916,,
7603,10/21/19 12:00:00 午後,28.816,,
7604,10/21/19 12:00:00 午後,28.791,,
7605,10/21/19 12:00:00 午後,28.841,,
7606,10/21/19 12:00:00 午後,28.965,,
7607,10/21/19 12:00:00 午後,29.19,,
7608,10/21/19 12:00:00 午後,29.515,,
7609,10/21/19 12:00:00 午後,29.941,,
7610,10/21/19 12:00:00 午後,30.318,,
7611,10/21/19 12:00:00 午後,30.495,,
7612,10/21/19 12:00:00 午後,30.646,,
7613,10/21/19 12:00:00 午後,31.281,,
7614,10/21/19 12:00:00 午後,29.84,,
7615,10/21/19 12:00:00 午後,29.49,,
7616,10/21/19 12:00:00 午後,29.315,,
7617,10/21/19 12:00:00 午後,29.29,,
7618,10/21/19 12:00:00 午後,29.265,,
7619,10/21/19 12:00:00 午後,29.215,,
7620,10/21/19 12:00:00 午後,29.265,,
7621,10/21/19 12:00:00 午後,29.464,,
7622,10/21/19 12:00:00 午後,29.49,,
7623,10/21/19 12:00:00 午後,29.464,,
7624,10/21/19 12:00:00 午後,29.54,,
7625,10/21/19 12:00:00 午後,29.09,,
7626,10/21/19 12:00:00 午後,29.19,,
7627,10/21/19 12:00:00 午後,29.29,,
7628,10/21/19 12:00:00 午後,29.215,,
7629,10/21/19 12:00:00 午後,29.215,,
7630,10/21/19 12:00:00 午後,29.29,,
7631,10/21/19 12:00:00 午後,29.389,,
7632,10/21/19 12:00:00 午後,29.715,,
7633,10/21/19 12:00:00 午後,30.117,,
7634,10/21/19 12:00:00 午後,30.343,,
7635,10/21/19 12:00:00 午後,30.571,,
7636,10/21/19 12:00:00 午後,30.621,,
7637,10/21/19 12:00:00 午後,30.798,,
7638,10/21/19 12:00:00 午後,31.561,,
7639,10/21/19 12:00:00 午後,29.941,,
7640,10/21/19 12:00:00 午後,29.665,,
7641,10/21/19 12:00:00 午後,29.515,,
7642,10/21/19 12:00:00 午後,29.439,,
7643,10/21/19 12:00:00 午後,29.439,,
7644,10/21/19 12:00:00 午後,29.439,,
7645,10/21/19 12:00:00 午後,29.615,,
7646,10/21/19 12:00:00 午後,29.665,,
7647,10/21/19 12:00:00 午後,29.665,,
7648,10/21/19 12:00:00 午後,29.665,,
7649,10/21/19 12:00:00 午後,29.665,,
7650,10/21/19 12:00:00 午後,29.54,,
7651,10/21/19 12:00:00 午後,29.315,,
7652,10/21/19 12:00:00 午後,29.414,,
7653,10/21/19 12:00:00 午後,29.29,,
7654,10/21/19 12:00:00 午後,29.115,,
7655,10/21/19 12:00:00 午後,29.09,,
7656,10/21/19 12:00:00 午後,29.115,,
7657,10/21/19 12:00:00 午後,29.515,,
7658,10/21/19 12:00:00 午後,29.84,,
7659,10/21/19 12:00:00 午後,30.016,,
7660,10/21/19 12:00:00 午後,30.016,,
7661,10/21/19 12:00:00 午後,30.217,,
7662,10/21/19 12:00:00 午後,30.672,,
7663,10/21/19 12:00:00 午後,29.515,,
7664,10/21/19 12:00:00 午後,29.29,,
7665,10/21/19 12:00:00 午後,29.165,,
7666,10/21/19 12:00:00 午後,29.215,,
7667,10/21/19 12:00:00 午後,29.215,,
7668,10/21/19 12:00:00 午後,29.29,,
7669,10/21/19 12:00:00 午後,29.24,,
7670,10/21/19 12:00:00 午後,29.165,,
7671,10/21/19 12:00:00 午後,29.215,,
7672,10/21/19 12:00:00 午後,29.265,,
7673,10/21/19 12:00:00 午後,29.24,,
7674,10/21/19 12:00:00 午後,29.215,,
7675,10/21/19 12:00:00 午後,29.19,,
7676,10/21/19 12:00:00 午後,29.09,,
7677,10/21/19 12:00:00 午後,29.14,,
7678,10/21/19 12:00:00 午後,29.24,,
7679,10/21/19 12:00:00 午後,29.365,,
7680,10/21/19 12:00:00 午後,29.49,,
7681,10/21/19 12:00:00 午後,29.74,,
7682,10/21/19 12:00:00 午後,29.79,,
7683,10/21/19 12:00:00 午後,29.715,,
7684,10/21/19 12:00:00 午後,29.59,,
7685,10/21/19 12:00:00 午後,29.439,,
7686,10/21/19 12:00:00 午後,29.34,,
7687,10/21/19 12:00:00 午後,29.265,,
7688,10/21/19 12:00:00 午後,29.215,,
7689,10/21/19 12:00:00 午後,29.165,,
7690,10/21/19 12:00:00 午後,29.065,,
7691,10/21/19 12:00:00 午後,29.04,,
7692,10/21/19 12:00:00 午後,29.065,,
7693,10/21/19 12:00:00 午後,29.065,,
7694,10/21/19 12:00:00 午後,29.015,,
7695,10/21/19 12:00:00 午後,28.99,,
7696,10/21/19 12:00:00 午後,28.941,,
7697,10/21/19 12:00:00 午後,28.916,,
7698,10/21/19 12:00:00 午後,28.866,,
7699,10/21/19 12:00:00 午後,28.891,,
7700,10/21/19 12:00:00 午後,28.916,,
7701,10/21/19 12:00:00 午後,28.941,,
7702,10/21/19 12:00:00 午後,29.015,,
7703,10/21/19 12:00:00 午後,29.09,,
7704,10/21/19 12:00:00 午後,29.19,,
7705,10/21/19 12:00:00 午後,29.24,,
7706,10/21/19 12:00:00 午後,29.414,,
7707,10/21/19 12:00:00 午後,29.665,,
7708,10/21/19 12:00:00 午後,29.765,,
7709,10/21/19 12:00:00 午後,29.74,,
7710,10/21/19 12:00:00 午後,29.715,,
7711,10/21/19 12:00:00 午後,29.59,,
7712,10/21/19 12:00:00 午後,29.24,,
7713,10/21/19 12:00:00 午後,28.941,,
7714,10/21/19 12:00:00 午後,28.667,,
7715,10/21/19 12:00:00 午後,28.568,,
7716,10/21/19 12:00:00 午後,28.518,,
7717,10/21/19 12:00:00 午後,28.717,,
7718,10/21/19 12:00:00 午後,28.816,,
7719,10/21/19 12:00:00 午後,28.791,,
7720,10/21/19 12:00:00 午後,28.742,,
7721,10/21/19 12:00:00 午後,28.766,,
7722,10/21/19 12:00:00 午後,28.717,,
7723,10/21/19 12:00:00 午後,28.493,,
7724,10/21/19 12:00:00 午後,28.245,,
7725,10/21/19 12:00:00 午後,28.742,,
7726,10/21/19 12:00:00 午後,28.941,,
7727,10/21/19 12:00:00 午後,29.14,,
7728,10/21/19 12:00:00 午後,29.29,,
7729,10/21/19 12:00:00 午後,29.54,,
7730,10/21/19 12:00:00 午後,29.665,,
7731,10/21/19 12:00:00 午後,29.565,,
7732,10/21/19 12:00:00 午後,29.515,,
7733,10/21/19 12:00:00 午後,29.565,,
7734,10/21/19 12:00:00 午後,29.565,,
7735,10/21/19 12:00:00 午後,29.665,,
7736,10/21/19 12:00:00 午後,30.167,,
7737,10/21/19 12:00:00 午後,29.615,,
7738,10/21/19 12:00:00 午後,29.389,,
7739,10/21/19 12:00:00 午後,29.29,,
7740,10/21/19 12:00:00 午後,29.19,,
7741,10/21/19 12:00:00 午後,29.165,,
7742,10/21/19 12:00:00 午後,29.24,,
7743,10/21/19 12:00:00 午後,29.165,,
7744,10/21/19 12:00:00 午後,29.14,,
7745,10/21/19 12:00:00 午後,29.065,,
7746,10/21/19 12:00:00 午後,29.015,,
7747,10/21/19 12:00:00 午後,28.941,,
7748,10/21/19 12:00:00 午後,28.816,,
7749,10/21/19 12:00:00 午後,28.717,,
7750,10/21/19 12:00:00 午後,29.115,,
7751,10/21/19 12:00:00 午後,29.265,,
7752,10/21/19 12:00:00 午後,29.515,,
7753,10/21/19 12:00:00 午後,29.79,,
7754,10/21/19 12:00:00 午後,30.016,,
7755,10/21/19 12:00:00 午後,30.041,,
7756,10/21/19 12:00:00 午後,29.84,,
7757,10/21/19 12:00:00 午後,29.865,,
7758,10/21/19 12:00:00 午後,30.016,,
7759,10/21/19 12:00:00 午後,30.495,,
7760,10/21/19 12:00:00 午後,29.815,,
7761,10/21/19 12:00:00 午後,29.565,,
7762,10/21/19 12:00:00 午後,29.439,,
7763,10/21/19 12:00:00 午後,29.389,,
7764,10/21/19 12:00:00 午後,29.315,,
7765,10/21/19 12:00:00 午後,29.29,,
7766,10/21/19 12:00:00 午後,29.365,,
7767,10/21/19 12:00:00 午後,29.389,,
7768,10/21/19 12:00:00 午後,29.389,,
7769,10/21/19 12:00:00 午後,29.389,,
7770,10/21/19 12:00:00 午後,29.34,,
7771,10/21/19 12:00:00 午後,29.315,,
7772,10/21/19 12:00:00 午後,29.265,,
7773,10/21/19 12:00:00 午後,29.265,,
7774,10/21/19 12:00:00 午後,29.24,,
7775,10/21/19 12:00:00 午後,29.615,,
7776,10/21/19 12:00:00 午後,29.865,,
7777,10/21/19 12:00:00 午後,30.142,,
7778,10/21/19 12:00:00 午後,30.369,,
7779,10/21/19 12:00:00 午後,30.469,,
7780,10/21/19 12:00:00 午後,30.672,,
7781,10/21/19 12:00:00 午後,30.672,,
7782,10/21/19 12:00:00 午後,30.419,,
7783,10/21/19 12:00:00 午後,30.142,,
7784,10/21/19 12:00:00 午後,30.091,,
7785,10/21/19 12:00:00 午後,30.268,,
7786,10/21/19 12:00:00 午後,30.217,,
7787,10/21/19 12:00:00 午後,30.495,,
7788,10/21/19 12:00:00 午後,30.243,,
7789,10/21/19 12:00:00 午後,30.041,,
7790,10/21/19 12:00:00 午後,29.991,,
7791,10/21/19 12:00:00 午後,29.815,,
7792,10/21/19 12:00:00 午後,29.715,,
7793,10/21/19 12:00:00 午後,29.69,,
7794,10/21/19 12:00:00 午後,29.69,,
7795,10/21/19 12:00:00 午後,29.615,,
7796,10/21/19 12:00:00 午後,29.59,,
7797,10/21/19 12:00:00 午後,29.64,,
7798,10/21/19 12:00:00 午後,29.765,,
