プロット タイトル: site21_spot011_2024,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20291294, SEN S/N: 20291294, LBL: ℃)",カプラー取り外し (LGR S/N: 20291294),カプラー取り付け (LGR S/N: 20291294),ホスト接続 (LGR S/N: 20291294),停止済み (LGR S/N: 20291294),ファイルの終わり (LGR S/N: 20291294)
6328,09/11/24 02:00:00 午前,29.165,,,,,
6329,09/11/24 03:00:00 午前,29.19,,,,,
6330,09/11/24 04:00:00 午前,28.965,,,,,
6331,09/11/24 05:00:00 午前,28.841,,,,,
6332,09/11/24 06:00:00 午前,28.841,,,,,
6333,09/11/24 07:00:00 午前,28.841,,,,,
6334,09/11/24 08:00:00 午前,28.841,,,,,
6335,09/11/24 09:00:00 午前,28.941,,,,,
6336,09/11/24 10:00:00 午前,29.14,,,,,
6337,09/11/24 11:00:00 午前,29.24,,,,,
6338,09/11/24 12:00:00 午後,29.365,,,,,
6339,09/11/24 01:00:00 午後,29.49,,,,,
6340,09/11/24 02:00:00 午後,29.464,,,,,
6341,09/11/24 03:00:00 午後,29.565,,,,,
6342,09/11/24 04:00:00 午後,29.74,,,,,
6343,09/11/24 05:00:00 午後,29.765,,,,,
6344,09/11/24 06:00:00 午後,29.715,,,,,
6345,09/11/24 07:00:00 午後,29.665,,,,,
6346,09/11/24 08:00:00 午後,29.765,,,,,
6347,09/11/24 09:00:00 午後,29.665,,,,,
6348,09/11/24 10:00:00 午後,29.715,,,,,
6349,09/11/24 11:00:00 午後,29.665,,,,,
6350,09/12/24 12:00:00 午前,29.59,,,,,
6351,09/12/24 01:00:00 午前,29.439,,,,,
6352,09/12/24 02:00:00 午前,29.464,,,,,
6353,09/12/24 03:00:00 午前,29.365,,,,,
6354,09/12/24 04:00:00 午前,29.414,,,,,
6355,09/12/24 05:00:00 午前,29.24,,,,,
6356,09/12/24 06:00:00 午前,29.165,,,,,
6357,09/12/24 07:00:00 午前,29.165,,,,,
6358,09/12/24 08:00:00 午前,29.24,,,,,
6359,09/12/24 09:00:00 午前,29.265,,,,,
6360,09/12/24 10:00:00 午前,29.34,,,,,
6361,09/12/24 11:00:00 午前,29.439,,,,,
6362,09/12/24 12:00:00 午後,29.59,,,,,
6363,09/12/24 01:00:00 午後,29.74,,,,,
6364,09/12/24 02:00:00 午後,30.066,,,,,
6365,09/12/24 03:00:00 午後,30.016,,,,,
6366,09/12/24 04:00:00 午後,30.343,,,,,
6367,09/12/24 05:00:00 午後,30.091,,,,,
6368,09/12/24 06:00:00 午後,30.394,,,,,
6369,09/12/24 07:00:00 午後,30.041,,,,,
6370,09/12/24 08:00:00 午後,29.79,,,,,
6371,09/12/24 09:00:00 午後,29.89,,,,,
6372,09/12/24 10:00:00 午後,30.142,,,,,
6373,09/12/24 11:00:00 午後,30.041,,,,,
6374,09/13/24 12:00:00 午前,29.464,,,,,
6375,09/13/24 01:00:00 午前,29.615,,,,,
6376,09/13/24 02:00:00 午前,29.515,,,,,
6377,09/13/24 03:00:00 午前,29.565,,,,,
6378,09/13/24 04:00:00 午前,29.69,,,,,
6379,09/13/24 05:00:00 午前,29.315,,,,,
6380,09/13/24 06:00:00 午前,29.315,,,,,
6381,09/13/24 07:00:00 午前,29.19,,,,,
6382,09/13/24 08:00:00 午前,29.19,,,,,
6383,09/13/24 09:00:00 午前,29.365,,,,,
6384,09/13/24 10:00:00 午前,28.766,,,,,
6385,09/13/24 11:00:00 午前,29.09,,,,,
6386,09/13/24 12:00:00 午後,29.515,,,,,
6387,09/13/24 01:00:00 午後,29.065,,,,,
6388,09/13/24 02:00:00 午後,29.74,,,,,
6389,09/13/24 03:00:00 午後,29.916,,,,,
6390,09/13/24 04:00:00 午後,29.115,,,,,
6391,09/13/24 05:00:00 午後,29.84,,,,,
6392,09/13/24 06:00:00 午後,29.29,,,,,
6393,09/13/24 07:00:00 午後,29.59,,,,,
6394,09/13/24 08:00:00 午後,29.464,,,,,
6395,09/13/24 09:00:00 午後,29.265,,,,,
6396,09/13/24 10:00:00 午後,29.14,,,,,
6397,09/13/24 11:00:00 午後,29.315,,,,,
6398,09/14/24 12:00:00 午前,29.215,,,,,
6399,09/14/24 01:00:00 午前,29.265,,,,,
6400,09/14/24 02:00:00 午前,29.265,,,,,
6401,09/14/24 03:00:00 午前,29.14,,,,,
6402,09/14/24 04:00:00 午前,29.115,,,,,
6403,09/14/24 05:00:00 午前,29.09,,,,,
6404,09/14/24 06:00:00 午前,29.015,,,,,
6405,09/14/24 07:00:00 午前,28.99,,,,,
6406,09/14/24 08:00:00 午前,28.99,,,,,
6407,09/14/24 09:00:00 午前,29.04,,,,,
6408,09/14/24 10:00:00 午前,29.115,,,,,
6409,09/14/24 11:00:00 午前,29.215,,,,,
6410,09/14/24 12:00:00 午後,29.365,,,,,
6411,09/14/24 01:00:00 午後,29.439,,,,,
6412,09/14/24 02:00:00 午後,29.49,,,,,
6413,09/14/24 03:00:00 午後,29.565,,,,,
6414,09/14/24 04:00:00 午後,29.715,,,,,
6415,09/14/24 05:00:00 午後,29.765,,,,,
6416,09/14/24 06:00:00 午後,29.79,,,,,
6417,09/14/24 07:00:00 午後,29.665,,,,,
6418,09/14/24 08:00:00 午後,29.69,,,,,
6419,09/14/24 09:00:00 午後,29.665,,,,,
6420,09/14/24 10:00:00 午後,29.565,,,,,
6421,09/14/24 11:00:00 午後,29.515,,,,,
6422,09/15/24 12:00:00 午前,29.414,,,,,
6423,09/15/24 01:00:00 午前,29.414,,,,,
6424,09/15/24 02:00:00 午前,29.389,,,,,
6425,09/15/24 03:00:00 午前,29.389,,,,,
6426,09/15/24 04:00:00 午前,29.315,,,,,
6427,09/15/24 05:00:00 午前,29.265,,,,,
6428,09/15/24 06:00:00 午前,29.265,,,,,
6429,09/15/24 07:00:00 午前,29.24,,,,,
6430,09/15/24 08:00:00 午前,29.265,,,,,
6431,09/15/24 09:00:00 午前,29.315,,,,,
6432,09/15/24 10:00:00 午前,29.414,,,,,
6433,09/15/24 11:00:00 午前,29.54,,,,,
6434,09/15/24 12:00:00 午後,29.665,,,,,
6435,09/15/24 01:00:00 午後,29.715,,,,,
6436,09/15/24 02:00:00 午後,29.74,,,,,
6437,09/15/24 03:00:00 午後,29.765,,,,,
6438,09/15/24 04:00:00 午後,29.765,,,,,
6439,09/15/24 05:00:00 午後,29.74,,,,,
6440,09/15/24 06:00:00 午後,29.765,,,,,
6441,09/15/24 07:00:00 午後,29.715,,,,,
6442,09/15/24 08:00:00 午後,29.665,,,,,
6443,09/15/24 09:00:00 午後,29.565,,,,,
6444,09/15/24 10:00:00 午後,29.54,,,,,
6445,09/15/24 11:00:00 午後,29.49,,,,,
6446,09/16/24 12:00:00 午前,29.439,,,,,
6447,09/16/24 01:00:00 午前,29.389,,,,,
6448,09/16/24 02:00:00 午前,29.365,,,,,
6449,09/16/24 03:00:00 午前,29.34,,,,,
6450,09/16/24 04:00:00 午前,29.34,,,,,
6451,09/16/24 05:00:00 午前,29.24,,,,,
6452,09/16/24 06:00:00 午前,29.19,,,,,
6453,09/16/24 07:00:00 午前,29.215,,,,,
6454,09/16/24 08:00:00 午前,29.215,,,,,
6455,09/16/24 09:00:00 午前,29.34,,,,,
6456,09/16/24 10:00:00 午前,29.464,,,,,
6457,09/16/24 11:00:00 午前,29.715,,,,,
6458,09/16/24 12:00:00 午後,29.916,,,,,
6459,09/16/24 01:00:00 午後,30.041,,,,,
6460,09/16/24 02:00:00 午後,30.117,,,,,
6461,09/16/24 03:00:00 午後,30.243,,,,,
6462,09/16/24 04:00:00 午後,30.142,,,,,
6463,09/16/24 05:00:00 午後,30.217,,,,,
6464,09/16/24 06:00:00 午後,30.016,,,,,
6465,09/16/24 07:00:00 午後,30.016,,,,,
6466,09/16/24 08:00:00 午後,30.117,,,,,
6467,09/16/24 09:00:00 午後,30.066,,,,,
6468,09/16/24 10:00:00 午後,29.966,,,,,
6469,09/16/24 11:00:00 午後,29.941,,,,,
6470,09/17/24 12:00:00 午前,29.89,,,,,
6471,09/17/24 01:00:00 午前,29.74,,,,,
6472,09/17/24 02:00:00 午前,29.615,,,,,
6473,09/17/24 03:00:00 午前,29.615,,,,,
6474,09/17/24 04:00:00 午前,29.49,,,,,
6475,09/17/24 05:00:00 午前,29.515,,,,,
6476,09/17/24 06:00:00 午前,29.464,,,,,
6477,09/17/24 07:00:00 午前,29.439,,,,,
6478,09/17/24 08:00:00 午前,29.439,,,,,
6479,09/17/24 09:00:00 午前,29.515,,,,,
6480,09/17/24 10:00:00 午前,29.615,,,,,
6481,09/17/24 11:00:00 午前,29.74,,,,,
6482,09/17/24 12:00:00 午後,29.815,,,,,
6483,09/17/24 01:00:00 午後,29.966,,,,,
6484,09/17/24 02:00:00 午後,30.041,,,,,
6485,09/17/24 03:00:00 午後,30.117,,,,,
6486,09/17/24 04:00:00 午後,30.117,,,,,
6487,09/17/24 05:00:00 午後,30.041,,,,,
6488,09/17/24 06:00:00 午後,29.74,,,,,
6489,09/17/24 07:00:00 午後,29.966,,,,,
6490,09/17/24 08:00:00 午後,29.916,,,,,
6491,09/17/24 09:00:00 午後,29.916,,,,,
6492,09/17/24 10:00:00 午後,29.865,,,,,
6493,09/17/24 11:00:00 午後,29.765,,,,,
6494,09/18/24 12:00:00 午前,29.69,,,,,
6495,09/18/24 01:00:00 午前,29.59,,,,,
6496,09/18/24 02:00:00 午前,29.565,,,,,
6497,09/18/24 03:00:00 午前,29.49,,,,,
6498,09/18/24 04:00:00 午前,29.414,,,,,
6499,09/18/24 05:00:00 午前,29.389,,,,,
6500,09/18/24 06:00:00 午前,29.365,,,,,
6501,09/18/24 07:00:00 午前,29.315,,,,,
6502,09/18/24 08:00:00 午前,29.34,,,,,
6503,09/18/24 09:00:00 午前,29.414,,,,,
6504,09/18/24 10:00:00 午前,29.439,,,,,
6505,09/18/24 11:00:00 午前,29.54,,,,,
6506,09/18/24 12:00:00 午後,29.665,,,,,
6507,09/18/24 01:00:00 午後,29.615,,,,,
6508,09/18/24 02:00:00 午後,29.54,,,,,
6509,09/18/24 03:00:00 午後,29.565,,,,,
6510,09/18/24 04:00:00 午後,29.515,,,,,
6511,09/18/24 05:00:00 午後,29.515,,,,,
6512,09/18/24 06:00:00 午後,29.615,,,,,
6513,09/18/24 07:00:00 午後,29.665,,,,,
6514,09/18/24 08:00:00 午後,29.715,,,,,
6515,09/18/24 09:00:00 午後,29.765,,,,,
6516,09/18/24 10:00:00 午後,29.715,,,,,
6517,09/18/24 11:00:00 午後,29.69,,,,,
6518,09/19/24 12:00:00 午前,29.615,,,,,
6519,09/19/24 01:00:00 午前,29.54,,,,,
6520,09/19/24 02:00:00 午前,29.414,,,,,
6521,09/19/24 03:00:00 午前,29.414,,,,,
6522,09/19/24 04:00:00 午前,29.389,,,,,
6523,09/19/24 05:00:00 午前,29.414,,,,,
6524,09/19/24 06:00:00 午前,29.389,,,,,
6525,09/19/24 07:00:00 午前,29.389,,,,,
6526,09/19/24 08:00:00 午前,29.414,,,,,
6527,09/19/24 09:00:00 午前,29.414,,,,,
6528,09/19/24 10:00:00 午前,29.515,,,,,
6529,09/19/24 11:00:00 午前,29.665,,,,,
6530,09/19/24 12:00:00 午後,29.74,,,,,
6531,09/19/24 01:00:00 午後,29.74,,,,,
6532,09/19/24 02:00:00 午後,29.74,,,,,
6533,09/19/24 03:00:00 午後,29.815,,,,,
6534,09/19/24 04:00:00 午後,29.865,,,,,
6535,09/19/24 05:00:00 午後,29.84,,,,,
6536,09/19/24 06:00:00 午後,29.89,,,,,
6537,09/19/24 07:00:00 午後,29.815,,,,,
6538,09/19/24 08:00:00 午後,29.14,,,,,
6539,09/19/24 09:00:00 午後,29.565,,,,,
6540,09/19/24 10:00:00 午後,29.34,,,,,
6541,09/19/24 11:00:00 午後,29.215,,,,,
6542,09/20/24 12:00:00 午前,29.14,,,,,
6543,09/20/24 01:00:00 午前,29.04,,,,,
6544,09/20/24 02:00:00 午前,28.965,,,,,
6545,09/20/24 03:00:00 午前,29.065,,,,,
6546,09/20/24 04:00:00 午前,29.065,,,,,
6547,09/20/24 05:00:00 午前,29.015,,,,,
6548,09/20/24 06:00:00 午前,29.04,,,,,
6549,09/20/24 07:00:00 午前,29.015,,,,,
6550,09/20/24 08:00:00 午前,28.965,,,,,
6551,09/20/24 09:00:00 午前,29.09,,,,,
6552,09/20/24 10:00:00 午前,29.14,,,,,
6553,09/20/24 11:00:00 午前,29.24,,,,,
6554,09/20/24 12:00:00 午後,29.34,,,,,
6555,09/20/24 01:00:00 午後,29.365,,,,,
6556,09/20/24 02:00:00 午後,29.54,,,,,
6557,09/20/24 03:00:00 午後,29.34,,,,,
6558,09/20/24 04:00:00 午後,29.265,,,,,
6559,09/20/24 05:00:00 午後,29.315,,,,,
6560,09/20/24 06:00:00 午後,29.29,,,,,
6561,09/20/24 07:00:00 午後,29.24,,,,,
6562,09/20/24 08:00:00 午後,28.816,,,,,
6563,09/20/24 09:00:00 午後,29.015,,,,,
6564,09/20/24 10:00:00 午後,29.165,,,,,
6565,09/20/24 11:00:00 午後,29.065,,,,,
6566,09/21/24 12:00:00 午前,28.866,,,,,
6567,09/21/24 01:00:00 午前,28.816,,,,,
6568,09/21/24 02:00:00 午前,28.642,,,,,
6569,09/21/24 03:00:00 午前,28.345,,,,,
6570,09/21/24 04:00:00 午前,28.543,,,,,
6571,09/21/24 05:00:00 午前,28.468,,,,,
6572,09/21/24 06:00:00 午前,28.444,,,,,
6573,09/21/24 07:00:00 午前,28.419,,,,,
6574,09/21/24 08:00:00 午前,28.369,,,,,
6575,09/21/24 09:00:00 午前,28.27,,,,,
6576,09/21/24 10:00:00 午前,28.369,,,,,
6577,09/21/24 11:00:00 午前,28.419,,,,,
6578,09/21/24 12:00:00 午後,28.468,,,,,
6579,09/21/24 01:00:00 午後,28.097,,,,,
6580,09/21/24 02:00:00 午後,27.85,,,,,
6581,09/21/24 03:00:00 午後,28.122,,,,,
6582,09/21/24 04:00:00 午後,28.122,,,,,
6583,09/21/24 05:00:00 午後,28.023,,,,,
6584,09/21/24 06:00:00 午後,27.85,,,,,
6585,09/21/24 07:00:00 午後,27.924,,,,,
6586,09/21/24 08:00:00 午後,27.949,,,,,
6587,09/21/24 09:00:00 午後,27.924,,,,,
6588,09/21/24 10:00:00 午後,28.122,,,,,
6589,09/21/24 11:00:00 午後,28.196,,,,,
6590,09/22/24 12:00:00 午前,28.295,,,,,
6591,09/22/24 01:00:00 午前,28.171,,,,,
6592,09/22/24 02:00:00 午前,27.924,,,,,
6593,09/22/24 03:00:00 午前,27.727,,,,,
6594,09/22/24 04:00:00 午前,27.554,,,,,
6595,09/22/24 05:00:00 午前,27.628,,,,,
6596,09/22/24 06:00:00 午前,27.604,,,,,
6597,09/22/24 07:00:00 午前,27.481,,,,,
6598,09/22/24 08:00:00 午前,27.112,,,,,
6599,09/22/24 09:00:00 午前,26.94,,,,,
6600,09/22/24 10:00:00 午前,26.94,,,,,
6601,09/22/24 11:00:00 午前,26.965,,,,,
6602,09/22/24 12:00:00 午後,26.989,,,,,
6603,09/22/24 01:00:00 午後,26.891,,,,,
6604,09/22/24 02:00:00 午後,26.916,,,,,
6605,09/22/24 03:00:00 午後,26.793,,,,,
6606,09/22/24 04:00:00 午後,26.695,,,,,
6607,09/22/24 05:00:00 午後,26.671,,,,,
6608,09/22/24 06:00:00 午後,26.622,,,,,
6609,09/22/24 07:00:00 午後,26.5,,,,,
6610,09/22/24 08:00:00 午後,26.451,,,,,
6611,09/22/24 09:00:00 午後,26.744,,,,,
6612,09/22/24 10:00:00 午後,27.259,,,,,
6613,09/22/24 11:00:00 午後,26.867,,,,,
6614,09/23/24 12:00:00 午前,26.744,,,,,
6615,09/23/24 01:00:00 午前,26.891,,,,,
6616,09/23/24 02:00:00 午前,26.646,,,,,
6617,09/23/24 03:00:00 午前,26.769,,,,,
6618,09/23/24 04:00:00 午前,26.012,,,,,
6619,09/23/24 05:00:00 午前,26.402,,,,,
6620,09/23/24 06:00:00 午前,26.109,,,,,
6621,09/23/24 07:00:00 午前,25.914,,,,,
6622,09/23/24 08:00:00 午前,26.036,,,,,
6623,09/23/24 09:00:00 午前,25.914,,,,,
6624,09/23/24 10:00:00 午前,25.89,,,,,
6625,09/23/24 11:00:00 午前,24.702,,,,,
6626,09/23/24 12:00:00 午後,25.428,,,,,
6627,09/23/24 01:00:00 午後,26.036,,,,,
6628,09/23/24 02:00:00 午後,25.987,,,,,
6629,09/23/24 03:00:00 午後,26.231,,,,,
6630,09/23/24 04:00:00 午後,26.451,,,,,
6631,09/23/24 05:00:00 午後,26.256,,,,,
6632,09/23/24 06:00:00 午後,26.304,,,,,
6633,09/23/24 07:00:00 午後,26.304,,,,,
6634,09/23/24 08:00:00 午後,26.28,,,,,
6635,09/23/24 09:00:00 午後,26.231,,,,,
6636,09/23/24 10:00:00 午後,26.085,,,,,
6637,09/23/24 11:00:00 午後,26.109,,,,,
6638,09/24/24 12:00:00 午前,26.061,,,,,
6639,09/24/24 01:00:00 午前,26.012,,,,,
6640,09/24/24 02:00:00 午前,25.987,,,,,
6641,09/24/24 03:00:00 午前,25.866,,,,,
6642,09/24/24 04:00:00 午前,25.744,,,,,
6643,09/24/24 05:00:00 午前,25.744,,,,,
6644,09/24/24 06:00:00 午前,25.671,,,,,
6645,09/24/24 07:00:00 午前,25.55,,,,,
6646,09/24/24 08:00:00 午前,25.453,,,,,
6647,09/24/24 09:00:00 午前,25.283,,,,,
6648,09/24/24 10:00:00 午前,25.186,,,,,
6649,09/24/24 11:00:00 午前,25.186,,,,,
6650,09/24/24 12:00:00 午後,25.404,,,,,
6651,09/24/24 01:00:00 午後,25.453,,,,,
6652,09/24/24 02:00:00 午後,25.574,,,,,
6653,09/24/24 03:00:00 午後,25.428,,,,,
6654,09/24/24 04:00:00 午後,25.283,,,,,
6655,09/24/24 05:00:00 午後,24.895,,,,,
6656,09/24/24 06:00:00 午後,25.016,,,,,
6657,09/24/24 07:00:00 午後,25.065,,,,,
6658,09/24/24 08:00:00 午後,24.919,,,,,
6659,09/24/24 09:00:00 午後,24.871,,,,,
6660,09/24/24 10:00:00 午後,24.847,,,,,
6661,09/24/24 11:00:00 午後,24.195,,,,,
6662,09/25/24 12:00:00 午前,24.074,,,,,
6663,09/25/24 01:00:00 午前,24.581,,,,,
6664,09/25/24 02:00:00 午前,24.508,,,,,
6665,09/25/24 03:00:00 午前,24.363,,,,,
6666,09/25/24 04:00:00 午前,24.267,,,,,
6667,09/25/24 05:00:00 午前,24.267,,,,,
6668,09/25/24 06:00:00 午前,24.219,,,,,
6669,09/25/24 07:00:00 午前,24.171,,,,,
6670,09/25/24 08:00:00 午前,24.219,,,,,
6671,09/25/24 09:00:00 午前,24.219,,,,,
6672,09/25/24 10:00:00 午前,24.243,,,,,
6673,09/25/24 11:00:00 午前,24.243,,,,,
6674,09/25/24 12:00:00 午後,24.315,,,,,
6675,09/25/24 01:00:00 午後,24.267,,,,,
6676,09/25/24 02:00:00 午後,24.508,,,,,
6677,09/25/24 03:00:00 午後,24.557,,,,,
6678,09/25/24 04:00:00 午後,24.581,,,,,
6679,09/25/24 05:00:00 午後,24.581,,,,,
6680,09/25/24 06:00:00 午後,24.677,,,,,
6681,09/25/24 07:00:00 午後,24.726,,,,,
6682,09/25/24 08:00:00 午後,24.823,,,,,
6683,09/25/24 09:00:00 午後,24.847,,,,,
6684,09/25/24 10:00:00 午後,24.677,,,,,
6685,09/25/24 11:00:00 午後,24.871,,,,,
6686,09/26/24 12:00:00 午前,24.992,,,,,
6687,09/26/24 01:00:00 午前,25.21,,,,,
6688,09/26/24 02:00:00 午前,25.428,,,,,
6689,09/26/24 03:00:00 午前,25.72,,,,,
6690,09/26/24 04:00:00 午前,25.793,,,,,
6691,09/26/24 05:00:00 午前,25.72,,,,,
6692,09/26/24 06:00:00 午前,25.647,,,,,
6693,09/26/24 07:00:00 午前,25.647,,,,,
6694,09/26/24 08:00:00 午前,25.695,,,,,
6695,09/26/24 09:00:00 午前,25.744,,,,,
6696,09/26/24 10:00:00 午前,25.817,,,,,
6697,09/26/24 11:00:00 午前,25.987,,,,,
6698,09/26/24 12:00:00 午後,26.061,,,,,
6699,09/26/24 01:00:00 午後,26.134,,,,,
6700,09/26/24 02:00:00 午後,26.426,,,,,
6701,09/26/24 03:00:00 午後,26.426,,,,,
6702,09/26/24 04:00:00 午後,26.402,,,,,
6703,09/26/24 05:00:00 午後,26.329,,,,,
6704,09/26/24 06:00:00 午後,26.304,,,,,
6705,09/26/24 07:00:00 午後,26.28,,,,,
6706,09/26/24 08:00:00 午後,26.256,,,,,
6707,09/26/24 09:00:00 午後,26.207,,,,,
6708,09/26/24 10:00:00 午後,26.158,,,,,
6709,09/26/24 11:00:00 午後,26.085,,,,,
6710,09/27/24 12:00:00 午前,26.109,,,,,
6711,09/27/24 01:00:00 午前,26.134,,,,,
6712,09/27/24 02:00:00 午前,26.158,,,,,
6713,09/27/24 03:00:00 午前,26.134,,,,,
6714,09/27/24 04:00:00 午前,26.109,,,,,
6715,09/27/24 05:00:00 午前,26.109,,,,,
6716,09/27/24 06:00:00 午前,26.061,,,,,
6717,09/27/24 07:00:00 午前,26.061,,,,,
6718,09/27/24 08:00:00 午前,26.036,,,,,
6719,09/27/24 09:00:00 午前,26.012,,,,,
6720,09/27/24 10:00:00 午前,26.109,,,,,
6721,09/27/24 11:00:00 午前,26.231,,,,,
6722,09/27/24 12:00:00 午後,26.28,,,,,
6723,09/27/24 01:00:00 午後,26.378,,,,,
6724,09/27/24 02:00:00 午後,26.256,,,,,
6725,09/27/24 03:00:00 午後,26.451,,,,,
6726,09/27/24 04:00:00 午後,26.549,,,,,
6727,09/27/24 05:00:00 午後,26.451,,,,,
6728,09/27/24 06:00:00 午後,26.5,,,,,
6729,09/27/24 07:00:00 午後,26.524,,,,,
6730,09/27/24 08:00:00 午後,26.475,,,,,
6731,09/27/24 09:00:00 午後,26.451,,,,,
6732,09/27/24 10:00:00 午後,26.451,,,,,
6733,09/27/24 11:00:00 午後,26.475,,,,,
6734,09/28/24 12:00:00 午前,26.5,,,,,
6735,09/28/24 01:00:00 午前,26.378,,,,,
6736,09/28/24 02:00:00 午前,26.402,,,,,
6737,09/28/24 03:00:00 午前,26.378,,,,,
6738,09/28/24 04:00:00 午前,26.329,,,,,
6739,09/28/24 05:00:00 午前,26.28,,,,,
6740,09/28/24 06:00:00 午前,26.256,,,,,
6741,09/28/24 07:00:00 午前,26.207,,,,,
6742,09/28/24 08:00:00 午前,26.256,,,,,
6743,09/28/24 09:00:00 午前,26.256,,,,,
6744,09/28/24 10:00:00 午前,26.353,,,,,
6745,09/28/24 11:00:00 午前,26.378,,,,,
6746,09/28/24 12:00:00 午後,26.451,,,,,
6747,09/28/24 01:00:00 午後,26.549,,,,,
6748,09/28/24 02:00:00 午後,26.646,,,,,
6749,09/28/24 03:00:00 午後,26.622,,,,,
6750,09/28/24 04:00:00 午後,26.622,,,,,
6751,09/28/24 05:00:00 午後,26.622,,,,,
6752,09/28/24 06:00:00 午後,26.598,,,,,
6753,09/28/24 07:00:00 午後,26.622,,,,,
6754,09/28/24 08:00:00 午後,26.598,,,,,
6755,09/28/24 09:00:00 午後,26.598,,,,,
6756,09/28/24 10:00:00 午後,26.598,,,,,
6757,09/28/24 11:00:00 午後,26.524,,,,,
6758,09/29/24 12:00:00 午前,26.573,,,,,
6759,09/29/24 01:00:00 午前,26.573,,,,,
6760,09/29/24 02:00:00 午前,26.598,,,,,
6761,09/29/24 03:00:00 午前,26.573,,,,,
6762,09/29/24 04:00:00 午前,26.598,,,,,
6763,09/29/24 05:00:00 午前,26.549,,,,,
6764,09/29/24 06:00:00 午前,26.549,,,,,
6765,09/29/24 07:00:00 午前,26.549,,,,,
6766,09/29/24 08:00:00 午前,26.549,,,,,
6767,09/29/24 09:00:00 午前,26.524,,,,,
6768,09/29/24 10:00:00 午前,26.426,,,,,
6769,09/29/24 11:00:00 午前,26.353,,,,,
6770,09/29/24 12:00:00 午後,26.475,,,,,
6771,09/29/24 01:00:00 午後,26.671,,,,,
6772,09/29/24 02:00:00 午後,26.769,,,,,
6773,09/29/24 03:00:00 午後,26.744,,,,,
6774,09/29/24 04:00:00 午後,26.793,,,,,
6775,09/29/24 05:00:00 午後,26.744,,,,,
6776,09/29/24 06:00:00 午後,26.646,,,,,
6777,09/29/24 07:00:00 午後,26.549,,,,,
6778,09/29/24 08:00:00 午後,26.524,,,,,
6779,09/29/24 09:00:00 午後,26.549,,,,,
6780,09/29/24 10:00:00 午後,26.598,,,,,
6781,09/29/24 11:00:00 午後,26.622,,,,,
6782,09/30/24 12:00:00 午前,26.646,,,,,
6783,09/30/24 01:00:00 午前,26.646,,,,,
6784,09/30/24 02:00:00 午前,26.671,,,,,
6785,09/30/24 03:00:00 午前,26.695,,,,,
6786,09/30/24 04:00:00 午前,26.72,,,,,
6787,09/30/24 05:00:00 午前,26.744,,,,,
6788,09/30/24 06:00:00 午前,26.744,,,,,
6789,09/30/24 07:00:00 午前,26.72,,,,,
6790,09/30/24 08:00:00 午前,26.671,,,,,
6791,09/30/24 09:00:00 午前,26.72,,,,,
6792,09/30/24 10:00:00 午前,26.769,,,,,
6793,09/30/24 11:00:00 午前,26.793,,,,,
6794,09/30/24 12:00:00 午後,26.769,,,,,
6795,09/30/24 01:00:00 午後,26.671,,,,,
6796,09/30/24 02:00:00 午後,26.867,,,,,
6797,09/30/24 03:00:00 午後,26.891,,,,,
6798,09/30/24 04:00:00 午後,26.891,,,,,
6799,09/30/24 05:00:00 午後,26.891,,,,,
6800,09/30/24 06:00:00 午後,26.891,,,,,
6801,09/30/24 07:00:00 午後,26.94,,,,,
6802,09/30/24 08:00:00 午後,26.916,,,,,
6803,09/30/24 09:00:00 午後,26.793,,,,,
6804,09/30/24 10:00:00 午後,26.769,,,,,
6805,09/30/24 11:00:00 午後,26.818,,,,,
6806,10/01/24 12:00:00 午前,26.842,,,,,
6807,10/01/24 01:00:00 午前,26.867,,,,,
6808,10/01/24 02:00:00 午前,26.867,,,,,
6809,10/01/24 03:00:00 午前,26.867,,,,,
6810,10/01/24 04:00:00 午前,26.842,,,,,
6811,10/01/24 05:00:00 午前,26.867,,,,,
6812,10/01/24 06:00:00 午前,26.842,,,,,
6813,10/01/24 07:00:00 午前,26.842,,,,,
6814,10/01/24 08:00:00 午前,26.867,,,,,
6815,10/01/24 09:00:00 午前,26.842,,,,,
6816,10/01/24 10:00:00 午前,26.867,,,,,
6817,10/01/24 11:00:00 午前,26.94,,,,,
6818,10/01/24 12:00:00 午後,26.989,,,,,
6819,10/01/24 01:00:00 午後,27.063,,,,,
6820,10/01/24 02:00:00 午後,27.186,,,,,
6821,10/01/24 03:00:00 午後,27.259,,,,,
6822,10/01/24 04:00:00 午後,27.235,,,,,
6823,10/01/24 05:00:00 午後,27.136,,,,,
6824,10/01/24 06:00:00 午後,27.087,,,,,
6825,10/01/24 07:00:00 午後,27.063,,,,,
6826,10/01/24 08:00:00 午後,27.063,,,,,
6827,10/01/24 09:00:00 午後,27.087,,,,,
6828,10/01/24 10:00:00 午後,27.063,,,,,
6829,10/01/24 11:00:00 午後,27.014,,,,,
6830,10/02/24 12:00:00 午前,27.038,,,,,
6831,10/02/24 01:00:00 午前,27.063,,,,,
6832,10/02/24 02:00:00 午前,27.112,,,,,
6833,10/02/24 03:00:00 午前,27.087,,,,,
6834,10/02/24 04:00:00 午前,26.989,,,,,
6835,10/02/24 05:00:00 午前,26.867,,,,,
6836,10/02/24 06:00:00 午前,26.867,,,,,
6837,10/02/24 07:00:00 午前,26.891,,,,,
6838,10/02/24 08:00:00 午前,26.646,,,,,
