プロット タイトル: site21_spot011_2024,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20291294, SEN S/N: 20291294, LBL: ℃)",カプラー取り外し (LGR S/N: 20291294),カプラー取り付け (LGR S/N: 20291294),ホスト接続 (LGR S/N: 20291294),停止済み (LGR S/N: 20291294),ファイルの終わり (LGR S/N: 20291294)
2502,04/04/24 04:00:00 午後,17.368,,,,,
2503,04/04/24 05:00:00 午後,17.439,,,,,
2504,04/04/24 06:00:00 午後,17.439,,,,,
2505,04/04/24 07:00:00 午後,17.368,,,,,
2506,04/04/24 08:00:00 午後,17.32,,,,,
2507,04/04/24 09:00:00 午後,17.296,,,,,
2508,04/04/24 10:00:00 午後,17.249,,,,,
2509,04/04/24 11:00:00 午後,17.201,,,,,
2510,04/05/24 12:00:00 午前,17.106,,,,,
2511,04/05/24 01:00:00 午前,16.987,,,,,
2512,04/05/24 02:00:00 午前,16.892,,,,,
2513,04/05/24 03:00:00 午前,16.82,,,,,
2514,04/05/24 04:00:00 午前,16.796,,,,,
2515,04/05/24 05:00:00 午前,16.796,,,,,
2516,04/05/24 06:00:00 午前,16.773,,,,,
2517,04/05/24 07:00:00 午前,16.773,,,,,
2518,04/05/24 08:00:00 午前,16.773,,,,,
2519,04/05/24 09:00:00 午前,16.796,,,,,
2520,04/05/24 10:00:00 午前,16.82,,,,,
2521,04/05/24 11:00:00 午前,16.868,,,,,
2522,04/05/24 12:00:00 午後,16.892,,,,,
2523,04/05/24 01:00:00 午後,16.963,,,,,
2524,04/05/24 02:00:00 午後,16.963,,,,,
2525,04/05/24 03:00:00 午後,16.987,,,,,
2526,04/05/24 04:00:00 午後,16.963,,,,,
2527,04/05/24 05:00:00 午後,16.963,,,,,
2528,04/05/24 06:00:00 午後,16.915,,,,,
2529,04/05/24 07:00:00 午後,16.915,,,,,
2530,04/05/24 08:00:00 午後,16.939,,,,,
2531,04/05/24 09:00:00 午後,16.939,,,,,
2532,04/05/24 10:00:00 午後,16.915,,,,,
2533,04/05/24 11:00:00 午後,16.868,,,,,
2534,04/06/24 12:00:00 午前,16.844,,,,,
2535,04/06/24 01:00:00 午前,16.844,,,,,
2536,04/06/24 02:00:00 午前,16.844,,,,,
2537,04/06/24 03:00:00 午前,16.796,,,,,
2538,04/06/24 04:00:00 午前,16.796,,,,,
2539,04/06/24 05:00:00 午前,16.868,,,,,
2540,04/06/24 06:00:00 午前,16.749,,,,,
2541,04/06/24 07:00:00 午前,16.606,,,,,
2542,04/06/24 08:00:00 午前,16.677,,,,,
2543,04/06/24 09:00:00 午前,16.725,,,,,
2544,04/06/24 10:00:00 午前,16.82,,,,,
2545,04/06/24 11:00:00 午前,16.939,,,,,
2546,04/06/24 12:00:00 午後,17.058,,,,,
2547,04/06/24 01:00:00 午後,17.201,,,,,
2548,04/06/24 02:00:00 午後,17.344,,,,,
2549,04/06/24 03:00:00 午後,17.486,,,,,
2550,04/06/24 04:00:00 午後,17.558,,,,,
2551,04/06/24 05:00:00 午後,17.51,,,,,
2552,04/06/24 06:00:00 午後,17.463,,,,,
2553,04/06/24 07:00:00 午後,17.415,,,,,
2554,04/06/24 08:00:00 午後,17.344,,,,,
2555,04/06/24 09:00:00 午後,17.272,,,,,
2556,04/06/24 10:00:00 午後,17.201,,,,,
2557,04/06/24 11:00:00 午後,17.177,,,,,
2558,04/07/24 12:00:00 午前,17.082,,,,,
2559,04/07/24 01:00:00 午前,17.034,,,,,
2560,04/07/24 02:00:00 午前,16.963,,,,,
2561,04/07/24 03:00:00 午前,16.963,,,,,
2562,04/07/24 04:00:00 午前,16.915,,,,,
2563,04/07/24 05:00:00 午前,16.939,,,,,
2564,04/07/24 06:00:00 午前,16.939,,,,,
2565,04/07/24 07:00:00 午前,16.963,,,,,
2566,04/07/24 08:00:00 午前,16.987,,,,,
2567,04/07/24 09:00:00 午前,17.034,,,,,
2568,04/07/24 10:00:00 午前,17.106,,,,,
2569,04/07/24 11:00:00 午前,17.177,,,,,
2570,04/07/24 12:00:00 午後,17.225,,,,,
2571,04/07/24 01:00:00 午後,17.272,,,,,
2572,04/07/24 02:00:00 午後,17.32,,,,,
2573,04/07/24 03:00:00 午後,17.344,,,,,
2574,04/07/24 04:00:00 午後,17.368,,,,,
2575,04/07/24 05:00:00 午後,17.558,,,,,
2576,04/07/24 06:00:00 午後,17.534,,,,,
2577,04/07/24 07:00:00 午後,17.368,,,,,
2578,04/07/24 08:00:00 午後,17.486,,,,,
2579,04/07/24 09:00:00 午後,17.368,,,,,
2580,04/07/24 10:00:00 午後,17.344,,,,,
2581,04/07/24 11:00:00 午後,17.344,,,,,
2582,04/08/24 12:00:00 午前,17.272,,,,,
2583,04/08/24 01:00:00 午前,17.201,,,,,
2584,04/08/24 02:00:00 午前,17.177,,,,,
2585,04/08/24 03:00:00 午前,17.272,,,,,
2586,04/08/24 04:00:00 午前,17.249,,,,,
2587,04/08/24 05:00:00 午前,17.201,,,,,
2588,04/08/24 06:00:00 午前,17.177,,,,,
2589,04/08/24 07:00:00 午前,17.177,,,,,
2590,04/08/24 08:00:00 午前,17.177,,,,,
2591,04/08/24 09:00:00 午前,17.201,,,,,
2592,04/08/24 10:00:00 午前,17.249,,,,,
2593,04/08/24 11:00:00 午前,17.368,,,,,
2594,04/08/24 12:00:00 午後,17.439,,,,,
2595,04/08/24 01:00:00 午後,17.534,,,,,
2596,04/08/24 02:00:00 午後,17.463,,,,,
2597,04/08/24 03:00:00 午後,17.463,,,,,
2598,04/08/24 04:00:00 午後,17.439,,,,,
2599,04/08/24 05:00:00 午後,17.439,,,,,
2600,04/08/24 06:00:00 午後,17.439,,,,,
2601,04/08/24 07:00:00 午後,17.296,,,,,
2602,04/08/24 08:00:00 午後,17.177,,,,,
2603,04/08/24 09:00:00 午後,17.225,,,,,
2604,04/08/24 10:00:00 午後,17.32,,,,,
2605,04/08/24 11:00:00 午後,17.391,,,,,
2606,04/09/24 12:00:00 午前,17.415,,,,,
2607,04/09/24 01:00:00 午前,17.463,,,,,
2608,04/09/24 02:00:00 午前,17.534,,,,,
2609,04/09/24 03:00:00 午前,17.558,,,,,
2610,04/09/24 04:00:00 午前,17.51,,,,,
2611,04/09/24 05:00:00 午前,17.415,,,,,
2612,04/09/24 06:00:00 午前,17.439,,,,,
2613,04/09/24 07:00:00 午前,17.368,,,,,
2614,04/09/24 08:00:00 午前,17.368,,,,,
2615,04/09/24 09:00:00 午前,17.368,,,,,
2616,04/09/24 10:00:00 午前,17.415,,,,,
2617,04/09/24 11:00:00 午前,17.439,,,,,
2618,04/09/24 12:00:00 午後,17.463,,,,,
2619,04/09/24 01:00:00 午後,17.439,,,,,
2620,04/09/24 02:00:00 午後,17.344,,,,,
2621,04/09/24 03:00:00 午後,17.368,,,,,
2622,04/09/24 04:00:00 午後,17.344,,,,,
2623,04/09/24 05:00:00 午後,17.32,,,,,
2624,04/09/24 06:00:00 午後,17.249,,,,,
2625,04/09/24 07:00:00 午後,17.249,,,,,
2626,04/09/24 08:00:00 午後,17.225,,,,,
2627,04/09/24 09:00:00 午後,17.249,,,,,
2628,04/09/24 10:00:00 午後,17.249,,,,,
2629,04/09/24 11:00:00 午後,17.225,,,,,
2630,04/10/24 12:00:00 午前,17.225,,,,,
2631,04/10/24 01:00:00 午前,17.201,,,,,
2632,04/10/24 02:00:00 午前,17.153,,,,,
2633,04/10/24 03:00:00 午前,17.153,,,,,
2634,04/10/24 04:00:00 午前,17.106,,,,,
2635,04/10/24 05:00:00 午前,17.106,,,,,
2636,04/10/24 06:00:00 午前,17.058,,,,,
2637,04/10/24 07:00:00 午前,17.058,,,,,
2638,04/10/24 08:00:00 午前,17.13,,,,,
2639,04/10/24 09:00:00 午前,17.106,,,,,
2640,04/10/24 10:00:00 午前,17.058,,,,,
2641,04/10/24 11:00:00 午前,17.177,,,,,
2642,04/10/24 12:00:00 午後,17.249,,,,,
2643,04/10/24 01:00:00 午後,17.391,,,,,
2644,04/10/24 02:00:00 午後,17.439,,,,,
2645,04/10/24 03:00:00 午後,17.558,,,,,
2646,04/10/24 04:00:00 午後,17.677,,,,,
2647,04/10/24 05:00:00 午後,17.558,,,,,
2648,04/10/24 06:00:00 午後,17.486,,,,,
2649,04/10/24 07:00:00 午後,17.415,,,,,
2650,04/10/24 08:00:00 午後,17.368,,,,,
2651,04/10/24 09:00:00 午後,17.344,,,,,
2652,04/10/24 10:00:00 午後,17.272,,,,,
2653,04/10/24 11:00:00 午後,17.272,,,,,
2654,04/11/24 12:00:00 午前,17.249,,,,,
2655,04/11/24 01:00:00 午前,17.272,,,,,
2656,04/11/24 02:00:00 午前,17.249,,,,,
2657,04/11/24 03:00:00 午前,17.106,,,,,
2658,04/11/24 04:00:00 午前,17.082,,,,,
2659,04/11/24 05:00:00 午前,17.106,,,,,
2660,04/11/24 06:00:00 午前,17.106,,,,,
2661,04/11/24 07:00:00 午前,17.082,,,,,
2662,04/11/24 08:00:00 午前,16.963,,,,,
2663,04/11/24 09:00:00 午前,17.011,,,,,
2664,04/11/24 10:00:00 午前,17.082,,,,,
2665,04/11/24 11:00:00 午前,17.32,,,,,
2666,04/11/24 12:00:00 午後,17.344,,,,,
2667,04/11/24 01:00:00 午後,17.486,,,,,
2668,04/11/24 02:00:00 午後,17.51,,,,,
2669,04/11/24 03:00:00 午後,17.677,,,,,
2670,04/11/24 04:00:00 午後,17.653,,,,,
2671,04/11/24 05:00:00 午後,17.51,,,,,
2672,04/11/24 06:00:00 午後,17.51,,,,,
2673,04/11/24 07:00:00 午後,17.296,,,,,
2674,04/11/24 08:00:00 午後,17.296,,,,,
2675,04/11/24 09:00:00 午後,17.296,,,,,
2676,04/11/24 10:00:00 午後,17.225,,,,,
2677,04/11/24 11:00:00 午後,17.201,,,,,
2678,04/12/24 12:00:00 午前,17.177,,,,,
2679,04/12/24 01:00:00 午前,17.177,,,,,
2680,04/12/24 02:00:00 午前,17.225,,,,,
2681,04/12/24 03:00:00 午前,17.201,,,,,
2682,04/12/24 04:00:00 午前,17.201,,,,,
2683,04/12/24 05:00:00 午前,17.177,,,,,
2684,04/12/24 06:00:00 午前,17.106,,,,,
2685,04/12/24 07:00:00 午前,17.106,,,,,
2686,04/12/24 08:00:00 午前,17.153,,,,,
2687,04/12/24 09:00:00 午前,17.153,,,,,
2688,04/12/24 10:00:00 午前,17.201,,,,,
2689,04/12/24 11:00:00 午前,17.249,,,,,
2690,04/12/24 12:00:00 午後,17.344,,,,,
2691,04/12/24 01:00:00 午後,17.344,,,,,
2692,04/12/24 02:00:00 午後,17.653,,,,,
2693,04/12/24 03:00:00 午後,17.582,,,,,
2694,04/12/24 04:00:00 午後,17.558,,,,,
2695,04/12/24 05:00:00 午後,17.534,,,,,
2696,04/12/24 06:00:00 午後,17.534,,,,,
2697,04/12/24 07:00:00 午後,17.51,,,,,
2698,04/12/24 08:00:00 午後,17.486,,,,,
2699,04/12/24 09:00:00 午後,17.439,,,,,
2700,04/12/24 10:00:00 午後,17.391,,,,,
2701,04/12/24 11:00:00 午後,17.415,,,,,
2702,04/13/24 12:00:00 午前,17.391,,,,,
2703,04/13/24 01:00:00 午前,17.344,,,,,
2704,04/13/24 02:00:00 午前,17.344,,,,,
2705,04/13/24 03:00:00 午前,17.32,,,,,
2706,04/13/24 04:00:00 午前,17.296,,,,,
2707,04/13/24 05:00:00 午前,17.272,,,,,
2708,04/13/24 06:00:00 午前,17.272,,,,,
2709,04/13/24 07:00:00 午前,17.296,,,,,
2710,04/13/24 08:00:00 午前,17.32,,,,,
2711,04/13/24 09:00:00 午前,17.368,,,,,
2712,04/13/24 10:00:00 午前,17.391,,,,,
2713,04/13/24 11:00:00 午前,17.486,,,,,
2714,04/13/24 12:00:00 午後,17.582,,,,,
2715,04/13/24 01:00:00 午後,17.891,,,,,
2716,04/13/24 02:00:00 午後,18.152,,,,,
2717,04/13/24 03:00:00 午後,17.938,,,,,
2718,04/13/24 04:00:00 午後,18.343,,,,,
2719,04/13/24 05:00:00 午後,18.224,,,,,
2720,04/13/24 06:00:00 午後,18.081,,,,,
2721,04/13/24 07:00:00 午後,17.938,,,,,
2722,04/13/24 08:00:00 午後,17.915,,,,,
2723,04/13/24 09:00:00 午後,17.819,,,,,
2724,04/13/24 10:00:00 午後,17.605,,,,,
2725,04/13/24 11:00:00 午後,17.391,,,,,
2726,04/14/24 12:00:00 午前,17.391,,,,,
2727,04/14/24 01:00:00 午前,17.439,,,,,
2728,04/14/24 02:00:00 午前,17.463,,,,,
2729,04/14/24 03:00:00 午前,17.605,,,,,
2730,04/14/24 04:00:00 午前,17.558,,,,,
2731,04/14/24 05:00:00 午前,17.534,,,,,
2732,04/14/24 06:00:00 午前,17.51,,,,,
2733,04/14/24 07:00:00 午前,17.534,,,,,
2734,04/14/24 08:00:00 午前,17.534,,,,,
2735,04/14/24 09:00:00 午前,17.582,,,,,
2736,04/14/24 10:00:00 午前,17.772,,,,,
2737,04/14/24 11:00:00 午前,17.915,,,,,
2738,04/14/24 12:00:00 午後,18.152,,,,,
2739,04/14/24 01:00:00 午後,18.39,,,,,
2740,04/14/24 02:00:00 午後,18.438,,,,,
2741,04/14/24 03:00:00 午後,18.652,,,,,
2742,04/14/24 04:00:00 午後,18.794,,,,,
2743,04/14/24 05:00:00 午後,18.58,,,,,
2744,04/14/24 06:00:00 午後,18.675,,,,,
2745,04/14/24 07:00:00 午後,17.796,,,,,
2746,04/14/24 08:00:00 午後,17.605,,,,,
2747,04/14/24 09:00:00 午後,17.486,,,,,
2748,04/14/24 10:00:00 午後,17.32,,,,,
2749,04/14/24 11:00:00 午後,17.296,,,,,
2750,04/15/24 12:00:00 午前,17.296,,,,,
2751,04/15/24 01:00:00 午前,17.415,,,,,
2752,04/15/24 02:00:00 午前,17.701,,,,,
2753,04/15/24 03:00:00 午前,17.677,,,,,
2754,04/15/24 04:00:00 午前,17.582,,,,,
2755,04/15/24 05:00:00 午前,17.534,,,,,
2756,04/15/24 06:00:00 午前,17.534,,,,,
2757,04/15/24 07:00:00 午前,17.534,,,,,
2758,04/15/24 08:00:00 午前,17.558,,,,,
2759,04/15/24 09:00:00 午前,17.629,,,,,
2760,04/15/24 10:00:00 午前,17.677,,,,,
2761,04/15/24 11:00:00 午前,17.724,,,,,
2762,04/15/24 12:00:00 午後,17.772,,,,,
2763,04/15/24 01:00:00 午後,17.938,,,,,
2764,04/15/24 02:00:00 午後,18.01,,,,,
2765,04/15/24 03:00:00 午後,18.271,,,,,
2766,04/15/24 04:00:00 午後,18.105,,,,,
2767,04/15/24 05:00:00 午後,18.176,,,,,
2768,04/15/24 06:00:00 午後,18.2,,,,,
2769,04/15/24 07:00:00 午後,18.129,,,,,
2770,04/15/24 08:00:00 午後,17.891,,,,,
2771,04/15/24 09:00:00 午後,17.962,,,,,
2772,04/15/24 10:00:00 午後,17.819,,,,,
2773,04/15/24 11:00:00 午後,17.819,,,,,
2774,04/16/24 12:00:00 午前,17.819,,,,,
2775,04/16/24 01:00:00 午前,17.867,,,,,
2776,04/16/24 02:00:00 午前,17.819,,,,,
2777,04/16/24 03:00:00 午前,17.843,,,,,
2778,04/16/24 04:00:00 午前,17.819,,,,,
2779,04/16/24 05:00:00 午前,17.796,,,,,
2780,04/16/24 06:00:00 午前,17.796,,,,,
2781,04/16/24 07:00:00 午前,17.772,,,,,
2782,04/16/24 08:00:00 午前,17.819,,,,,
2783,04/16/24 09:00:00 午前,17.843,,,,,
2784,04/16/24 10:00:00 午前,17.867,,,,,
2785,04/16/24 11:00:00 午前,17.915,,,,,
2786,04/16/24 12:00:00 午後,17.938,,,,,
2787,04/16/24 01:00:00 午後,17.915,,,,,
2788,04/16/24 02:00:00 午後,17.962,,,,,
2789,04/16/24 03:00:00 午後,17.986,,,,,
2790,04/16/24 04:00:00 午後,18.01,,,,,
2791,04/16/24 05:00:00 午後,18.01,,,,,
2792,04/16/24 06:00:00 午後,18.033,,,,,
2793,04/16/24 07:00:00 午後,18.01,,,,,
2794,04/16/24 08:00:00 午後,17.962,,,,,
2795,04/16/24 09:00:00 午後,17.938,,,,,
2796,04/16/24 10:00:00 午後,17.915,,,,,
2797,04/16/24 11:00:00 午後,17.915,,,,,
2798,04/17/24 12:00:00 午前,17.891,,,,,
2799,04/17/24 01:00:00 午前,17.867,,,,,
2800,04/17/24 02:00:00 午前,17.867,,,,,
2801,04/17/24 03:00:00 午前,17.843,,,,,
2802,04/17/24 04:00:00 午前,17.843,,,,,
2803,04/17/24 05:00:00 午前,17.819,,,,,
2804,04/17/24 06:00:00 午前,17.796,,,,,
2805,04/17/24 07:00:00 午前,17.819,,,,,
2806,04/17/24 08:00:00 午前,17.867,,,,,
2807,04/17/24 09:00:00 午前,17.938,,,,,
2808,04/17/24 10:00:00 午前,18.057,,,,,
2809,04/17/24 11:00:00 午前,18.129,,,,,
2810,04/17/24 12:00:00 午後,18.129,,,,,
2811,04/17/24 01:00:00 午後,18.271,,,,,
2812,04/17/24 02:00:00 午後,18.628,,,,,
2813,04/17/24 03:00:00 午後,18.628,,,,,
2814,04/17/24 04:00:00 午後,18.295,,,,,
2815,04/17/24 05:00:00 午後,18.319,,,,,
2816,04/17/24 06:00:00 午後,18.366,,,,,
2817,04/17/24 07:00:00 午後,18.747,,,,,
2818,04/17/24 08:00:00 午後,18.366,,,,,
2819,04/17/24 09:00:00 午後,18.319,,,,,
2820,04/17/24 10:00:00 午後,18.461,,,,,
2821,04/17/24 11:00:00 午後,18.485,,,,,
2822,04/18/24 12:00:00 午前,18.485,,,,,
2823,04/18/24 01:00:00 午前,18.485,,,,,
2824,04/18/24 02:00:00 午前,18.509,,,,,
2825,04/18/24 03:00:00 午前,18.509,,,,,
2826,04/18/24 04:00:00 午前,18.414,,,,,
2827,04/18/24 05:00:00 午前,18.438,,,,,
2828,04/18/24 06:00:00 午前,18.438,,,,,
2829,04/18/24 07:00:00 午前,18.295,,,,,
2830,04/18/24 08:00:00 午前,18.295,,,,,
2831,04/18/24 09:00:00 午前,18.081,,,,,
2832,04/18/24 10:00:00 午前,18.2,,,,,
2833,04/18/24 11:00:00 午前,18.414,,,,,
2834,04/18/24 12:00:00 午後,18.414,,,,,
2835,04/18/24 01:00:00 午後,18.366,,,,,
2836,04/18/24 02:00:00 午後,18.39,,,,,
2837,04/18/24 03:00:00 午後,18.247,,,,,
2838,04/18/24 04:00:00 午後,18.295,,,,,
2839,04/18/24 05:00:00 午後,17.915,,,,,
2840,04/18/24 06:00:00 午後,17.986,,,,,
2841,04/18/24 07:00:00 午後,18.176,,,,,
2842,04/18/24 08:00:00 午後,18.176,,,,,
2843,04/18/24 09:00:00 午後,18.2,,,,,
2844,04/18/24 10:00:00 午後,18.152,,,,,
2845,04/18/24 11:00:00 午後,18.105,,,,,
2846,04/19/24 12:00:00 午前,17.986,,,,,
2847,04/19/24 01:00:00 午前,17.986,,,,,
2848,04/19/24 02:00:00 午前,17.915,,,,,
2849,04/19/24 03:00:00 午前,17.819,,,,,
2850,04/19/24 04:00:00 午前,17.796,,,,,
2851,04/19/24 05:00:00 午前,17.724,,,,,
2852,04/19/24 06:00:00 午前,17.701,,,,,
2853,04/19/24 07:00:00 午前,17.724,,,,,
2854,04/19/24 08:00:00 午前,17.748,,,,,
2855,04/19/24 09:00:00 午前,17.748,,,,,
2856,04/19/24 10:00:00 午前,17.796,,,,,
2857,04/19/24 11:00:00 午前,17.796,,,,,
2858,04/19/24 12:00:00 午後,17.867,,,,,
2859,04/19/24 01:00:00 午後,17.915,,,,,
2860,04/19/24 02:00:00 午後,18.01,,,,,
2861,04/19/24 03:00:00 午後,18.081,,,,,
2862,04/19/24 04:00:00 午後,18.2,,,,,
2863,04/19/24 05:00:00 午後,18.129,,,,,
2864,04/19/24 06:00:00 午後,17.962,,,,,
2865,04/19/24 07:00:00 午後,18.01,,,,,
2866,04/19/24 08:00:00 午後,18.105,,,,,
2867,04/19/24 09:00:00 午後,18.176,,,,,
2868,04/19/24 10:00:00 午後,18.129,,,,,
2869,04/19/24 11:00:00 午後,18.152,,,,,
2870,04/20/24 12:00:00 午前,18.105,,,,,
2871,04/20/24 01:00:00 午前,18.057,,,,,
2872,04/20/24 02:00:00 午前,17.962,,,,,
2873,04/20/24 03:00:00 午前,17.962,,,,,
2874,04/20/24 04:00:00 午前,17.986,,,,,
2875,04/20/24 05:00:00 午前,17.938,,,,,
2876,04/20/24 06:00:00 午前,17.891,,,,,
2877,04/20/24 07:00:00 午前,17.796,,,,,
2878,04/20/24 08:00:00 午前,17.867,,,,,
2879,04/20/24 09:00:00 午前,17.891,,,,,
2880,04/20/24 10:00:00 午前,18.057,,,,,
2881,04/20/24 11:00:00 午前,18.081,,,,,
2882,04/20/24 12:00:00 午後,18.152,,,,,
2883,04/20/24 01:00:00 午後,18.319,,,,,
2884,04/20/24 02:00:00 午後,18.343,,,,,
2885,04/20/24 03:00:00 午後,18.129,,,,,
2886,04/20/24 04:00:00 午後,18.057,,,,,
2887,04/20/24 05:00:00 午後,17.986,,,,,
2888,04/20/24 06:00:00 午後,17.915,,,,,
2889,04/20/24 07:00:00 午後,17.867,,,,,
2890,04/20/24 08:00:00 午後,17.915,,,,,
2891,04/20/24 09:00:00 午後,18.01,,,,,
2892,04/20/24 10:00:00 午後,18.247,,,,,
2893,04/20/24 11:00:00 午後,18.366,,,,,
2894,04/21/24 12:00:00 午前,18.39,,,,,
2895,04/21/24 01:00:00 午前,18.39,,,,,
2896,04/21/24 02:00:00 午前,18.39,,,,,
2897,04/21/24 03:00:00 午前,18.438,,,,,
2898,04/21/24 04:00:00 午前,18.58,,,,,
2899,04/21/24 05:00:00 午前,18.604,,,,,
2900,04/21/24 06:00:00 午前,18.557,,,,,
2901,04/21/24 07:00:00 午前,18.533,,,,,
2902,04/21/24 08:00:00 午前,18.58,,,,,
2903,04/21/24 09:00:00 午前,18.557,,,,,
2904,04/21/24 10:00:00 午前,18.509,,,,,
2905,04/21/24 11:00:00 午前,18.533,,,,,
2906,04/21/24 12:00:00 午後,18.414,,,,,
2907,04/21/24 01:00:00 午後,18.271,,,,,
2908,04/21/24 02:00:00 午後,18.129,,,,,
2909,04/21/24 03:00:00 午後,18.224,,,,,
2910,04/21/24 04:00:00 午後,18.247,,,,,
2911,04/21/24 05:00:00 午後,18.247,,,,,
2912,04/21/24 06:00:00 午後,18.176,,,,,
2913,04/21/24 07:00:00 午後,18.271,,,,,
2914,04/21/24 08:00:00 午後,18.224,,,,,
2915,04/21/24 09:00:00 午後,18.224,,,,,
2916,04/21/24 10:00:00 午後,18.2,,,,,
2917,04/21/24 11:00:00 午後,18.176,,,,,
2918,04/22/24 12:00:00 午前,18.129,,,,,
2919,04/22/24 01:00:00 午前,18.081,,,,,
2920,04/22/24 02:00:00 午前,18.081,,,,,
2921,04/22/24 03:00:00 午前,18.057,,,,,
2922,04/22/24 04:00:00 午前,18.105,,,,,
2923,04/22/24 05:00:00 午前,18.057,,,,,
2924,04/22/24 06:00:00 午前,18.081,,,,,
2925,04/22/24 07:00:00 午前,18.057,,,,,
2926,04/22/24 08:00:00 午前,18.057,,,,,
2927,04/22/24 09:00:00 午前,18.129,,,,,
2928,04/22/24 10:00:00 午前,18.152,,,,,
2929,04/22/24 11:00:00 午前,18.2,,,,,
2930,04/22/24 12:00:00 午後,18.2,,,,,
2931,04/22/24 01:00:00 午後,18.224,,,,,
2932,04/22/24 02:00:00 午後,18.247,,,,,
2933,04/22/24 03:00:00 午後,18.129,,,,,
2934,04/22/24 04:00:00 午後,18.105,,,,,
2935,04/22/24 05:00:00 午後,18.081,,,,,
2936,04/22/24 06:00:00 午後,18.319,,,,,
2937,04/22/24 07:00:00 午後,18.271,,,,,
2938,04/22/24 08:00:00 午後,18.247,,,,,
2939,04/22/24 09:00:00 午後,18.176,,,,,
2940,04/22/24 10:00:00 午後,18.152,,,,,
2941,04/22/24 11:00:00 午後,18.2,,,,,
2942,04/23/24 12:00:00 午前,18.2,,,,,
2943,04/23/24 01:00:00 午前,18.2,,,,,
2944,04/23/24 02:00:00 午前,18.176,,,,,
2945,04/23/24 03:00:00 午前,18.129,,,,,
2946,04/23/24 04:00:00 午前,18.105,,,,,
2947,04/23/24 05:00:00 午前,18.105,,,,,
2948,04/23/24 06:00:00 午前,18.081,,,,,
2949,04/23/24 07:00:00 午前,18.081,,,,,
2950,04/23/24 08:00:00 午前,18.129,,,,,
2951,04/23/24 09:00:00 午前,18.105,,,,,
2952,04/23/24 10:00:00 午前,18.129,,,,,
2953,04/23/24 11:00:00 午前,18.105,,,,,
2954,04/23/24 12:00:00 午後,18.129,,,,,
2955,04/23/24 01:00:00 午後,18.176,,,,,
2956,04/23/24 02:00:00 午後,18.2,,,,,
2957,04/23/24 03:00:00 午後,18.2,,,,,
2958,04/23/24 04:00:00 午後,18.2,,,,,
2959,04/23/24 05:00:00 午後,18.176,,,,,
2960,04/23/24 06:00:00 午後,18.152,,,,,
2961,04/23/24 07:00:00 午後,18.129,,,,,
2962,04/23/24 08:00:00 午後,18.105,,,,,
2963,04/23/24 09:00:00 午後,18.057,,,,,
2964,04/23/24 10:00:00 午後,18.033,,,,,
2965,04/23/24 11:00:00 午後,18.01,,,,,
2966,04/24/24 12:00:00 午前,17.986,,,,,
2967,04/24/24 01:00:00 午前,17.962,,,,,
2968,04/24/24 02:00:00 午前,17.915,,,,,
2969,04/24/24 03:00:00 午前,17.891,,,,,
2970,04/24/24 04:00:00 午前,17.867,,,,,
2971,04/24/24 05:00:00 午前,17.819,,,,,
2972,04/24/24 06:00:00 午前,17.843,,,,,
2973,04/24/24 07:00:00 午前,17.843,,,,,
2974,04/24/24 08:00:00 午前,17.843,,,,,
2975,04/24/24 09:00:00 午前,17.867,,,,,
2976,04/24/24 10:00:00 午前,17.891,,,,,
2977,04/24/24 11:00:00 午前,18.01,,,,,
2978,04/24/24 12:00:00 午後,18.2,,,,,
2979,04/24/24 01:00:00 午後,18.224,,,,,
2980,04/24/24 02:00:00 午後,18.224,,,,,
2981,04/24/24 03:00:00 午後,18.176,,,,,
2982,04/24/24 04:00:00 午後,18.176,,,,,
2983,04/24/24 05:00:00 午後,18.295,,,,,
2984,04/24/24 06:00:00 午後,18.224,,,,,
2985,04/24/24 07:00:00 午後,18.152,,,,,
2986,04/24/24 08:00:00 午後,18.129,,,,,
2987,04/24/24 09:00:00 午後,18.081,,,,,
2988,04/24/24 10:00:00 午後,18.057,,,,,
2989,04/24/24 11:00:00 午後,18.057,,,,,
2990,04/25/24 12:00:00 午前,18.081,,,,,
2991,04/25/24 01:00:00 午前,18.081,,,,,
2992,04/25/24 02:00:00 午前,18.105,,,,,
2993,04/25/24 03:00:00 午前,18.081,,,,,
2994,04/25/24 04:00:00 午前,18.057,,,,,
2995,04/25/24 05:00:00 午前,18.057,,,,,
2996,04/25/24 06:00:00 午前,18.033,,,,,
2997,04/25/24 07:00:00 午前,18.057,,,,,
2998,04/25/24 08:00:00 午前,18.105,,,,,
2999,04/25/24 09:00:00 午前,18.152,,,,,
3000,04/25/24 10:00:00 午前,18.247,,,,,
3001,04/25/24 11:00:00 午前,18.271,,,,,
3002,04/25/24 12:00:00 午後,18.366,,,,,
3003,04/25/24 01:00:00 午後,18.533,,,,,
3004,04/25/24 02:00:00 午後,18.414,,,,,
3005,04/25/24 03:00:00 午後,18.461,,,,,
3006,04/25/24 04:00:00 午後,18.509,,,,,
3007,04/25/24 05:00:00 午後,18.509,,,,,
3008,04/25/24 06:00:00 午後,18.461,,,,,
3009,04/25/24 07:00:00 午後,18.438,,,,,
3010,04/25/24 08:00:00 午後,18.438,,,,,
3011,04/25/24 09:00:00 午後,18.414,,,,,
3012,04/25/24 10:00:00 午後,18.438,,,,,
