プロット タイトル: site07_spot005_2021,,
#,月/日/年　時刻,"温度, °C (LGR S/N: 20280582, SEN S/N: 20280582)"
15296,10/20/21 01:30:00 午前,27.063
15297,10/20/21 02:00:00 午前,27.038
15298,10/20/21 02:30:00 午前,27.014
15299,10/20/21 03:00:00 午前,26.989
15300,10/20/21 03:30:00 午前,26.94
15301,10/20/21 04:00:00 午前,26.842
15302,10/20/21 04:30:00 午前,26.891
15303,10/20/21 05:00:00 午前,26.916
15304,10/20/21 05:30:00 午前,26.94
15305,10/20/21 06:00:00 午前,26.94
15306,10/20/21 06:30:00 午前,26.94
15307,10/20/21 07:00:00 午前,26.94
15308,10/20/21 07:30:00 午前,26.94
15309,10/20/21 08:00:00 午前,26.965
15310,10/20/21 08:30:00 午前,26.965
15311,10/20/21 09:00:00 午前,26.989
15312,10/20/21 09:30:00 午前,27.063
15313,10/20/21 10:00:00 午前,27.063
15314,10/20/21 10:30:00 午前,27.038
15315,10/20/21 11:00:00 午前,27.112
15316,10/20/21 11:30:00 午前,27.063
15317,10/20/21 12:00:00 午後,27.063
15318,10/20/21 12:30:00 午後,27.063
15319,10/20/21 01:00:00 午後,27.063
15320,10/20/21 01:30:00 午後,27.038
15321,10/20/21 02:00:00 午後,27.063
15322,10/20/21 02:30:00 午後,27.038
15323,10/20/21 03:00:00 午後,27.014
15324,10/20/21 03:30:00 午後,27.063
15325,10/20/21 04:00:00 午後,26.989
15326,10/20/21 04:30:00 午後,26.94
15327,10/20/21 05:00:00 午後,26.916
15328,10/20/21 05:30:00 午後,26.916
15329,10/20/21 06:00:00 午後,26.891
15330,10/20/21 06:30:00 午後,26.867
15331,10/20/21 07:00:00 午後,26.842
15332,10/20/21 07:30:00 午後,26.842
15333,10/20/21 08:00:00 午後,26.818
15334,10/20/21 08:30:00 午後,26.818
15335,10/20/21 09:00:00 午後,26.793
15336,10/20/21 09:30:00 午後,26.793
15337,10/20/21 10:00:00 午後,26.769
15338,10/20/21 10:30:00 午後,26.744
15339,10/20/21 11:00:00 午後,26.744
15340,10/20/21 11:30:00 午後,26.72
15341,10/21/21 12:00:00 午前,26.72
15342,10/21/21 12:30:00 午前,26.671
15343,10/21/21 01:00:00 午前,26.72
15344,10/21/21 01:30:00 午前,26.793
15345,10/21/21 02:00:00 午前,26.769
15346,10/21/21 02:30:00 午前,26.769
15347,10/21/21 03:00:00 午前,26.818
15348,10/21/21 03:30:00 午前,26.818
15349,10/21/21 04:00:00 午前,26.818
15350,10/21/21 04:30:00 午前,26.818
15351,10/21/21 05:00:00 午前,26.842
15352,10/21/21 05:30:00 午前,26.793
15353,10/21/21 06:00:00 午前,26.769
15354,10/21/21 06:30:00 午前,26.744
15355,10/21/21 07:00:00 午前,26.744
15356,10/21/21 07:30:00 午前,26.744
15357,10/21/21 08:00:00 午前,26.72
15358,10/21/21 08:30:00 午前,26.72
15359,10/21/21 09:00:00 午前,26.72
15360,10/21/21 09:30:00 午前,26.744
15361,10/21/21 10:00:00 午前,26.793
15362,10/21/21 10:30:00 午前,26.793
15363,10/21/21 11:00:00 午前,26.769
15364,10/21/21 11:30:00 午前,26.842
15365,10/21/21 12:00:00 午後,26.891
15366,10/21/21 12:30:00 午後,26.891
15367,10/21/21 01:00:00 午後,26.891
15368,10/21/21 01:30:00 午後,26.891
15369,10/21/21 02:00:00 午後,26.867
15370,10/21/21 02:30:00 午後,26.842
15371,10/21/21 03:00:00 午後,26.744
15372,10/21/21 03:30:00 午後,26.695
15373,10/21/21 04:00:00 午後,26.646
15374,10/21/21 04:30:00 午後,26.695
15375,10/21/21 05:00:00 午後,26.671
15376,10/21/21 05:30:00 午後,26.646
15377,10/21/21 06:00:00 午後,26.671
15378,10/21/21 06:30:00 午後,26.671
15379,10/21/21 07:00:00 午後,26.646
15380,10/21/21 07:30:00 午後,26.646
15381,10/21/21 08:00:00 午後,26.646
15382,10/21/21 08:30:00 午後,26.646
15383,10/21/21 09:00:00 午後,26.622
15384,10/21/21 09:30:00 午後,26.622
15385,10/21/21 10:00:00 午後,26.598
15386,10/21/21 10:30:00 午後,26.549
15387,10/21/21 11:00:00 午後,26.549
15388,10/21/21 11:30:00 午後,26.598
15389,10/22/21 12:00:00 午前,26.769
15390,10/22/21 12:30:00 午前,26.891
15391,10/22/21 01:00:00 午前,26.891
15392,10/22/21 01:30:00 午前,26.867
15393,10/22/21 02:00:00 午前,26.842
15394,10/22/21 02:30:00 午前,26.842
15395,10/22/21 03:00:00 午前,26.867
15396,10/22/21 03:30:00 午前,26.867
15397,10/22/21 04:00:00 午前,26.842
15398,10/22/21 04:30:00 午前,26.818
15399,10/22/21 05:00:00 午前,26.744
15400,10/22/21 05:30:00 午前,26.818
15401,10/22/21 06:00:00 午前,26.842
15402,10/22/21 06:30:00 午前,26.842
15403,10/22/21 07:00:00 午前,26.818
15404,10/22/21 07:30:00 午前,26.793
15405,10/22/21 08:00:00 午前,26.744
15406,10/22/21 08:30:00 午前,26.671
15407,10/22/21 09:00:00 午前,26.695
15408,10/22/21 09:30:00 午前,26.671
15409,10/22/21 10:00:00 午前,26.622
15410,10/22/21 10:30:00 午前,26.598
15411,10/22/21 11:00:00 午前,26.598
15412,10/22/21 11:30:00 午前,26.549
15413,10/22/21 12:00:00 午後,26.598
15414,10/22/21 12:30:00 午後,26.695
15415,10/22/21 01:00:00 午後,26.72
15416,10/22/21 01:30:00 午後,26.671
15417,10/22/21 02:00:00 午後,26.671
15418,10/22/21 02:30:00 午後,26.646
15419,10/22/21 03:00:00 午後,26.671
15420,10/22/21 03:30:00 午後,26.646
15421,10/22/21 04:00:00 午後,26.598
15422,10/22/21 04:30:00 午後,26.573
15423,10/22/21 05:00:00 午後,26.573
15424,10/22/21 05:30:00 午後,26.524
15425,10/22/21 06:00:00 午後,26.451
15426,10/22/21 06:30:00 午後,26.475
15427,10/22/21 07:00:00 午後,26.475
15428,10/22/21 07:30:00 午後,26.451
15429,10/22/21 08:00:00 午後,26.426
15430,10/22/21 08:30:00 午後,26.402
15431,10/22/21 09:00:00 午後,26.353
15432,10/22/21 09:30:00 午後,26.28
15433,10/22/21 10:00:00 午後,26.28
15434,10/22/21 10:30:00 午後,26.329
15435,10/22/21 11:00:00 午後,26.329
15436,10/22/21 11:30:00 午後,26.207
15437,10/23/21 12:00:00 午前,26.109
15438,10/23/21 12:30:00 午前,26.085
15439,10/23/21 01:00:00 午前,26.061
15440,10/23/21 01:30:00 午前,26.085
15441,10/23/21 02:00:00 午前,26.256
15442,10/23/21 02:30:00 午前,26.28
15443,10/23/21 03:00:00 午前,26.304
15444,10/23/21 03:30:00 午前,26.304
15445,10/23/21 04:00:00 午前,26.256
15446,10/23/21 04:30:00 午前,26.231
15447,10/23/21 05:00:00 午前,26.134
15448,10/23/21 05:30:00 午前,26.256
15449,10/23/21 06:00:00 午前,26.231
15450,10/23/21 06:30:00 午前,26.256
15451,10/23/21 07:00:00 午前,26.231
15452,10/23/21 07:30:00 午前,26.256
15453,10/23/21 08:00:00 午前,26.231
15454,10/23/21 08:30:00 午前,26.256
15455,10/23/21 09:00:00 午前,26.256
15456,10/23/21 09:30:00 午前,26.207
15457,10/23/21 10:00:00 午前,26.207
15458,10/23/21 10:30:00 午前,26.28
15459,10/23/21 11:00:00 午前,26.28
15460,10/23/21 11:30:00 午前,26.304
15461,10/23/21 12:00:00 午後,26.329
15462,10/23/21 12:30:00 午後,26.353
15463,10/23/21 01:00:00 午後,26.353
15464,10/23/21 01:30:00 午後,26.329
15465,10/23/21 02:00:00 午後,26.304
15466,10/23/21 02:30:00 午後,26.28
15467,10/23/21 03:00:00 午後,26.256
15468,10/23/21 03:30:00 午後,26.256
15469,10/23/21 04:00:00 午後,26.256
15470,10/23/21 04:30:00 午後,26.207
15471,10/23/21 05:00:00 午後,26.182
15472,10/23/21 05:30:00 午後,26.085
15473,10/23/21 06:00:00 午後,26.134
15474,10/23/21 06:30:00 午後,26.182
15475,10/23/21 07:00:00 午後,26.158
15476,10/23/21 07:30:00 午後,26.134
15477,10/23/21 08:00:00 午後,26.134
15478,10/23/21 08:30:00 午後,26.134
15479,10/23/21 09:00:00 午後,26.109
15480,10/23/21 09:30:00 午後,26.134
15481,10/23/21 10:00:00 午後,26.134
15482,10/23/21 10:30:00 午後,26.109
15483,10/23/21 11:00:00 午後,26.012
15484,10/23/21 11:30:00 午後,26.061
15485,10/24/21 12:00:00 午前,26.012
15486,10/24/21 12:30:00 午前,25.987
15487,10/24/21 01:00:00 午前,25.914
15488,10/24/21 01:30:00 午前,25.793
15489,10/24/21 02:00:00 午前,25.817
15490,10/24/21 02:30:00 午前,25.963
15491,10/24/21 03:00:00 午前,26.061
15492,10/24/21 03:30:00 午前,26.109
15493,10/24/21 04:00:00 午前,26.061
15494,10/24/21 04:30:00 午前,26.109
15495,10/24/21 05:00:00 午前,26.109
15496,10/24/21 05:30:00 午前,26.085
15497,10/24/21 06:00:00 午前,26.061
15498,10/24/21 06:30:00 午前,26.012
15499,10/24/21 07:00:00 午前,26.036
15500,10/24/21 07:30:00 午前,26.061
15501,10/24/21 08:00:00 午前,26.061
15502,10/24/21 08:30:00 午前,26.085
15503,10/24/21 09:00:00 午前,26.061
15504,10/24/21 09:30:00 午前,26.109
15505,10/24/21 10:00:00 午前,26.158
15506,10/24/21 10:30:00 午前,26.134
15507,10/24/21 11:00:00 午前,26.182
15508,10/24/21 11:30:00 午前,26.378
15509,10/24/21 12:00:00 午後,26.378
15510,10/24/21 12:30:00 午後,26.451
15511,10/24/21 01:00:00 午後,26.5
15512,10/24/21 01:30:00 午後,26.524
15513,10/24/21 02:00:00 午後,26.5
15514,10/24/21 02:30:00 午後,26.549
15515,10/24/21 03:00:00 午後,26.573
15516,10/24/21 03:30:00 午後,26.646
15517,10/24/21 04:00:00 午後,26.646
15518,10/24/21 04:30:00 午後,26.671
15519,10/24/21 05:00:00 午後,26.646
15520,10/24/21 05:30:00 午後,26.671
15521,10/24/21 06:00:00 午後,26.598
15522,10/24/21 06:30:00 午後,26.622
15523,10/24/21 07:00:00 午後,26.646
15524,10/24/21 07:30:00 午後,26.646
15525,10/24/21 08:00:00 午後,26.646
15526,10/24/21 08:30:00 午後,26.598
15527,10/24/21 09:00:00 午後,26.549
15528,10/24/21 09:30:00 午後,26.378
15529,10/24/21 10:00:00 午後,26.426
15530,10/24/21 10:30:00 午後,26.475
15531,10/24/21 11:00:00 午後,26.475
15532,10/24/21 11:30:00 午後,26.378
15533,10/25/21 12:00:00 午前,26.329
15534,10/25/21 12:30:00 午前,26.304
15535,10/25/21 01:00:00 午前,26.28
15536,10/25/21 01:30:00 午前,26.256
15537,10/25/21 02:00:00 午前,26.231
15538,10/25/21 02:30:00 午前,26.231
15539,10/25/21 03:00:00 午前,26.304
15540,10/25/21 03:30:00 午前,26.353
15541,10/25/21 04:00:00 午前,26.378
15542,10/25/21 04:30:00 午前,26.451
15543,10/25/21 05:00:00 午前,26.426
15544,10/25/21 05:30:00 午前,26.426
15545,10/25/21 06:00:00 午前,26.402
15546,10/25/21 06:30:00 午前,26.353
15547,10/25/21 07:00:00 午前,26.329
15548,10/25/21 07:30:00 午前,26.378
15549,10/25/21 08:00:00 午前,26.426
15550,10/25/21 08:30:00 午前,26.378
15551,10/25/21 09:00:00 午前,26.402
15552,10/25/21 09:30:00 午前,26.426
15553,10/25/21 10:00:00 午前,26.5
15554,10/25/21 10:30:00 午前,26.573
15555,10/25/21 11:00:00 午前,26.622
15556,10/25/21 11:30:00 午前,26.695
15557,10/25/21 12:00:00 午後,26.744
15558,10/25/21 12:30:00 午後,26.818
15559,10/25/21 01:00:00 午後,26.793
15560,10/25/21 01:30:00 午後,26.744
15561,10/25/21 02:00:00 午後,26.842
15562,10/25/21 02:30:00 午後,26.671
15563,10/25/21 03:00:00 午後,26.671
15564,10/25/21 03:30:00 午後,26.646
15565,10/25/21 04:00:00 午後,26.646
15566,10/25/21 04:30:00 午後,26.622
15567,10/25/21 05:00:00 午後,26.622
15568,10/25/21 05:30:00 午後,26.598
15569,10/25/21 06:00:00 午後,26.573
15570,10/25/21 06:30:00 午後,26.524
15571,10/25/21 07:00:00 午後,26.524
15572,10/25/21 07:30:00 午後,26.475
15573,10/25/21 08:00:00 午後,26.378
15574,10/25/21 08:30:00 午後,26.353
15575,10/25/21 09:00:00 午後,26.451
15576,10/25/21 09:30:00 午後,26.451
15577,10/25/21 10:00:00 午後,26.426
15578,10/25/21 10:30:00 午後,26.378
15579,10/25/21 11:00:00 午後,26.256
15580,10/25/21 11:30:00 午後,26.28
15581,10/26/21 12:00:00 午前,26.304
15582,10/26/21 12:30:00 午前,26.28
15583,10/26/21 01:00:00 午前,26.207
15584,10/26/21 01:30:00 午前,26.158
15585,10/26/21 02:00:00 午前,26.109
15586,10/26/21 02:30:00 午前,26.085
15587,10/26/21 03:00:00 午前,26.061
15588,10/26/21 03:30:00 午前,26.158
15589,10/26/21 04:00:00 午前,26.182
15590,10/26/21 04:30:00 午前,26.231
15591,10/26/21 05:00:00 午前,26.231
15592,10/26/21 05:30:00 午前,26.304
15593,10/26/21 06:00:00 午前,26.304
15594,10/26/21 06:30:00 午前,26.256
15595,10/26/21 07:00:00 午前,26.28
15596,10/26/21 07:30:00 午前,26.28
15597,10/26/21 08:00:00 午前,26.304
15598,10/26/21 08:30:00 午前,26.353
15599,10/26/21 09:00:00 午前,26.402
15600,10/26/21 09:30:00 午前,26.451
15601,10/26/21 10:00:00 午前,26.426
15602,10/26/21 10:30:00 午前,26.5
15603,10/26/21 11:00:00 午前,26.549
15604,10/26/21 11:30:00 午前,26.573
15605,10/26/21 12:00:00 午後,26.573
15606,10/26/21 12:30:00 午後,26.622
15607,10/26/21 01:00:00 午後,26.622
15608,10/26/21 01:30:00 午後,26.646
15609,10/26/21 02:00:00 午後,26.671
15610,10/26/21 02:30:00 午後,26.695
15611,10/26/21 03:00:00 午後,26.695
15612,10/26/21 03:30:00 午後,26.671
15613,10/26/21 04:00:00 午後,26.598
15614,10/26/21 04:30:00 午後,26.451
15615,10/26/21 05:00:00 午後,26.353
15616,10/26/21 05:30:00 午後,26.304
15617,10/26/21 06:00:00 午後,26.28
15618,10/26/21 06:30:00 午後,26.256
15619,10/26/21 07:00:00 午後,26.256
15620,10/26/21 07:30:00 午後,26.207
15621,10/26/21 08:00:00 午後,26.109
15622,10/26/21 08:30:00 午後,26.061
15623,10/26/21 09:00:00 午後,26.182
15624,10/26/21 09:30:00 午後,26.207
15625,10/26/21 10:00:00 午後,26.207
15626,10/26/21 10:30:00 午後,26.182
15627,10/26/21 11:00:00 午後,26.182
15628,10/26/21 11:30:00 午後,26.256
15629,10/27/21 12:00:00 午前,26.256
15630,10/27/21 12:30:00 午前,26.256
15631,10/27/21 01:00:00 午前,26.207
15632,10/27/21 01:30:00 午前,26.085
15633,10/27/21 02:00:00 午前,26.182
15634,10/27/21 02:30:00 午前,26.158
15635,10/27/21 03:00:00 午前,26.061
15636,10/27/21 03:30:00 午前,26.061
15637,10/27/21 04:00:00 午前,26.158
15638,10/27/21 04:30:00 午前,26.304
15639,10/27/21 05:00:00 午前,26.329
15640,10/27/21 05:30:00 午前,26.353
15641,10/27/21 06:00:00 午前,26.378
15642,10/27/21 06:30:00 午前,26.353
15643,10/27/21 07:00:00 午前,26.378
15644,10/27/21 07:30:00 午前,26.353
15645,10/27/21 08:00:00 午前,26.353
15646,10/27/21 08:30:00 午前,26.378
15647,10/27/21 09:00:00 午前,26.451
15648,10/27/21 09:30:00 午前,26.5
15649,10/27/21 10:00:00 午前,26.5
15650,10/27/21 10:30:00 午前,26.549
15651,10/27/21 11:00:00 午前,26.549
15652,10/27/21 11:30:00 午前,26.549
15653,10/27/21 12:00:00 午後,26.573
15654,10/27/21 12:30:00 午後,26.573
15655,10/27/21 01:00:00 午後,26.549
15656,10/27/21 01:30:00 午後,26.549
15657,10/27/21 02:00:00 午後,26.598
15658,10/27/21 02:30:00 午後,26.5
15659,10/27/21 03:00:00 午後,26.5
15660,10/27/21 03:30:00 午後,26.549
15661,10/27/21 04:00:00 午後,26.524
15662,10/27/21 04:30:00 午後,26.426
15663,10/27/21 05:00:00 午後,26.451
15664,10/27/21 05:30:00 午後,26.426
15665,10/27/21 06:00:00 午後,26.475
15666,10/27/21 06:30:00 午後,26.451
15667,10/27/21 07:00:00 午後,26.426
15668,10/27/21 07:30:00 午後,26.402
15669,10/27/21 08:00:00 午後,26.353
15670,10/27/21 08:30:00 午後,26.256
15671,10/27/21 09:00:00 午後,26.353
15672,10/27/21 09:30:00 午後,26.304
15673,10/27/21 10:00:00 午後,26.304
15674,10/27/21 10:30:00 午後,26.28
15675,10/27/21 11:00:00 午後,26.256
15676,10/27/21 11:30:00 午後,26.256
15677,10/28/21 12:00:00 午前,26.231
15678,10/28/21 12:30:00 午前,26.207
15679,10/28/21 01:00:00 午前,26.134
15680,10/28/21 01:30:00 午前,26.158
15681,10/28/21 02:00:00 午前,26.182
15682,10/28/21 02:30:00 午前,26.109
15683,10/28/21 03:00:00 午前,26.012
15684,10/28/21 03:30:00 午前,26.036
15685,10/28/21 04:00:00 午前,26.109
15686,10/28/21 04:30:00 午前,26.207
15687,10/28/21 05:00:00 午前,26.256
15688,10/28/21 05:30:00 午前,26.304
15689,10/28/21 06:00:00 午前,26.304
15690,10/28/21 06:30:00 午前,26.28
15691,10/28/21 07:00:00 午前,26.304
15692,10/28/21 07:30:00 午前,26.304
15693,10/28/21 08:00:00 午前,26.304
15694,10/28/21 08:30:00 午前,26.329
15695,10/28/21 09:00:00 午前,26.353
15696,10/28/21 09:30:00 午前,26.329
15697,10/28/21 10:00:00 午前,26.402
15698,10/28/21 10:30:00 午前,26.475
15699,10/28/21 11:00:00 午前,26.451
15700,10/28/21 11:30:00 午前,26.426
15701,10/28/21 12:00:00 午後,26.475
15702,10/28/21 12:30:00 午後,26.475
15703,10/28/21 01:00:00 午後,26.475
15704,10/28/21 01:30:00 午後,26.475
15705,10/28/21 02:00:00 午後,26.524
15706,10/28/21 02:30:00 午後,26.5
15707,10/28/21 03:00:00 午後,26.451
15708,10/28/21 03:30:00 午後,26.426
15709,10/28/21 04:00:00 午後,26.402
15710,10/28/21 04:30:00 午後,26.353
15711,10/28/21 05:00:00 午後,26.329
15712,10/28/21 05:30:00 午後,26.256
15713,10/28/21 06:00:00 午後,26.207
15714,10/28/21 06:30:00 午後,26.182
15715,10/28/21 07:00:00 午後,26.158
15716,10/28/21 07:30:00 午後,26.085
15717,10/28/21 08:00:00 午後,25.963
15718,10/28/21 08:30:00 午後,26.085
15719,10/28/21 09:00:00 午後,26.085
15720,10/28/21 09:30:00 午後,26.109
15721,10/28/21 10:00:00 午後,26.109
15722,10/28/21 10:30:00 午後,26.085
15723,10/28/21 11:00:00 午後,26.061
15724,10/28/21 11:30:00 午後,26.012
15725,10/29/21 12:00:00 午前,25.987
15726,10/29/21 12:30:00 午前,25.939
15727,10/29/21 01:00:00 午前,25.89
15728,10/29/21 01:30:00 午前,25.987
15729,10/29/21 02:00:00 午前,26.036
15730,10/29/21 02:30:00 午前,26.012
15731,10/29/21 03:00:00 午前,25.939
15732,10/29/21 03:30:00 午前,25.768
15733,10/29/21 04:00:00 午前,25.914
15734,10/29/21 04:30:00 午前,25.89
15735,10/29/21 05:00:00 午前,25.817
15736,10/29/21 05:30:00 午前,25.647
15737,10/29/21 06:00:00 午前,25.623
15738,10/29/21 06:30:00 午前,25.671
15739,10/29/21 07:00:00 午前,25.866
15740,10/29/21 07:30:00 午前,25.987
15741,10/29/21 08:00:00 午前,25.987
15742,10/29/21 08:30:00 午前,26.061
15743,10/29/21 09:00:00 午前,26.061
15744,10/29/21 09:30:00 午前,26.158
15745,10/29/21 10:00:00 午前,26.231
15746,10/29/21 10:30:00 午前,26.28
15747,10/29/21 11:00:00 午前,26.329
15748,10/29/21 11:30:00 午前,26.329
15749,10/29/21 12:00:00 午後,26.402
15750,10/29/21 12:30:00 午後,26.426
15751,10/29/21 01:00:00 午後,26.475
15752,10/29/21 01:30:00 午後,26.5
15753,10/29/21 02:00:00 午後,26.475
15754,10/29/21 02:30:00 午後,26.475
15755,10/29/21 03:00:00 午後,26.451
15756,10/29/21 03:30:00 午後,26.402
15757,10/29/21 04:00:00 午後,26.426
15758,10/29/21 04:30:00 午後,26.451
15759,10/29/21 05:00:00 午後,26.353
15760,10/29/21 05:30:00 午後,26.329
15761,10/29/21 06:00:00 午後,26.304
15762,10/29/21 06:30:00 午後,26.256
15763,10/29/21 07:00:00 午後,26.231
15764,10/29/21 07:30:00 午後,26.182
15765,10/29/21 08:00:00 午後,26.134
15766,10/29/21 08:30:00 午後,26.061
15767,10/29/21 09:00:00 午後,26.061
15768,10/29/21 09:30:00 午後,26.012
15769,10/29/21 10:00:00 午後,25.939
15770,10/29/21 10:30:00 午後,25.914
15771,10/29/21 11:00:00 午後,26.036
15772,10/29/21 11:30:00 午後,26.061
15773,10/30/21 12:00:00 午前,26.036
15774,10/30/21 12:30:00 午前,26.012
15775,10/30/21 01:00:00 午前,26.012
15776,10/30/21 01:30:00 午前,26.012
15777,10/30/21 02:00:00 午前,26.012
15778,10/30/21 02:30:00 午前,25.987
15779,10/30/21 03:00:00 午前,25.987
15780,10/30/21 03:30:00 午前,25.987
15781,10/30/21 04:00:00 午前,26.012
15782,10/30/21 04:30:00 午前,26.036
15783,10/30/21 05:00:00 午前,25.89
15784,10/30/21 05:30:00 午前,25.987
15785,10/30/21 06:00:00 午前,26.012
15786,10/30/21 06:30:00 午前,25.963
15787,10/30/21 07:00:00 午前,25.914
15788,10/30/21 07:30:00 午前,25.866
15789,10/30/21 08:00:00 午前,25.89
15790,10/30/21 08:30:00 午前,25.914
15791,10/30/21 09:00:00 午前,25.987
15792,10/30/21 09:30:00 午前,26.207
15793,10/30/21 10:00:00 午前,26.207
15794,10/30/21 10:30:00 午前,26.28
15795,10/30/21 11:00:00 午前,26.304
15796,10/30/21 11:30:00 午前,26.378
15797,10/30/21 12:00:00 午後,26.378
15798,10/30/21 12:30:00 午後,26.451
15799,10/30/21 01:00:00 午後,26.475
15800,10/30/21 01:30:00 午後,26.451
15801,10/30/21 02:00:00 午後,26.5
15802,10/30/21 02:30:00 午後,26.524
15803,10/30/21 03:00:00 午後,26.402
15804,10/30/21 03:30:00 午後,26.378
15805,10/30/21 04:00:00 午後,26.426
15806,10/30/21 04:30:00 午後,26.5
15807,10/30/21 05:00:00 午後,26.402
15808,10/30/21 05:30:00 午後,26.353
15809,10/30/21 06:00:00 午後,26.304
15810,10/30/21 06:30:00 午後,26.256
15811,10/30/21 07:00:00 午後,26.256
15812,10/30/21 07:30:00 午後,26.231
15813,10/30/21 08:00:00 午後,26.182
15814,10/30/21 08:30:00 午後,26.207
15815,10/30/21 09:00:00 午後,26.304
15816,10/30/21 09:30:00 午後,26.256
15817,10/30/21 10:00:00 午後,26.256
15818,10/30/21 10:30:00 午後,26.231
15819,10/30/21 11:00:00 午後,26.109
15820,10/30/21 11:30:00 午後,26.085
15821,10/31/21 12:00:00 午前,26.329
15822,10/31/21 12:30:00 午前,26.329
15823,10/31/21 01:00:00 午前,26.304
15824,10/31/21 01:30:00 午前,26.329
15825,10/31/21 02:00:00 午前,26.304
15826,10/31/21 02:30:00 午前,26.207
15827,10/31/21 03:00:00 午前,26.158
15828,10/31/21 03:30:00 午前,26.134
15829,10/31/21 04:00:00 午前,26.134
15830,10/31/21 04:30:00 午前,26.109
15831,10/31/21 05:00:00 午前,26.109
15832,10/31/21 05:30:00 午前,26.085
15833,10/31/21 06:00:00 午前,26.036
15834,10/31/21 06:30:00 午前,26.036
15835,10/31/21 07:00:00 午前,26.036
15836,10/31/21 07:30:00 午前,26.012
15837,10/31/21 08:00:00 午前,26.012
15838,10/31/21 08:30:00 午前,26.134
15839,10/31/21 09:00:00 午前,26.231
15840,10/31/21 09:30:00 午前,26.28
15841,10/31/21 10:00:00 午前,26.353
15842,10/31/21 10:30:00 午前,26.378
15843,10/31/21 11:00:00 午前,26.353
15844,10/31/21 11:30:00 午前,26.378
15845,10/31/21 12:00:00 午後,26.378
15846,10/31/21 12:30:00 午後,26.426
15847,10/31/21 01:00:00 午後,26.426
15848,10/31/21 01:30:00 午後,26.475
15849,10/31/21 02:00:00 午後,26.5
15850,10/31/21 02:30:00 午後,26.475
15851,10/31/21 03:00:00 午後,26.451
15852,10/31/21 03:30:00 午後,26.451
15853,10/31/21 04:00:00 午後,26.402
15854,10/31/21 04:30:00 午後,26.353
15855,10/31/21 05:00:00 午後,26.304
15856,10/31/21 05:30:00 午後,26.329
15857,10/31/21 06:00:00 午後,26.231
15858,10/31/21 06:30:00 午後,26.207
15859,10/31/21 07:00:00 午後,26.158
15860,10/31/21 07:30:00 午後,26.109
15861,10/31/21 08:00:00 午後,26.134
15862,10/31/21 08:30:00 午後,26.134
15863,10/31/21 09:00:00 午後,26.109
15864,10/31/21 09:30:00 午後,26.085
15865,10/31/21 10:00:00 午後,26.207
15866,10/31/21 10:30:00 午後,26.304
15867,10/31/21 11:00:00 午後,26.28
15868,10/31/21 11:30:00 午後,26.256
15869,11/01/21 12:00:00 午前,26.28
15870,11/01/21 12:30:00 午前,26.304
15871,11/01/21 01:00:00 午前,26.304
15872,11/01/21 01:30:00 午前,26.256
15873,11/01/21 02:00:00 午前,26.207
15874,11/01/21 02:30:00 午前,26.231
15875,11/01/21 03:00:00 午前,26.182
15876,11/01/21 03:30:00 午前,26.158
15877,11/01/21 04:00:00 午前,26.134
15878,11/01/21 04:30:00 午前,26.109
15879,11/01/21 05:00:00 午前,26.109
15880,11/01/21 05:30:00 午前,26.085
15881,11/01/21 06:00:00 午前,26.061
15882,11/01/21 06:30:00 午前,26.061
15883,11/01/21 07:00:00 午前,26.061
15884,11/01/21 07:30:00 午前,26.061
15885,11/01/21 08:00:00 午前,26.085
15886,11/01/21 08:30:00 午前,26.061
15887,11/01/21 09:00:00 午前,26.085
15888,11/01/21 09:30:00 午前,26.256
15889,11/01/21 10:00:00 午前,26.304
15890,11/01/21 10:30:00 午前,26.329
15891,11/01/21 11:00:00 午前,26.28
15892,11/01/21 11:30:00 午前,26.28
15893,11/01/21 12:00:00 午後,26.353
15894,11/01/21 12:30:00 午後,26.353
15895,11/01/21 01:00:00 午後,26.353
15896,11/01/21 01:30:00 午後,26.402
15897,11/01/21 02:00:00 午後,26.402
15898,11/01/21 02:30:00 午後,26.475
15899,11/01/21 03:00:00 午後,26.426
15900,11/01/21 03:30:00 午後,26.378
15901,11/01/21 04:00:00 午後,26.304
15902,11/01/21 04:30:00 午後,26.256
15903,11/01/21 05:00:00 午後,26.207
15904,11/01/21 05:30:00 午後,26.158
15905,11/01/21 06:00:00 午後,26.158
15906,11/01/21 06:30:00 午後,26.134
15907,11/01/21 07:00:00 午後,26.109
15908,11/01/21 07:30:00 午後,26.109
15909,11/01/21 08:00:00 午後,26.085
15910,11/01/21 08:30:00 午後,26.061
15911,11/01/21 09:00:00 午後,26.061
15912,11/01/21 09:30:00 午後,26.036
15913,11/01/21 10:00:00 午後,26.061
15914,11/01/21 10:30:00 午後,26.134
15915,11/01/21 11:00:00 午後,26.207
15916,11/01/21 11:30:00 午後,26.182
15917,11/02/21 12:00:00 午前,26.182
15918,11/02/21 12:30:00 午前,26.158
15919,11/02/21 01:00:00 午前,26.109
15920,11/02/21 01:30:00 午前,25.939
15921,11/02/21 02:00:00 午前,26.061
15922,11/02/21 02:30:00 午前,26.085
15923,11/02/21 03:00:00 午前,26.085
15924,11/02/21 03:30:00 午前,26.085
15925,11/02/21 04:00:00 午前,26.061
15926,11/02/21 04:30:00 午前,26.061
15927,11/02/21 05:00:00 午前,26.036
15928,11/02/21 05:30:00 午前,26.012
