プロット タイトル: site07_spot005_2021,,
#,月/日/年　時刻,"温度, °C (LGR S/N: 20280582, SEN S/N: 20280582)"
6033,04/10/21 02:00:00 午前,22.25
6034,04/10/21 02:30:00 午前,22.226
6035,04/10/21 03:00:00 午前,22.202
6036,04/10/21 03:30:00 午前,22.154
6037,04/10/21 04:00:00 午前,22.154
6038,04/10/21 04:30:00 午前,22.202
6039,04/10/21 05:00:00 午前,22.226
6040,04/10/21 05:30:00 午前,22.226
6041,04/10/21 06:00:00 午前,22.226
6042,04/10/21 06:30:00 午前,22.226
6043,04/10/21 07:00:00 午前,22.226
6044,04/10/21 07:30:00 午前,22.274
6045,04/10/21 08:00:00 午前,22.321
6046,04/10/21 08:30:00 午前,22.369
6047,04/10/21 09:00:00 午前,22.369
6048,04/10/21 09:30:00 午前,22.489
6049,04/10/21 10:00:00 午前,22.609
6050,04/10/21 10:30:00 午前,22.776
6051,04/10/21 11:00:00 午前,22.872
6052,04/10/21 11:30:00 午前,22.944
6053,04/10/21 12:00:00 午後,22.729
6054,04/10/21 12:30:00 午後,22.705
6055,04/10/21 01:00:00 午後,22.705
6056,04/10/21 01:30:00 午後,22.561
6057,04/10/21 02:00:00 午後,22.561
6058,04/10/21 02:30:00 午後,22.633
6059,04/10/21 03:00:00 午後,22.657
6060,04/10/21 03:30:00 午後,22.633
6061,04/10/21 04:00:00 午後,22.561
6062,04/10/21 04:30:00 午後,22.537
6063,04/10/21 05:00:00 午後,22.537
6064,04/10/21 05:30:00 午後,22.489
6065,04/10/21 06:00:00 午後,22.489
6066,04/10/21 06:30:00 午後,22.513
6067,04/10/21 07:00:00 午後,22.537
6068,04/10/21 07:30:00 午後,22.441
6069,04/10/21 08:00:00 午後,22.417
6070,04/10/21 08:30:00 午後,22.393
6071,04/10/21 09:00:00 午後,22.393
6072,04/10/21 09:30:00 午後,22.417
6073,04/10/21 10:00:00 午後,22.513
6074,04/10/21 10:30:00 午後,22.393
6075,04/10/21 11:00:00 午後,22.298
6076,04/10/21 11:30:00 午後,22.298
6077,04/11/21 12:00:00 午前,22.25
6078,04/11/21 12:30:00 午前,22.321
6079,04/11/21 01:00:00 午前,22.321
6080,04/11/21 01:30:00 午前,22.321
6081,04/11/21 02:00:00 午前,22.298
6082,04/11/21 02:30:00 午前,22.298
6083,04/11/21 03:00:00 午前,22.298
6084,04/11/21 03:30:00 午前,22.274
6085,04/11/21 04:00:00 午前,22.202
6086,04/11/21 04:30:00 午前,22.226
6087,04/11/21 05:00:00 午前,22.25
6088,04/11/21 05:30:00 午前,22.25
6089,04/11/21 06:00:00 午前,22.25
6090,04/11/21 06:30:00 午前,22.082
6091,04/11/21 07:00:00 午前,22.178
6092,04/11/21 07:30:00 午前,22.25
6093,04/11/21 08:00:00 午前,22.298
6094,04/11/21 08:30:00 午前,22.345
6095,04/11/21 09:00:00 午前,22.298
6096,04/11/21 09:30:00 午前,22.417
6097,04/11/21 10:00:00 午前,22.465
6098,04/11/21 10:30:00 午前,22.585
6099,04/11/21 11:00:00 午前,22.729
6100,04/11/21 11:30:00 午前,22.872
6101,04/11/21 12:00:00 午後,22.92
6102,04/11/21 12:30:00 午後,22.657
6103,04/11/21 01:00:00 午後,22.561
6104,04/11/21 01:30:00 午後,22.681
6105,04/11/21 02:00:00 午後,22.513
6106,04/11/21 02:30:00 午後,22.537
6107,04/11/21 03:00:00 午後,22.561
6108,04/11/21 03:30:00 午後,22.561
6109,04/11/21 04:00:00 午後,22.561
6110,04/11/21 04:30:00 午後,22.585
6111,04/11/21 05:00:00 午後,22.537
6112,04/11/21 05:30:00 午後,22.513
6113,04/11/21 06:00:00 午後,22.489
6114,04/11/21 06:30:00 午後,22.609
6115,04/11/21 07:00:00 午後,22.537
6116,04/11/21 07:30:00 午後,22.513
6117,04/11/21 08:00:00 午後,22.513
6118,04/11/21 08:30:00 午後,22.513
6119,04/11/21 09:00:00 午後,22.489
6120,04/11/21 09:30:00 午後,22.441
6121,04/11/21 10:00:00 午後,22.489
6122,04/11/21 10:30:00 午後,22.513
6123,04/11/21 11:00:00 午後,22.441
6124,04/11/21 11:30:00 午後,22.345
6125,04/12/21 12:00:00 午前,22.298
6126,04/12/21 12:30:00 午前,22.298
6127,04/12/21 01:00:00 午前,22.274
6128,04/12/21 01:30:00 午前,22.298
6129,04/12/21 02:00:00 午前,22.25
6130,04/12/21 02:30:00 午前,22.298
6131,04/12/21 03:00:00 午前,22.345
6132,04/12/21 03:30:00 午前,22.345
6133,04/12/21 04:00:00 午前,22.321
6134,04/12/21 04:30:00 午前,22.298
6135,04/12/21 05:00:00 午前,22.321
6136,04/12/21 05:30:00 午前,22.369
6137,04/12/21 06:00:00 午前,22.369
6138,04/12/21 06:30:00 午前,22.345
6139,04/12/21 07:00:00 午前,22.345
6140,04/12/21 07:30:00 午前,22.345
6141,04/12/21 08:00:00 午前,22.226
6142,04/12/21 08:30:00 午前,22.274
6143,04/12/21 09:00:00 午前,22.345
6144,04/12/21 09:30:00 午前,22.465
6145,04/12/21 10:00:00 午前,22.561
6146,04/12/21 10:30:00 午前,22.681
6147,04/12/21 11:00:00 午前,22.753
6148,04/12/21 11:30:00 午前,23.064
6149,04/12/21 12:00:00 午後,23.16
6150,04/12/21 12:30:00 午後,23.04
6151,04/12/21 01:00:00 午後,22.896
6152,04/12/21 01:30:00 午後,22.848
6153,04/12/21 02:00:00 午後,22.824
6154,04/12/21 02:30:00 午後,22.8
6155,04/12/21 03:00:00 午後,22.776
6156,04/12/21 03:30:00 午後,22.776
6157,04/12/21 04:00:00 午後,22.848
6158,04/12/21 04:30:00 午後,22.8
6159,04/12/21 05:00:00 午後,22.753
6160,04/12/21 05:30:00 午後,22.753
6161,04/12/21 06:00:00 午後,22.753
6162,04/12/21 06:30:00 午後,22.681
6163,04/12/21 07:00:00 午後,22.681
6164,04/12/21 07:30:00 午後,22.609
6165,04/12/21 08:00:00 午後,22.609
6166,04/12/21 08:30:00 午後,22.609
6167,04/12/21 09:00:00 午後,22.609
6168,04/12/21 09:30:00 午後,22.609
6169,04/12/21 10:00:00 午後,22.633
6170,04/12/21 10:30:00 午後,22.585
6171,04/12/21 11:00:00 午後,22.585
6172,04/12/21 11:30:00 午後,22.585
6173,04/13/21 12:00:00 午前,22.609
6174,04/13/21 12:30:00 午前,22.633
6175,04/13/21 01:00:00 午前,22.609
6176,04/13/21 01:30:00 午前,22.633
6177,04/13/21 02:00:00 午前,22.633
6178,04/13/21 02:30:00 午前,22.633
6179,04/13/21 03:00:00 午前,22.633
6180,04/13/21 03:30:00 午前,22.609
6181,04/13/21 04:00:00 午前,22.609
6182,04/13/21 04:30:00 午前,22.585
6183,04/13/21 05:00:00 午前,22.585
6184,04/13/21 05:30:00 午前,22.585
6185,04/13/21 06:00:00 午前,22.585
6186,04/13/21 06:30:00 午前,22.585
6187,04/13/21 07:00:00 午前,22.633
6188,04/13/21 07:30:00 午前,22.681
6189,04/13/21 08:00:00 午前,22.681
6190,04/13/21 08:30:00 午前,22.705
6191,04/13/21 09:00:00 午前,22.8
6192,04/13/21 09:30:00 午前,22.848
6193,04/13/21 10:00:00 午前,22.92
6194,04/13/21 10:30:00 午前,23.016
6195,04/13/21 11:00:00 午前,23.112
6196,04/13/21 11:30:00 午前,23.184
6197,04/13/21 12:00:00 午後,23.184
6198,04/13/21 12:30:00 午後,23.16
6199,04/13/21 01:00:00 午後,23.064
6200,04/13/21 01:30:00 午後,23.016
6201,04/13/21 02:00:00 午後,23.04
6202,04/13/21 02:30:00 午後,23.04
6203,04/13/21 03:00:00 午後,23.016
6204,04/13/21 03:30:00 午後,22.944
6205,04/13/21 04:00:00 午後,22.968
6206,04/13/21 04:30:00 午後,22.992
6207,04/13/21 05:00:00 午後,22.968
6208,04/13/21 05:30:00 午後,23.016
6209,04/13/21 06:00:00 午後,22.944
6210,04/13/21 06:30:00 午後,22.896
6211,04/13/21 07:00:00 午後,22.872
6212,04/13/21 07:30:00 午後,22.848
6213,04/13/21 08:00:00 午後,22.848
6214,04/13/21 08:30:00 午後,22.848
6215,04/13/21 09:00:00 午後,22.848
6216,04/13/21 09:30:00 午後,22.848
6217,04/13/21 10:00:00 午後,22.824
6218,04/13/21 10:30:00 午後,22.824
6219,04/13/21 11:00:00 午後,22.8
6220,04/13/21 11:30:00 午後,22.824
6221,04/14/21 12:00:00 午前,22.872
6222,04/14/21 12:30:00 午前,22.824
6223,04/14/21 01:00:00 午前,22.824
6224,04/14/21 01:30:00 午前,22.872
6225,04/14/21 02:00:00 午前,22.872
6226,04/14/21 02:30:00 午前,22.848
6227,04/14/21 03:00:00 午前,22.824
6228,04/14/21 03:30:00 午前,22.824
6229,04/14/21 04:00:00 午前,22.8
6230,04/14/21 04:30:00 午前,22.8
6231,04/14/21 05:00:00 午前,22.776
6232,04/14/21 05:30:00 午前,22.753
6233,04/14/21 06:00:00 午前,22.753
6234,04/14/21 06:30:00 午前,22.753
6235,04/14/21 07:00:00 午前,22.776
6236,04/14/21 07:30:00 午前,22.776
6237,04/14/21 08:00:00 午前,22.8
6238,04/14/21 08:30:00 午前,22.8
6239,04/14/21 09:00:00 午前,22.872
6240,04/14/21 09:30:00 午前,22.872
6241,04/14/21 10:00:00 午前,22.824
6242,04/14/21 10:30:00 午前,22.872
6243,04/14/21 11:00:00 午前,22.92
6244,04/14/21 11:30:00 午前,22.944
6245,04/14/21 12:00:00 午後,22.944
6246,04/14/21 12:30:00 午後,22.896
6247,04/14/21 01:00:00 午後,22.824
6248,04/14/21 01:30:00 午後,22.776
6249,04/14/21 02:00:00 午後,22.729
6250,04/14/21 02:30:00 午後,22.8
6251,04/14/21 03:00:00 午後,22.8
6252,04/14/21 03:30:00 午後,22.753
6253,04/14/21 04:00:00 午後,22.705
6254,04/14/21 04:30:00 午後,22.681
6255,04/14/21 05:00:00 午後,22.633
6256,04/14/21 05:30:00 午後,22.657
6257,04/14/21 06:00:00 午後,22.633
6258,04/14/21 06:30:00 午後,22.681
6259,04/14/21 07:00:00 午後,22.681
6260,04/14/21 07:30:00 午後,22.681
6261,04/14/21 08:00:00 午後,22.657
6262,04/14/21 08:30:00 午後,22.657
6263,04/14/21 09:00:00 午後,22.633
6264,04/14/21 09:30:00 午後,22.609
6265,04/14/21 10:00:00 午後,22.585
6266,04/14/21 10:30:00 午後,22.537
6267,04/14/21 11:00:00 午後,22.537
6268,04/14/21 11:30:00 午後,22.585
6269,04/15/21 12:00:00 午前,22.585
6270,04/15/21 12:30:00 午前,22.537
6271,04/15/21 01:00:00 午前,22.513
6272,04/15/21 01:30:00 午前,22.513
6273,04/15/21 02:00:00 午前,22.585
6274,04/15/21 02:30:00 午前,22.609
6275,04/15/21 03:00:00 午前,22.585
6276,04/15/21 03:30:00 午前,22.561
6277,04/15/21 04:00:00 午前,22.537
6278,04/15/21 04:30:00 午前,22.489
6279,04/15/21 05:00:00 午前,22.465
6280,04/15/21 05:30:00 午前,22.465
6281,04/15/21 06:00:00 午前,22.465
6282,04/15/21 06:30:00 午前,22.489
6283,04/15/21 07:00:00 午前,22.513
6284,04/15/21 07:30:00 午前,22.537
6285,04/15/21 08:00:00 午前,22.561
6286,04/15/21 08:30:00 午前,22.585
6287,04/15/21 09:00:00 午前,22.609
6288,04/15/21 09:30:00 午前,22.633
6289,04/15/21 10:00:00 午前,22.681
6290,04/15/21 10:30:00 午前,22.753
6291,04/15/21 11:00:00 午前,22.753
6292,04/15/21 11:30:00 午前,22.848
6293,04/15/21 12:00:00 午後,22.848
6294,04/15/21 12:30:00 午後,22.824
6295,04/15/21 01:00:00 午後,22.848
6296,04/15/21 01:30:00 午後,22.872
6297,04/15/21 02:00:00 午後,22.848
6298,04/15/21 02:30:00 午後,22.824
6299,04/15/21 03:00:00 午後,22.824
6300,04/15/21 03:30:00 午後,22.705
6301,04/15/21 04:00:00 午後,22.633
6302,04/15/21 04:30:00 午後,22.609
6303,04/15/21 05:00:00 午後,22.633
6304,04/15/21 05:30:00 午後,22.561
6305,04/15/21 06:00:00 午後,22.537
6306,04/15/21 06:30:00 午後,22.537
6307,04/15/21 07:00:00 午後,22.561
6308,04/15/21 07:30:00 午後,22.585
6309,04/15/21 08:00:00 午後,22.609
6310,04/15/21 08:30:00 午後,22.609
6311,04/15/21 09:00:00 午後,22.633
6312,04/15/21 09:30:00 午後,22.633
6313,04/15/21 10:00:00 午後,22.633
6314,04/15/21 10:30:00 午後,22.609
6315,04/15/21 11:00:00 午後,22.609
6316,04/15/21 11:30:00 午後,22.585
6317,04/16/21 12:00:00 午前,22.537
6318,04/16/21 12:30:00 午前,22.537
6319,04/16/21 01:00:00 午前,22.489
6320,04/16/21 01:30:00 午前,22.489
6321,04/16/21 02:00:00 午前,22.489
6322,04/16/21 02:30:00 午前,22.417
6323,04/16/21 03:00:00 午前,22.489
6324,04/16/21 03:30:00 午前,22.513
6325,04/16/21 04:00:00 午前,22.537
6326,04/16/21 04:30:00 午前,22.513
6327,04/16/21 05:00:00 午前,22.513
6328,04/16/21 05:30:00 午前,22.537
6329,04/16/21 06:00:00 午前,22.537
6330,04/16/21 06:30:00 午前,22.537
6331,04/16/21 07:00:00 午前,22.465
6332,04/16/21 07:30:00 午前,22.513
6333,04/16/21 08:00:00 午前,22.561
6334,04/16/21 08:30:00 午前,22.609
6335,04/16/21 09:00:00 午前,22.609
6336,04/16/21 09:30:00 午前,22.609
6337,04/16/21 10:00:00 午前,22.633
6338,04/16/21 10:30:00 午前,22.8
6339,04/16/21 11:00:00 午前,22.896
6340,04/16/21 11:30:00 午前,22.992
6341,04/16/21 12:00:00 午後,22.968
6342,04/16/21 12:30:00 午後,22.968
6343,04/16/21 01:00:00 午後,23.016
6344,04/16/21 01:30:00 午後,23.112
6345,04/16/21 02:00:00 午後,23.16
6346,04/16/21 02:30:00 午後,22.992
6347,04/16/21 03:00:00 午後,22.992
6348,04/16/21 03:30:00 午後,22.824
6349,04/16/21 04:00:00 午後,22.824
6350,04/16/21 04:30:00 午後,22.729
6351,04/16/21 05:00:00 午後,22.705
6352,04/16/21 05:30:00 午後,22.681
6353,04/16/21 06:00:00 午後,22.681
6354,04/16/21 06:30:00 午後,22.657
6355,04/16/21 07:00:00 午後,22.657
6356,04/16/21 07:30:00 午後,22.633
6357,04/16/21 08:00:00 午後,22.657
6358,04/16/21 08:30:00 午後,22.681
6359,04/16/21 09:00:00 午後,22.681
6360,04/16/21 09:30:00 午後,22.657
6361,04/16/21 10:00:00 午後,22.681
6362,04/16/21 10:30:00 午後,22.657
6363,04/16/21 11:00:00 午後,22.657
6364,04/16/21 11:30:00 午後,22.633
6365,04/17/21 12:00:00 午前,22.633
6366,04/17/21 12:30:00 午前,22.633
6367,04/17/21 01:00:00 午前,22.633
6368,04/17/21 01:30:00 午前,22.633
6369,04/17/21 02:00:00 午前,22.609
6370,04/17/21 02:30:00 午前,22.633
6371,04/17/21 03:00:00 午前,22.633
6372,04/17/21 03:30:00 午前,22.657
6373,04/17/21 04:00:00 午前,22.681
6374,04/17/21 04:30:00 午前,22.681
6375,04/17/21 05:00:00 午前,22.705
6376,04/17/21 05:30:00 午前,22.681
6377,04/17/21 06:00:00 午前,22.681
6378,04/17/21 06:30:00 午前,22.681
6379,04/17/21 07:00:00 午前,22.681
6380,04/17/21 07:30:00 午前,22.705
6381,04/17/21 08:00:00 午前,22.705
6382,04/17/21 08:30:00 午前,22.753
6383,04/17/21 09:00:00 午前,22.776
6384,04/17/21 09:30:00 午前,22.776
6385,04/17/21 10:00:00 午前,22.824
6386,04/17/21 10:30:00 午前,22.776
6387,04/17/21 11:00:00 午前,22.8
6388,04/17/21 11:30:00 午前,23.04
6389,04/17/21 12:00:00 午後,22.968
6390,04/17/21 12:30:00 午後,23.088
6391,04/17/21 01:00:00 午後,23.136
6392,04/17/21 01:30:00 午後,23.112
6393,04/17/21 02:00:00 午後,23.256
6394,04/17/21 02:30:00 午後,23.208
6395,04/17/21 03:00:00 午後,23.136
6396,04/17/21 03:30:00 午後,22.992
6397,04/17/21 04:00:00 午後,22.896
6398,04/17/21 04:30:00 午後,22.872
6399,04/17/21 05:00:00 午後,22.848
6400,04/17/21 05:30:00 午後,22.824
6401,04/17/21 06:00:00 午後,22.824
6402,04/17/21 06:30:00 午後,22.8
6403,04/17/21 07:00:00 午後,22.776
6404,04/17/21 07:30:00 午後,22.753
6405,04/17/21 08:00:00 午後,22.729
6406,04/17/21 08:30:00 午後,22.705
6407,04/17/21 09:00:00 午後,22.705
6408,04/17/21 09:30:00 午後,22.681
6409,04/17/21 10:00:00 午後,22.681
6410,04/17/21 10:30:00 午後,22.633
6411,04/17/21 11:00:00 午後,22.633
6412,04/17/21 11:30:00 午後,22.633
6413,04/18/21 12:00:00 午前,22.609
6414,04/18/21 12:30:00 午前,22.585
6415,04/18/21 01:00:00 午前,22.585
6416,04/18/21 01:30:00 午前,22.585
6417,04/18/21 02:00:00 午前,22.561
6418,04/18/21 02:30:00 午前,22.537
6419,04/18/21 03:00:00 午前,22.513
6420,04/18/21 03:30:00 午前,22.513
6421,04/18/21 04:00:00 午前,22.585
6422,04/18/21 04:30:00 午前,22.633
6423,04/18/21 05:00:00 午前,22.609
6424,04/18/21 05:30:00 午前,22.585
6425,04/18/21 06:00:00 午前,22.585
6426,04/18/21 06:30:00 午前,22.585
6427,04/18/21 07:00:00 午前,22.561
6428,04/18/21 07:30:00 午前,22.537
6429,04/18/21 08:00:00 午前,22.585
6430,04/18/21 08:30:00 午前,22.633
6431,04/18/21 09:00:00 午前,22.681
6432,04/18/21 09:30:00 午前,22.681
6433,04/18/21 10:00:00 午前,22.729
6434,04/18/21 10:30:00 午前,22.776
6435,04/18/21 11:00:00 午前,22.776
6436,04/18/21 11:30:00 午前,22.824
6437,04/18/21 12:00:00 午後,22.824
6438,04/18/21 12:30:00 午後,22.872
6439,04/18/21 01:00:00 午後,22.872
6440,04/18/21 01:30:00 午後,22.872
6441,04/18/21 02:00:00 午後,22.92
6442,04/18/21 02:30:00 午後,22.968
6443,04/18/21 03:00:00 午後,23.064
6444,04/18/21 03:30:00 午後,23.088
6445,04/18/21 04:00:00 午後,23.112
6446,04/18/21 04:30:00 午後,22.896
6447,04/18/21 05:00:00 午後,22.681
6448,04/18/21 05:30:00 午後,22.633
6449,04/18/21 06:00:00 午後,22.585
6450,04/18/21 06:30:00 午後,22.537
6451,04/18/21 07:00:00 午後,22.513
6452,04/18/21 07:30:00 午後,22.513
6453,04/18/21 08:00:00 午後,22.465
6454,04/18/21 08:30:00 午後,22.441
6455,04/18/21 09:00:00 午後,22.441
6456,04/18/21 09:30:00 午後,22.465
6457,04/18/21 10:00:00 午後,22.465
6458,04/18/21 10:30:00 午後,22.441
6459,04/18/21 11:00:00 午後,22.393
6460,04/18/21 11:30:00 午後,22.369
6461,04/19/21 12:00:00 午前,22.298
6462,04/19/21 12:30:00 午前,22.345
6463,04/19/21 01:00:00 午前,22.321
6464,04/19/21 01:30:00 午前,22.298
6465,04/19/21 02:00:00 午前,22.321
6466,04/19/21 02:30:00 午前,22.321
6467,04/19/21 03:00:00 午前,22.25
6468,04/19/21 03:30:00 午前,22.226
6469,04/19/21 04:00:00 午前,22.298
6470,04/19/21 04:30:00 午前,22.274
6471,04/19/21 05:00:00 午前,22.321
6472,04/19/21 05:30:00 午前,22.298
6473,04/19/21 06:00:00 午前,22.369
6474,04/19/21 06:30:00 午前,22.417
6475,04/19/21 07:00:00 午前,22.393
6476,04/19/21 07:30:00 午前,22.441
6477,04/19/21 08:00:00 午前,22.489
6478,04/19/21 08:30:00 午前,22.489
6479,04/19/21 09:00:00 午前,22.561
6480,04/19/21 09:30:00 午前,22.441
6481,04/19/21 10:00:00 午前,22.537
6482,04/19/21 10:30:00 午前,22.585
6483,04/19/21 11:00:00 午前,22.609
6484,04/19/21 11:30:00 午前,22.657
6485,04/19/21 12:00:00 午後,22.681
6486,04/19/21 12:30:00 午後,22.705
6487,04/19/21 01:00:00 午後,22.8
6488,04/19/21 01:30:00 午後,22.872
6489,04/19/21 02:00:00 午後,23.112
6490,04/19/21 02:30:00 午後,23.16
6491,04/19/21 03:00:00 午後,23.064
6492,04/19/21 03:30:00 午後,23.112
6493,04/19/21 04:00:00 午後,23.28
6494,04/19/21 04:30:00 午後,23.16
6495,04/19/21 05:00:00 午後,23.112
6496,04/19/21 05:30:00 午後,23.256
6497,04/19/21 06:00:00 午後,23.064
6498,04/19/21 06:30:00 午後,22.968
6499,04/19/21 07:00:00 午後,22.872
6500,04/19/21 07:30:00 午後,22.753
6501,04/19/21 08:00:00 午後,22.585
6502,04/19/21 08:30:00 午後,22.513
6503,04/19/21 09:00:00 午後,22.465
6504,04/19/21 09:30:00 午後,22.441
6505,04/19/21 10:00:00 午後,22.441
6506,04/19/21 10:30:00 午後,22.321
6507,04/19/21 11:00:00 午後,22.298
6508,04/19/21 11:30:00 午後,22.369
6509,04/20/21 12:00:00 午前,22.345
6510,04/20/21 12:30:00 午前,22.393
6511,04/20/21 01:00:00 午前,22.417
6512,04/20/21 01:30:00 午前,22.393
6513,04/20/21 02:00:00 午前,22.345
6514,04/20/21 02:30:00 午前,21.939
6515,04/20/21 03:00:00 午前,21.772
6516,04/20/21 03:30:00 午前,21.652
6517,04/20/21 04:00:00 午前,21.581
6518,04/20/21 04:30:00 午前,21.748
6519,04/20/21 05:00:00 午前,21.963
6520,04/20/21 05:30:00 午前,21.987
6521,04/20/21 06:00:00 午前,21.819
6522,04/20/21 06:30:00 午前,21.676
6523,04/20/21 07:00:00 午前,21.748
6524,04/20/21 07:30:00 午前,21.676
6525,04/20/21 08:00:00 午前,21.843
6526,04/20/21 08:30:00 午前,21.939
6527,04/20/21 09:00:00 午前,22.106
6528,04/20/21 09:30:00 午前,22.321
6529,04/20/21 10:00:00 午前,22.561
6530,04/20/21 10:30:00 午前,22.681
6531,04/20/21 11:00:00 午前,22.705
6532,04/20/21 11:30:00 午前,22.776
6533,04/20/21 12:00:00 午後,22.824
6534,04/20/21 12:30:00 午後,22.968
6535,04/20/21 01:00:00 午後,23.064
6536,04/20/21 01:30:00 午後,23.16
6537,04/20/21 02:00:00 午後,23.208
6538,04/20/21 02:30:00 午後,23.184
6539,04/20/21 03:00:00 午後,23.256
6540,04/20/21 03:30:00 午後,23.328
6541,04/20/21 04:00:00 午後,23.376
6542,04/20/21 04:30:00 午後,23.304
6543,04/20/21 05:00:00 午後,23.352
6544,04/20/21 05:30:00 午後,23.352
6545,04/20/21 06:00:00 午後,23.256
6546,04/20/21 06:30:00 午後,23.184
6547,04/20/21 07:00:00 午後,23.04
6548,04/20/21 07:30:00 午後,22.896
6549,04/20/21 08:00:00 午後,22.729
6550,04/20/21 08:30:00 午後,22.561
6551,04/20/21 09:00:00 午後,22.489
6552,04/20/21 09:30:00 午後,22.537
6553,04/20/21 10:00:00 午後,22.513
6554,04/20/21 10:30:00 午後,22.513
6555,04/20/21 11:00:00 午後,22.489
6556,04/20/21 11:30:00 午後,22.441
6557,04/21/21 12:00:00 午前,22.369
6558,04/21/21 12:30:00 午前,22.465
6559,04/21/21 01:00:00 午前,22.513
6560,04/21/21 01:30:00 午前,22.561
6561,04/21/21 02:00:00 午前,22.609
6562,04/21/21 02:30:00 午前,22.561
6563,04/21/21 03:00:00 午前,22.585
6564,04/21/21 03:30:00 午前,22.561
6565,04/21/21 04:00:00 午前,22.441
6566,04/21/21 04:30:00 午前,22.393
6567,04/21/21 05:00:00 午前,22.345
6568,04/21/21 05:30:00 午前,22.298
6569,04/21/21 06:00:00 午前,22.25
6570,04/21/21 06:30:00 午前,22.321
6571,04/21/21 07:00:00 午前,22.393
6572,04/21/21 07:30:00 午前,22.441
6573,04/21/21 08:00:00 午前,22.537
6574,04/21/21 08:30:00 午前,22.585
6575,04/21/21 09:00:00 午前,22.609
6576,04/21/21 09:30:00 午前,22.657
6577,04/21/21 10:00:00 午前,22.681
6578,04/21/21 10:30:00 午前,22.729
6579,04/21/21 11:00:00 午前,22.753
6580,04/21/21 11:30:00 午前,22.8
6581,04/21/21 12:00:00 午後,22.824
6582,04/21/21 12:30:00 午後,22.824
6583,04/21/21 01:00:00 午後,22.848
6584,04/21/21 01:30:00 午後,22.848
6585,04/21/21 02:00:00 午後,22.872
6586,04/21/21 02:30:00 午後,22.848
6587,04/21/21 03:00:00 午後,22.848
