プロット タイトル: site07_spot008_2021,,
#,月/日/年　時刻,"温度, °C (LGR S/N: 20291299, SEN S/N: 20291299)"
6212,04/13/21 07:30:00 午後,22.896
6213,04/13/21 08:00:00 午後,22.872
6214,04/13/21 08:30:00 午後,22.872
6215,04/13/21 09:00:00 午後,22.872
6216,04/13/21 09:30:00 午後,22.872
6217,04/13/21 10:00:00 午後,22.896
6218,04/13/21 10:30:00 午後,23.04
6219,04/13/21 11:00:00 午後,23.184
6220,04/13/21 11:30:00 午後,23.232
6221,04/14/21 12:00:00 午前,23.208
6222,04/14/21 12:30:00 午前,23.16
6223,04/14/21 01:00:00 午前,22.968
6224,04/14/21 01:30:00 午前,22.848
6225,04/14/21 02:00:00 午前,22.848
6226,04/14/21 02:30:00 午前,22.848
6227,04/14/21 03:00:00 午前,22.848
6228,04/14/21 03:30:00 午前,22.824
6229,04/14/21 04:00:00 午前,22.8
6230,04/14/21 04:30:00 午前,22.753
6231,04/14/21 05:00:00 午前,22.753
6232,04/14/21 05:30:00 午前,22.776
6233,04/14/21 06:00:00 午前,22.776
6234,04/14/21 06:30:00 午前,22.776
6235,04/14/21 07:00:00 午前,22.776
6236,04/14/21 07:30:00 午前,22.776
6237,04/14/21 08:00:00 午前,22.776
6238,04/14/21 08:30:00 午前,22.8
6239,04/14/21 09:00:00 午前,22.848
6240,04/14/21 09:30:00 午前,22.848
6241,04/14/21 10:00:00 午前,22.824
6242,04/14/21 10:30:00 午前,22.872
6243,04/14/21 11:00:00 午前,22.896
6244,04/14/21 11:30:00 午前,22.92
6245,04/14/21 12:00:00 午後,22.92
6246,04/14/21 12:30:00 午後,22.896
6247,04/14/21 01:00:00 午後,22.848
6248,04/14/21 01:30:00 午後,22.8
6249,04/14/21 02:00:00 午後,22.776
6250,04/14/21 02:30:00 午後,22.8
6251,04/14/21 03:00:00 午後,22.824
6252,04/14/21 03:30:00 午後,22.776
6253,04/14/21 04:00:00 午後,22.753
6254,04/14/21 04:30:00 午後,22.753
6255,04/14/21 05:00:00 午後,22.705
6256,04/14/21 05:30:00 午後,22.681
6257,04/14/21 06:00:00 午後,22.633
6258,04/14/21 06:30:00 午後,22.561
6259,04/14/21 07:00:00 午後,22.585
6260,04/14/21 07:30:00 午後,22.585
6261,04/14/21 08:00:00 午後,22.561
6262,04/14/21 08:30:00 午後,22.537
6263,04/14/21 09:00:00 午後,22.585
6264,04/14/21 09:30:00 午後,22.513
6265,04/14/21 10:00:00 午後,22.417
6266,04/14/21 10:30:00 午後,22.417
6267,04/14/21 11:00:00 午後,22.417
6268,04/14/21 11:30:00 午後,22.345
6269,04/15/21 12:00:00 午前,22.321
6270,04/15/21 12:30:00 午前,22.298
6271,04/15/21 01:00:00 午前,22.298
6272,04/15/21 01:30:00 午前,22.345
6273,04/15/21 02:00:00 午前,22.321
6274,04/15/21 02:30:00 午前,22.25
6275,04/15/21 03:00:00 午前,22.25
6276,04/15/21 03:30:00 午前,22.202
6277,04/15/21 04:00:00 午前,22.226
6278,04/15/21 04:30:00 午前,22.25
6279,04/15/21 05:00:00 午前,22.25
6280,04/15/21 05:30:00 午前,22.274
6281,04/15/21 06:00:00 午前,22.274
6282,04/15/21 06:30:00 午前,22.274
6283,04/15/21 07:00:00 午前,22.274
6284,04/15/21 07:30:00 午前,22.298
6285,04/15/21 08:00:00 午前,22.321
6286,04/15/21 08:30:00 午前,22.345
6287,04/15/21 09:00:00 午前,22.441
6288,04/15/21 09:30:00 午前,22.585
6289,04/15/21 10:00:00 午前,22.657
6290,04/15/21 10:30:00 午前,22.681
6291,04/15/21 11:00:00 午前,22.705
6292,04/15/21 11:30:00 午前,22.8
6293,04/15/21 12:00:00 午後,22.776
6294,04/15/21 12:30:00 午後,22.753
6295,04/15/21 01:00:00 午後,22.8
6296,04/15/21 01:30:00 午後,22.8
6297,04/15/21 02:00:00 午後,22.848
6298,04/15/21 02:30:00 午後,22.872
6299,04/15/21 03:00:00 午後,22.848
6300,04/15/21 03:30:00 午後,22.8
6301,04/15/21 04:00:00 午後,22.776
6302,04/15/21 04:30:00 午後,22.8
6303,04/15/21 05:00:00 午後,22.776
6304,04/15/21 05:30:00 午後,22.729
6305,04/15/21 06:00:00 午後,22.705
6306,04/15/21 06:30:00 午後,22.681
6307,04/15/21 07:00:00 午後,22.681
6308,04/15/21 07:30:00 午後,22.657
6309,04/15/21 08:00:00 午後,22.633
6310,04/15/21 08:30:00 午後,22.633
6311,04/15/21 09:00:00 午後,22.585
6312,04/15/21 09:30:00 午後,22.585
6313,04/15/21 10:00:00 午後,22.585
6314,04/15/21 10:30:00 午後,22.633
6315,04/15/21 11:00:00 午後,22.705
6316,04/15/21 11:30:00 午後,22.705
6317,04/16/21 12:00:00 午前,22.705
6318,04/16/21 12:30:00 午前,22.657
6319,04/16/21 01:00:00 午前,22.633
6320,04/16/21 01:30:00 午前,22.609
6321,04/16/21 02:00:00 午前,22.585
6322,04/16/21 02:30:00 午前,22.537
6323,04/16/21 03:00:00 午前,22.537
6324,04/16/21 03:30:00 午前,22.441
6325,04/16/21 04:00:00 午前,22.537
6326,04/16/21 04:30:00 午前,22.537
6327,04/16/21 05:00:00 午前,22.561
6328,04/16/21 05:30:00 午前,22.537
6329,04/16/21 06:00:00 午前,22.369
6330,04/16/21 06:30:00 午前,22.345
6331,04/16/21 07:00:00 午前,22.345
6332,04/16/21 07:30:00 午前,22.369
6333,04/16/21 08:00:00 午前,22.369
6334,04/16/21 08:30:00 午前,22.417
6335,04/16/21 09:00:00 午前,22.441
6336,04/16/21 09:30:00 午前,22.489
6337,04/16/21 10:00:00 午前,22.609
6338,04/16/21 10:30:00 午前,22.729
6339,04/16/21 11:00:00 午前,22.753
6340,04/16/21 11:30:00 午前,22.872
6341,04/16/21 12:00:00 午後,23.016
6342,04/16/21 12:30:00 午後,23.064
6343,04/16/21 01:00:00 午後,23.064
6344,04/16/21 01:30:00 午後,23.112
6345,04/16/21 02:00:00 午後,23.112
6346,04/16/21 02:30:00 午後,23.112
6347,04/16/21 03:00:00 午後,23.136
6348,04/16/21 03:30:00 午後,23.112
6349,04/16/21 04:00:00 午後,23.064
6350,04/16/21 04:30:00 午後,22.992
6351,04/16/21 05:00:00 午後,22.968
6352,04/16/21 05:30:00 午後,22.968
6353,04/16/21 06:00:00 午後,23.016
6354,04/16/21 06:30:00 午後,23.064
6355,04/16/21 07:00:00 午後,23.112
6356,04/16/21 07:30:00 午後,23.112
6357,04/16/21 08:00:00 午後,23.088
6358,04/16/21 08:30:00 午後,23.088
6359,04/16/21 09:00:00 午後,23.064
6360,04/16/21 09:30:00 午後,23.064
6361,04/16/21 10:00:00 午後,23.04
6362,04/16/21 10:30:00 午後,23.016
6363,04/16/21 11:00:00 午後,22.992
6364,04/16/21 11:30:00 午後,22.992
6365,04/17/21 12:00:00 午前,23.016
6366,04/17/21 12:30:00 午前,23.016
6367,04/17/21 01:00:00 午前,22.992
6368,04/17/21 01:30:00 午前,22.992
6369,04/17/21 02:00:00 午前,22.992
6370,04/17/21 02:30:00 午前,22.992
6371,04/17/21 03:00:00 午前,22.992
6372,04/17/21 03:30:00 午前,22.992
6373,04/17/21 04:00:00 午前,22.968
6374,04/17/21 04:30:00 午前,22.968
6375,04/17/21 05:00:00 午前,22.968
6376,04/17/21 05:30:00 午前,22.968
6377,04/17/21 06:00:00 午前,22.968
6378,04/17/21 06:30:00 午前,22.968
6379,04/17/21 07:00:00 午前,22.968
6380,04/17/21 07:30:00 午前,22.968
6381,04/17/21 08:00:00 午前,22.992
6382,04/17/21 08:30:00 午前,23.016
6383,04/17/21 09:00:00 午前,23.064
6384,04/17/21 09:30:00 午前,23.064
6385,04/17/21 10:00:00 午前,23.064
6386,04/17/21 10:30:00 午前,23.04
6387,04/17/21 11:00:00 午前,23.064
6388,04/17/21 11:30:00 午前,23.208
6389,04/17/21 12:00:00 午後,23.136
6390,04/17/21 12:30:00 午後,23.184
6391,04/17/21 01:00:00 午後,23.256
6392,04/17/21 01:30:00 午後,23.208
6393,04/17/21 02:00:00 午後,23.28
6394,04/17/21 02:30:00 午後,23.256
6395,04/17/21 03:00:00 午後,23.208
6396,04/17/21 03:30:00 午後,23.04
6397,04/17/21 04:00:00 午後,23.064
6398,04/17/21 04:30:00 午後,23.064
6399,04/17/21 05:00:00 午後,23.016
6400,04/17/21 05:30:00 午後,22.968
6401,04/17/21 06:00:00 午後,22.92
6402,04/17/21 06:30:00 午後,22.92
6403,04/17/21 07:00:00 午後,22.92
6404,04/17/21 07:30:00 午後,22.968
6405,04/17/21 08:00:00 午後,22.776
6406,04/17/21 08:30:00 午後,22.848
6407,04/17/21 09:00:00 午後,22.92
6408,04/17/21 09:30:00 午後,22.944
6409,04/17/21 10:00:00 午後,22.968
6410,04/17/21 10:30:00 午後,22.944
6411,04/17/21 11:00:00 午後,22.824
6412,04/17/21 11:30:00 午後,22.776
6413,04/18/21 12:00:00 午前,22.705
6414,04/18/21 12:30:00 午前,22.633
6415,04/18/21 01:00:00 午前,22.585
6416,04/18/21 01:30:00 午前,22.537
6417,04/18/21 02:00:00 午前,22.465
6418,04/18/21 02:30:00 午前,22.345
6419,04/18/21 03:00:00 午前,22.298
6420,04/18/21 03:30:00 午前,22.202
6421,04/18/21 04:00:00 午前,22.082
6422,04/18/21 04:30:00 午前,22.106
6423,04/18/21 05:00:00 午前,22.058
6424,04/18/21 05:30:00 午前,22.13
6425,04/18/21 06:00:00 午前,22.154
6426,04/18/21 06:30:00 午前,22.106
6427,04/18/21 07:00:00 午前,22.011
6428,04/18/21 07:30:00 午前,21.891
6429,04/18/21 08:00:00 午前,21.915
6430,04/18/21 08:30:00 午前,21.939
6431,04/18/21 09:00:00 午前,22.154
6432,04/18/21 09:30:00 午前,22.274
6433,04/18/21 10:00:00 午前,22.513
6434,04/18/21 10:30:00 午前,22.729
6435,04/18/21 11:00:00 午前,22.776
6436,04/18/21 11:30:00 午前,22.776
6437,04/18/21 12:00:00 午後,22.824
6438,04/18/21 12:30:00 午後,22.8
6439,04/18/21 01:00:00 午後,22.872
6440,04/18/21 01:30:00 午後,22.848
6441,04/18/21 02:00:00 午後,22.92
6442,04/18/21 02:30:00 午後,22.968
6443,04/18/21 03:00:00 午後,22.968
6444,04/18/21 03:30:00 午後,22.968
6445,04/18/21 04:00:00 午後,22.92
6446,04/18/21 04:30:00 午後,22.824
6447,04/18/21 05:00:00 午後,22.753
6448,04/18/21 05:30:00 午後,22.681
6449,04/18/21 06:00:00 午後,22.609
6450,04/18/21 06:30:00 午後,22.537
6451,04/18/21 07:00:00 午後,22.657
6452,04/18/21 07:30:00 午後,22.513
6453,04/18/21 08:00:00 午後,22.345
6454,04/18/21 08:30:00 午後,22.274
6455,04/18/21 09:00:00 午後,22.25
6456,04/18/21 09:30:00 午後,22.298
6457,04/18/21 10:00:00 午後,22.321
6458,04/18/21 10:30:00 午後,22.345
6459,04/18/21 11:00:00 午後,22.345
6460,04/18/21 11:30:00 午後,22.345
6461,04/19/21 12:00:00 午前,22.321
6462,04/19/21 12:30:00 午前,22.298
6463,04/19/21 01:00:00 午前,22.011
6464,04/19/21 01:30:00 午前,21.867
6465,04/19/21 02:00:00 午前,21.795
6466,04/19/21 02:30:00 午前,21.772
6467,04/19/21 03:00:00 午前,21.819
6468,04/19/21 03:30:00 午前,21.867
6469,04/19/21 04:00:00 午前,21.819
6470,04/19/21 04:30:00 午前,21.819
6471,04/19/21 05:00:00 午前,21.795
6472,04/19/21 05:30:00 午前,21.867
6473,04/19/21 06:00:00 午前,21.915
6474,04/19/21 06:30:00 午前,22.011
6475,04/19/21 07:00:00 午前,22.106
6476,04/19/21 07:30:00 午前,22.13
6477,04/19/21 08:00:00 午前,22.154
6478,04/19/21 08:30:00 午前,22.178
6479,04/19/21 09:00:00 午前,22.226
6480,04/19/21 09:30:00 午前,22.25
6481,04/19/21 10:00:00 午前,22.321
6482,04/19/21 10:30:00 午前,22.369
6483,04/19/21 11:00:00 午前,22.393
6484,04/19/21 11:30:00 午前,22.441
6485,04/19/21 12:00:00 午後,22.465
6486,04/19/21 12:30:00 午後,22.537
6487,04/19/21 01:00:00 午後,22.609
6488,04/19/21 01:30:00 午後,22.657
6489,04/19/21 02:00:00 午後,22.729
6490,04/19/21 02:30:00 午後,22.729
6491,04/19/21 03:00:00 午後,22.753
6492,04/19/21 03:30:00 午後,22.753
6493,04/19/21 04:00:00 午後,22.705
6494,04/19/21 04:30:00 午後,22.681
6495,04/19/21 05:00:00 午後,22.681
6496,04/19/21 05:30:00 午後,22.681
6497,04/19/21 06:00:00 午後,22.633
6498,04/19/21 06:30:00 午後,22.609
6499,04/19/21 07:00:00 午後,22.561
6500,04/19/21 07:30:00 午後,22.537
6501,04/19/21 08:00:00 午後,22.513
6502,04/19/21 08:30:00 午後,22.489
6503,04/19/21 09:00:00 午後,22.393
6504,04/19/21 09:30:00 午後,22.393
6505,04/19/21 10:00:00 午後,22.417
6506,04/19/21 10:30:00 午後,22.417
6507,04/19/21 11:00:00 午後,22.369
6508,04/19/21 11:30:00 午後,22.226
6509,04/20/21 12:00:00 午前,22.226
6510,04/20/21 12:30:00 午前,22.226
6511,04/20/21 01:00:00 午前,22.202
6512,04/20/21 01:30:00 午前,22.13
6513,04/20/21 02:00:00 午前,22.154
6514,04/20/21 02:30:00 午前,22.154
6515,04/20/21 03:00:00 午前,22.106
6516,04/20/21 03:30:00 午前,22.226
6517,04/20/21 04:00:00 午前,22.202
6518,04/20/21 04:30:00 午前,22.058
6519,04/20/21 05:00:00 午前,21.819
6520,04/20/21 05:30:00 午前,21.772
6521,04/20/21 06:00:00 午前,21.7
6522,04/20/21 06:30:00 午前,21.676
6523,04/20/21 07:00:00 午前,21.772
6524,04/20/21 07:30:00 午前,21.915
6525,04/20/21 08:00:00 午前,22.082
6526,04/20/21 08:30:00 午前,22.13
6527,04/20/21 09:00:00 午前,22.13
6528,04/20/21 09:30:00 午前,22.178
6529,04/20/21 10:00:00 午前,22.274
6530,04/20/21 10:30:00 午前,22.321
6531,04/20/21 11:00:00 午前,22.441
6532,04/20/21 11:30:00 午前,22.489
6533,04/20/21 12:00:00 午後,22.465
6534,04/20/21 12:30:00 午後,22.537
6535,04/20/21 01:00:00 午後,22.633
6536,04/20/21 01:30:00 午後,22.705
6537,04/20/21 02:00:00 午後,22.753
6538,04/20/21 02:30:00 午後,22.8
6539,04/20/21 03:00:00 午後,22.8
6540,04/20/21 03:30:00 午後,22.8
6541,04/20/21 04:00:00 午後,22.776
6542,04/20/21 04:30:00 午後,22.776
6543,04/20/21 05:00:00 午後,22.776
6544,04/20/21 05:30:00 午後,22.776
6545,04/20/21 06:00:00 午後,22.776
6546,04/20/21 06:30:00 午後,22.776
6547,04/20/21 07:00:00 午後,22.776
6548,04/20/21 07:30:00 午後,22.753
6549,04/20/21 08:00:00 午後,22.681
6550,04/20/21 08:30:00 午後,22.537
6551,04/20/21 09:00:00 午後,22.489
6552,04/20/21 09:30:00 午後,22.465
6553,04/20/21 10:00:00 午後,22.441
6554,04/20/21 10:30:00 午後,22.393
6555,04/20/21 11:00:00 午後,22.393
6556,04/20/21 11:30:00 午後,22.369
6557,04/21/21 12:00:00 午前,22.369
6558,04/21/21 12:30:00 午前,22.345
6559,04/21/21 01:00:00 午前,22.298
6560,04/21/21 01:30:00 午前,22.274
6561,04/21/21 02:00:00 午前,22.25
6562,04/21/21 02:30:00 午前,22.202
6563,04/21/21 03:00:00 午前,22.13
6564,04/21/21 03:30:00 午前,22.298
6565,04/21/21 04:00:00 午前,22.393
6566,04/21/21 04:30:00 午前,22.393
6567,04/21/21 05:00:00 午前,22.25
6568,04/21/21 05:30:00 午前,21.987
6569,04/21/21 06:00:00 午前,21.963
6570,04/21/21 06:30:00 午前,22.082
6571,04/21/21 07:00:00 午前,22.202
6572,04/21/21 07:30:00 午前,22.345
6573,04/21/21 08:00:00 午前,22.489
6574,04/21/21 08:30:00 午前,22.537
6575,04/21/21 09:00:00 午前,22.513
6576,04/21/21 09:30:00 午前,22.585
6577,04/21/21 10:00:00 午前,22.585
6578,04/21/21 10:30:00 午前,22.585
6579,04/21/21 11:00:00 午前,22.585
6580,04/21/21 11:30:00 午前,22.585
6581,04/21/21 12:00:00 午後,22.537
6582,04/21/21 12:30:00 午後,22.609
6583,04/21/21 01:00:00 午後,22.633
6584,04/21/21 01:30:00 午後,22.729
6585,04/21/21 02:00:00 午後,22.776
6586,04/21/21 02:30:00 午後,22.8
6587,04/21/21 03:00:00 午後,22.824
6588,04/21/21 03:30:00 午後,22.848
6589,04/21/21 04:00:00 午後,22.824
6590,04/21/21 04:30:00 午後,22.872
6591,04/21/21 05:00:00 午後,22.872
6592,04/21/21 05:30:00 午後,22.896
6593,04/21/21 06:00:00 午後,22.896
6594,04/21/21 06:30:00 午後,22.896
6595,04/21/21 07:00:00 午後,22.896
6596,04/21/21 07:30:00 午後,22.896
6597,04/21/21 08:00:00 午後,22.872
6598,04/21/21 08:30:00 午後,22.872
6599,04/21/21 09:00:00 午後,22.848
6600,04/21/21 09:30:00 午後,22.824
6601,04/21/21 10:00:00 午後,22.824
6602,04/21/21 10:30:00 午後,22.729
6603,04/21/21 11:00:00 午後,22.824
6604,04/21/21 11:30:00 午後,22.848
6605,04/22/21 12:00:00 午前,22.872
6606,04/22/21 12:30:00 午前,22.872
6607,04/22/21 01:00:00 午前,22.848
6608,04/22/21 01:30:00 午前,22.824
6609,04/22/21 02:00:00 午前,22.848
6610,04/22/21 02:30:00 午前,22.8
6611,04/22/21 03:00:00 午前,22.8
6612,04/22/21 03:30:00 午前,22.776
6613,04/22/21 04:00:00 午前,22.729
6614,04/22/21 04:30:00 午前,22.753
6615,04/22/21 05:00:00 午前,22.776
6616,04/22/21 05:30:00 午前,22.8
6617,04/22/21 06:00:00 午前,22.776
6618,04/22/21 06:30:00 午前,22.8
6619,04/22/21 07:00:00 午前,22.824
6620,04/22/21 07:30:00 午前,22.824
6621,04/22/21 08:00:00 午前,22.824
6622,04/22/21 08:30:00 午前,22.872
6623,04/22/21 09:00:00 午前,22.872
6624,04/22/21 09:30:00 午前,22.872
6625,04/22/21 10:00:00 午前,22.896
6626,04/22/21 10:30:00 午前,22.896
6627,04/22/21 11:00:00 午前,22.944
6628,04/22/21 11:30:00 午前,22.944
6629,04/22/21 12:00:00 午後,22.92
6630,04/22/21 12:30:00 午後,22.944
6631,04/22/21 01:00:00 午後,22.968
6632,04/22/21 01:30:00 午後,22.968
6633,04/22/21 02:00:00 午後,22.992
6634,04/22/21 02:30:00 午後,22.992
6635,04/22/21 03:00:00 午後,22.968
6636,04/22/21 03:30:00 午後,22.968
6637,04/22/21 04:00:00 午後,22.968
6638,04/22/21 04:30:00 午後,22.968
6639,04/22/21 05:00:00 午後,22.968
6640,04/22/21 05:30:00 午後,22.992
6641,04/22/21 06:00:00 午後,22.992
6642,04/22/21 06:30:00 午後,22.992
6643,04/22/21 07:00:00 午後,22.992
6644,04/22/21 07:30:00 午後,22.968
6645,04/22/21 08:00:00 午後,22.968
6646,04/22/21 08:30:00 午後,22.944
6647,04/22/21 09:00:00 午後,22.944
6648,04/22/21 09:30:00 午後,22.896
6649,04/22/21 10:00:00 午後,22.872
6650,04/22/21 10:30:00 午後,22.824
6651,04/22/21 11:00:00 午後,22.8
6652,04/22/21 11:30:00 午後,22.776
6653,04/23/21 12:00:00 午前,22.776
6654,04/23/21 12:30:00 午前,22.753
6655,04/23/21 01:00:00 午前,22.753
6656,04/23/21 01:30:00 午前,22.729
6657,04/23/21 02:00:00 午前,22.729
6658,04/23/21 02:30:00 午前,22.729
6659,04/23/21 03:00:00 午前,22.776
6660,04/23/21 03:30:00 午前,22.753
6661,04/23/21 04:00:00 午前,22.729
6662,04/23/21 04:30:00 午前,22.705
6663,04/23/21 05:00:00 午前,22.705
6664,04/23/21 05:30:00 午前,22.753
6665,04/23/21 06:00:00 午前,22.8
6666,04/23/21 06:30:00 午前,22.824
6667,04/23/21 07:00:00 午前,22.872
6668,04/23/21 07:30:00 午前,22.872
6669,04/23/21 08:00:00 午前,22.896
6670,04/23/21 08:30:00 午前,23.016
6671,04/23/21 09:00:00 午前,23.04
6672,04/23/21 09:30:00 午前,23.064
6673,04/23/21 10:00:00 午前,22.992
6674,04/23/21 10:30:00 午前,23.04
6675,04/23/21 11:00:00 午前,23.016
6676,04/23/21 11:30:00 午前,23.04
6677,04/23/21 12:00:00 午後,23.04
6678,04/23/21 12:30:00 午後,23.016
6679,04/23/21 01:00:00 午後,22.992
6680,04/23/21 01:30:00 午後,22.992
6681,04/23/21 02:00:00 午後,22.944
6682,04/23/21 02:30:00 午後,22.896
6683,04/23/21 03:00:00 午後,22.896
6684,04/23/21 03:30:00 午後,22.92
6685,04/23/21 04:00:00 午後,22.92
6686,04/23/21 04:30:00 午後,22.896
6687,04/23/21 05:00:00 午後,22.896
6688,04/23/21 05:30:00 午後,22.872
6689,04/23/21 06:00:00 午後,22.872
6690,04/23/21 06:30:00 午後,22.824
6691,04/23/21 07:00:00 午後,22.681
6692,04/23/21 07:30:00 午後,22.609
6693,04/23/21 08:00:00 午後,22.609
6694,04/23/21 08:30:00 午後,22.585
6695,04/23/21 09:00:00 午後,22.489
6696,04/23/21 09:30:00 午後,22.441
6697,04/23/21 10:00:00 午後,22.489
6698,04/23/21 10:30:00 午後,22.465
6699,04/23/21 11:00:00 午後,22.513
6700,04/23/21 11:30:00 午後,22.513
6701,04/24/21 12:00:00 午前,22.633
6702,04/24/21 12:30:00 午前,22.489
6703,04/24/21 01:00:00 午前,22.345
6704,04/24/21 01:30:00 午前,22.465
6705,04/24/21 02:00:00 午前,22.537
6706,04/24/21 02:30:00 午前,22.513
6707,04/24/21 03:00:00 午前,22.345
6708,04/24/21 03:30:00 午前,22.417
6709,04/24/21 04:00:00 午前,22.441
6710,04/24/21 04:30:00 午前,22.369
6711,04/24/21 05:00:00 午前,22.561
6712,04/24/21 05:30:00 午前,22.393
6713,04/24/21 06:00:00 午前,22.465
6714,04/24/21 06:30:00 午前,22.345
6715,04/24/21 07:00:00 午前,22.513
6716,04/24/21 07:30:00 午前,22.513
6717,04/24/21 08:00:00 午前,22.537
6718,04/24/21 08:30:00 午前,22.561
6719,04/24/21 09:00:00 午前,22.609
6720,04/24/21 09:30:00 午前,22.681
6721,04/24/21 10:00:00 午前,22.92
6722,04/24/21 10:30:00 午前,22.824
6723,04/24/21 11:00:00 午前,22.489
6724,04/24/21 11:30:00 午前,22.681
6725,04/24/21 12:00:00 午後,22.848
6726,04/24/21 12:30:00 午後,22.992
6727,04/24/21 01:00:00 午後,23.064
6728,04/24/21 01:30:00 午後,23.088
6729,04/24/21 02:00:00 午後,23.112
6730,04/24/21 02:30:00 午後,23.208
6731,04/24/21 03:00:00 午後,23.256
6732,04/24/21 03:30:00 午後,23.28
6733,04/24/21 04:00:00 午後,23.232
6734,04/24/21 04:30:00 午後,23.184
6735,04/24/21 05:00:00 午後,23.184
6736,04/24/21 05:30:00 午後,23.16
6737,04/24/21 06:00:00 午後,23.208
6738,04/24/21 06:30:00 午後,23.208
6739,04/24/21 07:00:00 午後,23.208
6740,04/24/21 07:30:00 午後,23.208
6741,04/24/21 08:00:00 午後,23.232
6742,04/24/21 08:30:00 午後,23.232
6743,04/24/21 09:00:00 午後,23.208
6744,04/24/21 09:30:00 午後,23.136
6745,04/24/21 10:00:00 午後,23.184
6746,04/24/21 10:30:00 午後,23.184
6747,04/24/21 11:00:00 午後,23.184
6748,04/24/21 11:30:00 午後,23.16
6749,04/25/21 12:00:00 午前,23.16
6750,04/25/21 12:30:00 午前,23.16
6751,04/25/21 01:00:00 午前,23.16
6752,04/25/21 01:30:00 午前,23.04
6753,04/25/21 02:00:00 午前,23.016
6754,04/25/21 02:30:00 午前,22.8
6755,04/25/21 03:00:00 午前,22.92
6756,04/25/21 03:30:00 午前,23.04
6757,04/25/21 04:00:00 午前,23.016
6758,04/25/21 04:30:00 午前,23.016
6759,04/25/21 05:00:00 午前,23.016
6760,04/25/21 05:30:00 午前,22.992
6761,04/25/21 06:00:00 午前,22.992
6762,04/25/21 06:30:00 午前,22.968
6763,04/25/21 07:00:00 午前,22.992
6764,04/25/21 07:30:00 午前,23.16
6765,04/25/21 08:00:00 午前,23.208
6766,04/25/21 08:30:00 午前,23.184
6767,04/25/21 09:00:00 午前,23.088
