プロット タイトル: site21_spot011_2023,,,,,,,,,
#,"日付 時間, GMT+09:00","温度, °F (LGR S/N: 20054297, SEN S/N: 20054297, LBL: ℃)",カプラー取り外し (LGR S/N: 20054297),カプラー取り付け (LGR S/N: 20054297),ホスト接続 (LGR S/N: 20054297),停止済み (LGR S/N: 20054297),ファイルの終わり (LGR S/N: 20054297),"温度, °C",
6758,10/09/23 12:00:00 午前,76.332,,,,,,24.62888889,
6759,10/09/23 01:00:00 午前,76.464,,,,,,24.70222222,
6760,10/09/23 02:00:00 午前,76.289,,,,,,24.605,
6761,10/09/23 03:00:00 午前,76.375,,,,,,24.65277778,
6762,10/09/23 04:00:00 午前,76.114,,,,,,24.50777778,
6763,10/09/23 05:00:00 午前,76.854,,,,,,24.91888889,
6764,10/09/23 06:00:00 午前,76.725,,,,,,24.84722222,
6765,10/09/23 07:00:00 午前,76.593,,,,,,24.77388889,
6766,10/09/23 08:00:00 午前,76.158,,,,,,24.53222222,
6767,10/09/23 09:00:00 午前,76.114,,,,,,24.50777778,
6768,10/09/23 10:00:00 午前,76.854,,,,,,24.91888889,
6769,10/09/23 11:00:00 午前,76.375,,,,,,24.65277778,
6770,10/09/23 12:00:00 午後,76.986,,,,,,24.99222222,
6771,10/09/23 01:00:00 午後,77.117,,,,,,25.065,
6772,10/09/23 02:00:00 午後,77.77,,,,,,25.42777778,
6773,10/09/23 03:00:00 午後,77.859,,,,,,25.47722222,
6774,10/09/23 04:00:00 午後,77.684,,,,,,25.38,
6775,10/09/23 05:00:00 午後,78.033,,,,,,25.57388889,
6776,10/09/23 06:00:00 午後,77.378,,,,,,25.21,
6777,10/09/23 07:00:00 午後,77.029,,,,,,25.01611111,
6778,10/09/23 08:00:00 午後,77.684,,,,,,25.38,
6779,10/09/23 09:00:00 午後,77.553,,,,,,25.30722222,
6780,10/09/23 10:00:00 午後,77.292,,,,,,25.16222222,
6781,10/09/23 11:00:00 午後,77.16,,,,,,25.08888889,
6782,10/10/23 12:00:00 午前,77.029,,,,,,25.01611111,
6783,10/10/23 01:00:00 午前,77.247,,,,,,25.13722222,
6784,10/10/23 02:00:00 午前,77.292,,,,,,25.16222222,
6785,10/10/23 03:00:00 午前,77.247,,,,,,25.13722222,
6786,10/10/23 04:00:00 午前,77.335,,,,,,25.18611111,
6787,10/10/23 05:00:00 午前,77.335,,,,,,25.18611111,
6788,10/10/23 06:00:00 午前,77.509,,,,,,25.28277778,
6789,10/10/23 07:00:00 午前,77.553,,,,,,25.30722222,
6790,10/10/23 08:00:00 午前,77.596,,,,,,25.33111111,
6791,10/10/23 09:00:00 午前,77.815,,,,,,25.45277778,
6792,10/10/23 10:00:00 午前,78.033,,,,,,25.57388889,
6793,10/10/23 11:00:00 午前,78.602,,,,,,25.89,
6794,10/10/23 12:00:00 午後,78.733,,,,,,25.96277778,
6795,10/10/23 01:00:00 午後,78.427,,,,,,25.79277778,
6796,10/10/23 02:00:00 午後,78.514,,,,,,25.84111111,
6797,10/10/23 03:00:00 午後,78.514,,,,,,25.84111111,
6798,10/10/23 04:00:00 午後,78.559,,,,,,25.86611111,
6799,10/10/23 05:00:00 午後,78.602,,,,,,25.89,
6800,10/10/23 06:00:00 午後,78.514,,,,,,25.84111111,
6801,10/10/23 07:00:00 午後,78.514,,,,,,25.84111111,
6802,10/10/23 08:00:00 午後,78.69,,,,,,25.93888889,
6803,10/10/23 09:00:00 午後,78.559,,,,,,25.86611111,
6804,10/10/23 10:00:00 午後,78.296,,,,,,25.72,
6805,10/10/23 11:00:00 午後,78.208,,,,,,25.67111111,
6806,10/11/23 12:00:00 午前,78.165,,,,,,25.64722222,
6807,10/11/23 01:00:00 午前,77.99,,,,,,25.55,
6808,10/11/23 02:00:00 午前,77.859,,,,,,25.47722222,
6809,10/11/23 03:00:00 午前,77.684,,,,,,25.38,
6810,10/11/23 04:00:00 午前,77.596,,,,,,25.33111111,
6811,10/11/23 05:00:00 午前,77.509,,,,,,25.28277778,
6812,10/11/23 06:00:00 午前,77.509,,,,,,25.28277778,
6813,10/11/23 07:00:00 午前,77.292,,,,,,25.16222222,
6814,10/11/23 08:00:00 午前,77.117,,,,,,25.065,
6815,10/11/23 09:00:00 午前,76.986,,,,,,24.99222222,
6816,10/11/23 10:00:00 午前,77.117,,,,,,25.065,
6817,10/11/23 11:00:00 午前,77.247,,,,,,25.13722222,
6818,10/11/23 12:00:00 午後,77.378,,,,,,25.21,
6819,10/11/23 01:00:00 午後,77.509,,,,,,25.28277778,
6820,10/11/23 02:00:00 午後,77.553,,,,,,25.30722222,
6821,10/11/23 03:00:00 午後,77.77,,,,,,25.42777778,
6822,10/11/23 04:00:00 午後,77.859,,,,,,25.47722222,
6823,10/11/23 05:00:00 午後,78.033,,,,,,25.57388889,
6824,10/11/23 06:00:00 午後,77.902,,,,,,25.50111111,
6825,10/11/23 07:00:00 午後,77.902,,,,,,25.50111111,
6826,10/11/23 08:00:00 午後,77.596,,,,,,25.33111111,
6827,10/11/23 09:00:00 午後,77.509,,,,,,25.28277778,
6828,10/11/23 10:00:00 午後,77.421,,,,,,25.23388889,
6829,10/11/23 11:00:00 午後,77.292,,,,,,25.16222222,
6830,10/12/23 12:00:00 午前,77.029,,,,,,25.01611111,
6831,10/12/23 01:00:00 午前,77.072,,,,,,25.04,
6832,10/12/23 02:00:00 午前,77.072,,,,,,25.04,
6833,10/12/23 03:00:00 午前,76.986,,,,,,24.99222222,
6834,10/12/23 04:00:00 午前,76.899,,,,,,24.94388889,
6835,10/12/23 05:00:00 午前,76.986,,,,,,24.99222222,
6836,10/12/23 06:00:00 午前,76.811,,,,,,24.895,
6837,10/12/23 07:00:00 午前,76.725,,,,,,24.84722222,
6838,10/12/23 08:00:00 午前,76.768,,,,,,24.87111111,
6839,10/12/23 09:00:00 午前,76.986,,,,,,24.99222222,
6840,10/12/23 10:00:00 午前,77.029,,,,,,25.01611111,
6841,10/12/23 11:00:00 午前,77.072,,,,,,25.04,
6842,10/12/23 12:00:00 午後,76.899,,,,,,24.94388889,
6843,10/12/23 01:00:00 午後,76.986,,,,,,24.99222222,
6844,10/12/23 02:00:00 午後,77.072,,,,,,25.04,
6845,10/12/23 03:00:00 午後,77.117,,,,,,25.065,
6846,10/12/23 04:00:00 午後,77.117,,,,,,25.065,
6847,10/12/23 05:00:00 午後,77.16,,,,,,25.08888889,
6848,10/12/23 06:00:00 午後,77.117,,,,,,25.065,
6849,10/12/23 07:00:00 午後,76.986,,,,,,24.99222222,
6850,10/12/23 08:00:00 午後,76.986,,,,,,24.99222222,
6851,10/12/23 09:00:00 午後,76.854,,,,,,24.91888889,
6852,10/12/23 10:00:00 午後,76.55,,,,,,24.75,
6853,10/12/23 11:00:00 午後,76.464,,,,,,24.70222222,
6854,10/13/23 12:00:00 午前,76.375,,,,,,24.65277778,
6855,10/13/23 01:00:00 午前,76.332,,,,,,24.62888889,
6856,10/13/23 02:00:00 午前,76.203,,,,,,24.55722222,
6857,10/13/23 03:00:00 午前,76.203,,,,,,24.55722222,
6858,10/13/23 04:00:00 午前,76.114,,,,,,24.50777778,
6859,10/13/23 05:00:00 午前,76.071,,,,,,24.48388889,
6860,10/13/23 06:00:00 午前,75.942,,,,,,24.41222222,
6861,10/13/23 07:00:00 午前,75.898,,,,,,24.38777778,
6862,10/13/23 08:00:00 午前,75.853,,,,,,24.36277778,
6863,10/13/23 09:00:00 午前,75.985,,,,,,24.43611111,
6864,10/13/23 10:00:00 午前,76.507,,,,,,24.72611111,
6865,10/13/23 11:00:00 午前,76.725,,,,,,24.84722222,
6866,10/13/23 12:00:00 午後,77.072,,,,,,25.04,
6867,10/13/23 01:00:00 午後,77.117,,,,,,25.065,
6868,10/13/23 02:00:00 午後,77.203,,,,,,25.11277778,
6869,10/13/23 03:00:00 午後,77.16,,,,,,25.08888889,
6870,10/13/23 04:00:00 午後,76.942,,,,,,24.96777778,
6871,10/13/23 05:00:00 午後,77.029,,,,,,25.01611111,
6872,10/13/23 06:00:00 午後,77.029,,,,,,25.01611111,
6873,10/13/23 07:00:00 午後,76.811,,,,,,24.895,
6874,10/13/23 08:00:00 午後,76.681,,,,,,24.82277778,
6875,10/13/23 09:00:00 午後,76.636,,,,,,24.79777778,
6876,10/13/23 10:00:00 午後,76.55,,,,,,24.75,
6877,10/13/23 11:00:00 午後,76.071,,,,,,24.48388889,
6878,10/14/23 12:00:00 午前,76.071,,,,,,24.48388889,
6879,10/14/23 01:00:00 午前,75.985,,,,,,24.43611111,
6880,10/14/23 02:00:00 午前,76.071,,,,,,24.48388889,
6881,10/14/23 03:00:00 午前,76.158,,,,,,24.53222222,
6882,10/14/23 04:00:00 午前,76.332,,,,,,24.62888889,
6883,10/14/23 05:00:00 午前,76.464,,,,,,24.70222222,
6884,10/14/23 06:00:00 午前,76.332,,,,,,24.62888889,
6885,10/14/23 07:00:00 午前,76.419,,,,,,24.67722222,
6886,10/14/23 08:00:00 午前,76.507,,,,,,24.72611111,
6887,10/14/23 09:00:00 午前,76.593,,,,,,24.77388889,
6888,10/14/23 10:00:00 午前,76.636,,,,,,24.79777778,
6889,10/14/23 11:00:00 午前,76.725,,,,,,24.84722222,
6890,10/14/23 12:00:00 午後,76.725,,,,,,24.84722222,
6891,10/14/23 01:00:00 午後,76.811,,,,,,24.895,
6892,10/14/23 02:00:00 午後,76.986,,,,,,24.99222222,
6893,10/14/23 03:00:00 午後,77.072,,,,,,25.04,
6894,10/14/23 04:00:00 午後,76.986,,,,,,24.99222222,
6895,10/14/23 05:00:00 午後,77.029,,,,,,25.01611111,
6896,10/14/23 06:00:00 午後,77.029,,,,,,25.01611111,
6897,10/14/23 07:00:00 午後,77.247,,,,,,25.13722222,
6898,10/14/23 08:00:00 午後,77.247,,,,,,25.13722222,
6899,10/14/23 09:00:00 午後,76.55,,,,,,24.75,
6900,10/14/23 10:00:00 午後,76.158,,,,,,24.53222222,
6901,10/14/23 11:00:00 午後,75.551,,,,,,24.195,
6902,10/15/23 12:00:00 午前,75.594,,,,,,24.21888889,
6903,10/15/23 01:00:00 午前,75.681,,,,,,24.26722222,
6904,10/15/23 02:00:00 午前,75.898,,,,,,24.38777778,
6905,10/15/23 03:00:00 午前,75.985,,,,,,24.43611111,
6906,10/15/23 04:00:00 午前,76.158,,,,,,24.53222222,
6907,10/15/23 05:00:00 午前,76.332,,,,,,24.62888889,
6908,10/15/23 06:00:00 午前,76.681,,,,,,24.82277778,
6909,10/15/23 07:00:00 午前,76.899,,,,,,24.94388889,
6910,10/15/23 08:00:00 午前,77.029,,,,,,25.01611111,
6911,10/15/23 09:00:00 午前,77.072,,,,,,25.04,
6912,10/15/23 10:00:00 午前,77.117,,,,,,25.065,
6913,10/15/23 11:00:00 午前,77.203,,,,,,25.11277778,
6914,10/15/23 12:00:00 午後,77.203,,,,,,25.11277778,
6915,10/15/23 01:00:00 午後,77.292,,,,,,25.16222222,
6916,10/15/23 02:00:00 午後,77.335,,,,,,25.18611111,
6917,10/15/23 03:00:00 午後,77.292,,,,,,25.16222222,
6918,10/15/23 04:00:00 午後,77.335,,,,,,25.18611111,
6919,10/15/23 05:00:00 午後,77.335,,,,,,25.18611111,
6920,10/15/23 06:00:00 午後,77.292,,,,,,25.16222222,
6921,10/15/23 07:00:00 午後,77.292,,,,,,25.16222222,
6922,10/15/23 08:00:00 午後,77.203,,,,,,25.11277778,
6923,10/15/23 09:00:00 午後,77.072,,,,,,25.04,
6924,10/15/23 10:00:00 午後,76.942,,,,,,24.96777778,
6925,10/15/23 11:00:00 午後,76.332,,,,,,24.62888889,
6926,10/16/23 12:00:00 午前,76.464,,,,,,24.70222222,
6927,10/16/23 01:00:00 午前,76.55,,,,,,24.75,
6928,10/16/23 02:00:00 午前,76.681,,,,,,24.82277778,
6929,10/16/23 03:00:00 午前,76.768,,,,,,24.87111111,
6930,10/16/23 04:00:00 午前,77.117,,,,,,25.065,
6931,10/16/23 05:00:00 午前,76.942,,,,,,24.96777778,
6932,10/16/23 06:00:00 午前,76.899,,,,,,24.94388889,
6933,10/16/23 07:00:00 午前,77.072,,,,,,25.04,
6934,10/16/23 08:00:00 午前,77.16,,,,,,25.08888889,
6935,10/16/23 09:00:00 午前,77.247,,,,,,25.13722222,
6936,10/16/23 10:00:00 午前,77.292,,,,,,25.16222222,
6937,10/16/23 11:00:00 午前,77.421,,,,,,25.23388889,
6938,10/16/23 12:00:00 午後,77.464,,,,,,25.25777778,
6939,10/16/23 01:00:00 午後,77.421,,,,,,25.23388889,
6940,10/16/23 02:00:00 午後,77.421,,,,,,25.23388889,
6941,10/16/23 03:00:00 午後,77.464,,,,,,25.25777778,
6942,10/16/23 04:00:00 午後,77.421,,,,,,25.23388889,
6943,10/16/23 05:00:00 午後,77.335,,,,,,25.18611111,
6944,10/16/23 06:00:00 午後,77.247,,,,,,25.13722222,
6945,10/16/23 07:00:00 午後,77.292,,,,,,25.16222222,
6946,10/16/23 08:00:00 午後,77.16,,,,,,25.08888889,
6947,10/16/23 09:00:00 午後,77.203,,,,,,25.11277778,
6948,10/16/23 10:00:00 午後,77.203,,,,,,25.11277778,
6949,10/16/23 11:00:00 午後,77.072,,,,,,25.04,
6950,10/17/23 12:00:00 午前,76.942,,,,,,24.96777778,
6951,10/17/23 01:00:00 午前,76.203,,,,,,24.55722222,
6952,10/17/23 02:00:00 午前,75.898,,,,,,24.38777778,
6953,10/17/23 03:00:00 午前,75.985,,,,,,24.43611111,
6954,10/17/23 04:00:00 午前,76.071,,,,,,24.48388889,
6955,10/17/23 05:00:00 午前,76.158,,,,,,24.53222222,
6956,10/17/23 06:00:00 午前,76.332,,,,,,24.62888889,
6957,10/17/23 07:00:00 午前,76.203,,,,,,24.55722222,
6958,10/17/23 08:00:00 午前,76.071,,,,,,24.48388889,
6959,10/17/23 09:00:00 午前,76.203,,,,,,24.55722222,
6960,10/17/23 10:00:00 午前,76.114,,,,,,24.50777778,
6961,10/17/23 11:00:00 午前,76.375,,,,,,24.65277778,
6962,10/17/23 12:00:00 午後,76.507,,,,,,24.72611111,
6963,10/17/23 01:00:00 午後,76.636,,,,,,24.79777778,
6964,10/17/23 02:00:00 午後,76.811,,,,,,24.895,
6965,10/17/23 03:00:00 午後,77.072,,,,,,25.04,
6966,10/17/23 04:00:00 午後,77.117,,,,,,25.065,
6967,10/17/23 05:00:00 午後,76.854,,,,,,24.91888889,
6968,10/17/23 06:00:00 午後,76.811,,,,,,24.895,
6969,10/17/23 07:00:00 午後,77.029,,,,,,25.01611111,
6970,10/17/23 08:00:00 午後,76.854,,,,,,24.91888889,
6971,10/17/23 09:00:00 午後,76.375,,,,,,24.65277778,
6972,10/17/23 10:00:00 午後,76.811,,,,,,24.895,
6973,10/17/23 11:00:00 午後,76.636,,,,,,24.79777778,
6974,10/18/23 12:00:00 午前,75.81,,,,,,24.33888889,
6975,10/18/23 01:00:00 午前,75.81,,,,,,24.33888889,
6976,10/18/23 02:00:00 午前,75.594,,,,,,24.21888889,
6977,10/18/23 03:00:00 午前,75.463,,,,,,24.14611111,
6978,10/18/23 04:00:00 午前,75.637,,,,,,24.24277778,
6979,10/18/23 05:00:00 午前,75.681,,,,,,24.26722222,
6980,10/18/23 06:00:00 午前,75.767,,,,,,24.315,
6981,10/18/23 07:00:00 午前,75.724,,,,,,24.29111111,
6982,10/18/23 08:00:00 午前,75.681,,,,,,24.26722222,
6983,10/18/23 09:00:00 午前,75.81,,,,,,24.33888889,
6984,10/18/23 10:00:00 午前,75.942,,,,,,24.41222222,
6985,10/18/23 11:00:00 午前,76.203,,,,,,24.55722222,
6986,10/18/23 12:00:00 午後,76.464,,,,,,24.70222222,
6987,10/18/23 01:00:00 午後,76.725,,,,,,24.84722222,
6988,10/18/23 02:00:00 午後,76.899,,,,,,24.94388889,
6989,10/18/23 03:00:00 午後,77.072,,,,,,25.04,
6990,10/18/23 04:00:00 午後,77.117,,,,,,25.065,
6991,10/18/23 05:00:00 午後,77.072,,,,,,25.04,
6992,10/18/23 06:00:00 午後,76.986,,,,,,24.99222222,
6993,10/18/23 07:00:00 午後,76.854,,,,,,24.91888889,
6994,10/18/23 08:00:00 午後,76.55,,,,,,24.75,
6995,10/18/23 09:00:00 午後,76.636,,,,,,24.79777778,
6996,10/18/23 10:00:00 午後,76.55,,,,,,24.75,
6997,10/18/23 11:00:00 午後,76.55,,,,,,24.75,
6998,10/19/23 12:00:00 午前,76.464,,,,,,24.70222222,
6999,10/19/23 01:00:00 午前,76.419,,,,,,24.67722222,
7000,10/19/23 02:00:00 午前,76.375,,,,,,24.65277778,
7001,10/19/23 03:00:00 午前,76.289,,,,,,24.605,
7002,10/19/23 04:00:00 午前,76.332,,,,,,24.62888889,
7003,10/19/23 05:00:00 午前,76.289,,,,,,24.605,
7004,10/19/23 06:00:00 午前,76.028,,,,,,24.46,
7005,10/19/23 07:00:00 午前,75.681,,,,,,24.26722222,
7006,10/19/23 08:00:00 午前,75.637,,,,,,24.24277778,
7007,10/19/23 09:00:00 午前,75.681,,,,,,24.26722222,
7008,10/19/23 10:00:00 午前,75.853,,,,,,24.36277778,
7009,10/19/23 11:00:00 午前,76.071,,,,,,24.48388889,
7010,10/19/23 12:00:00 午後,76.158,,,,,,24.53222222,
7011,10/19/23 01:00:00 午後,76.375,,,,,,24.65277778,
7012,10/19/23 02:00:00 午後,76.593,,,,,,24.77388889,
7013,10/19/23 03:00:00 午後,76.681,,,,,,24.82277778,
7014,10/19/23 04:00:00 午後,76.636,,,,,,24.79777778,
7015,10/19/23 05:00:00 午後,76.636,,,,,,24.79777778,
7016,10/19/23 06:00:00 午後,76.593,,,,,,24.77388889,
7017,10/19/23 07:00:00 午後,76.55,,,,,,24.75,
7018,10/19/23 08:00:00 午後,76.464,,,,,,24.70222222,
7019,10/19/23 09:00:00 午後,76.375,,,,,,24.65277778,
7020,10/19/23 10:00:00 午後,76.246,,,,,,24.58111111,
7021,10/19/23 11:00:00 午後,76.071,,,,,,24.48388889,
7022,10/20/23 12:00:00 午前,76.158,,,,,,24.53222222,
7023,10/20/23 01:00:00 午前,75.81,,,,,,24.33888889,
7024,10/20/23 02:00:00 午前,76.071,,,,,,24.48388889,
7025,10/20/23 03:00:00 午前,76.028,,,,,,24.46,
7026,10/20/23 04:00:00 午前,76.071,,,,,,24.48388889,
7027,10/20/23 05:00:00 午前,76.246,,,,,,24.58111111,
7028,10/20/23 06:00:00 午前,76.332,,,,,,24.62888889,
7029,10/20/23 07:00:00 午前,75.853,,,,,,24.36277778,
7030,10/20/23 08:00:00 午前,75.853,,,,,,24.36277778,
7031,10/20/23 09:00:00 午前,76.246,,,,,,24.58111111,
7032,10/20/23 10:00:00 午前,76.071,,,,,,24.48388889,
7033,10/20/23 11:00:00 午前,75.985,,,,,,24.43611111,
7034,10/20/23 12:00:00 午後,75.681,,,,,,24.26722222,
7035,10/20/23 01:00:00 午後,75.724,,,,,,24.29111111,
7036,10/20/23 02:00:00 午後,75.724,,,,,,24.29111111,
7037,10/20/23 03:00:00 午後,75.898,,,,,,24.38777778,
7038,10/20/23 04:00:00 午後,76.028,,,,,,24.46,
7039,10/20/23 05:00:00 午後,76.028,,,,,,24.46,
7040,10/20/23 06:00:00 午後,75.942,,,,,,24.41222222,
7041,10/20/23 07:00:00 午後,75.767,,,,,,24.315,
7042,10/20/23 08:00:00 午後,75.594,,,,,,24.21888889,
7043,10/20/23 09:00:00 午後,75.594,,,,,,24.21888889,
7044,10/20/23 10:00:00 午後,75.594,,,,,,24.21888889,
7045,10/20/23 11:00:00 午後,75.247,,,,,,24.02611111,
7046,10/21/23 12:00:00 午前,75.074,,,,,,23.93,
7047,10/21/23 01:00:00 午前,74.986,,,,,,23.88111111,
7048,10/21/23 02:00:00 午前,74.899,,,,,,23.83277778,
7049,10/21/23 03:00:00 午前,74.899,,,,,,23.83277778,
7050,10/21/23 04:00:00 午前,74.77,,,,,,23.76111111,
7051,10/21/23 05:00:00 午前,74.813,,,,,,23.785,
7052,10/21/23 06:00:00 午前,74.77,,,,,,23.76111111,
7053,10/21/23 07:00:00 午前,74.77,,,,,,23.76111111,
7054,10/21/23 08:00:00 午前,74.899,,,,,,23.83277778,
7055,10/21/23 09:00:00 午前,75.074,,,,,,23.93,
7056,10/21/23 10:00:00 午前,75.247,,,,,,24.02611111,
7057,10/21/23 11:00:00 午前,75.29,,,,,,24.05,
7058,10/21/23 12:00:00 午後,75.333,,,,,,24.07388889,
7059,10/21/23 01:00:00 午後,75.333,,,,,,24.07388889,
7060,10/21/23 02:00:00 午後,75.508,,,,,,24.17111111,
7061,10/21/23 03:00:00 午後,75.463,,,,,,24.14611111,
7062,10/21/23 04:00:00 午後,75.376,,,,,,24.09777778,
7063,10/21/23 05:00:00 午後,75.29,,,,,,24.05,
7064,10/21/23 06:00:00 午後,75.16,,,,,,23.97777778,
7065,10/21/23 07:00:00 午後,75.029,,,,,,23.905,
7066,10/21/23 08:00:00 午後,74.727,,,,,,23.73722222,
7067,10/21/23 09:00:00 午後,74.64,,,,,,23.68888889,
7068,10/21/23 10:00:00 午後,74.727,,,,,,23.73722222,
7069,10/21/23 11:00:00 午後,74.683,,,,,,23.71277778,
7070,10/22/23 12:00:00 午前,74.597,,,,,,23.665,
7071,10/22/23 01:00:00 午前,74.424,,,,,,23.56888889,
7072,10/22/23 02:00:00 午前,74.381,,,,,,23.545,
7073,10/22/23 03:00:00 午前,74.12,,,,,,23.4,
7074,10/22/23 04:00:00 午前,74.034,,,,,,23.35222222,
7075,10/22/23 05:00:00 午前,73.904,,,,,,23.28,
7076,10/22/23 06:00:00 午前,73.947,,,,,,23.30388889,
7077,10/22/23 07:00:00 午前,74.034,,,,,,23.35222222,
7078,10/22/23 08:00:00 午前,74.034,,,,,,23.35222222,
7079,10/22/23 09:00:00 午前,74.467,,,,,,23.59277778,
7080,10/22/23 10:00:00 午前,75.029,,,,,,23.905,
7081,10/22/23 11:00:00 午前,75.247,,,,,,24.02611111,
7082,10/22/23 12:00:00 午後,75.508,,,,,,24.17111111,
7083,10/22/23 01:00:00 午後,75.681,,,,,,24.26722222,
7084,10/22/23 02:00:00 午後,75.767,,,,,,24.315,
7085,10/22/23 03:00:00 午後,75.681,,,,,,24.26722222,
7086,10/22/23 04:00:00 午後,75.594,,,,,,24.21888889,
7087,10/22/23 05:00:00 午後,75.508,,,,,,24.17111111,
7088,10/22/23 06:00:00 午後,75.463,,,,,,24.14611111,
7089,10/22/23 07:00:00 午後,75.376,,,,,,24.09777778,
7090,10/22/23 08:00:00 午後,75.333,,,,,,24.07388889,
7091,10/22/23 09:00:00 午後,75.204,,,,,,24.00222222,
7092,10/22/23 10:00:00 午後,75.333,,,,,,24.07388889,
7093,10/22/23 11:00:00 午後,75.16,,,,,,23.97777778,
7094,10/23/23 12:00:00 午前,75.029,,,,,,23.905,
7095,10/23/23 01:00:00 午前,75.029,,,,,,23.905,
7096,10/23/23 02:00:00 午前,74.943,,,,,,23.85722222,
7097,10/23/23 03:00:00 午前,74.813,,,,,,23.785,
7098,10/23/23 04:00:00 午前,74.856,,,,,,23.80888889,
7099,10/23/23 05:00:00 午前,74.64,,,,,,23.68888889,
7100,10/23/23 06:00:00 午前,74.683,,,,,,23.71277778,
7101,10/23/23 07:00:00 午前,74.554,,,,,,23.64111111,
7102,10/23/23 08:00:00 午前,74.683,,,,,,23.71277778,
7103,10/23/23 09:00:00 午前,74.727,,,,,,23.73722222,
7104,10/23/23 10:00:00 午前,74.856,,,,,,23.80888889,
7105,10/23/23 11:00:00 午前,75.204,,,,,,24.00222222,
7106,10/23/23 12:00:00 午後,75.463,,,,,,24.14611111,
7107,10/23/23 01:00:00 午後,75.81,,,,,,24.33888889,
7108,10/23/23 02:00:00 午後,75.942,,,,,,24.41222222,
7109,10/23/23 03:00:00 午後,75.985,,,,,,24.43611111,
7110,10/23/23 04:00:00 午後,76.028,,,,,,24.46,
7111,10/23/23 05:00:00 午後,76.028,,,,,,24.46,
7112,10/23/23 06:00:00 午後,75.942,,,,,,24.41222222,
7113,10/23/23 07:00:00 午後,75.724,,,,,,24.29111111,
7114,10/23/23 08:00:00 午後,75.681,,,,,,24.26722222,
7115,10/23/23 09:00:00 午後,75.594,,,,,,24.21888889,
7116,10/23/23 10:00:00 午後,75.594,,,,,,24.21888889,
7117,10/23/23 11:00:00 午後,75.42,,,,,,24.12222222,
7118,10/24/23 12:00:00 午前,75.333,,,,,,24.07388889,
7119,10/24/23 01:00:00 午前,75.333,,,,,,24.07388889,
7120,10/24/23 02:00:00 午前,75.16,,,,,,23.97777778,
7121,10/24/23 03:00:00 午前,75.074,,,,,,23.93,
7122,10/24/23 04:00:00 午前,74.856,,,,,,23.80888889,
7123,10/24/23 05:00:00 午前,74.899,,,,,,23.83277778,
7124,10/24/23 06:00:00 午前,74.77,,,,,,23.76111111,
7125,10/24/23 07:00:00 午前,74.64,,,,,,23.68888889,
7126,10/24/23 08:00:00 午前,74.597,,,,,,23.665,
7127,10/24/23 09:00:00 午前,74.813,,,,,,23.785,
7128,10/24/23 10:00:00 午前,74.813,,,,,,23.785,
7129,10/24/23 11:00:00 午前,75.16,,,,,,23.97777778,
7130,10/24/23 12:00:00 午後,75.376,,,,,,24.09777778,
7131,10/24/23 01:00:00 午後,75.724,,,,,,24.29111111,
7132,10/24/23 02:00:00 午後,76.028,,,,,,24.46,
7133,10/24/23 03:00:00 午後,76.158,,,,,,24.53222222,
7134,10/24/23 04:00:00 午後,76.289,,,,,,24.605,
7135,10/24/23 05:00:00 午後,76.203,,,,,,24.55722222,
7136,10/24/23 06:00:00 午後,76.071,,,,,,24.48388889,
7137,10/24/23 07:00:00 午後,75.942,,,,,,24.41222222,
7138,10/24/23 08:00:00 午後,75.853,,,,,,24.36277778,
7139,10/24/23 09:00:00 午後,75.853,,,,,,24.36277778,
7140,10/24/23 10:00:00 午後,75.853,,,,,,24.36277778,
7141,10/24/23 11:00:00 午後,75.724,,,,,,24.29111111,
7142,10/25/23 12:00:00 午前,75.637,,,,,,24.24277778,
7143,10/25/23 01:00:00 午前,75.594,,,,,,24.21888889,
7144,10/25/23 02:00:00 午前,75.463,,,,,,24.14611111,
7145,10/25/23 03:00:00 午前,75.376,,,,,,24.09777778,
7146,10/25/23 04:00:00 午前,75.29,,,,,,24.05,
7147,10/25/23 05:00:00 午前,75.247,,,,,,24.02611111,
7148,10/25/23 06:00:00 午前,75.247,,,,,,24.02611111,
7149,10/25/23 07:00:00 午前,75.16,,,,,,23.97777778,
7150,10/25/23 08:00:00 午前,74.986,,,,,,23.88111111,
7151,10/25/23 09:00:00 午前,74.986,,,,,,23.88111111,
7152,10/25/23 10:00:00 午前,75.029,,,,,,23.905,
7153,10/25/23 11:00:00 午前,75.074,,,,,,23.93,
7154,10/25/23 12:00:00 午後,75.204,,,,,,24.00222222,
7155,10/25/23 01:00:00 午後,75.42,,,,,,24.12222222,
7156,10/25/23 02:00:00 午後,75.508,,,,,,24.17111111,
7157,10/25/23 03:00:00 午後,75.681,,,,,,24.26722222,
7158,10/25/23 04:00:00 午後,75.681,,,,,,24.26722222,
7159,10/25/23 05:00:00 午後,75.681,,,,,,24.26722222,
7160,10/25/23 06:00:00 午後,75.724,,,,,,24.29111111,
7161,10/25/23 07:00:00 午後,75.594,,,,,,24.21888889,
7162,10/25/23 08:00:00 午後,75.508,,,,,,24.17111111,
7163,10/25/23 09:00:00 午後,75.42,,,,,,24.12222222,
7164,10/25/23 10:00:00 午後,75.29,,,,,,24.05,
7165,10/25/23 11:00:00 午後,75.117,,,,,,23.95388889,
7166,10/26/23 12:00:00 午前,74.943,,,,,,23.85722222,
7167,10/26/23 01:00:00 午前,74.899,,,,,,23.83277778,
7168,10/26/23 02:00:00 午前,74.813,,,,,,23.785,
