プロット タイトル: site21_spot013_2023,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20054305, SEN S/N: 20054305, LBL: ℃)",カプラー取り外し (LGR S/N: 20054305),カプラー取り付け (LGR S/N: 20054305),ホスト接続 (LGR S/N: 20054305),停止済み (LGR S/N: 20054305),ファイルの終わり (LGR S/N: 20054305)
7029,09/29/23 06:00:00 午前,27.284,,,,,
7030,09/29/23 07:00:00 午前,27.308,,,,,
7031,09/29/23 08:00:00 午前,27.358,,,,,
7032,09/29/23 09:00:00 午前,27.382,,,,,
7033,09/29/23 10:00:00 午前,27.431,,,,,
7034,09/29/23 11:00:00 午前,27.456,,,,,
7035,09/29/23 12:00:00 午後,27.505,,,,,
7036,09/29/23 01:00:00 午後,27.554,,,,,
7037,09/29/23 02:00:00 午後,27.554,,,,,
7038,09/29/23 03:00:00 午後,27.505,,,,,
7039,09/29/23 04:00:00 午後,27.481,,,,,
7040,09/29/23 05:00:00 午後,27.481,,,,,
7041,09/29/23 06:00:00 午後,27.53,,,,,
7042,09/29/23 07:00:00 午後,27.653,,,,,
7043,09/29/23 08:00:00 午後,27.653,,,,,
7044,09/29/23 09:00:00 午後,27.579,,,,,
7045,09/29/23 10:00:00 午後,27.554,,,,,
7046,09/29/23 11:00:00 午後,27.628,,,,,
7047,09/30/23 12:00:00 午前,27.579,,,,,
7048,09/30/23 01:00:00 午前,27.53,,,,,
7049,09/30/23 02:00:00 午前,27.358,,,,,
7050,09/30/23 03:00:00 午前,27.063,,,,,
7051,09/30/23 04:00:00 午前,27.112,,,,,
7052,09/30/23 05:00:00 午前,27.21,,,,,
7053,09/30/23 06:00:00 午前,27.284,,,,,
7054,09/30/23 07:00:00 午前,27.308,,,,,
7055,09/30/23 08:00:00 午前,27.308,,,,,
7056,09/30/23 09:00:00 午前,27.358,,,,,
7057,09/30/23 10:00:00 午前,27.407,,,,,
7058,09/30/23 11:00:00 午前,27.407,,,,,
7059,09/30/23 12:00:00 午後,27.456,,,,,
7060,09/30/23 01:00:00 午後,27.505,,,,,
7061,09/30/23 02:00:00 午後,27.505,,,,,
7062,09/30/23 03:00:00 午後,27.431,,,,,
7063,09/30/23 04:00:00 午後,27.161,,,,,
7064,09/30/23 05:00:00 午後,27.308,,,,,
7065,09/30/23 06:00:00 午後,27.431,,,,,
7066,09/30/23 07:00:00 午後,27.481,,,,,
7067,09/30/23 08:00:00 午後,27.801,,,,,
7068,09/30/23 09:00:00 午後,27.702,,,,,
7069,09/30/23 10:00:00 午後,27.727,,,,,
7070,09/30/23 11:00:00 午後,27.677,,,,,
7071,10/01/23 12:00:00 午前,27.628,,,,,
7072,10/01/23 01:00:00 午前,27.653,,,,,
7073,10/01/23 02:00:00 午前,27.333,,,,,
7074,10/01/23 03:00:00 午前,26.818,,,,,
7075,10/01/23 04:00:00 午前,27.112,,,,,
7076,10/01/23 05:00:00 午前,27.431,,,,,
7077,10/01/23 06:00:00 午前,27.308,,,,,
7078,10/01/23 07:00:00 午前,27.382,,,,,
7079,10/01/23 08:00:00 午前,27.456,,,,,
7080,10/01/23 09:00:00 午前,27.53,,,,,
7081,10/01/23 10:00:00 午前,27.53,,,,,
7082,10/01/23 11:00:00 午前,27.677,,,,,
7083,10/01/23 12:00:00 午後,27.801,,,,,
7084,10/01/23 01:00:00 午後,27.825,,,,,
7085,10/01/23 02:00:00 午後,27.825,,,,,
7086,10/01/23 03:00:00 午後,27.702,,,,,
7087,10/01/23 04:00:00 午後,27.554,,,,,
7088,10/01/23 05:00:00 午後,27.456,,,,,
7089,10/01/23 06:00:00 午後,27.358,,,,,
7090,10/01/23 07:00:00 午後,27.456,,,,,
7091,10/01/23 08:00:00 午後,27.481,,,,,
7092,10/01/23 09:00:00 午後,27.481,,,,,
7093,10/01/23 10:00:00 午後,27.481,,,,,
7094,10/01/23 11:00:00 午後,27.358,,,,,
7095,10/02/23 12:00:00 午前,27.235,,,,,
7096,10/02/23 01:00:00 午前,27.21,,,,,
7097,10/02/23 02:00:00 午前,27.235,,,,,
7098,10/02/23 03:00:00 午前,27.186,,,,,
7099,10/02/23 04:00:00 午前,26.842,,,,,
7100,10/02/23 05:00:00 午前,26.818,,,,,
7101,10/02/23 06:00:00 午前,26.94,,,,,
7102,10/02/23 07:00:00 午前,27.014,,,,,
7103,10/02/23 08:00:00 午前,27.038,,,,,
7104,10/02/23 09:00:00 午前,27.014,,,,,
7105,10/02/23 10:00:00 午前,27.063,,,,,
7106,10/02/23 11:00:00 午前,27.161,,,,,
7107,10/02/23 12:00:00 午後,27.235,,,,,
7108,10/02/23 01:00:00 午後,27.259,,,,,
7109,10/02/23 02:00:00 午後,27.333,,,,,
7110,10/02/23 03:00:00 午後,27.308,,,,,
7111,10/02/23 04:00:00 午後,27.259,,,,,
7112,10/02/23 05:00:00 午後,26.842,,,,,
7113,10/02/23 06:00:00 午後,26.94,,,,,
7114,10/02/23 07:00:00 午後,27.063,,,,,
7115,10/02/23 08:00:00 午後,27.112,,,,,
7116,10/02/23 09:00:00 午後,27.112,,,,,
7117,10/02/23 10:00:00 午後,26.891,,,,,
7118,10/02/23 11:00:00 午後,27.063,,,,,
7119,10/03/23 12:00:00 午前,26.867,,,,,
7120,10/03/23 01:00:00 午前,26.744,,,,,
7121,10/03/23 02:00:00 午前,26.744,,,,,
7122,10/03/23 03:00:00 午前,26.818,,,,,
7123,10/03/23 04:00:00 午前,26.818,,,,,
7124,10/03/23 05:00:00 午前,26.72,,,,,
7125,10/03/23 06:00:00 午前,26.793,,,,,
7126,10/03/23 07:00:00 午前,26.769,,,,,
7127,10/03/23 08:00:00 午前,26.793,,,,,
7128,10/03/23 09:00:00 午前,26.818,,,,,
7129,10/03/23 10:00:00 午前,26.891,,,,,
7130,10/03/23 11:00:00 午前,26.916,,,,,
7131,10/03/23 12:00:00 午後,26.965,,,,,
7132,10/03/23 01:00:00 午後,27.014,,,,,
7133,10/03/23 02:00:00 午後,27.038,,,,,
7134,10/03/23 03:00:00 午後,26.989,,,,,
7135,10/03/23 04:00:00 午後,26.965,,,,,
7136,10/03/23 05:00:00 午後,26.94,,,,,
7137,10/03/23 06:00:00 午後,26.842,,,,,
7138,10/03/23 07:00:00 午後,26.818,,,,,
7139,10/03/23 08:00:00 午後,26.793,,,,,
7140,10/03/23 09:00:00 午後,26.769,,,,,
7141,10/03/23 10:00:00 午後,26.695,,,,,
7142,10/03/23 11:00:00 午後,26.72,,,,,
7143,10/04/23 12:00:00 午前,26.769,,,,,
7144,10/04/23 01:00:00 午前,26.646,,,,,
7145,10/04/23 02:00:00 午前,26.598,,,,,
7146,10/04/23 03:00:00 午前,26.671,,,,,
7147,10/04/23 04:00:00 午前,26.72,,,,,
7148,10/04/23 05:00:00 午前,26.695,,,,,
7149,10/04/23 06:00:00 午前,26.744,,,,,
7150,10/04/23 07:00:00 午前,26.646,,,,,
7151,10/04/23 08:00:00 午前,26.646,,,,,
7152,10/04/23 09:00:00 午前,26.646,,,,,
7153,10/04/23 10:00:00 午前,26.695,,,,,
7154,10/04/23 11:00:00 午前,26.744,,,,,
7155,10/04/23 12:00:00 午後,26.818,,,,,
7156,10/04/23 01:00:00 午後,26.867,,,,,
7157,10/04/23 02:00:00 午後,26.891,,,,,
7158,10/04/23 03:00:00 午後,26.891,,,,,
7159,10/04/23 04:00:00 午後,26.891,,,,,
7160,10/04/23 05:00:00 午後,26.842,,,,,
7161,10/04/23 06:00:00 午後,26.818,,,,,
7162,10/04/23 07:00:00 午後,26.818,,,,,
7163,10/04/23 08:00:00 午後,26.818,,,,,
7164,10/04/23 09:00:00 午後,26.769,,,,,
7165,10/04/23 10:00:00 午後,26.744,,,,,
7166,10/04/23 11:00:00 午後,26.695,,,,,
7167,10/05/23 12:00:00 午前,26.671,,,,,
7168,10/05/23 01:00:00 午前,26.622,,,,,
7169,10/05/23 02:00:00 午前,26.646,,,,,
7170,10/05/23 03:00:00 午前,26.598,,,,,
7171,10/05/23 04:00:00 午前,26.524,,,,,
7172,10/05/23 05:00:00 午前,26.598,,,,,
7173,10/05/23 06:00:00 午前,26.573,,,,,
7174,10/05/23 07:00:00 午前,26.549,,,,,
7175,10/05/23 08:00:00 午前,26.622,,,,,
7176,10/05/23 09:00:00 午前,26.646,,,,,
7177,10/05/23 10:00:00 午前,26.695,,,,,
7178,10/05/23 11:00:00 午前,26.793,,,,,
7179,10/05/23 12:00:00 午後,26.818,,,,,
7180,10/05/23 01:00:00 午後,26.891,,,,,
7181,10/05/23 02:00:00 午後,26.891,,,,,
7182,10/05/23 03:00:00 午後,26.744,,,,,
7183,10/05/23 04:00:00 午後,26.793,,,,,
7184,10/05/23 05:00:00 午後,26.769,,,,,
7185,10/05/23 06:00:00 午後,26.72,,,,,
7186,10/05/23 07:00:00 午後,26.695,,,,,
7187,10/05/23 08:00:00 午後,26.622,,,,,
7188,10/05/23 09:00:00 午後,26.475,,,,,
7189,10/05/23 10:00:00 午後,26.426,,,,,
7190,10/05/23 11:00:00 午後,26.329,,,,,
7191,10/06/23 12:00:00 午前,26.329,,,,,
7192,10/06/23 01:00:00 午前,26.256,,,,,
7193,10/06/23 02:00:00 午前,26.061,,,,,
7194,10/06/23 03:00:00 午前,26.085,,,,,
7195,10/06/23 04:00:00 午前,26.085,,,,,
7196,10/06/23 05:00:00 午前,26.012,,,,,
7197,10/06/23 06:00:00 午前,26.012,,,,,
7198,10/06/23 07:00:00 午前,25.987,,,,,
7199,10/06/23 08:00:00 午前,26.085,,,,,
7200,10/06/23 09:00:00 午前,26.207,,,,,
7201,10/06/23 10:00:00 午前,26.28,,,,,
7202,10/06/23 11:00:00 午前,26.353,,,,,
7203,10/06/23 12:00:00 午後,26.451,,,,,
7204,10/06/23 01:00:00 午後,26.451,,,,,
7205,10/06/23 02:00:00 午後,26.475,,,,,
7206,10/06/23 03:00:00 午後,26.524,,,,,
7207,10/06/23 04:00:00 午後,26.549,,,,,
7208,10/06/23 05:00:00 午後,26.549,,,,,
7209,10/06/23 06:00:00 午後,26.475,,,,,
7210,10/06/23 07:00:00 午後,26.451,,,,,
7211,10/06/23 08:00:00 午後,26.426,,,,,
7212,10/06/23 09:00:00 午後,26.28,,,,,
7213,10/06/23 10:00:00 午後,26.085,,,,,
7214,10/06/23 11:00:00 午後,26.134,,,,,
7215,10/07/23 12:00:00 午前,26.109,,,,,
7216,10/07/23 01:00:00 午前,26.012,,,,,
7217,10/07/23 02:00:00 午前,26.134,,,,,
7218,10/07/23 03:00:00 午前,26.012,,,,,
7219,10/07/23 04:00:00 午前,25.914,,,,,
7220,10/07/23 05:00:00 午前,25.768,,,,,
7221,10/07/23 06:00:00 午前,25.598,,,,,
7222,10/07/23 07:00:00 午前,25.671,,,,,
7223,10/07/23 08:00:00 午前,25.817,,,,,
7224,10/07/23 09:00:00 午前,25.914,,,,,
7225,10/07/23 10:00:00 午前,26.012,,,,,
7226,10/07/23 11:00:00 午前,26.085,,,,,
7227,10/07/23 12:00:00 午後,26.158,,,,,
7228,10/07/23 01:00:00 午後,26.231,,,,,
7229,10/07/23 02:00:00 午後,26.28,,,,,
7230,10/07/23 03:00:00 午後,26.353,,,,,
7231,10/07/23 04:00:00 午後,26.402,,,,,
7232,10/07/23 05:00:00 午後,26.329,,,,,
7233,10/07/23 06:00:00 午後,26.304,,,,,
7234,10/07/23 07:00:00 午後,26.329,,,,,
7235,10/07/23 08:00:00 午後,26.304,,,,,
7236,10/07/23 09:00:00 午後,26.304,,,,,
7237,10/07/23 10:00:00 午後,26.085,,,,,
7238,10/07/23 11:00:00 午後,26.109,,,,,
7239,10/08/23 12:00:00 午前,26.036,,,,,
7240,10/08/23 01:00:00 午前,26.061,,,,,
7241,10/08/23 02:00:00 午前,26.012,,,,,
7242,10/08/23 03:00:00 午前,25.914,,,,,
7243,10/08/23 04:00:00 午前,25.841,,,,,
7244,10/08/23 05:00:00 午前,25.793,,,,,
7245,10/08/23 06:00:00 午前,25.866,,,,,
7246,10/08/23 07:00:00 午前,25.695,,,,,
7247,10/08/23 08:00:00 午前,25.768,,,,,
7248,10/08/23 09:00:00 午前,25.89,,,,,
7249,10/08/23 10:00:00 午前,25.914,,,,,
7250,10/08/23 11:00:00 午前,25.866,,,,,
7251,10/08/23 12:00:00 午後,25.89,,,,,
7252,10/08/23 01:00:00 午後,25.939,,,,,
7253,10/08/23 02:00:00 午後,25.914,,,,,
7254,10/08/23 03:00:00 午後,25.89,,,,,
7255,10/08/23 04:00:00 午後,25.768,,,,,
7256,10/08/23 05:00:00 午後,25.817,,,,,
7257,10/08/23 06:00:00 午後,25.72,,,,,
7258,10/08/23 07:00:00 午後,25.647,,,,,
7259,10/08/23 08:00:00 午後,25.768,,,,,
7260,10/08/23 09:00:00 午後,25.793,,,,,
7261,10/08/23 10:00:00 午後,25.793,,,,,
7262,10/08/23 11:00:00 午後,25.793,,,,,
7263,10/09/23 12:00:00 午前,25.744,,,,,
7264,10/09/23 01:00:00 午前,25.647,,,,,
7265,10/09/23 02:00:00 午前,25.453,,,,,
7266,10/09/23 03:00:00 午前,25.428,,,,,
7267,10/09/23 04:00:00 午前,25.428,,,,,
7268,10/09/23 05:00:00 午前,25.55,,,,,
7269,10/09/23 06:00:00 午前,24.968,,,,,
7270,10/09/23 07:00:00 午前,24.871,,,,,
7271,10/09/23 08:00:00 午前,24.944,,,,,
7272,10/09/23 09:00:00 午前,24.968,,,,,
7273,10/09/23 10:00:00 午前,25.162,,,,,
7274,10/09/23 11:00:00 午前,25.355,,,,,
7275,10/09/23 12:00:00 午後,25.525,,,,,
7276,10/09/23 01:00:00 午後,25.574,,,,,
7277,10/09/23 02:00:00 午後,25.695,,,,,
7278,10/09/23 03:00:00 午後,26.012,,,,,
7279,10/09/23 04:00:00 午後,25.987,,,,,
7280,10/09/23 05:00:00 午後,25.817,,,,,
7281,10/09/23 06:00:00 午後,25.817,,,,,
7282,10/09/23 07:00:00 午後,25.793,,,,,
7283,10/09/23 08:00:00 午後,25.939,,,,,
7284,10/09/23 09:00:00 午後,25.939,,,,,
7285,10/09/23 10:00:00 午後,25.866,,,,,
7286,10/09/23 11:00:00 午後,25.866,,,,,
7287,10/10/23 12:00:00 午前,25.914,,,,,
7288,10/10/23 01:00:00 午前,25.866,,,,,
7289,10/10/23 02:00:00 午前,25.817,,,,,
7290,10/10/23 03:00:00 午前,25.866,,,,,
7291,10/10/23 04:00:00 午前,25.841,,,,,
7292,10/10/23 05:00:00 午前,25.793,,,,,
7293,10/10/23 06:00:00 午前,25.817,,,,,
7294,10/10/23 07:00:00 午前,25.866,,,,,
7295,10/10/23 08:00:00 午前,25.841,,,,,
7296,10/10/23 09:00:00 午前,25.914,,,,,
7297,10/10/23 10:00:00 午前,25.987,,,,,
7298,10/10/23 11:00:00 午前,26.085,,,,,
7299,10/10/23 12:00:00 午後,26.134,,,,,
7300,10/10/23 01:00:00 午後,26.256,,,,,
7301,10/10/23 02:00:00 午後,26.256,,,,,
7302,10/10/23 03:00:00 午後,26.231,,,,,
7303,10/10/23 04:00:00 午後,26.182,,,,,
7304,10/10/23 05:00:00 午後,26.158,,,,,
7305,10/10/23 06:00:00 午後,26.012,,,,,
7306,10/10/23 07:00:00 午後,25.914,,,,,
7307,10/10/23 08:00:00 午後,25.866,,,,,
7308,10/10/23 09:00:00 午後,25.793,,,,,
7309,10/10/23 10:00:00 午後,25.914,,,,,
7310,10/10/23 11:00:00 午後,25.963,,,,,
7311,10/11/23 12:00:00 午前,25.963,,,,,
7312,10/11/23 01:00:00 午前,25.89,,,,,
7313,10/11/23 02:00:00 午前,25.72,,,,,
7314,10/11/23 03:00:00 午前,25.695,,,,,
7315,10/11/23 04:00:00 午前,25.744,,,,,
7316,10/11/23 05:00:00 午前,25.695,,,,,
7317,10/11/23 06:00:00 午前,25.598,,,,,
7318,10/11/23 07:00:00 午前,25.72,,,,,
7319,10/11/23 08:00:00 午前,25.525,,,,,
7320,10/11/23 09:00:00 午前,25.477,,,,,
7321,10/11/23 10:00:00 午前,25.453,,,,,
7322,10/11/23 11:00:00 午前,25.525,,,,,
7323,10/11/23 12:00:00 午後,25.695,,,,,
7324,10/11/23 01:00:00 午後,25.793,,,,,
7325,10/11/23 02:00:00 午後,25.768,,,,,
7326,10/11/23 03:00:00 午後,25.817,,,,,
7327,10/11/23 04:00:00 午後,25.768,,,,,
7328,10/11/23 05:00:00 午後,25.768,,,,,
7329,10/11/23 06:00:00 午後,25.744,,,,,
7330,10/11/23 07:00:00 午後,25.744,,,,,
7331,10/11/23 08:00:00 午後,25.623,,,,,
7332,10/11/23 09:00:00 午後,25.574,,,,,
7333,10/11/23 10:00:00 午後,25.598,,,,,
7334,10/11/23 11:00:00 午後,25.647,,,,,
7335,10/12/23 12:00:00 午前,25.623,,,,,
7336,10/12/23 01:00:00 午前,25.598,,,,,
7337,10/12/23 02:00:00 午前,25.55,,,,,
7338,10/12/23 03:00:00 午前,25.525,,,,,
7339,10/12/23 04:00:00 午前,25.477,,,,,
7340,10/12/23 05:00:00 午前,25.453,,,,,
7341,10/12/23 06:00:00 午前,25.258,,,,,
7342,10/12/23 07:00:00 午前,25.234,,,,,
7343,10/12/23 08:00:00 午前,25.258,,,,,
7344,10/12/23 09:00:00 午前,25.186,,,,,
7345,10/12/23 10:00:00 午前,25.404,,,,,
7346,10/12/23 11:00:00 午前,25.477,,,,,
7347,10/12/23 12:00:00 午後,25.598,,,,,
7348,10/12/23 01:00:00 午後,25.695,,,,,
7349,10/12/23 02:00:00 午後,25.695,,,,,
7350,10/12/23 03:00:00 午後,25.671,,,,,
7351,10/12/23 04:00:00 午後,25.647,,,,,
7352,10/12/23 05:00:00 午後,25.55,,,,,
7353,10/12/23 06:00:00 午後,25.501,,,,,
7354,10/12/23 07:00:00 午後,25.453,,,,,
7355,10/12/23 08:00:00 午後,25.38,,,,,
7356,10/12/23 09:00:00 午後,25.307,,,,,
7357,10/12/23 10:00:00 午後,25.283,,,,,
7358,10/12/23 11:00:00 午後,25.234,,,,,
7359,10/13/23 12:00:00 午前,25.307,,,,,
7360,10/13/23 01:00:00 午前,25.307,,,,,
7361,10/13/23 02:00:00 午前,25.355,,,,,
7362,10/13/23 03:00:00 午前,25.258,,,,,
7363,10/13/23 04:00:00 午前,25.186,,,,,
7364,10/13/23 05:00:00 午前,25.04,,,,,
7365,10/13/23 06:00:00 午前,24.919,,,,,
7366,10/13/23 07:00:00 午前,24.919,,,,,
7367,10/13/23 08:00:00 午前,24.871,,,,,
7368,10/13/23 09:00:00 午前,24.847,,,,,
7369,10/13/23 10:00:00 午前,24.774,,,,,
7370,10/13/23 11:00:00 午前,24.847,,,,,
7371,10/13/23 12:00:00 午後,25.21,,,,,
7372,10/13/23 01:00:00 午後,25.307,,,,,
7373,10/13/23 02:00:00 午後,25.331,,,,,
7374,10/13/23 03:00:00 午後,25.404,,,,,
7375,10/13/23 04:00:00 午後,25.453,,,,,
7376,10/13/23 05:00:00 午後,25.428,,,,,
7377,10/13/23 06:00:00 午後,25.355,,,,,
7378,10/13/23 07:00:00 午後,25.283,,,,,
7379,10/13/23 08:00:00 午後,25.331,,,,,
7380,10/13/23 09:00:00 午後,25.089,,,,,
7381,10/13/23 10:00:00 午後,25.113,,,,,
7382,10/13/23 11:00:00 午後,25.089,,,,,
7383,10/14/23 12:00:00 午前,25.162,,,,,
7384,10/14/23 01:00:00 午前,25.234,,,,,
7385,10/14/23 02:00:00 午前,25.258,,,,,
7386,10/14/23 03:00:00 午前,25.234,,,,,
7387,10/14/23 04:00:00 午前,25.113,,,,,
7388,10/14/23 05:00:00 午前,25.113,,,,,
7389,10/14/23 06:00:00 午前,25.065,,,,,
7390,10/14/23 07:00:00 午前,25.016,,,,,
7391,10/14/23 08:00:00 午前,24.895,,,,,
7392,10/14/23 09:00:00 午前,25.04,,,,,
7393,10/14/23 10:00:00 午前,24.944,,,,,
7394,10/14/23 11:00:00 午前,24.895,,,,,
7395,10/14/23 12:00:00 午後,24.871,,,,,
7396,10/14/23 01:00:00 午後,24.944,,,,,
7397,10/14/23 02:00:00 午後,24.944,,,,,
7398,10/14/23 03:00:00 午後,25.016,,,,,
7399,10/14/23 04:00:00 午後,25.089,,,,,
7400,10/14/23 05:00:00 午後,25.137,,,,,
7401,10/14/23 06:00:00 午後,25.113,,,,,
7402,10/14/23 07:00:00 午後,25.137,,,,,
7403,10/14/23 08:00:00 午後,25.016,,,,,
7404,10/14/23 09:00:00 午後,24.944,,,,,
7405,10/14/23 10:00:00 午後,24.944,,,,,
7406,10/14/23 11:00:00 午後,24.75,,,,,
7407,10/15/23 12:00:00 午前,25.016,,,,,
7408,10/15/23 01:00:00 午前,25.137,,,,,
7409,10/15/23 02:00:00 午前,25.137,,,,,
7410,10/15/23 03:00:00 午前,25.162,,,,,
7411,10/15/23 04:00:00 午前,25.162,,,,,
7412,10/15/23 05:00:00 午前,25.162,,,,,
7413,10/15/23 06:00:00 午前,25.186,,,,,
7414,10/15/23 07:00:00 午前,25.137,,,,,
7415,10/15/23 08:00:00 午前,25.137,,,,,
7416,10/15/23 09:00:00 午前,24.992,,,,,
7417,10/15/23 10:00:00 午前,25.04,,,,,
7418,10/15/23 11:00:00 午前,25.137,,,,,
7419,10/15/23 12:00:00 午後,25.162,,,,,
7420,10/15/23 01:00:00 午後,25.186,,,,,
7421,10/15/23 02:00:00 午後,25.186,,,,,
7422,10/15/23 03:00:00 午後,25.137,,,,,
7423,10/15/23 04:00:00 午後,25.137,,,,,
7424,10/15/23 05:00:00 午後,25.113,,,,,
7425,10/15/23 06:00:00 午後,25.065,,,,,
7426,10/15/23 07:00:00 午後,24.992,,,,,
7427,10/15/23 08:00:00 午後,24.895,,,,,
7428,10/15/23 09:00:00 午後,25.04,,,,,
7429,10/15/23 10:00:00 午後,24.823,,,,,
7430,10/15/23 11:00:00 午後,24.702,,,,,
7431,10/16/23 12:00:00 午前,24.774,,,,,
7432,10/16/23 01:00:00 午前,24.847,,,,,
7433,10/16/23 02:00:00 午前,24.798,,,,,
7434,10/16/23 03:00:00 午前,24.726,,,,,
7435,10/16/23 04:00:00 午前,24.75,,,,,
7436,10/16/23 05:00:00 午前,24.677,,,,,
7437,10/16/23 06:00:00 午前,24.823,,,,,
7438,10/16/23 07:00:00 午前,24.75,,,,,
7439,10/16/23 08:00:00 午前,24.823,,,,,
7440,10/16/23 09:00:00 午前,24.798,,,,,
7441,10/16/23 10:00:00 午前,24.798,,,,,
7442,10/16/23 11:00:00 午前,24.653,,,,,
7443,10/16/23 12:00:00 午後,24.484,,,,,
7444,10/16/23 01:00:00 午後,24.629,,,,,
7445,10/16/23 02:00:00 午後,24.992,,,,,
7446,10/16/23 03:00:00 午後,24.968,,,,,
7447,10/16/23 04:00:00 午後,24.919,,,,,
7448,10/16/23 05:00:00 午後,24.871,,,,,
7449,10/16/23 06:00:00 午後,24.847,,,,,
7450,10/16/23 07:00:00 午後,24.774,,,,,
7451,10/16/23 08:00:00 午後,24.75,,,,,
7452,10/16/23 09:00:00 午後,24.702,,,,,
7453,10/16/23 10:00:00 午後,24.702,,,,,
7454,10/16/23 11:00:00 午後,24.557,,,,,
7455,10/17/23 12:00:00 午前,24.532,,,,,
7456,10/17/23 01:00:00 午前,24.629,,,,,
7457,10/17/23 02:00:00 午前,24.75,,,,,
7458,10/17/23 03:00:00 午前,24.726,,,,,
7459,10/17/23 04:00:00 午前,24.726,,,,,
7460,10/17/23 05:00:00 午前,24.557,,,,,
7461,10/17/23 06:00:00 午前,24.532,,,,,
7462,10/17/23 07:00:00 午前,24.532,,,,,
7463,10/17/23 08:00:00 午前,24.339,,,,,
7464,10/17/23 09:00:00 午前,24.388,,,,,
7465,10/17/23 10:00:00 午前,24.605,,,,,
7466,10/17/23 11:00:00 午前,24.702,,,,,
7467,10/17/23 12:00:00 午後,24.774,,,,,
7468,10/17/23 01:00:00 午後,24.798,,,,,
7469,10/17/23 02:00:00 午後,24.823,,,,,
7470,10/17/23 03:00:00 午後,24.75,,,,,
7471,10/17/23 04:00:00 午後,24.75,,,,,
7472,10/17/23 05:00:00 午後,24.726,,,,,
7473,10/17/23 06:00:00 午後,24.677,,,,,
7474,10/17/23 07:00:00 午後,24.677,,,,,
7475,10/17/23 08:00:00 午後,24.629,,,,,
7476,10/17/23 09:00:00 午後,24.557,,,,,
7477,10/17/23 10:00:00 午後,24.557,,,,,
7478,10/17/23 11:00:00 午後,24.46,,,,,
7479,10/18/23 12:00:00 午前,24.412,,,,,
7480,10/18/23 01:00:00 午前,24.436,,,,,
7481,10/18/23 02:00:00 午前,24.412,,,,,
7482,10/18/23 03:00:00 午前,24.436,,,,,
7483,10/18/23 04:00:00 午前,24.388,,,,,
7484,10/18/23 05:00:00 午前,24.532,,,,,
7485,10/18/23 06:00:00 午前,24.557,,,,,
7486,10/18/23 07:00:00 午前,24.557,,,,,
7487,10/18/23 08:00:00 午前,24.532,,,,,
7488,10/18/23 09:00:00 午前,24.46,,,,,
7489,10/18/23 10:00:00 午前,24.484,,,,,
7490,10/18/23 11:00:00 午前,24.508,,,,,
7491,10/18/23 12:00:00 午後,24.605,,,,,
7492,10/18/23 01:00:00 午後,24.629,,,,,
7493,10/18/23 02:00:00 午後,24.677,,,,,
7494,10/18/23 03:00:00 午後,24.726,,,,,
7495,10/18/23 04:00:00 午後,24.75,,,,,
7496,10/18/23 05:00:00 午後,24.847,,,,,
7497,10/18/23 06:00:00 午後,24.823,,,,,
7498,10/18/23 07:00:00 午後,24.823,,,,,
7499,10/18/23 08:00:00 午後,24.726,,,,,
7500,10/18/23 09:00:00 午後,24.823,,,,,
7501,10/18/23 10:00:00 午後,24.871,,,,,
7502,10/18/23 11:00:00 午後,24.919,,,,,
7503,10/19/23 12:00:00 午前,24.798,,,,,
7504,10/19/23 01:00:00 午前,24.823,,,,,
7505,10/19/23 02:00:00 午前,24.677,,,,,
7506,10/19/23 03:00:00 午前,24.605,,,,,
7507,10/19/23 04:00:00 午前,24.605,,,,,
7508,10/19/23 05:00:00 午前,24.508,,,,,
7509,10/19/23 06:00:00 午前,24.436,,,,,
7510,10/19/23 07:00:00 午前,24.436,,,,,
7511,10/19/23 08:00:00 午前,24.412,,,,,
7512,10/19/23 09:00:00 午前,24.436,,,,,
7513,10/19/23 10:00:00 午前,24.557,,,,,
7514,10/19/23 11:00:00 午前,24.677,,,,,
7515,10/19/23 12:00:00 午後,24.75,,,,,
7516,10/19/23 01:00:00 午後,24.798,,,,,
7517,10/19/23 02:00:00 午後,24.774,,,,,
7518,10/19/23 03:00:00 午後,24.774,,,,,
7519,10/19/23 04:00:00 午後,24.774,,,,,
7520,10/19/23 05:00:00 午後,24.774,,,,,
7521,10/19/23 06:00:00 午後,24.75,,,,,
7522,10/19/23 07:00:00 午後,24.75,,,,,
7523,10/19/23 08:00:00 午後,24.653,,,,,
7524,10/19/23 09:00:00 午後,24.653,,,,,
7525,10/19/23 10:00:00 午後,24.629,,,,,
7526,10/19/23 11:00:00 午後,24.677,,,,,
7527,10/20/23 12:00:00 午前,24.557,,,,,
7528,10/20/23 01:00:00 午前,24.557,,,,,
7529,10/20/23 02:00:00 午前,24.557,,,,,
7530,10/20/23 03:00:00 午前,24.508,,,,,
7531,10/20/23 04:00:00 午前,24.508,,,,,
7532,10/20/23 05:00:00 午前,24.436,,,,,
7533,10/20/23 06:00:00 午前,24.46,,,,,
7534,10/20/23 07:00:00 午前,24.532,,,,,
7535,10/20/23 08:00:00 午前,24.581,,,,,
7536,10/20/23 09:00:00 午前,24.605,,,,,
7537,10/20/23 10:00:00 午前,24.677,,,,,
7538,10/20/23 11:00:00 午前,24.702,,,,,
7539,10/20/23 12:00:00 午後,24.726,,,,,
