プロット タイトル: site21_spot013_2023,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20054305, SEN S/N: 20054305, LBL: ℃)",カプラー取り外し (LGR S/N: 20054305),カプラー取り付け (LGR S/N: 20054305),ホスト接続 (LGR S/N: 20054305),停止済み (LGR S/N: 20054305),ファイルの終わり (LGR S/N: 20054305)
2094,03/07/23 03:00:00 午後,16.82,,,,,
2095,03/07/23 04:00:00 午後,16.844,,,,,
2096,03/07/23 05:00:00 午後,16.844,,,,,
2097,03/07/23 06:00:00 午後,16.844,,,,,
2098,03/07/23 07:00:00 午後,17.058,,,,,
2099,03/07/23 08:00:00 午後,17.153,,,,,
2100,03/07/23 09:00:00 午後,17.058,,,,,
2101,03/07/23 10:00:00 午後,16.82,,,,,
2102,03/07/23 11:00:00 午後,16.773,,,,,
2103,03/08/23 12:00:00 午前,16.963,,,,,
2104,03/08/23 01:00:00 午前,17.034,,,,,
2105,03/08/23 02:00:00 午前,17.082,,,,,
2106,03/08/23 03:00:00 午前,17.177,,,,,
2107,03/08/23 04:00:00 午前,17.106,,,,,
2108,03/08/23 05:00:00 午前,17.249,,,,,
2109,03/08/23 06:00:00 午前,17.344,,,,,
2110,03/08/23 07:00:00 午前,17.058,,,,,
2111,03/08/23 08:00:00 午前,17.106,,,,,
2112,03/08/23 09:00:00 午前,17.106,,,,,
2113,03/08/23 10:00:00 午前,17.082,,,,,
2114,03/08/23 11:00:00 午前,17.106,,,,,
2115,03/08/23 12:00:00 午後,17.225,,,,,
2116,03/08/23 01:00:00 午後,17.344,,,,,
2117,03/08/23 02:00:00 午後,17.51,,,,,
2118,03/08/23 03:00:00 午後,17.653,,,,,
2119,03/08/23 04:00:00 午後,17.772,,,,,
2120,03/08/23 05:00:00 午後,17.843,,,,,
2121,03/08/23 06:00:00 午後,17.915,,,,,
2122,03/08/23 07:00:00 午後,17.891,,,,,
2123,03/08/23 08:00:00 午後,17.891,,,,,
2124,03/08/23 09:00:00 午後,17.867,,,,,
2125,03/08/23 10:00:00 午後,17.867,,,,,
2126,03/08/23 11:00:00 午後,17.677,,,,,
2127,03/09/23 12:00:00 午前,17.772,,,,,
2128,03/09/23 01:00:00 午前,17.724,,,,,
2129,03/09/23 02:00:00 午前,17.605,,,,,
2130,03/09/23 03:00:00 午前,17.558,,,,,
2131,03/09/23 04:00:00 午前,17.629,,,,,
2132,03/09/23 05:00:00 午前,17.605,,,,,
2133,03/09/23 06:00:00 午前,17.605,,,,,
2134,03/09/23 07:00:00 午前,17.558,,,,,
2135,03/09/23 08:00:00 午前,17.558,,,,,
2136,03/09/23 09:00:00 午前,17.582,,,,,
2137,03/09/23 10:00:00 午前,17.582,,,,,
2138,03/09/23 11:00:00 午前,17.677,,,,,
2139,03/09/23 12:00:00 午後,17.796,,,,,
2140,03/09/23 01:00:00 午後,17.867,,,,,
2141,03/09/23 02:00:00 午後,17.938,,,,,
2142,03/09/23 03:00:00 午後,17.986,,,,,
2143,03/09/23 04:00:00 午後,18.105,,,,,
2144,03/09/23 05:00:00 午後,18.033,,,,,
2145,03/09/23 06:00:00 午後,17.867,,,,,
2146,03/09/23 07:00:00 午後,17.867,,,,,
2147,03/09/23 08:00:00 午後,18.033,,,,,
2148,03/09/23 09:00:00 午後,18.129,,,,,
2149,03/09/23 10:00:00 午後,18.152,,,,,
2150,03/09/23 11:00:00 午後,18.129,,,,,
2151,03/10/23 12:00:00 午前,18.081,,,,,
2152,03/10/23 01:00:00 午前,18.033,,,,,
2153,03/10/23 02:00:00 午前,18.057,,,,,
2154,03/10/23 03:00:00 午前,18.033,,,,,
2155,03/10/23 04:00:00 午前,17.915,,,,,
2156,03/10/23 05:00:00 午前,17.748,,,,,
2157,03/10/23 06:00:00 午前,17.748,,,,,
2158,03/10/23 07:00:00 午前,17.843,,,,,
2159,03/10/23 08:00:00 午前,17.915,,,,,
2160,03/10/23 09:00:00 午前,17.986,,,,,
2161,03/10/23 10:00:00 午前,18.033,,,,,
2162,03/10/23 11:00:00 午前,18.033,,,,,
2163,03/10/23 12:00:00 午後,18.057,,,,,
2164,03/10/23 01:00:00 午後,18.105,,,,,
2165,03/10/23 02:00:00 午後,18.176,,,,,
2166,03/10/23 03:00:00 午後,18.2,,,,,
2167,03/10/23 04:00:00 午後,18.224,,,,,
2168,03/10/23 05:00:00 午後,18.224,,,,,
2169,03/10/23 06:00:00 午後,18.152,,,,,
2170,03/10/23 07:00:00 午後,18.129,,,,,
2171,03/10/23 08:00:00 午後,18.176,,,,,
2172,03/10/23 09:00:00 午後,17.938,,,,,
2173,03/10/23 10:00:00 午後,17.938,,,,,
2174,03/10/23 11:00:00 午後,17.891,,,,,
2175,03/11/23 12:00:00 午前,17.701,,,,,
2176,03/11/23 01:00:00 午前,17.653,,,,,
2177,03/11/23 02:00:00 午前,17.582,,,,,
2178,03/11/23 03:00:00 午前,17.486,,,,,
2179,03/11/23 04:00:00 午前,17.439,,,,,
2180,03/11/23 05:00:00 午前,17.225,,,,,
2181,03/11/23 06:00:00 午前,17.225,,,,,
2182,03/11/23 07:00:00 午前,17.51,,,,,
2183,03/11/23 08:00:00 午前,17.51,,,,,
2184,03/11/23 09:00:00 午前,17.558,,,,,
2185,03/11/23 10:00:00 午前,17.582,,,,,
2186,03/11/23 11:00:00 午前,17.534,,,,,
2187,03/11/23 12:00:00 午後,17.772,,,,,
2188,03/11/23 01:00:00 午後,17.915,,,,,
2189,03/11/23 02:00:00 午後,17.938,,,,,
2190,03/11/23 03:00:00 午後,17.486,,,,,
2191,03/11/23 04:00:00 午後,17.249,,,,,
2192,03/11/23 05:00:00 午後,17.368,,,,,
2193,03/11/23 06:00:00 午後,17.558,,,,,
2194,03/11/23 07:00:00 午後,17.629,,,,,
2195,03/11/23 08:00:00 午後,17.701,,,,,
2196,03/11/23 09:00:00 午後,17.724,,,,,
2197,03/11/23 10:00:00 午後,17.701,,,,,
2198,03/11/23 11:00:00 午後,17.677,,,,,
2199,03/12/23 12:00:00 午前,17.701,,,,,
2200,03/12/23 01:00:00 午前,17.677,,,,,
2201,03/12/23 02:00:00 午前,17.653,,,,,
2202,03/12/23 03:00:00 午前,17.629,,,,,
2203,03/12/23 04:00:00 午前,17.605,,,,,
2204,03/12/23 05:00:00 午前,17.605,,,,,
2205,03/12/23 06:00:00 午前,17.629,,,,,
2206,03/12/23 07:00:00 午前,17.653,,,,,
2207,03/12/23 08:00:00 午前,17.677,,,,,
2208,03/12/23 09:00:00 午前,17.701,,,,,
2209,03/12/23 10:00:00 午前,17.724,,,,,
2210,03/12/23 11:00:00 午前,17.748,,,,,
2211,03/12/23 12:00:00 午後,17.819,,,,,
2212,03/12/23 01:00:00 午後,17.938,,,,,
2213,03/12/23 02:00:00 午後,18.105,,,,,
2214,03/12/23 03:00:00 午後,18.081,,,,,
2215,03/12/23 04:00:00 午後,18.01,,,,,
2216,03/12/23 05:00:00 午後,17.962,,,,,
2217,03/12/23 06:00:00 午後,17.891,,,,,
2218,03/12/23 07:00:00 午後,17.867,,,,,
2219,03/12/23 08:00:00 午後,17.962,,,,,
2220,03/12/23 09:00:00 午後,18.033,,,,,
2221,03/12/23 10:00:00 午後,18.033,,,,,
2222,03/12/23 11:00:00 午後,18.033,,,,,
2223,03/13/23 12:00:00 午前,18.01,,,,,
2224,03/13/23 01:00:00 午前,18.01,,,,,
2225,03/13/23 02:00:00 午前,17.986,,,,,
2226,03/13/23 03:00:00 午前,17.986,,,,,
2227,03/13/23 04:00:00 午前,17.986,,,,,
2228,03/13/23 05:00:00 午前,17.986,,,,,
2229,03/13/23 06:00:00 午前,18.01,,,,,
2230,03/13/23 07:00:00 午前,17.986,,,,,
2231,03/13/23 08:00:00 午前,17.986,,,,,
2232,03/13/23 09:00:00 午前,17.891,,,,,
2233,03/13/23 10:00:00 午前,17.915,,,,,
2234,03/13/23 11:00:00 午前,17.891,,,,,
2235,03/13/23 12:00:00 午後,17.986,,,,,
2236,03/13/23 01:00:00 午後,17.986,,,,,
2237,03/13/23 02:00:00 午後,17.962,,,,,
2238,03/13/23 03:00:00 午後,18.033,,,,,
2239,03/13/23 04:00:00 午後,18.057,,,,,
2240,03/13/23 05:00:00 午後,18.033,,,,,
2241,03/13/23 06:00:00 午後,17.986,,,,,
2242,03/13/23 07:00:00 午後,17.938,,,,,
2243,03/13/23 08:00:00 午後,17.867,,,,,
2244,03/13/23 09:00:00 午後,17.677,,,,,
2245,03/13/23 10:00:00 午後,17.724,,,,,
2246,03/13/23 11:00:00 午後,17.701,,,,,
2247,03/14/23 12:00:00 午前,17.534,,,,,
2248,03/14/23 01:00:00 午前,17.558,,,,,
2249,03/14/23 02:00:00 午前,17.534,,,,,
2250,03/14/23 03:00:00 午前,17.415,,,,,
2251,03/14/23 04:00:00 午前,17.344,,,,,
2252,03/14/23 05:00:00 午前,17.225,,,,,
2253,03/14/23 06:00:00 午前,17.225,,,,,
2254,03/14/23 07:00:00 午前,17.201,,,,,
2255,03/14/23 08:00:00 午前,17.225,,,,,
2256,03/14/23 09:00:00 午前,16.892,,,,,
2257,03/14/23 10:00:00 午前,16.915,,,,,
2258,03/14/23 11:00:00 午前,16.868,,,,,
2259,03/14/23 12:00:00 午後,16.915,,,,,
2260,03/14/23 01:00:00 午後,17.082,,,,,
2261,03/14/23 02:00:00 午後,17.177,,,,,
2262,03/14/23 03:00:00 午後,17.153,,,,,
2263,03/14/23 04:00:00 午後,17.106,,,,,
2264,03/14/23 05:00:00 午後,16.939,,,,,
2265,03/14/23 06:00:00 午後,16.796,,,,,
2266,03/14/23 07:00:00 午後,16.725,,,,,
2267,03/14/23 08:00:00 午後,16.868,,,,,
2268,03/14/23 09:00:00 午後,17.13,,,,,
2269,03/14/23 10:00:00 午後,17.13,,,,,
2270,03/14/23 11:00:00 午後,17.201,,,,,
2271,03/15/23 12:00:00 午前,16.987,,,,,
2272,03/15/23 01:00:00 午前,16.987,,,,,
2273,03/15/23 02:00:00 午前,16.892,,,,,
2274,03/15/23 03:00:00 午前,16.892,,,,,
2275,03/15/23 04:00:00 午前,16.939,,,,,
2276,03/15/23 05:00:00 午前,16.892,,,,,
2277,03/15/23 06:00:00 午前,16.892,,,,,
2278,03/15/23 07:00:00 午前,16.892,,,,,
2279,03/15/23 08:00:00 午前,16.892,,,,,
2280,03/15/23 09:00:00 午前,16.939,,,,,
2281,03/15/23 10:00:00 午前,17.034,,,,,
2282,03/15/23 11:00:00 午前,17.058,,,,,
2283,03/15/23 12:00:00 午後,17.106,,,,,
2284,03/15/23 01:00:00 午後,17.201,,,,,
2285,03/15/23 02:00:00 午後,17.296,,,,,
2286,03/15/23 03:00:00 午後,17.272,,,,,
2287,03/15/23 04:00:00 午後,17.201,,,,,
2288,03/15/23 05:00:00 午後,17.058,,,,,
2289,03/15/23 06:00:00 午後,16.892,,,,,
2290,03/15/23 07:00:00 午後,16.868,,,,,
2291,03/15/23 08:00:00 午後,16.915,,,,,
2292,03/15/23 09:00:00 午後,17.011,,,,,
2293,03/15/23 10:00:00 午後,17.106,,,,,
2294,03/15/23 11:00:00 午後,17.153,,,,,
2295,03/16/23 12:00:00 午前,17.106,,,,,
2296,03/16/23 01:00:00 午前,17.106,,,,,
2297,03/16/23 02:00:00 午前,17.106,,,,,
2298,03/16/23 03:00:00 午前,17.106,,,,,
2299,03/16/23 04:00:00 午前,17.106,,,,,
2300,03/16/23 05:00:00 午前,17.106,,,,,
2301,03/16/23 06:00:00 午前,17.106,,,,,
2302,03/16/23 07:00:00 午前,17.082,,,,,
2303,03/16/23 08:00:00 午前,17.13,,,,,
2304,03/16/23 09:00:00 午前,17.153,,,,,
2305,03/16/23 10:00:00 午前,17.225,,,,,
2306,03/16/23 11:00:00 午前,17.249,,,,,
2307,03/16/23 12:00:00 午後,17.32,,,,,
2308,03/16/23 01:00:00 午後,17.368,,,,,
2309,03/16/23 02:00:00 午後,17.439,,,,,
2310,03/16/23 03:00:00 午後,17.51,,,,,
2311,03/16/23 04:00:00 午後,17.486,,,,,
2312,03/16/23 05:00:00 午後,17.51,,,,,
2313,03/16/23 06:00:00 午後,17.368,,,,,
2314,03/16/23 07:00:00 午後,17.296,,,,,
2315,03/16/23 08:00:00 午後,17.272,,,,,
2316,03/16/23 09:00:00 午後,17.272,,,,,
2317,03/16/23 10:00:00 午後,17.272,,,,,
2318,03/16/23 11:00:00 午後,17.272,,,,,
2319,03/17/23 12:00:00 午前,17.296,,,,,
2320,03/17/23 01:00:00 午前,17.32,,,,,
2321,03/17/23 02:00:00 午前,17.368,,,,,
2322,03/17/23 03:00:00 午前,17.439,,,,,
2323,03/17/23 04:00:00 午前,17.439,,,,,
2324,03/17/23 05:00:00 午前,17.439,,,,,
2325,03/17/23 06:00:00 午前,17.439,,,,,
2326,03/17/23 07:00:00 午前,17.463,,,,,
2327,03/17/23 08:00:00 午前,17.486,,,,,
2328,03/17/23 09:00:00 午前,17.51,,,,,
2329,03/17/23 10:00:00 午前,17.51,,,,,
2330,03/17/23 11:00:00 午前,17.51,,,,,
2331,03/17/23 12:00:00 午後,17.51,,,,,
2332,03/17/23 01:00:00 午後,17.534,,,,,
2333,03/17/23 02:00:00 午後,17.534,,,,,
2334,03/17/23 03:00:00 午後,17.534,,,,,
2335,03/17/23 04:00:00 午後,17.51,,,,,
2336,03/17/23 05:00:00 午後,17.415,,,,,
2337,03/17/23 06:00:00 午後,17.391,,,,,
2338,03/17/23 07:00:00 午後,17.344,,,,,
2339,03/17/23 08:00:00 午後,17.249,,,,,
2340,03/17/23 09:00:00 午後,17.249,,,,,
2341,03/17/23 10:00:00 午後,17.272,,,,,
2342,03/17/23 11:00:00 午後,17.296,,,,,
2343,03/18/23 12:00:00 午前,17.415,,,,,
2344,03/18/23 01:00:00 午前,17.439,,,,,
2345,03/18/23 02:00:00 午前,17.415,,,,,
2346,03/18/23 03:00:00 午前,17.368,,,,,
2347,03/18/23 04:00:00 午前,17.344,,,,,
2348,03/18/23 05:00:00 午前,17.296,,,,,
2349,03/18/23 06:00:00 午前,17.249,,,,,
2350,03/18/23 07:00:00 午前,17.249,,,,,
2351,03/18/23 08:00:00 午前,17.272,,,,,
2352,03/18/23 09:00:00 午前,17.177,,,,,
2353,03/18/23 10:00:00 午前,17.153,,,,,
2354,03/18/23 11:00:00 午前,17.249,,,,,
2355,03/18/23 12:00:00 午後,17.225,,,,,
2356,03/18/23 01:00:00 午後,17.272,,,,,
2357,03/18/23 02:00:00 午後,17.296,,,,,
2358,03/18/23 03:00:00 午後,17.32,,,,,
2359,03/18/23 04:00:00 午後,17.368,,,,,
2360,03/18/23 05:00:00 午後,17.344,,,,,
2361,03/18/23 06:00:00 午後,17.344,,,,,
2362,03/18/23 07:00:00 午後,17.344,,,,,
2363,03/18/23 08:00:00 午後,17.32,,,,,
2364,03/18/23 09:00:00 午後,17.177,,,,,
2365,03/18/23 10:00:00 午後,17.153,,,,,
2366,03/18/23 11:00:00 午後,17.058,,,,,
2367,03/19/23 12:00:00 午前,17.153,,,,,
2368,03/19/23 01:00:00 午前,17.153,,,,,
2369,03/19/23 02:00:00 午前,17.177,,,,,
2370,03/19/23 03:00:00 午前,17.034,,,,,
2371,03/19/23 04:00:00 午前,17.058,,,,,
2372,03/19/23 05:00:00 午前,17.082,,,,,
2373,03/19/23 06:00:00 午前,17.13,,,,,
2374,03/19/23 07:00:00 午前,16.987,,,,,
2375,03/19/23 08:00:00 午前,17.011,,,,,
2376,03/19/23 09:00:00 午前,17.153,,,,,
2377,03/19/23 10:00:00 午前,17.177,,,,,
2378,03/19/23 11:00:00 午前,17.344,,,,,
2379,03/19/23 12:00:00 午後,17.605,,,,,
2380,03/19/23 01:00:00 午後,18.01,,,,,
2381,03/19/23 02:00:00 午後,18.033,,,,,
2382,03/19/23 03:00:00 午後,18.057,,,,,
2383,03/19/23 04:00:00 午後,18.057,,,,,
2384,03/19/23 05:00:00 午後,18.057,,,,,
2385,03/19/23 06:00:00 午後,18.129,,,,,
2386,03/19/23 07:00:00 午後,18.081,,,,,
2387,03/19/23 08:00:00 午後,17.986,,,,,
2388,03/19/23 09:00:00 午後,17.891,,,,,
2389,03/19/23 10:00:00 午後,17.748,,,,,
2390,03/19/23 11:00:00 午後,17.677,,,,,
2391,03/20/23 12:00:00 午前,17.629,,,,,
2392,03/20/23 01:00:00 午前,17.605,,,,,
2393,03/20/23 02:00:00 午前,17.605,,,,,
2394,03/20/23 03:00:00 午前,17.629,,,,,
2395,03/20/23 04:00:00 午前,17.677,,,,,
2396,03/20/23 05:00:00 午前,17.629,,,,,
2397,03/20/23 06:00:00 午前,17.582,,,,,
2398,03/20/23 07:00:00 午前,17.582,,,,,
2399,03/20/23 08:00:00 午前,17.629,,,,,
2400,03/20/23 09:00:00 午前,17.582,,,,,
2401,03/20/23 10:00:00 午前,17.677,,,,,
2402,03/20/23 11:00:00 午前,17.796,,,,,
2403,03/20/23 12:00:00 午後,17.843,,,,,
2404,03/20/23 01:00:00 午後,17.772,,,,,
2405,03/20/23 02:00:00 午後,17.772,,,,,
2406,03/20/23 03:00:00 午後,17.772,,,,,
2407,03/20/23 04:00:00 午後,17.748,,,,,
2408,03/20/23 05:00:00 午後,17.867,,,,,
2409,03/20/23 06:00:00 午後,17.938,,,,,
2410,03/20/23 07:00:00 午後,18.033,,,,,
2411,03/20/23 08:00:00 午後,18.129,,,,,
2412,03/20/23 09:00:00 午後,18.152,,,,,
2413,03/20/23 10:00:00 午後,18.2,,,,,
2414,03/20/23 11:00:00 午後,18.2,,,,,
2415,03/21/23 12:00:00 午前,18.176,,,,,
2416,03/21/23 01:00:00 午前,18.176,,,,,
2417,03/21/23 02:00:00 午前,18.01,,,,,
2418,03/21/23 03:00:00 午前,17.986,,,,,
2419,03/21/23 04:00:00 午前,18.081,,,,,
2420,03/21/23 05:00:00 午前,18.105,,,,,
2421,03/21/23 06:00:00 午前,18.081,,,,,
2422,03/21/23 07:00:00 午前,18.01,,,,,
2423,03/21/23 08:00:00 午前,17.938,,,,,
2424,03/21/23 09:00:00 午前,18.105,,,,,
2425,03/21/23 10:00:00 午前,18.152,,,,,
2426,03/21/23 11:00:00 午前,18.247,,,,,
2427,03/21/23 12:00:00 午後,18.319,,,,,
2428,03/21/23 01:00:00 午後,18.295,,,,,
2429,03/21/23 02:00:00 午後,18.271,,,,,
2430,03/21/23 03:00:00 午後,18.2,,,,,
2431,03/21/23 04:00:00 午後,18.224,,,,,
2432,03/21/23 05:00:00 午後,18.176,,,,,
2433,03/21/23 06:00:00 午後,18.176,,,,,
2434,03/21/23 07:00:00 午後,18.152,,,,,
2435,03/21/23 08:00:00 午後,18.129,,,,,
2436,03/21/23 09:00:00 午後,18.129,,,,,
2437,03/21/23 10:00:00 午後,18.105,,,,,
2438,03/21/23 11:00:00 午後,18.081,,,,,
2439,03/22/23 12:00:00 午前,18.081,,,,,
2440,03/22/23 01:00:00 午前,18.105,,,,,
2441,03/22/23 02:00:00 午前,18.105,,,,,
2442,03/22/23 03:00:00 午前,18.081,,,,,
2443,03/22/23 04:00:00 午前,18.081,,,,,
2444,03/22/23 05:00:00 午前,18.057,,,,,
2445,03/22/23 06:00:00 午前,18.033,,,,,
2446,03/22/23 07:00:00 午前,18.01,,,,,
2447,03/22/23 08:00:00 午前,18.033,,,,,
2448,03/22/23 09:00:00 午前,18.081,,,,,
2449,03/22/23 10:00:00 午前,18.129,,,,,
2450,03/22/23 11:00:00 午前,18.2,,,,,
2451,03/22/23 12:00:00 午後,18.247,,,,,
2452,03/22/23 01:00:00 午後,18.319,,,,,
2453,03/22/23 02:00:00 午後,18.319,,,,,
2454,03/22/23 03:00:00 午後,18.366,,,,,
2455,03/22/23 04:00:00 午後,18.438,,,,,
2456,03/22/23 05:00:00 午後,18.39,,,,,
2457,03/22/23 06:00:00 午後,18.366,,,,,
2458,03/22/23 07:00:00 午後,18.343,,,,,
2459,03/22/23 08:00:00 午後,18.319,,,,,
2460,03/22/23 09:00:00 午後,18.295,,,,,
2461,03/22/23 10:00:00 午後,18.271,,,,,
2462,03/22/23 11:00:00 午後,18.271,,,,,
2463,03/23/23 12:00:00 午前,18.271,,,,,
2464,03/23/23 01:00:00 午前,18.295,,,,,
2465,03/23/23 02:00:00 午前,18.295,,,,,
2466,03/23/23 03:00:00 午前,18.271,,,,,
2467,03/23/23 04:00:00 午前,18.247,,,,,
2468,03/23/23 05:00:00 午前,18.247,,,,,
2469,03/23/23 06:00:00 午前,18.224,,,,,
2470,03/23/23 07:00:00 午前,18.224,,,,,
2471,03/23/23 08:00:00 午前,18.224,,,,,
2472,03/23/23 09:00:00 午前,18.247,,,,,
2473,03/23/23 10:00:00 午前,18.247,,,,,
2474,03/23/23 11:00:00 午前,18.247,,,,,
2475,03/23/23 12:00:00 午後,18.271,,,,,
2476,03/23/23 01:00:00 午後,18.271,,,,,
2477,03/23/23 02:00:00 午後,18.271,,,,,
2478,03/23/23 03:00:00 午後,18.271,,,,,
2479,03/23/23 04:00:00 午後,18.247,,,,,
2480,03/23/23 05:00:00 午後,18.247,,,,,
2481,03/23/23 06:00:00 午後,18.247,,,,,
2482,03/23/23 07:00:00 午後,18.271,,,,,
2483,03/23/23 08:00:00 午後,18.319,,,,,
2484,03/23/23 09:00:00 午後,18.343,,,,,
2485,03/23/23 10:00:00 午後,18.366,,,,,
2486,03/23/23 11:00:00 午後,18.366,,,,,
2487,03/24/23 12:00:00 午前,18.39,,,,,
2488,03/24/23 01:00:00 午前,18.39,,,,,
2489,03/24/23 02:00:00 午前,18.39,,,,,
2490,03/24/23 03:00:00 午前,18.366,,,,,
2491,03/24/23 04:00:00 午前,18.366,,,,,
2492,03/24/23 05:00:00 午前,18.366,,,,,
2493,03/24/23 06:00:00 午前,18.343,,,,,
2494,03/24/23 07:00:00 午前,18.343,,,,,
2495,03/24/23 08:00:00 午前,18.366,,,,,
2496,03/24/23 09:00:00 午前,18.366,,,,,
2497,03/24/23 10:00:00 午前,18.438,,,,,
2498,03/24/23 11:00:00 午前,18.485,,,,,
2499,03/24/23 12:00:00 午後,18.509,,,,,
2500,03/24/23 01:00:00 午後,18.628,,,,,
2501,03/24/23 02:00:00 午後,18.652,,,,,
2502,03/24/23 03:00:00 午後,18.58,,,,,
2503,03/24/23 04:00:00 午後,18.414,,,,,
2504,03/24/23 05:00:00 午後,18.319,,,,,
2505,03/24/23 06:00:00 午後,18.295,,,,,
2506,03/24/23 07:00:00 午後,18.343,,,,,
2507,03/24/23 08:00:00 午後,18.533,,,,,
2508,03/24/23 09:00:00 午後,18.604,,,,,
2509,03/24/23 10:00:00 午後,18.604,,,,,
2510,03/24/23 11:00:00 午後,18.557,,,,,
2511,03/25/23 12:00:00 午前,18.414,,,,,
2512,03/25/23 01:00:00 午前,18.343,,,,,
2513,03/25/23 02:00:00 午前,18.295,,,,,
2514,03/25/23 03:00:00 午前,18.271,,,,,
2515,03/25/23 04:00:00 午前,18.224,,,,,
2516,03/25/23 05:00:00 午前,17.962,,,,,
2517,03/25/23 06:00:00 午前,18.033,,,,,
2518,03/25/23 07:00:00 午前,18.224,,,,,
2519,03/25/23 08:00:00 午前,18.319,,,,,
2520,03/25/23 09:00:00 午前,18.343,,,,,
2521,03/25/23 10:00:00 午前,18.414,,,,,
2522,03/25/23 11:00:00 午前,18.438,,,,,
2523,03/25/23 12:00:00 午後,18.438,,,,,
2524,03/25/23 01:00:00 午後,18.414,,,,,
2525,03/25/23 02:00:00 午後,18.438,,,,,
2526,03/25/23 03:00:00 午後,18.39,,,,,
2527,03/25/23 04:00:00 午後,18.247,,,,,
2528,03/25/23 05:00:00 午後,18.247,,,,,
2529,03/25/23 06:00:00 午後,18.295,,,,,
2530,03/25/23 07:00:00 午後,18.343,,,,,
2531,03/25/23 08:00:00 午後,18.366,,,,,
2532,03/25/23 09:00:00 午後,18.295,,,,,
2533,03/25/23 10:00:00 午後,18.295,,,,,
2534,03/25/23 11:00:00 午後,18.295,,,,,
2535,03/26/23 12:00:00 午前,18.271,,,,,
2536,03/26/23 01:00:00 午前,18.247,,,,,
2537,03/26/23 02:00:00 午前,18.224,,,,,
2538,03/26/23 03:00:00 午前,18.271,,,,,
2539,03/26/23 04:00:00 午前,18.271,,,,,
2540,03/26/23 05:00:00 午前,18.247,,,,,
2541,03/26/23 06:00:00 午前,18.176,,,,,
2542,03/26/23 07:00:00 午前,18.2,,,,,
2543,03/26/23 08:00:00 午前,18.224,,,,,
2544,03/26/23 09:00:00 午前,18.247,,,,,
2545,03/26/23 10:00:00 午前,18.224,,,,,
2546,03/26/23 11:00:00 午前,18.224,,,,,
2547,03/26/23 12:00:00 午後,18.224,,,,,
2548,03/26/23 01:00:00 午後,18.247,,,,,
2549,03/26/23 02:00:00 午後,18.247,,,,,
2550,03/26/23 03:00:00 午後,18.247,,,,,
2551,03/26/23 04:00:00 午後,18.224,,,,,
2552,03/26/23 05:00:00 午後,18.2,,,,,
2553,03/26/23 06:00:00 午後,18.176,,,,,
2554,03/26/23 07:00:00 午後,18.176,,,,,
2555,03/26/23 08:00:00 午後,18.2,,,,,
2556,03/26/23 09:00:00 午後,18.2,,,,,
2557,03/26/23 10:00:00 午後,18.2,,,,,
2558,03/26/23 11:00:00 午後,18.176,,,,,
2559,03/27/23 12:00:00 午前,18.129,,,,,
2560,03/27/23 01:00:00 午前,18.129,,,,,
2561,03/27/23 02:00:00 午前,17.962,,,,,
2562,03/27/23 03:00:00 午前,17.843,,,,,
2563,03/27/23 04:00:00 午前,17.986,,,,,
2564,03/27/23 05:00:00 午前,18.057,,,,,
2565,03/27/23 06:00:00 午前,18.152,,,,,
2566,03/27/23 07:00:00 午前,18.129,,,,,
2567,03/27/23 08:00:00 午前,18.152,,,,,
2568,03/27/23 09:00:00 午前,17.915,,,,,
2569,03/27/23 10:00:00 午前,17.986,,,,,
2570,03/27/23 11:00:00 午前,18.033,,,,,
2571,03/27/23 12:00:00 午後,18.081,,,,,
2572,03/27/23 01:00:00 午後,18.176,,,,,
2573,03/27/23 02:00:00 午後,18.2,,,,,
2574,03/27/23 03:00:00 午後,18.271,,,,,
2575,03/27/23 04:00:00 午後,18.247,,,,,
2576,03/27/23 05:00:00 午後,18.2,,,,,
2577,03/27/23 06:00:00 午後,18.129,,,,,
2578,03/27/23 07:00:00 午後,18.105,,,,,
2579,03/27/23 08:00:00 午後,18.129,,,,,
2580,03/27/23 09:00:00 午後,18.247,,,,,
2581,03/27/23 10:00:00 午後,18.176,,,,,
2582,03/27/23 11:00:00 午後,18.2,,,,,
2583,03/28/23 12:00:00 午前,18.152,,,,,
2584,03/28/23 01:00:00 午前,18.129,,,,,
2585,03/28/23 02:00:00 午前,18.057,,,,,
2586,03/28/23 03:00:00 午前,18.01,,,,,
2587,03/28/23 04:00:00 午前,18.033,,,,,
2588,03/28/23 05:00:00 午前,18.033,,,,,
2589,03/28/23 06:00:00 午前,18.057,,,,,
2590,03/28/23 07:00:00 午前,18.033,,,,,
2591,03/28/23 08:00:00 午前,18.057,,,,,
2592,03/28/23 09:00:00 午前,18.057,,,,,
2593,03/28/23 10:00:00 午前,18.033,,,,,
2594,03/28/23 11:00:00 午前,18.057,,,,,
2595,03/28/23 12:00:00 午後,18.033,,,,,
2596,03/28/23 01:00:00 午後,18.105,,,,,
2597,03/28/23 02:00:00 午後,18.176,,,,,
2598,03/28/23 03:00:00 午後,18.2,,,,,
2599,03/28/23 04:00:00 午後,18.129,,,,,
2600,03/28/23 05:00:00 午後,18.01,,,,,
2601,03/28/23 06:00:00 午後,17.986,,,,,
2602,03/28/23 07:00:00 午後,18.033,,,,,
2603,03/28/23 08:00:00 午後,18.033,,,,,
2604,03/28/23 09:00:00 午後,18.057,,,,,
